cpd_id	compound_name	stored_inchikey	chebi_cid	kegg_cid	raw_query
cpd11255	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	CJVJCLINYXKYNP-UHFFFAOYSA-N	5462190	118500	chebi_xref->CID5462190;kegg_xref=C15606->CID118500
cpd12692	5-Methylbarbiturate	UBBZMONZPQRPMD-UHFFFAOYSA-N	25203833	232791	chebi_xref->CID25203833;kegg_xref=C05281->CID232791
cpd12878	CO-METHYLCOBALAMIN	JEWJRMKHSMTXPP-UVKKECPRSA-N	71306319	24892769	chebi_xref->CID71306319;kegg_xref=C06453->CID24892769
cpd13429	7-acetoacetyl-8-hydroxy-6-(2-methoxy-2-oxoethyl)-9,10-dioxo-9,10-dihydroanthracen-1-olate	VKPZPIRCMXRMRC-UHFFFAOYSA-M	40467697	443820	chebi_xref->CID40467697;kegg_xref=C12415->CID443820
cpd14710	1-(2,6-Dihydroxypyridin-3-yl)-4-(methylamino)butan-1-one	ODVRHEVDVLWYQR-UHFFFAOYSA-O	25201425	730136	chebi_xref->CID25201425;kegg_xref=C15986->CID730136
cpd14873	(5E)-6-hydroxy-5-(2-hydroxy-5-oxido-6-oxopyridin-3(6H)-ylidene)-2-oxo-2,5-dihydropyridin-3-olate	BHBXUALEHGIQHZ-ONEGZZNKSA-N	76515986	192767	chebi_xref->CID76515986;kegg_xref=C16152->CID192767
cpd14961	Co-precorrin-7	GPKQHTAVLDBECX-HDPLZVLRSA-G	124202059	11477281	chebi_xref->CID124202059;kegg_xref=C16244->CID11477281
cpd15020	2-[3-(beta-D-glucopyranosyloxy)-4,5-dihydroxyphenyl]-7-hydroxy-5-oxidochromenium-3-yl 6-O-(carboxylatoacetyl)-beta-D-glucopyranoside	OKDMJPGJRVULBW-YEQKKNNOSA-M	25201660	13721976	chebi_xref->CID25201660;kegg_xref=C16304->CID13721976
cpd15839	1-deoxy-1-(8-hydroxy-2,4-dioxo-2H-pyrimido[4,5-b]quinolin-3-id-10(4H)-yl)-D-ribitol	AUEILLWDYUBWCM-XQQFMLRXSA-N	46878524	448701	chebi_xref->CID46878524;kegg_xref=C19154->CID448701
cpd16332	(<i>Z</i>)-2-(1<i>H</i>-indol-3-yl)-1-thioacetohydroximate	NPTAQBFHUNRJAR-UHFFFAOYSA-M	25200900	17989211	chebi_xref->CID25200900;kegg_xref=C16516->CID17989211
cpd17786	5,6,8-trihydroxy-2-methylbenzo[g]chromen-4-one	RVRLLYKHCMHGKV-UHFFFAOYSA-N	145864723	135453893	chebi_xref->CID145864723;kegg_xref=C17671->CID135453893
cpd17933	2-(hydroxyphosphonoylmethyl)butanedioate	ZKRDXWTUWPUWEG-UHFFFAOYSA-K	45479490	6336010	chebi_xref->CID45479490;kegg_xref=C17947->CID6336010
cpd17935	<i>N</i>-acetyldemethyl-L-phosphinothricin	VMEBCHDZEJWXIU-YFKPBYRVSA-L	90657487	6337958	chebi_xref->CID90657487;kegg_xref=C17949->CID6337958
cpd17995	2,5,7-Trihydroxy-1,4-naphthalenedione	RROPNRTUMVVUED-UHFFFAOYSA-M	25203726	160478	chebi_xref->CID25203726;kegg_xref=C18012->CID160478
cpd17996	3,3',6,6',8,8'-hexahydroxy-2,2'-binaphthalene-1,1',4,4'-tetraone	NOKUEYSCIIGRDQ-UHFFFAOYSA-L	136351787	135871120	chebi_xref->CID136351787;kegg_xref=C18013->CID135871120
cpd18004	3-[(3S,4S)-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-9-vinylphorbin-21-id-3-yl]propanoate	KGJUAXKXURIGAK-RFSDYRDFSA-M	135887872	253193	chebi_xref->CID135887872;kegg_xref=C18021->CID253193
cpd18046	(3S,4S,21R)-3-(2-carboxyethyl)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinylphorbine-21-carboxylic acid	GCLPLQYUTDPPQH-NNHQAARYSA-L	135956781	175336	chebi_xref->CID135956781;kegg_xref=C18063->CID175336
cpd18047	3-[(3S,4S)-9-ethenyl-14-ethyl-4,8,13,18-tetramethyl-20-oxophorbin-3-yl]propanoate	OVZDPVSNAWTXPC-FZGHSMIBSA-M	135926599	161456	chebi_xref->CID135926599;kegg_xref=C18064->CID161456
cpd19177	Co-precorrin-5A	FMPRUTAGAUSVOA-IBAGIMPYSA-F	70678586	11275104	chebi_xref->CID70678586;kegg_xref=C16242->CID11275104
cpd19368	(82R,12S,13S)-12-(2-carboxyethyl)-3-ethyl-1-formyl-82-(methoxycarbonyl)-2,7,13,17-tetramethyl-18-vinyl-12,13-dihydro-8,10-ethanobilene-b-81,19(16H)-dione	DNXSLNKKIZWDMR-LRYVNUGJSA-M	86289316	23657843	chebi_xref->CID86289316;kegg_xref=C18098->CID23657843
cpd19562	(1S,4aS,11R,12R,12aR)-3-carbamoyl-1-(dimethylazaniumyl)-4a,7,11,12-tetrahydroxy-11-methyl-4,5,6-trioxo-1,4,4a,5,6,11,12,12a-octahydrotetracen-2-olate	ROBBXUWFDJWPEM-VIWJHOEESA-N	121596245	54726726	chebi_xref->CID121596245;kegg_xref=C18296->CID54726726
cpd19582	2-Hydroxy-5-methyl-1,4-benzoquinone	BMBZVGUSOUAIMK-UHFFFAOYSA-M	25203672	69212	chebi_xref->CID25203672;kegg_xref=C18316->CID69212
cpd19892	12-Deoxynogalonic acid	VLLHDRLFPQGTRO-UHFFFAOYSA-L	90659895	53297388	chebi_xref->CID90659895;kegg_xref=C18629->CID53297388
cpd20132	(2S)-2-ammonio-5-{[(2R)-1-[(carboxylatomethyl)amino]-1-oxo-3-(selanylsulfanyl)propan-2-yl]amino}-5-oxopentanoate	UUYVRXVWXDDDGX-WDSKDSINSA-M	70680284	53297413	chebi_xref->CID70680284;kegg_xref=C18871->CID53297413
cpd20411	5-O-({[(2S)-1-{[(1S)-1-carboxylato-4-{[(1S)-1-carboxylato-4-{[(1S)-1,3-dicarboxylatopropyl]amino}-4-oxobutyl]amino}-4-oxobutyl]amino}-1-oxopropan-2-yl]oxy}phosphinato)-1-deoxy-1-(8-hydroxy-2,4-dioxo-2H-pyrimido[4,5-b]quinolin-3-id-10(4H)-yl)-D-ribitol	YHDAXCLOUDHUAA-LROHGRLLSA-I	46878503	45480639	chebi_xref->CID46878503;kegg_xref=C19151->CID45480639
cpd20413	10-[(2S,3S,4R)-5-{[(1S)-1-carboxylatoethyl phosphonato]oxy}-2,3,4-trihydroxypentyl]-8-hydroxy- 2,4-dioxo-2H,3H,4H,10H-pyrimido[4,5-b]quinolin-3-ide	QNHKLTYSDLGJSR-GQPBWUKJSA-L	46878489	45480623	chebi_xref->CID46878489;kegg_xref=C19153->CID45480623
cpd20932	2,3-Dihydro-2,3-dihydroxybenzoyl-CoA	FZYRZXMIVBMRTC-JKRHTJORSA-J	92136151	92136152	chebi_xref->CID92136151;kegg_xref=C19684->CID92136152
cpd20968	5-Hydroxypyrrole-2-carboxylate	BAQXAKWDKIIPEC-UHFFFAOYSA-M	135527507	135527508	chebi_xref->CID135527507;kegg_xref=C19721->CID135527508
cpd21090	5'-O-{[({[(5aR,8R,9aR)-2-amino-4-oxo-6-sulfanyl-7-sulfido-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methoxy}phosphinato)oxy]phosphinato}adenosine	DADSOADRDIOHLI-URFSMQQBSA-K	135926597	135926598	chebi_xref->CID135926597;kegg_xref=C19848->CID135926598
cpd21206	2'-deoxy-7,8-dihydro-8-oxo-guanosine 5'-triphosphate	FCFXDIAPAZDDGH-VPENINKCSA-J	135398564	126970616	chebi_xref->CID135398564;kegg_xref=C19967->CID126970616
cpd21207	2'-Deoxy-7,8-dihydro-8-oxo-5'-guanylate	WICCXQDUPYNGBG-VPENINKCSA-K	135871111	135488904	chebi_xref->CID135871111;kegg_xref=C19968->CID135488904
cpd21238	(2aS,3R,4S,5aS,7R)-7-[(R)-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)(hydroxy)methyl]-3-methyl-2,2a,3,4,5,5a,6,7-octahydro-1H-8,8b-diaza-1-azoniaacenaphthylen-4-yl sulfate	ZSRQZWSFCHZORS-VDPNAHCISA-N	11796121	135565888	chebi_xref->CID11796121;kegg_xref=C19999->CID135565888
cpd21409	2'-deoxy-7,8-dihydro-8-oxo-guanosine 5'-diphosphate	TWASSXBZBPICSS-VPENINKCSA-K	136093829	135566401	chebi_xref->CID136093829;kegg_xref=C20176->CID135566401
cpd22831	(4R)-4-[(S)-(2-amino-4-oxo-3,4,7,8-tetrahydropteridin-6-yl)(hydroxy)methyl]-1,3,2-dioxaphospholan-2-olate 2-oxide	ZAYBALCGWHPZAO-SRBOSORUSA-M	135911931	135911932	chebi_xref->CID135911931;kegg_xref=C20567->CID135911932
cpd23839	(1S,2R)-1-(2-amino-4-oxo-3,4,7,8-tetrahydropteridin-6-yl)-1,3-dihydroxypropan-2-yl phosphate	QTQJAGDTOOCFJJ-SRBOSORUSA-L	136032516	136032517	chebi_xref->CID136032516;kegg_xref=C20566->CID136032517
cpd31093	3,5,7-Trioxododecanoyl-CoA	DTGVYTMCDVEHDE-GMHMEAMDSA-J	70678809	70678790	chebi_xref->CID70678809;kegg_xref=C20413->CID70678790
cpd31158	2,5-Dihydroxy-3,6-bis(2-methylpropyl)pyrazine bis-N-oxide	WXWWNANFOZVVLD-UHFFFAOYSA-L	86289314	3083664	chebi_xref->CID86289314;kegg_xref=C20515->CID3083664
cpd31296	(1S,2R,18R,19R,22S,25R,28R,40S)-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-{[(2R)-4-methyl-2-(methylazaniumyl)pentanoyl]amino}-48-oxido-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2(3,6).2(14,17).1(8,12).1(29,33).0(10,25).0(34,39)]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylate	KVAMEFQTKIDHTL-POFQEPMASA-M	86289438	445835	chebi_xref->CID86289438;kegg_xref=C20719->CID445835
