cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles
cpd03857	5'-Butyrylphosphouridine	C06436	kegg_xref	PROTONATION_DIFF	LMOXEPLBUSTKOV-FAQVLOEFSA-M	LMOXEPLBUSTKOV-FAQVLOEFSA-N	441018	CCCC(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O	CCCC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O
cpd03861	L-Xylulose 1-phosphate	C06441	kegg_xref	PROTONATION_DIFF	XALHHFQIICWKJR-PYHARJCCSA-L	XALHHFQIICWKJR-PYHARJCCSA-N	441020	O=P([O-])([O-])OCC1(O)OC[C@H](O)[C@H]1O	C1[C@@H]([C@H](C(O1)(COP(=O)(O)O)O)O)O
cpd03865	2-N,6-N-Bis(2,3-dihydroxy-N-benzoyl)-L-serine	C06446	kegg_xref	PROTONATION_DIFF	KQPFLOCEYZIIRD-ZDUSSCGKSA-M	KQPFLOCEYZIIRD-ZDUSSCGKSA-N	193592	O=C(NCCCC[C@H](NC(=O)c1cccc(O)c1O)C(=O)[O-])c1cccc(O)c1O	C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](C(=O)O)NC(=O)C2=C(C(=CC=C2)O)O
cpd03867	Myxochlin A	Myxochlin A	name_lookup	PROTONATION_DIFF	PMQYPRBUOFBEAY-UHFFFAOYSA-O	PMQYPRBUOFBEAY-UHFFFAOYSA-N	441025	O=C(NCCCCC(CO)[NH2+]C(O)c1cccc(O)c1O)c1cccc(O)c1O	C1=CC(=C(C(=C1)O)O)C(NC(CCCCNC(=O)C2=C(C(=CC=C2)O)O)CO)O
cpd03874	Foscarmet	xref_resolved:chebi_xref=CHEBI:91254->CID51644315(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	ZJAOAACCNHFJAH-UHFFFAOYSA-K	ZJAOAACCNHFJAH-UHFFFAOYSA-L	51644315	O=C([O-])P(=O)([O-])[O-]	C(=O)([O-])P(=O)(O)[O-]
cpd03875	(2<i>S</i>)-2-amino-4-(hydroxymethylphosphinyl)butanoyl-L-alanyl-L-alanine	C06457	kegg_xref	PROTONATION_DIFF	GINJFDRNADDBIN-FXQIFTODSA-M	GINJFDRNADDBIN-FXQIFTODSA-N	5462314	C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]([NH3+])CCP(C)(=O)[O-])C(=O)[O-]	C[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCP(=O)(C)O)N
cpd03888	L-Iduronic acid	C06472	kegg_xref	PROTONATION_DIFF	AEMOLEFTQBMNLQ-HNFCZKTMSA-M	AEMOLEFTQBMNLQ-HNFCZKTMSA-N	441039	O=C([O-])[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	[C@@H]1([C@@H]([C@@H](OC([C@@H]1O)O)C(=O)O)O)O
cpd03891	(13E,15S)-9a,11a,15-trihydroxyprost-13-en-1-oate	C06475	kegg_xref	PROTONATION_DIFF	DZUXGQBLFALXCR-CDIPTNKSSA-M	DZUXGQBLFALXCR-CDIPTNKSSA-N	5280939	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)[O-])[C@@H](O)C[C@H]1O	CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O
cpd03892	(5Z,13E,15S,17Z)-9alpha,11alpha,15-trihydroxyprosta-5,13,17-trien-1-oate	C06476	kegg_xref	PROTONATION_DIFF	SAKGBZWJAIABSY-SAMSIYEGSA-M	SAKGBZWJAIABSY-SAMSIYEGSA-N	5280940	CC/C=C\C[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O	CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O
cpd03893	<i>aldehydo</i>-L-guluronate	C06477	kegg_xref	PROTONATION_DIFF	AEMOLEFTQBMNLQ-GPGIQTIDSA-M	AEMOLEFTQBMNLQ-GPGIQTIDSA-N	441041	O=C([O-])[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	[C@@H]1([C@@H]([C@@H](OC([C@H]1O)O)C(=O)O)O)O
cpd03911	5'-Guanosyl-methylene-triphosphate	C06500	kegg_xref	PROTONATION_DIFF	PHBDHXOBFUBCJD-KQYNXXCUSA-K	PHBDHXOBFUBCJD-KQYNXXCUSA-N	135398731	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])CP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)N=C(NC2=O)N
cpd03914	Cob(II)yrinate a,c diamide	xref_resolved:kegg_xref=C06504->CID11953882(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	IADMSJRJSGLGJI-OKJGWHJPSA-J	IADMSJRJSGLGJI-OKJGWHJPSA-M	11953882	C/C1=C2/[NH+]=C(/C=C3\[NH+]=C(/C(C)=C4/[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)[O-])[C@H]5CC(=O)[O-])N4[Co+])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)[O-])C(C)(C)[C@@H]2CCC(=O)[O-]	C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)([C@H]3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)/C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[Co+2]
cpd03921	(1R)-1,2,3,4-tetrahydro-1-[ [4-[2-hydroxy-5-[ [ (1R)-1,2,3,4-tetrahydro-7-hydroxy-6-methoxy-2-methyl-1-isoquinolinyl ]methyl ]phenoxy ]phenyl ]methyl ]-6-methoxy-2-methyl-7-isoquinolinol	C06511	kegg_xref	PROTONATION_DIFF	FDABVSXGAMFQQH-LOYHVIPDSA-P	FDABVSXGAMFQQH-LOYHVIPDSA-N	159911	COc1cc2c(cc1O)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(O)c(OC)cc5CC[NH+]4C)ccc3O)cc1)[NH+](C)CC2	CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC
cpd03922	2'-Norberbamunine	C06512	kegg_xref	PROTONATION_DIFF	MLNXJBWXCQOCIN-URLMMPGGSA-P	MLNXJBWXCQOCIN-URLMMPGGSA-N	441063	COc1cc2c(cc1O)[C@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(O)c(OC)cc5CC[NH+]4C)ccc3O)cc1)[NH2+]CC2	CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)O)OC4=CC=C(C=C4)C[C@H]5C6=CC(=C(C=C6CCN5)OC)O)O)OC
cpd03923	(+)-Obamegine	C06513	kegg_xref	PROTONATION_DIFF	XGEAUXVPBXUBKN-WUFINQPMSA-P	XGEAUXVPBXUBKN-WUFINQPMSA-N	441064	COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3[NH+](C)CC2)[NH+](C)CC4	CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)O)O)OC
cpd03924	Aromoline	C06514	kegg_xref	PROTONATION_DIFF	ZVVVPJJQRQNTAT-URLMMPGGSA-P	ZVVVPJJQRQNTAT-URLMMPGGSA-N	46173762	COc1cc2c3cc1Oc1cc4c(c(OC)c1O)CC[NH+](C)[C@@H]4Cc1ccc(cc1)Oc1cc(ccc1O)C[C@@H]3[NH+](C)CC2	CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC(=C(C=C4)O)OC5=CC=C(C[C@@H]6C7=CC(=C(C(=C7CCN6C)OC)O)O3)C=C5)OC
cpd03925	Magnoline	C06515	kegg_xref	PROTONATION_DIFF	FDABVSXGAMFQQH-UHFFFAOYSA-P	FDABVSXGAMFQQH-UHFFFAOYSA-N	362563	COc1cc2c(cc1O)C(Cc1ccc(Oc3cc(CC4c5cc(O)c(OC)cc5CC[NH+]4C)ccc3O)cc1)[NH+](C)CC2	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC
cpd03926	(+)-norreticuline	C06516	kegg_xref	PROTONATION_DIFF	FVEMXQCEJGGXJB-CQSZACIVSA-O	FVEMXQCEJGGXJB-CQSZACIVSA-N	441066	COc1ccc(C[C@H]2[NH2+]CCc3cc(OC)c(O)cc32)cc1O	COC1=C(C=C(C=C1)C[C@@H]2C3=CC(=C(C=C3CCN2)OC)O)O
cpd03927	(S)-3'-Hydroxycoclaurine	C06517	kegg_xref	PROTONATION_DIFF	RHMGJTZOFARRHB-ZDUSSCGKSA-O	RHMGJTZOFARRHB-ZDUSSCGKSA-N	441067	COc1cc2c(cc1O)[C@H](Cc1ccc(O)c(O)c1)[NH2+]CC2	COC1=C(C=C2[C@@H](NCCC2=C1)CC3=CC(=C(C=C3)O)O)O
cpd03928	(1S)-7-hydroxy-1-(3-hydroxy-4-methoxybenzyl)-6-methoxy-1,2,3,4-tetrahydroisoquinolinium	xref_resolved:kegg_xref=C06518->CID441068(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	WQTCGADWPORGNB-AWEZNQCLSA-O	WQTCGADWPORGNB-AWEZNQCLSA-N	441068	COc1cc(C[C@@H]2[NH2+]CCc3cc(OC)c(O)cc32)ccc1O	COC1=C(C=C2[C@@H](NCCC2=C1)CC3=CC(=C(C=C3)O)OC)O
cpd03930	(S)-Norreticuline	C06520	kegg_xref	PROTONATION_DIFF	FVEMXQCEJGGXJB-AWEZNQCLSA-O	FVEMXQCEJGGXJB-AWEZNQCLSA-N	441069	COc1ccc(C[C@@H]2[NH2+]CCc3cc(OC)c(O)cc32)cc1O	COC1=C(C=C(C=C1)C[C@H]2C3=CC(=C(C=C3CCN2)OC)O)O
cpd03931	Cuscohygrine	C06521	kegg_xref	PROTONATION_DIFF	ZEBIACKKLGVLFZ-UHFFFAOYSA-P	ZEBIACKKLGVLFZ-UHFFFAOYSA-N	441070	C[NH+]1CCCC1CC(=O)CC1CCC[NH+]1C	CN1CCCC1CC(=O)CC2CCCN2C
cpd03932	Strychnine	C06522	kegg_xref	PROTONATION_DIFF	QMGVPVSNSZLJIA-FVWCLLPLSA-O	QMGVPVSNSZLJIA-FVWCLLPLSA-N	441071	O=C1C[C@@H]2OCC=C3C[NH+]4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46	C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
cpd03933	(+)-Coniine	C06523	kegg_xref	PROTONATION_DIFF	NDNUANOUGZGEPO-QMMMGPOBSA-O	NDNUANOUGZGEPO-QMMMGPOBSA-N	441072	CCC[C@H]1CCCC[NH2+]1	CCC[C@H]1CCCCN1
cpd03934	(-)-nornicotine	C06524	kegg_xref	PROTONATION_DIFF	MYKUKUCHPMASKF-UHFFFAOYSA-O	MYKUKUCHPMASKF-UHFFFAOYSA-N	412	c1cncc([C@@H]2CCC[NH2+]2)c1	C1CC(NC1)C2=CN=CC=C2
cpd03936	(-)-Quinine	xref_resolved:kegg_xref=C06526->CID8549(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	LOUPRKONTZGTKE-VOMFEXJBSA-O	LOUPRKONTZGTKE-VOMFEXJBSA-N	8549	C=C[C@H]1C[N@@H+]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12	COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O
cpd03937	(+)-Quinidine	C06527	kegg_xref	PROTONATION_DIFF	LOUPRKONTZGTKE-NBGVHYBESA-O	LOUPRKONTZGTKE-NBGVHYBESA-N	5953	C=C[C@H]1C[NH+]2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O
cpd03938	(9S)-Cinchonan-9-ol	C06528	kegg_xref	PROTONATION_DIFF	KMPWYEUPVWOPIM-FGVBSWQGSA-O	KMPWYEUPVWOPIM-FGVBSWQGSA-N	2724372	C=C[C@@H]1C[NH+]2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12	C=C[C@H]1CN2CCC1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O
cpd03939	Cupreine	C06530	kegg_xref	PROTONATION_DIFF	VJFMSYZSFUWQPZ-BPBOJLQBSA-O	VJFMSYZSFUWQPZ-BPBOJLQBSA-N	441075	C=C[C@H]1C[NH+]2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(O)cc12	C=C[C@H]1CN2CCC1C[C@H]2[C@@H](C3=C4C=C(C=CC4=NC=C3)O)O
cpd03940	alpha-Erythroidine	C06531	kegg_xref	PROTONATION_DIFF	IXPDLJKEPLTCOU-FFSVYQOJSA-O	IXPDLJKEPLTCOU-FFSVYQOJSA-N	441076	CO[C@H]1C=CC2=CC[NH+]3CC[C@@H]4COC(=O)C=C4[C@]23C1	CO[C@@H]1C[C@@]23C(=CCN2CC[C@H]4C3=CC(=O)OC4)C=C1
cpd03941	beta-Erythroidine	C06532	kegg_xref	PROTONATION_DIFF	PXWINCSLFXUWBZ-BBRMVZONSA-O	PXWINCSLFXUWBZ-BBRMVZONSA-N	10074	CO[C@H]1C=CC2=CC[NH+]3CCC4=C(CC(=O)OC4)[C@]23C1	CO[C@@H]1C[C@]23C4=C(CCN2CC=C3C=C1)COC(=O)C4
cpd03943	Diacetylmorphine	C06534	kegg_xref	PROTONATION_DIFF	GVGLGOZIDCSQPN-PVHGPHFFSA-O	GVGLGOZIDCSQPN-PVHGPHFFSA-N	5462328	CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341	CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C
cpd03945	Harmaline	C06536	kegg_xref	PROTONATION_DIFF	RERZNCLIYCABFS-UHFFFAOYSA-O	RERZNCLIYCABFS-UHFFFAOYSA-N	3564	COc1ccc2c3c([nH]c2c1)C(C)=[NH+]CC3	CC1=NCCC2=C1NC3=C2C=CC(=C3)OC
cpd03946	1-methyl-4,9-dihydro-3H-beta-carbolin-7-ol	C06537	kegg_xref	PROTONATION_DIFF	RHVPEFQDYMMNSY-UHFFFAOYSA-O	RHVPEFQDYMMNSY-UHFFFAOYSA-N	3565	CC1=[NH+]CCc2c1[nH]c1cc(O)ccc21	CC1=NCCC2=C1NC3=C2C=CC(=C3)O
cpd03948	Reserpine	C06539	kegg_xref	PROTONATION_DIFF	QEVHRUUCFGRFIF-MDEJGZGSSA-O	QEVHRUUCFGRFIF-MDEJGZGSSA-N	5770	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CC[NH+]3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
cpd03949	Rescinnamine	C06540	kegg_xref	PROTONATION_DIFF	SZLZWPPUNLXJEA-QEGASFHISA-O	SZLZWPPUNLXJEA-QEGASFHISA-N	5280954	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CC[NH+]3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C(=C6)OC)OC)OC
cpd03950	Deserpidine	C06541	kegg_xref	PROTONATION_DIFF	CVBMAZKKCSYWQR-WCGOZPBSSA-O	CVBMAZKKCSYWQR-WCGOZPBSSA-N	8550	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CC[NH+]3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
cpd03953	Veratridine	C06544	kegg_xref	PROTONATION_DIFF	FVECELJHCSPHKY-UIHGVQCZSA-O	FVECELJHCSPHKY-UIHGVQCZSA-N	441081	COc1ccc(C(=O)OC2CCC3(C)C4CCC5[C@]6(O)C[C@H](O)[C@@]7(O)C(C[NH+]8CC(C)CCC8[C@@]7(C)O)[C@]6(O)C[C@@]53O[C@]24O)cc1OC	CC1CCC2[C@@]([C@]3([C@H](C[C@]4(C5CCC6[C@]7(C(CCC6([C@@]5(O7)C[C@]4(C3CN2C1)O)C)OC(=O)C8=CC(=C(C=C8)OC)OC)O)O)O)O)(C)O
cpd03954	Conessine	C06545	kegg_xref	PROTONATION_DIFF	GPLGAQQQNWMVMM-MYAJQUOBSA-P	GPLGAQQQNWMVMM-MYAJQUOBSA-N	441082	C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H]([NH+](C)C)CC[C@]5(C)[C@H]4CC[C@]23C[NH+]1C	C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C
cpd03955	Mescaline	C06546	kegg_xref	PROTONATION_DIFF	RHCSKNNOAZULRK-UHFFFAOYSA-O	RHCSKNNOAZULRK-UHFFFAOYSA-N	4076	COc1cc(CC[NH3+])cc(OC)c1OC	COC1=CC(=CC(=C1OC)OC)CCN
cpd03958	Arsonoacetate	C06550	kegg_xref	PROTONATION_DIFF	SIYRQHPXBLWQRE-UHFFFAOYSA-L	SIYRQHPXBLWQRE-UHFFFAOYSA-N	67178	O=C([O-])C[As](=O)([O-])O	C(C(=O)O)[As](=O)(O)O
cpd03974	Cephamycin C	C06566	kegg_xref	PROTONATION_DIFF	LXWBXEWUSAABOA-VXSYNFHWSA-M	LXWBXEWUSAABOA-VXSYNFHWSA-N	441084	CO[C@@]1(NC(=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CCC[C@H](C(=O)O)N
cpd03975	O-Carbamoyl-deacetylcephalosporin C	C06568	kegg_xref	PROTONATION_DIFF	LSRDVUINCBDNAZ-JWKOBGCHSA-M	LSRDVUINCBDNAZ-JWKOBGCHSA-N	194116	NC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CCC[C@@H]([NH3+])C(=O)[O-])[C@H]2SC1	C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)COC(=O)N
cpd03976	7-alpha-hydroxy-O-carbamoyl-deacetylcephalosporin C	C06569	kegg_xref	PROTONATION_DIFF	JMCGENBWRIPSAH-LNSLMCEBSA-M	JMCGENBWRIPSAH-LNSLMCEBSA-N	441085	NC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@](O)(NC(=O)CCC[C@@H]([NH3+])C(=O)[O-])[C@H]2SC1	C1C(=C(N2[C@H](S1)[C@@](C2=O)(NC(=O)CCC[C@H](C(=O)O)N)O)C(=O)O)COC(=O)N
cpd04011	DETP	C06607	kegg_xref	PROTONATION_DIFF	PKUWKAXTAVNIJR-UHFFFAOYSA-M	PKUWKAXTAVNIJR-UHFFFAOYSA-N	655	CCOP([O-])(=S)OCC	CCOP(=S)(O)OCC
cpd04018	trans-3-Chloroacrylic acid	C06614	kegg_xref	PROTONATION_DIFF	MHMUCYJKZUZMNJ-OWOJBTEDSA-M	MHMUCYJKZUZMNJ-OWOJBTEDSA-N	638124	O=C([O-])/C=C/Cl	C(=C/Cl)\C(=O)O
cpd04019	cis-3-Chloroacrylic acid	C06615	kegg_xref	PROTONATION_DIFF	MHMUCYJKZUZMNJ-UPHRSURJSA-M	MHMUCYJKZUZMNJ-UPHRSURJSA-N	643794	O=C([O-])/C=C\Cl	C(=C\Cl)\C(=O)O
cpd04026	dTDP-4-oxo-2,6-dideoxy-L-glucose	C06622	kegg_xref	PROTONATION_DIFF	AONILRCSLAIOQE-LSUSWQKBSA-L	AONILRCSLAIOQE-LSUSWQKBSA-N	441101	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@@H](O)C(=O)[C@H](C)O3)O2)c(=O)[nH]c1=O	C[C@H]1C(=O)[C@@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O
cpd04029	3-amino-3-oxopropanoyl-CoA	C06625	kegg_xref	PROTONATION_DIFF	KRWKKOAUSKOTIG-DVVLENMVSA-J	KRWKKOAUSKOTIG-DVVLENMVSA-N	11966156	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(N)=O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)N)O
cpd04030	4-Dedimethylamine-4-oxo-anhydro-7-Cl-tetracycline	C06626	kegg_xref	PROTONATION_DIFF	QVXDDJGWOXLKSL-JKNYTWMOSA-M	QVXDDJGWOXLKSL-JKNYTWMOSA-N	54675780	Cc1c2c(c(O)c3c(O)ccc(Cl)c13)C(=O)[C@]1(O)C(=O)C(C(N)=O)=C([O-])C(=O)[C@@H]1C2	CC1=C2C[C@H]3C(=O)C(=C(C(=O)[C@]3(C(=O)C2=C(C4=C(C=CC(=C14)Cl)O)O)O)C(=O)N)O
cpd04038	Erythromycin E	C06634	kegg_xref	PROTONATION_DIFF	PRUSTPADOGZAML-MQLBXLHUSA-O	PRUSTPADOGZAML-MQLBXLHUSA-N	49787010	CC[C@H]1OC(=O)[C@@H]2CO[C@@]3(C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)O[C@H]2[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@H]2[C@@H](COC3(O2)C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C(=O)O1)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)C)O)(C)O
cpd04044	Bis(4'-chlorophenyl)acetate	C06640	kegg_xref	PROTONATION_DIFF	YIOCIFXUGBYCJR-UHFFFAOYSA-M	YIOCIFXUGBYCJR-UHFFFAOYSA-N	6730	O=C([O-])C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(=O)O)Cl
cpd04050	2-(4'-Chlorophenyl)-3,3-dichloropropenoate	C06646	kegg_xref	PROTONATION_DIFF	VENGXMIQYSHOTO-UHFFFAOYSA-M	VENGXMIQYSHOTO-UHFFFAOYSA-N	441116	O=C([O-])C(=C(Cl)Cl)c1ccc(Cl)cc1	C1=CC(=CC=C1C(=C(Cl)Cl)C(=O)O)Cl
cpd04071	2,4-Dichlorobenzoate	C06670	kegg_xref	PROTONATION_DIFF	ATCRIUVQKHMXSH-UHFFFAOYSA-M	ATCRIUVQKHMXSH-UHFFFAOYSA-N	5787	O=C([O-])c1ccc(Cl)cc1Cl	C1=CC(=C(C=C1Cl)Cl)C(=O)O
cpd04075	3,4-dihydroxybenzenesulfonate	C06674	kegg_xref	PROTONATION_DIFF	LTPDITOEDOAWRU-UHFFFAOYSA-M	LTPDITOEDOAWRU-UHFFFAOYSA-N	189003	O=S(=O)([O-])c1ccc(O)c(O)c1	C1=CC(=C(C=C1S(=O)(=O)O)O)O
cpd04076	3-Sulfomuconate	C06675	kegg_xref	PROTONATION_DIFF	WEJLTUKIYDTEKT-BXTBVDPRSA-K	WEJLTUKIYDTEKT-BXTBVDPRSA-N	5280981	O=C([O-])/C=C\C(=C/C(=O)[O-])S(=O)(=O)[O-]	C(=C\C(=O)O)\C(=C/C(=O)O)\S(=O)(=O)O
cpd04081	4-Hydroxyphthalate	C06680	kegg_xref	PROTONATION_DIFF	MWRVRCAFWBBXTL-UHFFFAOYSA-L	MWRVRCAFWBBXTL-UHFFFAOYSA-N	11881	O=C([O-])c1ccc(O)cc1C(=O)[O-]	C1=CC(=C(C=C1O)C(=O)O)C(=O)O
cpd04084	Ceftriaxone	C06683	kegg_xref	PROTONATION_DIFF	VAAUVRVFOQPIGI-SPQHTLEESA-L	VAAUVRVFOQPIGI-SPQHTLEESA-N	5479530	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O
