cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	stored_stereo_defined	stored_stereo_potential	pubchem_stereo_defined	pubchem_stereo_potential
cpd17698	myo-Inosose-5	C17577	kegg_xref	STEREO_DIFF	VYEGBDHSGHXOGT-BWWDGMNMSA-N	VYEGBDHSGHXOGT-ZLIBEWLCSA-N	439294	O=C1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O	[C@H]1([C@H](C(=O)[C@H]([C@@H](C1O)O)O)O)O	5	5	4	5
cpd17699	2L-2-Amino-2-deoxy-neo-inositol	C17578	kegg_xref	STEREO_DIFF	JXAOTICXQLILTC-WJVUKCJRSA-O	JXAOTICXQLILTC-UYSNGIAKSA-N	439440	[NH3+][C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1N)O)O)O)O)O	6	6	4	6
cpd17850	Dopaxanthin quinone	C17753	kegg_xref	STEREO_DIFF	DVOFEZJSDVPRON-AFUNOPLTSA-M	DVOFEZJSDVPRON-JZCSJQFLSA-N	135871117	O=C([O-])C1=C/C(=C/C=[NH+]\[C@@H](CC2=CC(=O)C(=O)C=C2)C(=O)[O-])C[C@@H](C(=O)[O-])[NH2+]1	C\1[C@H](NC(=C/C1=C/C=N[C@@H](CC2=CC(=O)C(=O)C=C2)C(=O)O)C(=O)O)C(=O)O	4	4	3	4
cpd17851	3-Methoxytyramine-betaxanthin	C17754	kegg_xref	STEREO_DIFF	SBHOSQZNRDXQAX-WSESCXGKSA-N	SBHOSQZNRDXQAX-RSCAPTSMSA-N	135871118	COc1cc(CC/[NH+]=C\C=C2\C=C(C(=O)[O-])[NH2+][C@H](C(=O)[O-])C2)ccc1O	COC1=C(C=CC(=C1)CCN=C/C=C/2\C[C@H](NC(=C2)C(=O)O)C(=O)O)O	3	3	2	3
cpd17953	Kasugamycin	C17968	kegg_xref	STEREO_DIFF	PVTHJAPFENJVNC-MHRBZPPQSA-O	PVTHJAPFENJVNC-UQTMRZPGSA-N	65174	C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]([NH3+])C[C@@H]1[NH+]=C(N)C(=O)[O-]	C[C@@H]1[C@H](C[C@@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)O)O)O)N)N=C(C(=O)O)N	10	11	8	11
cpd17954	Minosaminomycin	C17969	kegg_xref	STEREO_DIFF	UDZJEGDQBWDMOF-NGWVYFPNSA-P	UDZJEGDQBWDMOF-IWNFWUJZSA-N	135871119	CC(C)C[C@H](NC(=O)N[C@@H](C[C@@H]1CNC(=[NH2+])N1)C(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2O[C@H](C)[C@@H]([NH3+])C[C@@H]2[NH3+])[C@@H](O)[C@H]1O)C(=O)[O-]	C[C@@H]1[C@H](C[C@@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)NC(=O)[C@H](C[C@@H]3CNC(=N3)N)NC(=O)N[C@@H](CC(C)C)C(=O)O)O)O)N)N	13	13	11	13
cpd19116	Tranexamic acid	C12535	kegg_xref	STEREO_DIFF	GYDJEQRTZSCIOI-LJGSYFOKSA-N	GYDJEQRTZSCIOI-UHFFFAOYSA-N	5526	[NH3+]C[C@H]1CC[C@H](C(=O)[O-])CC1	C1CC(CCC1CN)C(=O)O	2	2	0	2
cpd19184	2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine	C16659	kegg_xref	STEREO_DIFF	AJRJPORIQGYFMT-RMOCHZDMSA-O	AJRJPORIQGYFMT-UHFFFAOYSA-N	115159	C/C=C1/[NH+](C)C(C)CC1(c1ccccc1)c1ccccc1	CC=C1C(CC(N1C)C)(C2=CC=CC=C2)C3=CC=CC=C3	1	3	0	2
cpd19244	Ignavine	C17485	kegg_xref	STEREO_DIFF	FOIZZXKAYVIZQC-YBXLCIIXSA-O	FOIZZXKAYVIZQC-HHNXWBSMSA-N	71448929	C=C1[C@H]2C[C@@H]3C4[NH+]5C[C@@]6(C)[C@H]7[C@H]5CC3([C@@H]1O)[C@@](O)(C2)[C@@]47C[C@@H](OC(=O)c1ccccc1)[C@@H]6O	C[C@]12CN3[C@@H]4[C@H]1[C@@]5(C3[C@H]6C[C@H]7C[C@@]5(C6(C4)[C@@H](C7=C)O)O)C[C@H]([C@@H]2O)OC(=O)C8=CC=CC=C8	10	13	10	13
cpd19283	Protojujuboside A	C17828	kegg_xref	STEREO_DIFF	DAYKIQFQZVAKAA-PADDJQGGSA-N	DAYKIQFQZVAKAA-DJISZYPWSA-N	71448943	CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@@]4([C@H]5CC[C@@H]6[C@H](C(=O)C[C@]6([C@@]5(CC[C@H]4C3(C)C)C)CO)[C@](C)(C[C@H](C=C(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)C)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O	37	38	38	38
cpd19284	Protojujuboside B	C17829	kegg_xref	STEREO_DIFF	JWDBYPGADNNYPU-RNYOKPNMSA-N	JWDBYPGADNNYPU-KRACRRDZSA-N	71448944	CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@@]4([C@H]5CC[C@@H]6[C@H](C(=O)C[C@]6([C@@]5(CC[C@H]4C3(C)C)C)CO)[C@](C)(C[C@H](C=C(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)C)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O)O)O	32	33	33	33
cpd19285	Protojujuboside B1	C17830	kegg_xref	STEREO_DIFF	JWDBYPGADNNYPU-PNPNNWMTSA-N	JWDBYPGADNNYPU-HFNHGWQBSA-N	71448945	CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@@]4([C@H]5CC[C@@H]6[C@H](C(=O)C[C@]6([C@@]5(CC[C@H]4C3(C)C)C)CO)[C@](C)(C[C@H](C=C(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)C)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O)O)O	32	33	33	33
cpd19364	Iopodic acid	C18093	kegg_xref	STEREO_DIFF	YQNFBOJPTAXAKV-OMCISZLKSA-M	YQNFBOJPTAXAKV-UHFFFAOYSA-N	5241	CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I	CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)O)I)I	1	1	0	1
cpd19428	17-Oxosparteine	C18158	kegg_xref	STEREO_DIFF	YQMWQSMYVPLYDI-CLRIEMFWSA-O	YQMWQSMYVPLYDI-ZOBORPQBSA-N	51018055	O=C1C2CC(C[NH+]3CCCC[C@H]23)[C@@H]2CCCCN12	C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C(=O)N4[C@H]3CCCC4	2	5	4	4
cpd19434	Deoxymiroestrol	C18164	kegg_xref	STEREO_DIFF	AZKZPXFWTQSDET-ILKNQKGPSA-N	AZKZPXFWTQSDET-XNZFTHMMSA-N	46174063	CC1(C)[C@H]2C(=COc3cc(O)ccc32)[C@@H]2C(=O)C[C@@]3(O)C[C@H]1[C@H]2[C@H]3O	CC1([C@@H]2C3=C(C=C(C=C3)O)OC=C2[C@H]4[C@H]5C1CC([C@@H]5O)(CC4=O)O)C	6	6	4	6
cpd19501	(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-{[N-acetyl-S-(hydroxymethyl)-L-cysteinyl]amino}-2-deoxy-alpha-D-glucopyranoside	CHEBI:61586	chebi_xref	STEREO_DIFF	QHDGYCVBKYWETJ-QFVXKRNMSA-N	QHDGYCVBKYWETJ-JPFSBEFCSA-N	49787034	CC(=O)N[C@@H](CSCO)C(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	CC(=O)N[C@@H](CSCO)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O	12	12	10	12
cpd19732	Imibenconazole	C18468	kegg_xref	STEREO_DIFF	AGKSTYPVMZODRV-QJOMJCCJSA-N	AGKSTYPVMZODRV-UHFFFAOYSA-N	93483	Clc1ccc(CS/C(Cn2cncn2)=N\c2ccc(Cl)cc2Cl)cc1	C1=CC(=CC=C1CSC(=NC2=C(C=C(C=C2)Cl)Cl)CN3C=NC=N3)Cl	1	1	0	1
cpd19733	Imicyafos	C18469	kegg_xref	STEREO_DIFF	PPCUNNLZTNMXFO-ACCUITESSA-N	PPCUNNLZTNMXFO-UHFFFAOYSA-N	18772487	CCCSP(=O)(OCC)N1CCN(CC)/C1=N\C#N	CCCSP(=O)(N1CCN(C1=NC#N)CC)OCC	1	2	0	2
cpd19757	Triflumizole	C18493	kegg_xref	STEREO_DIFF	HSMVPDGQOIQYSR-KGENOOAVSA-N	HSMVPDGQOIQYSR-UHFFFAOYSA-N	91699	CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1	CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2	1	1	0	1
cpd19771	Acetamiprid	C18507	kegg_xref	STEREO_DIFF	WCXDHFDTOYPNIE-RIYZIHGNSA-N	WCXDHFDTOYPNIE-UHFFFAOYSA-N	213021	C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1	CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl	1	1	0	1
cpd19776	Thiacloprid	C18512	kegg_xref	STEREO_DIFF	HOKKPVIRMVDYPB-UVTDQMKNSA-N	HOKKPVIRMVDYPB-UHFFFAOYSA-N	115224	N#C/N=C1\SCCN1Cc1ccc(Cl)nc1	C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl	1	1	0	1
cpd19931	Dicarzol	C18668	kegg_xref	STEREO_DIFF	RMFNNCGOSPBBAD-MDWZMJQESA-O	RMFNNCGOSPBBAD-UHFFFAOYSA-N	31099	CNC(=O)Oc1cccc(/[NH+]=C/N(C)C)c1	CNC(=O)OC1=CC=CC(=C1)N=CN(C)C	1	1	0	1
cpd20068	Spirotetramat	C18807	kegg_xref	STEREO_DIFF	CLSVJBIHYWPGQY-GGYDESQDSA-N	CLSVJBIHYWPGQY-UHFFFAOYSA-N	9969573	CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)N[C@]12CC[C@@H](OC)CC2	CCOC(=O)OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C	2	2	0	2
cpd20120	Fluthiacet	C18859	kegg_xref	STEREO_DIFF	XWROTTLWMHCFEC-LGMDPLHJSA-M	XWROTTLWMHCFEC-UHFFFAOYSA-N	18772468	O=C([O-])CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl	C1CCN2C(=O)SC(=NC3=CC(=C(C=C3F)Cl)SCC(=O)O)N2C1	1	1	0	1
cpd20190	Buthiobate	C18930	kegg_xref	STEREO_DIFF	ZZVVDIVWGXTDRQ-BSYVCWPDSA-N	ZZVVDIVWGXTDRQ-UHFFFAOYSA-N	39978	CCCCS/C(=N\c1cccnc1)SCc1ccc(C(C)(C)C)cc1	CCCCSC(=NC1=CN=CC=C1)SCC2=CC=C(C=C2)C(C)(C)C	1	1	0	1
cpd20280	Azothoate	C19020	kegg_xref	STEREO_DIFF	DCEAEHHJGXAROU-WUKNDPDISA-N	DCEAEHHJGXAROU-UHFFFAOYSA-N	79914	COP(=S)(OC)Oc1ccc(/N=N/c2ccc(Cl)cc2)cc1	COP(=S)(OC)OC1=CC=C(C=C1)N=NC2=CC=C(C=C2)Cl	1	1	0	1
cpd20285	Azosulfide	C19025	kegg_xref	STEREO_DIFF	JKVBWACRUUUEAR-ISLYRVAYSA-N	JKVBWACRUUUEAR-UHFFFAOYSA-N	16770	Clc1ccc(S/N=N/c2cc(Cl)c(Cl)cc2Cl)cc1	C1=CC(=CC=C1SN=NC2=CC(=C(C=C2Cl)Cl)Cl)Cl	1	1	0	1
cpd20297	Chloromebuform	C19037	kegg_xref	STEREO_DIFF	OUDYXRYNDPEKLK-XNTDXEJSSA-O	OUDYXRYNDPEKLK-UHFFFAOYSA-N	12657825	CCCCN(C)/C=[NH+]/c1ccc(Cl)cc1C	CCCCN(C)C=NC1=C(C=C(C=C1)Cl)C	1	1	0	1
cpd20301	Flubenzimine	C19041	kegg_xref	STEREO_DIFF	KVKHBPGBGOVMBN-PWLVHAGJSA-N	KVKHBPGBGOVMBN-RUKILCFBSA-N	53297418	FC(F)(F)/N=C1\S/C(=N\C(F)(F)F)N(c2ccccc2)\C1=N\c1ccccc1	C1=CC=C(C=C1)N=C2/C(=N/C(F)(F)F)/S/C(=N\C(F)(F)F)/N2C3=CC=CC=C3	3	3	2	3
cpd20445	4-Aminoazobenzene	C19187	kegg_xref	STEREO_DIFF	QPQKUYVSJWQSDY-CCEZHUSRSA-N	QPQKUYVSJWQSDY-UHFFFAOYSA-N	6051	Nc1ccc(/N=N/c2ccccc2)cc1	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N	1	1	0	1
cpd20446	C.I. Solvent Yellow 3	C19188	kegg_xref	STEREO_DIFF	PFRYFZZSECNQOL-WUKNDPDISA-N	PFRYFZZSECNQOL-UHFFFAOYSA-N	7340	Cc1cc(/N=N/c2ccccc2C)ccc1N	CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C	1	1	0	1
cpd20472	Citrus Red 2	C19214	kegg_xref	STEREO_DIFF	GJUABKCEXOMRPQ-FMQUCBEESA-N	GJUABKCEXOMRPQ-UHFFFAOYSA-N	22830	COc1ccc(OC)c(/N=N/c2c(O)ccc3ccccc23)c1	COC1=CC(=C(C=C1)OC)N=NC2=C(C=CC3=CC=CC=C32)O	1	1	0	1
cpd20548	Phenazopyridine hydrochloride	C19290	kegg_xref	STEREO_DIFF	QQBPIHBUCMDKFG-GEEYTBSJSA-M	QQBPIHBUCMDKFG-UHFFFAOYSA-N	8691	Nc1ccc(/N=N/c2ccccc2)c(N)n1.[Cl-]	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl	1	1	0	1
cpd20591	Azobenzene	C19334	kegg_xref	STEREO_DIFF	DMLAVOWQYNRWNQ-BUHFOSPRSA-N	DMLAVOWQYNRWNQ-UHFFFAOYSA-N	2272	c1ccc(/N=N/c2ccccc2)cc1	C1=CC=C(C=C1)N=NC2=CC=CC=C2	1	1	0	1
cpd20614	Azorubin	C19358	kegg_xref	STEREO_DIFF	YSVBPNGJESBVRM-ZPZFBZIMSA-L	YSVBPNGJESBVRM-UHFFFAOYSA-L	19118	O=S(=O)([O-])c1ccc(/N=N/c2cc(S(=O)(=O)[O-])c3ccccc3c2O)c2ccccc12.[Na+].[Na+]	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])O.[Na+].[Na+]	1	1	0	1
cpd20625	Chrysoidine	C19369	kegg_xref	STEREO_DIFF	MCTQNEBFZMBRSQ-GEEYTBSJSA-M	MCTQNEBFZMBRSQ-UHFFFAOYSA-N	10771	Nc1ccc(/N=N/c2ccccc2)c(N)c1.[Cl-]	C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl	1	1	0	1
cpd20628	C.I. Orange G	C19372	kegg_xref	STEREO_DIFF	HSXUHWZMNJHFRV-QIKYXUGXSA-L	HSXUHWZMNJHFRV-UHFFFAOYSA-L	16015	O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+]	C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]	1	1	0	1
cpd20629	C.I. Pigment Red 3	C19373	kegg_xref	STEREO_DIFF	ZLFVRXUOSPRRKQ-VHEBQXMUSA-N	ZLFVRXUOSPRRKQ-UHFFFAOYSA-N	17047	Cc1ccc(/N=N/c2c(O)ccc3ccccc23)c([N+](=O)[O-])c1	CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)[N+](=O)[O-]	1	1	0	1
cpd20638	C.I. Pigment Red 53	C19382	kegg_xref	STEREO_DIFF	POJOORKDYOPQLS-FFRZOONGSA-L	POJOORKDYOPQLS-UHFFFAOYSA-L	21238	Cc1cc(/N=N/c2c(O)ccc3ccccc23)c(S(=O)(=O)[O-])cc1Cl.Cc1cc(/N=N/c2c(O)ccc3ccccc23)c(S(=O)(=O)[O-])cc1Cl.[Ba+2]	CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.[Ba+2]	2	2	0	2
cpd20715	2-(4-dimethylaminophenyl)diazenylbenzoate	xref_resolved:chebi_xref=CHEBI:71579->CID5235308(STEREO_DIFF)	xref_resolved	STEREO_DIFF	CEQFOVLGLXCDCX-WUKNDPDISA-M	CEQFOVLGLXCDCX-UHFFFAOYSA-M	5235308	CN(C)c1ccc(/N=N/c2ccccc2C(=O)[O-])cc1	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)[O-]	1	1	0	1
cpd20765	C.I. 14700	C19510	kegg_xref	STEREO_DIFF	UBCRUPQPEJKSMS-LLIZZRELSA-K	UBCRUPQPEJKSMS-UHFFFAOYSA-L	53297435	Cc1cc(C)c(S(=O)(=O)[O-])cc1/N=N/c1cc([O-])c2ccccc2c1S(=O)(=O)[O-].[Na+].[Na+]	CC1=CC(=C(C=C1N=NC2=C(C3=CC=CC=C3C(=C2)O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+]	1	1	0	1
cpd20783	4-[2-(1-Naphthalenyl)diazenyl]-1,3-benzenediamine	C19528	kegg_xref	STEREO_DIFF	AHWMWMNEYBHQNL-FMQUCBEESA-N	AHWMWMNEYBHQNL-UHFFFAOYSA-N	62608	Nc1ccc(/N=N/c2cccc3ccccc23)c(N)c1	C1=CC=C2C(=C1)C=CC=C2N=NC3=C(C=C(C=C3)N)N	1	1	0	1
cpd20784	C.I. Solvent Red 19	C19529	kegg_xref	STEREO_DIFF	VKWNTWQXVLKCSG-ZDXBJJIESA-N	VKWNTWQXVLKCSG-UHFFFAOYSA-N	61396	CCNc1ccc2ccccc2c1/N=N/c1ccc(/N=N/c2ccccc2)cc1	CCNC1=C(C2=CC=CC=C2C=C1)N=NC3=CC=C(C=C3)N=NC4=CC=CC=C4	2	2	0	2
cpd20786	C.I. Food Yellow 3	C19531	kegg_xref	STEREO_DIFF	OIQPTROHQCGFEF-QIKYXUGXSA-L	OIQPTROHQCGFEF-UHFFFAOYSA-L	17730	O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1.[Na+].[Na+]	C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]	1	1	0	1
cpd20807	1-(2-Phenyldiazenyl)-2-naphthalenamine	C19552	kegg_xref	STEREO_DIFF	KLCDQSGLLRINHY-VHEBQXMUSA-N	KLCDQSGLLRINHY-UHFFFAOYSA-N	6824	Nc1ccc2ccccc2c1/N=N/c1ccccc1	C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)N	1	1	0	1
cpd20808	1-[2-(2-Methylphenyl)diazenyl]-2-naphthalenamine	C19553	kegg_xref	STEREO_DIFF	BWLVSYUUKOQICP-FMQUCBEESA-N	BWLVSYUUKOQICP-UHFFFAOYSA-N	8578	Cc1ccccc1/N=N/c1c(N)ccc2ccccc12	CC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)N	1	1	0	1
cpd20950	1-(2-amino-2-deoxy-alpha-D-glucopyranoside)-1D-myo-inositol	xref_resolved:chebi_xref=CHEBI:58886->CID46878468(STEREO_DIFF)	xref_resolved	STEREO_DIFF	HEPUIGACZYVUCD-LFIKJOHQSA-O	HEPUIGACZYVUCD-XFVWJBEHSA-O	46878468	[NH3+][C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)[NH3+])O)O)O	11	11	9	11
cpd20951	1-D-myo-inosityl-2-(L-cysteinyl)amido-2-deoxy-alpha-D-glucopyranoside	xref_resolved:chebi_xref=CHEBI:58887->CID46878469(STEREO_DIFF)	xref_resolved	STEREO_DIFF	ZGXSCMBZZVXWGF-BSEFFJTHSA-N	ZGXSCMBZZVXWGF-GGKYFZEDSA-O	46878469	[NH3+][C@@H](C[S-])C(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)NC(=O)[C@H](CS)[NH3+])O)O)O	12	12	10	12
cpd20983	(+)-alpha-Santalene	C19736	kegg_xref	STEREO_DIFF	KWFJIXPIFLVMPM-HTXFPXQUSA-N	KWFJIXPIFLVMPM-DMRFDLNASA-N	56928116	CC(C)=CCC[C@]1(C)[C@@H]2CC3[C@@H](C2)C31C	CC(=CCC[C@@]1(C2C[C@H]3C1(C3C2)C)C)C	3	5	2	5
cpd21029	1-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol	CHEBI:52442	chebi_xref	STEREO_DIFF	MRKTUVZZZRUSQR-JPUVNKLSSA-N	MRKTUVZZZRUSQR-URSAZOBZSA-N	10452519	CC(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O	11	11	9	11
cpd21039	5'-O-{[({[(1R,2S,3R,4R,5S,6S)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphinato)oxy]phosphinato}cytidine	xref_resolved:chebi_xref=CHEBI:62573->CID50986209(STEREO_DIFF)	xref_resolved	STEREO_DIFF	FWZKVMBRYZSGFS-WRUQXNMMSA-L	FWZKVMBRYZSGFS-MXIHWWRUSA-L	50986209	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)n1	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC3[C@H]([C@H](C([C@H]([C@@H]3O)O)O)O)O)O)O	10	12	8	12
cpd21043	(1R,2S,3R,4R,5S,6S)-2,3,4,5,6-pentahydroxycyclohexyl (1S,2R,3S,4S,5R,6R)-2,3,4,6-tetrahydroxy-5-(phosphonatooxy)cyclohexyl phosphate	xref_resolved:chebi_xref=CHEBI:62576->CID53262351(STEREO_DIFF)	xref_resolved	STEREO_DIFF	ZFRNHZNPYSOZBU-MCUIPIIISA-K	ZFRNHZNPYSOZBU-VGKACDALSA-K	53262351	O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	[C@@H]1([C@@H]([C@H]([C@H]([C@H]([C@@H]1O)OP(=O)([O-])OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)OP(=O)([O-])[O-])O)O	12	13	10	13
cpd21131	(+)-chiro-inositol	CHEBI:27372	chebi_xref	STEREO_DIFF	CDAISMWEOUEBRE-LKPKBOIGSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd21230	Euphornin	C19991	kegg_xref	STEREO_DIFF	BRVXVMOWTHQKHC-LVYIKVSWSA-N	BRVXVMOWTHQKHC-HIAHFQITSA-N	56928145	CC(=O)OC1CC(OC(C)=O)C(C)(C)/C=C\C(C)C(OC(C)=O)C2(O)CC(C)C(OC(=O)c3ccccc3)C2/C=C/1C	CC1CC2(C(C1OC(=O)C3=CC=CC=C3)/C=C(/C(CC(C(/C=C\C(C2OC(=O)C)C)(C)C)OC(=O)C)OC(=O)C)\C)O	2	10	2	10
