ID	DATABASE	MNX
C07084	KEGG	MNXM6795
cpd15178	SEED	MNXM6796
C16474	KEGG	MNXM6796
cpd01579	SEED	MNXM6797
C02364	KEGG	MNXM6797
cpd15182	SEED	MNXM6798
C16478	KEGG	MNXM6798
cpd09799	SEED	MNXM6799
C14096	KEGG	MNXM6799
cpd04855	SEED	MNXM6800
C07720	KEGG	MNXM6800
3H1INDANONE	MetaCyc	MNXM6800
cpd16769	SEED	MNXM6804
cpd16770	SEED	MNXM6805
cpd16771	SEED	MNXM6806
cpd15821	SEED	MNXM6807
cpd15823	SEED	MNXM6808
cpd15822	SEED	MNXM6809
cpd16406	SEED	MNXM6810
C16602	KEGG	MNXM6810
CPD-9064	MetaCyc	MNXM6813
cpd16374	SEED	MNXM6814
C16560	KEGG	MNXM6814
cpd16386	SEED	MNXM6815
C16572	KEGG	MNXM6815
cpd22935	SEED	MNXM6817
CPD-11405	MetaCyc	MNXM6817
cpd08746	SEED	MNXM6818
C11949	KEGG	MNXM6818
cpd16781	SEED	MNXM6819
cpd16782	SEED	MNXM6820
cpd16783	SEED	MNXM6821
cpd03455	SEED	MNXM6822
C05823	KEGG	MNXM6822
CPD-15143	MetaCyc	MNXM6823
C15974	KEGG	MNXM6824
cpd24484	SEED	MNXM6825
CPD-4483	MetaCyc	MNXM6825
cpd13435	SEED	MNXM6826
C12464	KEGG	MNXM6826
cpd09790	SEED	MNXM6827
C14087	KEGG	MNXM6827
cpd09791	SEED	MNXM6828
C14088	KEGG	MNXM6828
CPD-10665	MetaCyc	MNXM6828
cpd16244	SEED	MNXM6829
CPD-7036	MetaCyc	MNXM6829
cpd09475	SEED	MNXM6831
C13623	KEGG	MNXM6831
cpd23694	SEED	MNXM6832
CPD-13009	MetaCyc	MNXM6832
cpd24006	SEED	MNXM6835
CPD-13700	MetaCyc	MNXM6835
cpd22073	SEED	MNXM6836
3-oxo-behenoyl-ACPs	MetaCyc	MNXM6836
cpd15373	SEED	MNXM6837
cpd15374	SEED	MNXM6838
cpd15375	SEED	MNXM6839
cpd15376	SEED	MNXM6840
cpd01884	SEED	MNXM6842
C02941	KEGG	MNXM6842
cpd12556	SEED	MNXM6848
cpd17679	SEED	MNXM6849
C17554	KEGG	MNXM6849
cpd04360	SEED	MNXM6850
C07085	KEGG	MNXM6850
cpd22084	SEED	MNXM6851
34-DHB-AsbD-Proteins	MetaCyc	MNXM6851
cpd16282	SEED	MNXM6852
C16494	KEGG	MNXM6852
CPD-15498	MetaCyc	MNXM6852
cpd17477	SEED	MNXM6853
C17335	KEGG	MNXM6853
cpd03992	SEED	MNXM6854
C06586	KEGG	MNXM6854
cpd08490	SEED	MNXM6855
C11679	KEGG	MNXM6855
cpd21081	SEED	MNXM6856
C19839	KEGG	MNXM6856
CPD-9912	MetaCyc	MNXM6856
cpd04045	SEED	MNXM6857
C06641	KEGG	MNXM6857
cpd09483	SEED	MNXM6858
C13632	KEGG	MNXM6858
cpd24501	SEED	MNXM6859
CPD-4573	MetaCyc	MNXM6859
CPD-4568	MetaCyc	MNXM6860
cpd25358	SEED	MNXM6861
CPD-8609	MetaCyc	MNXM6861
cpd19516	SEED	MNXM6862
C18250	KEGG	MNXM6862
cpd15852	SEED	MNXM6863
cpd19568	SEED	MNXM6864
C18302	KEGG	MNXM6864
CPD-10854	MetaCyc	MNXM6864
cpd02477	SEED	MNXM6865
C03994	KEGG	MNXM6865
4-HYDROXYMETHYLPHENYLHYDRAZINE	MetaCyc	MNXM6865
cpd19586	SEED	MNXM6866
C18320	KEGG	MNXM6866
CPD-12469	MetaCyc	MNXM6868
cpd10152	SEED	MNXM6869
C14453	KEGG	MNXM6869
CPD-18749	MetaCyc	MNXM6869
cpd10542	SEED	MNXM6870
C14845	KEGG	MNXM6870
cpd22755	SEED	MNXM6871
CPD-10646	MetaCyc	MNXM6871
cpd04051	SEED	MNXM6872
C06647	KEGG	MNXM6872
cpd10149	SEED	MNXM6873
C14450	KEGG	MNXM6873
cpd04052	SEED	MNXM6874
C06648	KEGG	MNXM6874
cpd03990	SEED	MNXM6875
C06584	KEGG	MNXM6875
CPD-15035	MetaCyc	MNXM6876
cpd09488	SEED	MNXM6877
C13637	KEGG	MNXM6877
CPD-10596	MetaCyc	MNXM6877
cpd15187	SEED	MNXM6878
C16483	KEGG	MNXM6878
cpd15184	SEED	MNXM6879
C16480	KEGG	MNXM6879
cpd15180	SEED	MNXM6880
C16476	KEGG	MNXM6880
cpd20833	SEED	MNXM6881
C19579	KEGG	MNXM6881
CPD-3193	MetaCyc	MNXM6881
cpd16401	SEED	MNXM6882
C16595	KEGG	MNXM6882
cpd15914	SEED	MNXM6883
cpd22733	SEED	MNXM6884
CPD-10600	MetaCyc	MNXM6884
cpd03483	SEED	MNXM6885
C05855	KEGG	MNXM6885
cpd24698	SEED	MNXM6886
CPD-705	MetaCyc	MNXM6886
cpd09811	SEED	MNXM6887
C14108	KEGG	MNXM6887
cpd09812	SEED	MNXM6888
C14109	KEGG	MNXM6888
cpd14661	SEED	MNXM6889
C15932	KEGG	MNXM6889
cpd03342	SEED	MNXM6890
C05627	KEGG	MNXM6890
CPD-1075	MetaCyc	MNXM6890
cpd16451	SEED	MNXM6891
C16649	KEGG	MNXM6891
cpd08732	SEED	MNXM6892
C11935	KEGG	MNXM6892
cpd15824	SEED	MNXM6894
cpd14657	SEED	MNXM6895
C15928	KEGG	MNXM6895
cpd19577	SEED	MNXM6896
C18311	KEGG	MNXM6896
CPD-10825	MetaCyc	MNXM6896
cpd19581	SEED	MNXM6897
C18315	KEGG	MNXM6897
CPD-9134	MetaCyc	MNXM6897
CPD-15136	MetaCyc	MNXM6898
CPD-15135	MetaCyc	MNXM6899
cpd17437	SEED	MNXM6901
C17248	KEGG	MNXM6901
CPDQT-416	MetaCyc	MNXM6901
cpd24533	SEED	MNXM6904
CPD-4702	MetaCyc	MNXM6904
cpd24504	SEED	MNXM6905
CPD-4576	MetaCyc	MNXM6905
cpd16329	SEED	MNXM6908
D01309	KEGG	MNXM6908
C12739	KEGG	MNXM6908
cpd10512	SEED	MNXM6912
C14815	KEGG	MNXM6912
cpd16316	SEED	MNXM6914
C05423	KEGG	MNXM6914
cpd15081	SEED	MNXM6915
C16365	KEGG	MNXM6915
cpd19603	SEED	MNXM6916
C18338	KEGG	MNXM6916
CPD-11853	MetaCyc	MNXM6916
CPD-15036	MetaCyc	MNXM6918
cpd15121	SEED	MNXM6919
C16415	KEGG	MNXM6919
cpd15183	SEED	MNXM6920
C16479	KEGG	MNXM6920
cpd16437	SEED	MNXM6921
C16633	KEGG	MNXM6921
CPD0-2367	MetaCyc	MNXM6921
cpd16315	SEED	MNXM6923
C05406	KEGG	MNXM6923
5-OH-2-4-DIOXOPENTANOATE	MetaCyc	MNXM6923
cpd15825	SEED	MNXM6924
CPD-18497	MetaCyc	MNXM6924
cpd09478	SEED	MNXM6925
C13626	KEGG	MNXM6925
cpd22136	SEED	MNXM6926
5-Hydroxyfurocoumarins	MetaCyc	MNXM6926
cpd16452	SEED	MNXM6928
C16650	KEGG	MNXM6928
cpd22148	SEED	MNXM6930
5-Methoxyfurocoumarins	MetaCyc	MNXM6930
cpd08798	SEED	MNXM6932
C12001	KEGG	MNXM6932
CPD-15947	MetaCyc	MNXM6932
cpd08799	SEED	MNXM6933
C12002	KEGG	MNXM6933
CPD-15944	MetaCyc	MNXM6933
cpd08775	SEED	MNXM6934
C11978	KEGG	MNXM6934
cpd08759	SEED	MNXM6935
C11962	KEGG	MNXM6935
cpd08767	SEED	MNXM6936
C11970	KEGG	MNXM6936
cpd08751	SEED	MNXM6937
C11954	KEGG	MNXM6937
cpd03605	SEED	MNXM6939
C06052	KEGG	MNXM6939
CPD-9028	MetaCyc	MNXM6939
cpd16317	SEED	MNXM6941
C05424	KEGG	MNXM6941
cpd08774	SEED	MNXM6943
C11977	KEGG	MNXM6943
cpd08758	SEED	MNXM6944
C11961	KEGG	MNXM6944
cpd08766	SEED	MNXM6945
C11969	KEGG	MNXM6945
cpd08750	SEED	MNXM6946
C11953	KEGG	MNXM6946
cpd17843	SEED	MNXM6947
C17746	KEGG	MNXM6947
cpd15854	SEED	MNXM6948
cpd15185	SEED	MNXM6949
C16481	KEGG	MNXM6949
cpd07348	SEED	MNXM6950
C10462	KEGG	MNXM6950
CPD-13494	MetaCyc	MNXM6950
cpd23765	SEED	MNXM6951
CPD-13172	MetaCyc	MNXM6951
CPD-15130	MetaCyc	MNXM6952
cpd16419	SEED	MNXM6953
C16615	KEGG	MNXM6953
cpd22189	SEED	MNXM6954
6-Phosphoglc-3-Phosphoglc-Amylopectins	MetaCyc	MNXM6954
cpd16422	SEED	MNXM6955
C16618	KEGG	MNXM6955
cpd14906	SEED	MNXM6958
C16187	KEGG	MNXM6958
cpd15846	SEED	MNXM6960
cpd15848	SEED	MNXM6961
cpd15849	SEED	MNXM6962
cpd15845	SEED	MNXM6963
cpd15847	SEED	MNXM6964
cpd03618	SEED	MNXM6965
C06071	KEGG	MNXM6965
7-DEOXYLOGANIN	MetaCyc	MNXM6965
CPD-15132	MetaCyc	MNXM6967
cpd17479	SEED	MNXM6969
C17337	KEGG	MNXM6969
cpd03138	SEED	MNXM6970
C05291	KEGG	MNXM6970
CPD-15140	MetaCyc	MNXM6972
CPD-15139	MetaCyc	MNXM6973
cpd22212	SEED	MNXM6974
8-Hydroxyfurocoumarins	MetaCyc	MNXM6974
cpd25530	SEED	MNXM6975
CPD-9017	MetaCyc	MNXM6975
cpd22213	SEED	MNXM6976
8-Methoxyfurocoumarins	MetaCyc	MNXM6976
cpd09787	SEED	MNXM6977
C14084	KEGG	MNXM6977
CPD-15138	MetaCyc	MNXM6978
CPD-15137	MetaCyc	MNXM6979
cpd09151	SEED	MNXM6980
C12398	KEGG	MNXM6980
cpd20874	SEED	MNXM6981
C19621	KEGG	MNXM6981
91018-TRIHYDROXYSTEARATE	MetaCyc	MNXM6981
cpd14925	SEED	MNXM6982
C16206	KEGG	MNXM6982
cpd14908	SEED	MNXM6985
C16189	KEGG	MNXM6985
CPD-9533	MetaCyc	MNXM6985
cpd10255	SEED	MNXM6986
C14556	KEGG	MNXM6986
cpd15038	SEED	MNXM6989
C16322	KEGG	MNXM6989
CPD-8686	MetaCyc	MNXM6989
cpd08282	SEED	MNXM6990
C11430	KEGG	MNXM6990
cpd28348	SEED	MNXM6991
cpd01040	SEED	MNXM6991
C01464	KEGG	MNXM6991
G12852	KEGG	MNXM6991
Xanthan	MetaCyc	MNXM6991
C05197	KEGG	MNXM6992
cpd17377	SEED	MNXM6994
C17142	KEGG	MNXM6994
Heparan-sulfate-D-GlcNS	MetaCyc	MNXM6994
C05818	KEGG	MNXM7001
cpd02634	SEED	MNXM7002
C04292	KEGG	MNXM7002
5-PHOSPHONUCLEOSIDE-3-DIPHOSPHATE	MetaCyc	MNXM7002
cpd08364	SEED	MNXM7003
C11531	KEGG	MNXM7003
ALPHA-6-O-BETA-D-XYLOPYRANOSYL-BETA-D-	MetaCyc	MNXM7003
cpd12553	SEED	MNXM7004
C04473	KEGG	MNXM7004
D-GALACTOSYL-LIPOPOLYSACCHARIDE	MetaCyc	MNXM7004
cpd12107	SEED	MNXM7006
C02436	KEGG	MNXM7006
A-METHYLATED-AMINE	MetaCyc	MNXM7006
cpd11661	SEED	MNXM7010
cpd28195	SEED	MNXM7010
C00377	KEGG	MNXM7010
Steroids	MetaCyc	MNXM7010
cpd22227	SEED	MNXM7012
ABEQUOSYL-D-MANNOSYL-RHAMNOSYL-ETCETERA	MetaCyc	MNXM7012
cpd09442	SEED	MNXM7013
C13456	KEGG	MNXM7013
CPD4FS-7	MetaCyc	MNXM7013
cpd22293	SEED	MNXM7014
cpd15926	SEED	MNXM7016
cpd15403	SEED	MNXM7018
cpd15915	SEED	MNXM7024
cpd15917	SEED	MNXM7025
cpd00700	SEED	MNXM7028
C00946	KEGG	MNXM7028
CPD-3705	MetaCyc	MNXM7028
cpd22316	SEED	MNXM7033
Aggrecan	MetaCyc	MNXM7033
cpd09173	SEED	MNXM7035
C12421	KEGG	MNXM7035
CPD-15738	MetaCyc	MNXM7035
cpd09174	SEED	MNXM7036
C12422	KEGG	MNXM7036
CPD-15729	MetaCyc	MNXM7036
cpd09175	SEED	MNXM7037
C12423	KEGG	MNXM7037
CPD-15721	MetaCyc	MNXM7037
C03999	KEGG	MNXM7041
CPD-15984	MetaCyc	MNXM7042
CPD-15374	MetaCyc	MNXM7043
cpd12230	SEED	MNXM7044
C03000	KEGG	MNXM7044
CPD-270	MetaCyc	MNXM7044
cpd22336	SEED	MNXM7047
Alkenyl-Thiohydroximate-O-Sulfates	MetaCyc	MNXM7047
cpd11991	SEED	MNXM7048
C02000	KEGG	MNXM7048
Organo-Sulfates	MetaCyc	MNXM7048
cpd24358	SEED	MNXM7049
CPD-188	MetaCyc	MNXM7049
cpd15973	SEED	MNXM7052
cpd12161	SEED	MNXM7056
C02687	KEGG	MNXM7056
cpd16435	SEED	MNXM7058
C16631	KEGG	MNXM7058
cpd17944	SEED	MNXM7059
C17959	KEGG	MNXM7059
cpd13363	SEED	MNXM7060
C11349	KEGG	MNXM7060
cpd16143	SEED	MNXM7062
C05847	KEGG	MNXM7063
cpd12293	SEED	MNXM7064
C03317	KEGG	MNXM7064
CPD-8569	MetaCyc	MNXM7064
cpd27724	SEED	MNXM7066
cpd11781	SEED	MNXM7066
C00930	KEGG	MNXM7066
Oligosaccharides	MetaCyc	MNXM7066
cpd03690	SEED	MNXM7067
C06180	KEGG	MNXM7067
CPD-12317	MetaCyc	MNXM7067
cpd16511	SEED	MNXM7069
C16704	KEGG	MNXM7069
cpd12861	SEED	MNXM7070
C06361	KEGG	MNXM7070
cpd12863	SEED	MNXM7071
C06363	KEGG	MNXM7071
cpd08689	SEED	MNXM7074
C11891	KEGG	MNXM7074
cpd08906	SEED	MNXM7076
C12124	KEGG	MNXM7076
CPD-11940	MetaCyc	MNXM7076
cpd09165	SEED	MNXM7080
C12412	KEGG	MNXM7080
cpd15928	SEED	MNXM7081
cpd15927	SEED	MNXM7082
cpd00753	SEED	MNXM7083
C01021	KEGG	MNXM7083
Aromatic-Amino-Acids	MetaCyc	MNXM7083
cpd22401	SEED	MNXM7084
cpd12278	SEED	MNXM7084
C03254	KEGG	MNXM7084
Aryl-Dialkyl-Phosphate	MetaCyc	MNXM7084
cpd09169	SEED	MNXM7085
C12417	KEGG	MNXM7085
CPD-15807	MetaCyc	MNXM7085
cpd08777	SEED	MNXM7086
C11980	KEGG	MNXM7086
cpd08779	SEED	MNXM7087
C11982	KEGG	MNXM7087
cpd08761	SEED	MNXM7088
C11964	KEGG	MNXM7088
cpd08763	SEED	MNXM7089
C11966	KEGG	MNXM7089
cpd08769	SEED	MNXM7090
C11972	KEGG	MNXM7090
cpd08771	SEED	MNXM7091
C11974	KEGG	MNXM7091
cpd08753	SEED	MNXM7092
C11956	KEGG	MNXM7092
cpd08755	SEED	MNXM7093
C11958	KEGG	MNXM7093
cpd08778	SEED	MNXM7094
C11981	KEGG	MNXM7094
cpd08762	SEED	MNXM7095
C11965	KEGG	MNXM7095
cpd08770	SEED	MNXM7096
C11973	KEGG	MNXM7096
cpd08754	SEED	MNXM7097
C11957	KEGG	MNXM7097
cpd11726	SEED	MNXM7099
C00685	KEGG	MNXM7099
B-KETOACYL-ACP	MetaCyc	MNXM7099
cpd22418	SEED	MNXM7100
BCAA-dehydrogenase-DH-lipoyl	MetaCyc	MNXM7100
cpd22419	SEED	MNXM7101
BCAA-dehydrogenase-lipoyl	MetaCyc	MNXM7101
cpd05196	SEED	MNXM7102
C08281	KEGG	MNXM7102
DOCOSANOATE	MetaCyc	MNXM7102
cpd22442	SEED	MNXM7103
cpd01232	SEED	MNXM7103
C01785	KEGG	MNXM7103
Benzenediols	MetaCyc	MNXM7103
cpd10548	SEED	MNXM7104
C14851	KEGG	MNXM7104
cpd10547	SEED	MNXM7105
C14850	KEGG	MNXM7105
cpd10546	SEED	MNXM7106
C14849	KEGG	MNXM7106
cpd19022	SEED	MNXM7107
C02389	KEGG	MNXM7107
BENZOSEMIQUINONE	MetaCyc	MNXM7107
Benzosemiquinones	MetaCyc	MNXM7107
CPD-13006	MetaCyc	MNXM7108
cpd03096	SEED	MNXM7109
C05204	KEGG	MNXM7109
S-781314-TETRAHYDROPROTOBERBERINE	MetaCyc	MNXM7109
cpd03167	SEED	MNXM7111
C05340	KEGG	MNXM7111
cpd03168	SEED	MNXM7112
C05341	KEGG	MNXM7112
CPD-15628	MetaCyc	MNXM7114
cpd01421	SEED	MNXM7115
C02095	KEGG	MNXM7115
CPD-13293	MetaCyc	MNXM7115
cpd02983	SEED	MNXM7117
C04902	KEGG	MNXM7117
G00025	KEGG	MNXM7117
cpd02974	SEED	MNXM7118
cpd11729	SEED	MNXM7120
C00694	KEGG	MNXM7120
B-Gal-14-NacGlc-R	MetaCyc	MNXM7120
CPD-221	MetaCyc	MNXM7123
cpd12117	SEED	MNXM7125
cpd22450	SEED	MNXM7125
C02478	KEGG	MNXM7125
Beta-D-Mannosides	MetaCyc	MNXM7125
cpd11482	SEED	MNXM7127
C04619	KEGG	MNXM7127
Beta-hydroxydecanoyl-ACPs	MetaCyc	MNXM7127
cpd15056	SEED	MNXM7128
C16340	KEGG	MNXM7128
cpd27360	SEED	MNXM7129
L-GALACTOSE	MetaCyc	MNXM7129
cpd19100	SEED	MNXM7130
cpd03748	SEED	MNXM7130
C09882	KEGG	MNXM7130
CPD-3221	MetaCyc	MNXM7130
cpd04548	SEED	MNXM7131
C07345	KEGG	MNXM7131
BETAINE-ALDEHYDE-HYDRATE	MetaCyc	MNXM7131
cpd15934	SEED	MNXM7133
cpd16377	SEED	MNXM7134
C16563	KEGG	MNXM7134
cpd07921	SEED	MNXM7135
C11036	KEGG	MNXM7135
BROMOBENZENE	MetaCyc	MNXM7135
cpd10541	SEED	MNXM7136
C14844	KEGG	MNXM7136
cpd11596	SEED	MNXM7138
cpd25459	SEED	MNXM7139
C20701	KEGG	MNXM7139
CPD-8847	MetaCyc	MNXM7139
C15813	KEGG	MNXM7140
C15814	KEGG	MNXM7141
cpd16798	SEED	MNXM7142
cpd14998	SEED	MNXM7145
C16282	KEGG	MNXM7145
CPD-15032	MetaCyc	MNXM7145
cpd24739	SEED	MNXM7146
C20406	KEGG	MNXM7146
CPD-7166	MetaCyc	MNXM7146
cpd04667	SEED	MNXM7147
C07496	KEGG	MNXM7147
cpd09184	SEED	MNXM7151
C12432	KEGG	MNXM7151
CPD-15734	MetaCyc	MNXM7151
cpd26679	SEED	MNXM7152
Carotenoid-psi-end-group	MetaCyc	MNXM7152
CPD-9698	MetaCyc	MNXM7154
cpd12055	SEED	MNXM7155
C02255	KEGG	MNXM7155
cpd16108	SEED	MNXM7157
cpd26684	SEED	MNXM7159
Cellular-Retinol-Binding-Proteins	MetaCyc	MNXM7159
cpd14638	SEED	MNXM7163
C15908	KEGG	MNXM7163
cpd26719	SEED	MNXM7166
Chondroitin-Sulfate-A	MetaCyc	MNXM7166
cpd26720	SEED	MNXM7167
Chondroitin-Sulfate-C	MetaCyc	MNXM7167
cpd26721	SEED	MNXM7175
Chondroitin-sulfate-GlcA2S	MetaCyc	MNXM7175
cpd03351	SEED	MNXM7176
C05640	KEGG	MNXM7176
CPD-16175	MetaCyc	MNXM7176
cpd02646	SEED	MNXM7177
C04314	KEGG	MNXM7177
cpd09807	SEED	MNXM7178
C14104	KEGG	MNXM7178
cpd09805	SEED	MNXM7179
C14102	KEGG	MNXM7179
cpd09786	SEED	MNXM7181
C14083	KEGG	MNXM7181
cpd16911	SEED	MNXM7182
cpd08278	SEED	MNXM7184
C11426	KEGG	MNXM7184
cpd14922	SEED	MNXM7185
C16203	KEGG	MNXM7185
cpd03156	SEED	MNXM7187
C05318	KEGG	MNXM7187
CIS-N-METHYL-S-781314-TETRAHYDROPRO	MetaCyc	MNXM7187
CPD-15567	MetaCyc	MNXM7189
cpd16617	SEED	MNXM7190
cpd15837	SEED	MNXM7191
cpd03424	SEED	MNXM7192
D00191	KEGG	MNXM7192
C05776	KEGG	MNXM7192
CPD-17105	MetaCyc	MNXM7192
cpd15873	SEED	MNXM7194
cpd15874	SEED	MNXM7195
cpd15875	SEED	MNXM7196
cpd15872	SEED	MNXM7197
cpd03418	SEED	MNXM7199
C05770	KEGG	MNXM7199
COPROPORPHYRIN_III	MetaCyc	MNXM7199
Core6	MetaCyc	MNXM7200
cpd09222	SEED	MNXM7201
C12479	KEGG	MNXM7201
cpd09223	SEED	MNXM7202
C12480	KEGG	MNXM7202
cpd09221	SEED	MNXM7203
C12478	KEGG	MNXM7203
cpd23771	SEED	MNXM7205
CPD-13198	MetaCyc	MNXM7205
cpd25936	SEED	MNXM7206
CPD0-1027	MetaCyc	MNXM7206
cpd26472	SEED	MNXM7207
CPD0-2354	MetaCyc	MNXM7207
cpd26664	SEED	MNXM7208
CRPB-all-trans-Retinol	MetaCyc	MNXM7208
cpd17847	SEED	MNXM7210
C17750	KEGG	MNXM7210
CPD-6623	MetaCyc	MNXM7210
cpd09277	SEED	MNXM7212
C12646	KEGG	MNXM7212
CPD-15002	MetaCyc	MNXM7212
cpd12755	SEED	MNXM7214
C05713	KEGG	MNXM7214
cpd12819	SEED	MNXM7215
cpd17281	SEED	MNXM7216
C17017	KEGG	MNXM7216
CPD-11419	MetaCyc	MNXM7216
cpd15976	SEED	MNXM7219
cpd15965	SEED	MNXM7220
cpd15966	SEED	MNXM7221
cpd15967	SEED	MNXM7222
cpd15984	SEED	MNXM7223
cpd15985	SEED	MNXM7224
cpd15986	SEED	MNXM7225
cpd15980	SEED	MNXM7226
cpd15981	SEED	MNXM7227
cpd15988	SEED	MNXM7228
cpd15989	SEED	MNXM7229
cpd14984	SEED	MNXM7230
C16268	KEGG	MNXM7230
cpd00424	SEED	MNXM7231
C00542	KEGG	MNXM7231
cpd23225	SEED	MNXM7232
CPD-12085	MetaCyc	MNXM7232
cpd26779	SEED	MNXM7233
Cytochrome-c-arginines	MetaCyc	MNXM7233
CPD-75	MetaCyc	MNXM7234
cpd01308	SEED	MNXM7235
C01905	KEGG	MNXM7235
CPD-3633	MetaCyc	MNXM7235
cpd26817	SEED	MNXM7238
D-Gal-NAc--Glycoproteins	MetaCyc	MNXM7238
cpd25016	SEED	MNXM7240
CPD-8058	MetaCyc	MNXM7240
cpd03853	SEED	MNXM7241
C06430	KEGG	MNXM7241
cpd27171	SEED	MNXM7243
Glucosylated-Glucose-Acceptors	MetaCyc	MNXM7243
cpd23747	SEED	MNXM7244
CPD-13129	MetaCyc	MNXM7244
G13015	KEGG	MNXM7245
CPD-13297	MetaCyc	MNXM7245
cpd11214	SEED	MNXM7252
C15542	KEGG	MNXM7252
D-MANNOSYL-1-PHOSPHOUNDECAPRENOL	MetaCyc	MNXM7252
cpd24656	SEED	MNXM7253
CPD-6747	MetaCyc	MNXM7253
cpd04040	SEED	MNXM7255
C06636	KEGG	MNXM7255
cpd17934	SEED	MNXM7259
C17948	KEGG	MNXM7259
CPD-11743	MetaCyc	MNXM7259
cpd09079	SEED	MNXM7260
C12307	KEGG	MNXM7260
CPD-8490	MetaCyc	MNXM7260
cpd16364	SEED	MNXM7265
C16550	KEGG	MNXM7265
cpd24087	SEED	MNXM7266
CPD-13907	MetaCyc	MNXM7266
cpd04308	SEED	MNXM7268
C06989	KEGG	MNXM7268
cpd08617	SEED	MNXM7269
C11813	KEGG	MNXM7269
cpd08618	SEED	MNXM7270
C11814	KEGG	MNXM7270
cpd16528	SEED	MNXM7275
C16725	KEGG	MNXM7275
CPD-15043	MetaCyc	MNXM7275
cpd19403	SEED	MNXM7276
C18133	KEGG	MNXM7276
CPD-9321	MetaCyc	MNXM7276
cpd26951	SEED	MNXM7277
Dermatan-sulfate-L-IdoA2S	MetaCyc	MNXM7277
cpd09219	SEED	MNXM7278
C12476	KEGG	MNXM7278
CPD-15419	MetaCyc	MNXM7278
cpd09218	SEED	MNXM7279
C12475	KEGG	MNXM7279
CPD-15420	MetaCyc	MNXM7279
cpd17448	SEED	MNXM7280
C17259	KEGG	MNXM7280
cpd15949	SEED	MNXM7282
cpd17565	SEED	MNXM7283
C17435	KEGG	MNXM7283
CPD-9457	MetaCyc	MNXM7283
cpd29583	SEED	MNXM7284
C04509	KEGG	MNXM7284
CPD-9452	MetaCyc	MNXM7284
cpd17566	SEED	MNXM7285
C17436	KEGG	MNXM7285
CPD-9455	MetaCyc	MNXM7285
cpd17564	SEED	MNXM7286
C17434	KEGG	MNXM7286
CPD-9456	MetaCyc	MNXM7286
cpd17568	SEED	MNXM7287
C17438	KEGG	MNXM7287
CPD-9453	MetaCyc	MNXM7287
cpd17567	SEED	MNXM7288
C17437	KEGG	MNXM7288
CPD-9454	MetaCyc	MNXM7288
cpd12127	SEED	MNXM7293
cpd26962	SEED	MNXM7293
C02534	KEGG	MNXM7293
Dialkyl-phosphates	MetaCyc	MNXM7293
cpd15696	SEED	MNXM7294
cpd15699	SEED	MNXM7295
cpd12714	SEED	MNXM7296
C05360	KEGG	MNXM7296
cpd10564	SEED	MNXM7297
C14867	KEGG	MNXM7297
cpd07546	SEED	MNXM7298
C10660	KEGG	MNXM7298
cpd15855	SEED	MNXM7299
cpd16413	SEED	MNXM7300
C16609	KEGG	MNXM7300
cpd04149	SEED	MNXM7301
D02337	KEGG	MNXM7301
C06772	KEGG	MNXM7301
cpd04666	SEED	MNXM7304
C07495	KEGG	MNXM7304
cpd15695	SEED	MNXM7305
cpd15700	SEED	MNXM7306
cpd15698	SEED	MNXM7307
cpd15697	SEED	MNXM7308
cpd19169	SEED	MNXM7309
C15768	KEGG	MNXM7309
CPD-6562	MetaCyc	MNXM7309
cpd15951	SEED	MNXM7310
cpd11973	SEED	MNXM7311
cpd28789	SEED	MNXM7311
C01910	KEGG	MNXM7311
cpd26977	SEED	MNXM7312
Disulfides	MetaCyc	MNXM7312
cpd08648	SEED	MNXM7316
C11850	KEGG	MNXM7316
cpd12253	SEED	MNXM7319
cpd26897	SEED	MNXM7319
C03110	KEGG	MNXM7319
DNA-N4-Methylcytosine	MetaCyc	MNXM7319
cpd12504	SEED	MNXM7322
CPD-171	MetaCyc	MNXM7322
cpd26985	SEED	MNXM7326
DsrC-persulfides	MetaCyc	MNXM7326
cpd09090	SEED	MNXM7327
C12319	KEGG	MNXM7327
cpd09089	SEED	MNXM7328
C12318	KEGG	MNXM7328
cpd18016	SEED	MNXM7329
C18033	KEGG	MNXM7329
CPD-13383	MetaCyc	MNXM7329
cpd26921	SEED	MNXM7331
cpd18015	SEED	MNXM7332
C18032	KEGG	MNXM7332
CPD-13382	MetaCyc	MNXM7332
cpd08723	SEED	MNXM7334
C11926	KEGG	MNXM7334
CPD-15548	MetaCyc	MNXM7334
cpd08710	SEED	MNXM7335
C11912	KEGG	MNXM7335
CPD-15926	MetaCyc	MNXM7335
cpd09194	SEED	MNXM7336
C12443	KEGG	MNXM7336
CPD-15731	MetaCyc	MNXM7336
cpd14992	SEED	MNXM7341
C16276	KEGG	MNXM7341
CPD-7414	MetaCyc	MNXM7341
cpd11579	SEED	MNXM7343
CPD-10434	MetaCyc	MNXM7343
cpd05531	SEED	MNXM7344
C08624	KEGG	MNXM7344
cpd24798	SEED	MNXM7345
CPD-7592	MetaCyc	MNXM7345
cpd27047	SEED	MNXM7346
Factor-VIIIa	MetaCyc	MNXM7346
C06230	KEGG	MNXM7354
cpd11690	SEED	MNXM7357
D00071	KEGG	MNXM7357
C00516	KEGG	MNXM7357
cpd06628	SEED	MNXM7358
C09736	KEGG	MNXM7358
cpd16519	SEED	MNXM7359
C16713	KEGG	MNXM7359
cpd15879	SEED	MNXM7361
