# source=MFAToolkit WebGCM  sha=713236f  cues=etc/MFAToolkit/cues/  input=ModelSEED structures (Unique_ModelSEED_Structures.txt, SMILES preferred)  convention=A (H+ = -9.5 kcal/mol, H in compound dGf)  units=kcal/mol
compound_id	status	dg_kcal_per_mol	dgerr_kcal_per_mol	charge	formula	groups	note
cpd38912	unknown_group			0	C20H33NO18RS	RW:1|-O-:3|ring -CH<:15|ring -O-:3|-CH2-:2|-SO4:1|-OH:7|-CH3:2|>C=O:1|amide:1|-NH-:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38913	ok	-36.87	1.6561	0	C9H10O2	-CH3:1|>C=O:1|>CH-:1|-OH:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|0	No special notes for this compound.
cpd38914	ok	-36.87	1.6561	0	C9H10O2	-CH3:1|>C=O:1|>CH-:1|-OH:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|0	No special notes for this compound.
cpd38915	ok	-1.09	2.5053	0	C10H16NO	-CH3:2|-NH2-:1|>CH-:2|-OH:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|1	No special notes for this compound.
cpd38916	ok	-1.09	2.5053	0	C10H16NO	-CH3:2|-NH2-:1|>CH-:2|-OH:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|1	No special notes for this compound.
cpd38917	ok	5.38	2.5084	0	C10H14NO	-CH3:2|-NH2-:1|>CH-:1|>C=O:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|1	No special notes for this compound.
cpd38918	unknown_group			0	C3H6NO8P2R2	RW:2|-NH2-:1|>CH-:1|-CH2-:1|-OPO2-:1|-OPO3:1|>C=O:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38919	ok	-286.03	5.4203	0	C18H15O9	-CH3:1|>C=O:1|-CH2-:1|ring >C<:2|-OH:5|ring -CH2-:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring >C=O:1|-COO:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd38920	unknown_group			0	C32H40N3O15PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:7|-OPO3-:1|>C<:1|-CH3:3|-OH:5|>C=O:5|ring -CH<:1|ring >C=O:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring -CH2-:1|ring >C<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38921	unknown_group			0	C32H40N3O16PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:7|-OPO3-:1|>C<:1|-CH3:3|-OH:6|>C=O:5|ring >C<:2|ring >C=O:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring -CH2-:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38922	unknown_group			0	C34H42N3O16PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:7|-OPO3-:1|>C<:1|-CH3:3|-OH:6|>C=O:5|ring -CH<:1|ring >C=O:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring -CH2-:1|ring >C<:1|=CH-:1|=C<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:2|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38923	unknown_group			0	C34H42N3O17PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:7|-OPO3-:1|>C<:1|-CH3:3|-OH:7|>C=O:5|ring >C<:2|ring >C=O:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring -CH2-:1|=CH-:1|=C<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:2|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38924	unknown_group			0	C10H9NO3R	RW:1|>C=O:1|-NH-:1|>CH-:1|-CH2-:1|aromatic ring =C<:1|aromatic ring =CH-:5|-COO:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38925	ok	-35.15	4.5445	0	C23H36NO4	-CH3:1|-CH2-:11|=CH-:8|>C=O:1|>CH-:1|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38926	unknown_group			0	C4H5NO4R	RW:1|>C=O:1|-NH-:1|>CH-:1|-CH2-:1|-OH:1|-COO:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38927	ok	-57.97	3.3484	0	C25H40NO3	-CH3:1|-CH2-:15|>C=O:1|>CH-:1|aromatic ring =C<:1|aromatic ring =CH-:5|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38928	ok	-54.73	3.6311	0	C27H44NO3	-CH3:1|-CH2-:17|>C=O:1|>CH-:1|aromatic ring =C<:1|aromatic ring =CH-:5|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38929	ok	85.91	6.3643	0	C31H40NO3	-CH3:1|-CH2-:9|=CH-:12|>C=O:1|>CH-:1|aromatic ring =C<:1|aromatic ring =CH-:5|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38930	ok	-735.97	8.6013	0	C27H36N8O17P3S	-CH3:2|>C<:1|-CH2-:6|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:6|ring =N-:4|two fused rings >C=:2|ring =C<:2|-NH2:1|-OH:2|-OPO3:1|>CH-:1|>C=O:3|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|heteroaromatic:3|-3	No special notes for this compound.
cpd38931	ok	-26.91	5.2777	0	C10H6NO3	ring -O-CO-:1|ring =CH-:6|ring =C<:3|-Oneg:1|ring =N-:1|Origin:1|OCCC:1|CCCC:2|heteroaromatic:1|-1	No special notes for this compound.
cpd38932	ok	55.33	6.0807	0	C25H30NO3	-CH3:4|=C<:3|=CH-:3|-CH2-:5|ring =C<:4|-Oneg:1|ring =CH-:5|ring =N-:1|ring -O-CO-:1|Origin:1|OCCC:1|CCCC:2|heteroaromatic:1|-1	No special notes for this compound.
cpd38933	ok	16.64	6.8249	0	C25H30NO4	-CH3:4|=C<:2|=CH-:2|-CH2-:5|ring =C<:4|-Oneg:1|ring =CH-:5|ring =N-:1|ring -O-CO-:1|ring -CH<:1|ring -O-:1|ring >C<:1|Origin:1|OCCC:1|CCCC:2|heteroaromatic:1|threemember:1|-1	No special notes for this compound.
cpd38934	ok	-48.24	14.084	0	C25H31NO4	-CH3:4|ring >C<:1|ring -CH<:1|-OH:1|ring -CH2-:5|two fused rings >C<:2|two fused rings >CH-:2|two fused rings >C=:2|ring =CH-:5|ring =C<:2|ring =N-:1|ring -O-CO-:1|ring -O-:1|Origin:1|OCCC:1|CCCC:2|heteroaromatic:1|0	No special notes for this compound.
cpd38935	unknown_group			0	C30H38N3O14PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:6|-OPO3-:1|>C<:1|-CH3:3|-OH:5|>C=O:4|ring -CH<:1|ring >C=O:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring -CH2-:1|ring >C<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38936	ok	-220.08	5.1689	0	C16H13O7	-CH3:1|ring >C<:1|-OH:4|ring -CH2-:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|ring >C=O:1|ring -CH<:1|-COO:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd38937	unknown_group			0	C36H56N3O27R	RW:1|-O-:4|ring -CH<:16|ring -O-:4|-CH2-:4|ring >C<:2|-COO:2|ring -CH2-:2|-OH:12|>C=O:3|-CH3:3|>CH-:4|amide:3|-NH-:3|Origin:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38938	unknown_group			0	C2H4NR2S	RW:2|-NH2-:1|-CH2-:1|=C<:1|WdblS:1|Origin:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|WdblS:1|
cpd38939	ok	-1221.27	17.464	0	C48H77N3O37	-CH3:3|>C=O:3|ring -CH<:26|-O-:5|-OH:19|-CH2-:6|ring -O-:6|ring >C<:2|-COO:2|ring -CH2-:2|>CH-:4|amide:3|-NH-:3|Origin:1|-2	No special notes for this compound.
cpd38940	ok	-104.63	3.4671	0	C22H39N2O4	-CH3:1|-CH2-:15|=CH-:2|>C=O:2|>CH-:1|-COO:1|amide:2|-NH-:1|-NH2:1|Origin:1|-1	No special notes for this compound.
cpd38941	ok	-65.36	3.5981	0	C24H46N2O3	-CH3:1|-CH2-:18|=CH-:2|>C=O:1|>CH-:1|-NH3:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd38942	ok	-57.23	3.6096	0	C23H42NO3S	-CH3:2|-CH2-:16|=CH-:2|>C=O:1|>CH-:1|-S-:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38943	ok	-6.32	4.4029	0	C29H43N2O3	-CH3:1|-CH2-:15|=CH-:2|>C=O:1|>CH-:1|ring =C<:1|ring =CH-:1|ring -NH-:1|two fused rings >C=:2|aromatic ring =CH-:4|-COO:1|amide:1|-NH-:1|Origin:1|heteroaromatic:1|-1	No special notes for this compound.
cpd38944	ok	-71.85	3.5583	0	C27H42NO4	-CH3:1|-CH2-:15|=CH-:2|>C=O:1|>CH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38945	unknown_group			0	C5H6N2O4R	RW:1|>C=O:2|-NH-:1|>CH-:1|-CH2-:1|-COO:1|amide:1|-NH2:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38946	unknown_group			0	C7H13N2O3R	RW:1|>C=O:1|-NH-:1|>CH-:1|-CH2-:4|-NH3:1|-COO:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38947	unknown_group			0	C6H9NO3RS	RW:1|>C=O:1|-NH-:1|>CH-:1|-CH2-:2|-S-:1|-CH3:1|-COO:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38948	unknown_group			0	C12H10N2O3R	RW:1|>C=O:1|-NH-:1|>CH-:1|-CH2-:1|ring =C<:1|ring =CH-:1|ring -NH-:1|two fused rings >C=:2|aromatic ring =CH-:4|-COO:1|Origin:1|heteroaromatic:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38949	unknown_group			0	C10H9NO4R	RW:1|>C=O:1|-NH-:1|>CH-:1|-CH2-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|-COO:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38950	unknown_group			0	C7H11NO3R	RW:1|>C=O:1|-NH-:1|>CH-:2|-CH2-:1|-CH3:2|-COO:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38951	unknown_group			0	C7H11NO3R	RW:1|>C=O:1|-NH-:1|>CH-:2|-COO:1|-CH3:2|-CH2-:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd38952	ok	-954.67	14.698	0	C37H61N2O29	-CH3:2|>C=O:2|ring -CH<:23|-O-:4|-OH:16|-CH2-:5|ring -O-:5|ring >C<:1|-COO:1|ring -CH2-:1|>CH-:2|amide:2|-NH-:2|Origin:1|-1	No special notes for this compound.
cpd38953	ok	-124.14	0.89024	0	C5H11NO3	-CH3:1|-CH2-:2|>C<:1|-NH3:1|-OH:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd38954	ok	-302.48	3.4186	0	C22H44NO7P	-CH3:1|-CH2-:17|=CH-:2|-O-CO-:1|>CH-:1|-OH:1|-OPO3-:1|-NH3:1|Origin:1|0	No special notes for this compound.
cpd38955	ok	-221.33	7.0682	0	C42H74NO8P	-CH3:2|-CH2-:27|=CH-:10|-O-CO-:2|>CH-:1|-OPO3-:1|-NH3:1|Origin:1|0	No special notes for this compound.
cpd38956	ok	-269.29	6.1984	0	C40H74NO8P	-CH3:2|-CH2-:29|=CH-:6|-O-CO-:2|>CH-:1|-OPO3-:1|-NH3:1|Origin:1|0	No special notes for this compound.
cpd38957	ok	-46.69	3.2758	0	C20H34NO3	-CH3:1|-CH2-:13|=CH-:4|>C=O:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd38958	ok	28.40	1.6535	0	C9H14N	-CH3:1|-CH2-:1|>CH-:1|-NH3:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|1	No special notes for this compound.
cpd38959	ok	-138.64	5.2167	0	C15H14O5	-CH3:1|ring >C<:1|-OH:4|ring -CH2-:2|ring >C=O:1|two fused rings >C=:2|aromatic ring =CH-:3|two fused aromatic rings >C=:2|aromatic ring =C<:3|Origin:1|OCCC:1|0	No special notes for this compound.
cpd38960	ok	-119.66	5.7201	0	C15H11O5	-CH3:1|aromatic ring =C<:4|aromatic ring =CH-:2|-OH:3|two fused aromatic rings >C=:2|two fused rings >C=:2|ring -CH2-:1|ring =C<:1|-Oneg:1|ring =CH-:1|ring >C=O:1|Origin:1|OCCC:2|-1	No special notes for this compound.
cpd38961	ok	-138.95	5.3884	0	C15H14O5	-CH3:1|aromatic ring =C<:4|aromatic ring =CH-:2|-OH:4|two fused aromatic rings >C=:2|two fused rings >C=:2|ring -CH2-:2|ring -CH<:1|ring >C=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd38962	ok	78.83	5.3552	0	C20H28O	-CH3:5|=C<:2|=CH-:6|ring =C<:2|ring -CH2-:3|ring >C<:1|-CH=O:1|Origin:1|OCCC:1|CCCC:4|0	No special notes for this compound.
cpd38963	ok	26.13	5.3497	0	C20H27O2	-CH3:5|=C<:2|=CH-:6|ring =C<:2|ring -CH2-:3|ring >C<:1|-COO:1|Origin:1|OCCC:1|CCCC:4|-1	No special notes for this compound.
cpd38964	ok	-165.43	8.5351	0	C18H11O7	ring >C=O:1|ring =CH-:3|ring =C<:1|-Oneg:1|ring -CH2-:1|two fused rings >C=:4|aromatic ring =C<:3|-OH:3|two fused aromatic rings >C=:2|aromatic ring =CH-:1|ring -O-:2|two fused rings >CH-:2|Origin:1|OCCC:2|-1	No special notes for this compound.
cpd38965	ok	-184.72	8.2334	0	C18H14O7	ring >C=O:1|ring -CH2-:2|ring -CH<:1|-OH:4|two fused rings >C=:4|aromatic ring =C<:3|two fused aromatic rings >C=:2|aromatic ring =CH-:1|ring -O-:2|two fused rings >CH-:2|ring =CH-:2|Origin:1|OCCC:1|0	No special notes for this compound.
cpd38966	ok	30.21	1.6851	0	C9H14N	-NH3:1|-CH2-:3|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|1	No special notes for this compound.
cpd38967	ok	-67.41	2.6738	0	C13H15NO3	-CH3:2|ring >C<:1|ring >C=O:2|ring -CH<:1|-CH2-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|amide:1|ring -NH-:1|Origin:1|OCCO:1|0	No special notes for this compound.
cpd38968	ok	-41.18	2.5896	0	C13H19N2O2	-CH3:2|ring >C<:1|ring -CH<:2|-CH2-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|ring >C=O:1|-NH3:1|amide:1|ring -NH-:1|Origin:1|1	No special notes for this compound.
cpd38969	ok	-32.39	5.9082	0	C13H16N2O2	-CH3:2|ring >C<:1|ring >C=:1|=NH:1|ring >C=O:1|ring -CH<:1|-CH2-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|amide:1|ring -NH-:1|Origin:1|OCCN:1|0	No special notes for this compound.
cpd38970	ok	-113.96	2.8399	0	C12H16O4	-CH3:1|-CH2-:4|>C=O:1|aromatic ring =C<:4|-OH:3|aromatic ring =CH-:2|Origin:1|OCCC:1|0	No special notes for this compound.
cpd38971	ok	26.40	14.187	0	C45H78O2	-CH3:6|-CH2-:17|=CH-:2|-O-CO-:1|ring -CH<:2|ring -CH2-:8|two fused rings >C<:2|two fused rings >C=:1|ring =CH-:1|two fused rings >CH-:3|>CH-:2|Origin:1|0	No special notes for this compound.
cpd38972	ok	-737.55	7.8822	0	C39H65N7O17P3S	-CH3:3|-CH2-:20|=CH-:2|>C=O:3|>CH-:1|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd38973	ok	-119.95	6.0672	0	C15H10O5	-CH3:1|aromatic ring =C<:4|aromatic ring =CH-:4|-OH:3|two fused rings >C=:4|ring >C=O:2|Origin:1|OCCC:4|0	No special notes for this compound.
cpd38974	ok	-227.16	12.723	0	C30H17O10	-CH3:2|aromatic ring =C<:10|aromatic ring =CH-:6|two fused rings >C=:8|-OH:5|ring >C=O:4|-Oneg:1|Origin:1|OCCC:8|-1	No special notes for this compound.
cpd38975	ok	-119.32	3.4731	0	C12H15O4Cl	-CH3:1|-CH2-:4|>C=O:1|aromatic ring =C<:5|-OH:3|aromatic ring =CH-:1|tertiary -Cl:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd38976	ok	-136.11	3.016	0	C20H31O6	-CH3:1|-CH2-:8|>CH-:1|=CH-:4|ring -CH<:3|-OH:2|ring -CH2-:1|ring >C=O:1|-COO:1|-O-:1|Origin:1|-1	No special notes for this compound.
cpd38977	ok	-1150.69	15.452	0	C36H53N3O34S2	-CH3:3|>C=O:3|ring -CH<:25|-O-:4|-OH:10|-SO4:2|-CH2-:3|ring -O-:5|-COO:2|amide:3|-NH-:3|Origin:1|-4	No special notes for this compound.
cpd38978	ok	-997.86	12.32	0	C28H40N2O29S2	-CH3:2|>C=O:2|ring -CH<:20|-O-:3|-OH:8|-SO4:2|-CH2-:2|ring -O-:4|-COO:2|amide:2|-NH-:2|Origin:1|-4	No special notes for this compound.
cpd38979	ok	-796.16	9.544	0	C22H33N2O23S2	-CH3:2|>C=O:2|ring -CH<:15|-O-:2|-OH:6|-CH2-:2|-SO4:2|ring -O-:3|-COO:1|amide:2|-NH-:2|Origin:1|-3	No special notes for this compound.
cpd38980	ok	-528.83	6.1388	0	C14H21NO15S	-CH3:1|>C=O:1|ring -CH<:10|-OH:5|ring -O-:2|-CH2-:1|-SO4:1|-O-:1|-COO:1|amide:1|-NH-:1|Origin:1|-2	No special notes for this compound.
cpd38981	ok	-290.49	3.0936	0	C23H48O6P	-CH3:5|>CH-:5|-CH2-:13|-O-:1|-OH:1|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd38982	ok	-268.54	0.91191	0	C6H3O7	-COO:3|-CH2-:1|>CH-:1|>C=O:1|Origin:1|OCCO:1|-3	No special notes for this compound.
cpd38983	ok	-340.95	2.8174	0	C15H11O10	-COO:3|-CH2-:1|>CH-:2|-O-CO-:1|=CH-:2|aromatic ring =C<:3|aromatic ring =CH-:3|-OH:2|Origin:1|OCCC:1|CCCC:1|-3	No special notes for this compound.
cpd38984	ok	73.90	5.6125	0	C10H13N5O	-CH3:1|=C<:1|=CH-:1|-CH2-:2|-NH-:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -NH-:1|-OH:1|Origin:1|heteroaromatic:2|0	No special notes for this compound.
cpd38985	ok	-43.25	12.337	0	C10H18O	-CH3:3|two fused rings >C<:2|two fused rings >CH-:1|ring -CH2-:3|ring -CH<:1|-OH:1|Origin:1|0	No special notes for this compound.
cpd38986	ok	-43.25	12.337	0	C10H18O	-CH3:3|two fused rings >C<:2|two fused rings >CH-:1|ring -CH2-:3|ring -CH<:1|-OH:1|Origin:1|0	No special notes for this compound.
cpd38987	unknown_group			0	C20H32O	=CH2:1|ring >C=:1|ring -CH2-:8|T3WWCWW:1|two fused rings >CH-:3|ring >C<:1|-CH3:2|-CH2-:1|-OH:1|two fused rings >C<:1|TRWCH2RW:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: T3WWCWW:1|TRWCH2RW:1|
cpd38988	unknown_group			0	C20H30O	=CH2:1|ring >C=:1|ring -CH2-:8|T3WWCWW:1|two fused rings >CH-:3|two fused rings >C<:1|-CH3:2|ring >C<:1|-CH=O:1|TRWCH2RW:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: T3WWCWW:1|TRWCH2RW:1|
cpd38989	ok	-371.31	5.5286	0	C19H31N4O11	-CH3:3|>C=O:4|ring -CH<:5|-OH:3|ring -O-:1|-CH2-:3|-O-:1|>CH-:3|-COO:1|amide:4|-NH-:3|-NH2:1|Origin:1|-1	No special notes for this compound.
cpd38990	unknown_group			0	C24H42N3O9PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:13|-OPO3-:1|>C<:1|-CH3:2|-OH:1|>C=O:4|=CH-:1|=CH2:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38991	unknown_group			0	C24H40N3O9PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:13|-OPO3-:1|>C<:1|-CH3:2|-OH:1|>C=O:4|?C-:1|?CH:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd38992	ok	-18.88	13.806	0	C27H44O2	-CH3:5|>CH-:1|-CH2-:3|>C<:1|-OH:1|ring -CH<:1|ring -CH2-:8|two fused rings >CH-:3|two fused rings >C=:1|ring =CH-:1|ring >C=O:1|two fused rings >C<:2|Origin:1|OCCC:1|0	No special notes for this compound.
cpd38993	ok	-91.09	2.3061	0	C11H20N2O3	-CH3:2|>CH-:2|-CH2-:1|-NH3:1|>C=O:1|ring -CH2-:3|ring -CH<:1|-COO:1|amide:1|ring -N<:1|Origin:1|0	No special notes for this compound.
cpd38994	ok	-124.72	2.7924	0	C10H17N3O4	-CH3:1|>CH-:1|-NH3:1|>C=O:2|ring -CH2-:3|ring -CH<:1|-CH2-:1|-COO:1|amide:2|ring -N<:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd38995	ok	-146.03	2.7829	0	C10H19N3O4	-CH3:2|-CH2-:3|>CH-:2|>C=O:2|-NH3:1|-COO:1|amide:2|-NH-:2|Origin:1|0	No special notes for this compound.
cpd38996	ok	-124.53	2.7837	0	C9H15N3O4	-NH3:1|-CH2-:2|>C=O:2|ring -CH2-:3|ring -CH<:1|-COO:1|amide:2|-NH-:1|ring -N<:1|Origin:1|0	No special notes for this compound.
cpd38997	ok	4.25	7.4322	0	C30H42NO5	=CH2:1|ring >C=:1|ring >C=O:1|ring =C<:2|>C=O:1|=C<:3|-CH3:5|=CH-:7|-CH2-:6|>CH-:3|-OH:2|-Oneg:1|amide:1|ring -NH-:1|Origin:1|OCCC:3|CCCC:3|-1	No special notes for this compound.
cpd38998	ok	-30.51	7.0963	0	C30H42NO5	=CH2:1|ring >C=:1|ring >C=O:1|ring =C<:2|>C=O:1|ring >C<:1|-CH3:5|two fused rings >CH-:2|ring -CH2-:3|ring -CH<:2|-OH:2|ring =CH-:2|-CH2-:3|>CH-:2|=C<:2|=CH-:2|-Oneg:1|amide:1|ring -NH-:1|Origin:1|OCCC:2|CCCC:2|-1	No special notes for this compound.
cpd38999	no_groups			0	C30H42NO5	-CH3:5|-CH2-:1|unlabeled atoms:19|ring =CH-:3|ring =C<:1|ring -CH<:2|ring -CH2-:4|ring >C=O:1|-Oneg:1|two fused rings >CH-:2|-OH:2|amide:1|ring -NH-:1|Origin:1|OCCC:2|-1	Formation energy not estimated due to the presence of 19 atoms that could not be assigned to any of the existing set of structural groups.
cpd39000	ok	-160.12	3.6064	0	C14H12O6	-CH3:1|>C=O:2|-CH2-:2|ring =C<:1|ring =CH-:1|two fused rings >C=:2|aromatic ring =CH-:2|aromatic ring =C<:2|-OH:2|ring -O-CO-:1|Origin:1|OCCC:1|CCCC:1|0	No special notes for this compound.
cpd39001	ok	-133.34	3.5391	0	C12H10O5	-CH3:1|>C=O:1|-CH2-:1|ring =C<:1|ring =CH-:1|two fused rings >C=:2|aromatic ring =CH-:2|aromatic ring =C<:2|-OH:2|ring -O-CO-:1|Origin:1|OCCC:1|CCCC:1|0	No special notes for this compound.
cpd39002	unknown_group			0	C26H38N3O14PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:9|-OPO3-:1|>C<:1|-CH3:3|-OH:3|>C=O:7|=C<:2|=CH-:2|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:2|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39003	ok	-109.35	3.2894	0	C11H12O4	-CH3:2|>C=O:1|-CH2-:1|aromatic ring =C<:5|aromatic ring =CH-:1|-OH:2|-CH=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39004	ok	-62.22	3.9622	0	C19H24O4	-CH3:4|-CH2-:2|>CH-:1|=CH-:3|=C<:1|>C=O:1|aromatic ring =C<:5|aromatic ring =CH-:1|-OH:2|-CH=O:1|Origin:1|OCCC:2|CCCC:1|0	No special notes for this compound.
cpd39005	ok	-42.11	4.3961	0	C16H16O4	-CH3:1|=CH-:6|>C=O:1|-CH2-:1|aromatic ring =C<:4|aromatic ring =CH-:2|-OH:2|-CH=O:1|Origin:1|OCCC:2|CCCC:2|0	No special notes for this compound.
cpd39006	ok	-80.94	2.6893	0	C8H8O3	-CH3:1|aromatic ring =C<:4|aromatic ring =CH-:2|-OH:2|-CH=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39007	ok	-96.39	3.6451	0	C19H28O4	-CH3:2|-CH2-:9|>C=O:1|aromatic ring =C<:5|aromatic ring =CH-:1|-OH:2|-CH=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39008	unknown_group			0	C24H40N3O9PR2S	RW:2|-NH2-:1|>CH-:3|-CH2-:7|-OPO3-:1|>C<:1|-CH3:5|-OH:1|>C=O:4|=CH-:3|=C<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|CCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39009	unknown_group			0	C22H34N3O9PR2S	RW:2|-NH2-:1|>CH-:2|-CH2-:6|-OPO3-:1|>C<:1|-CH3:3|-OH:1|>C=O:4|=CH-:6|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|CCCC:2|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39010	ok	-143.64	2.1749	0	C12H25O4S	-CH3:2|-CH2-:9|>CH-:1|-SO4:1|Origin:1|-1	No special notes for this compound.
