rxnid	compartment	direction	gfdir	type	basecost	forward_cost	reverse_cost	complexes
rxn05300	c	=		conditional	6	0	0	mscpx.1477
rxn01912	c	=		conditional	2	0	0	mscpx.834
rxn00609	c	=		conditional	4	0	0	mscpx.1478
rxn08801	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn01501	c	<		conditional	2	1.1174	0	mscpx.1479
rxn01644	c	>		conditional	2	0	-2.0864	mscpx.1480
rxn00172	c	=		conditional	2	0	0	mscpx.1482|mscpx.1481
rxn00740	c	>		conditional	2	0	0.0347	mscpx.168
rxn01840	c	=		conditional	2	0	0	mscpx.1483
rxn00394	c	>		conditional	2	0	0.6097	mscpx.1485
rxn01108	c	=		conditional	2	0	0	mscpx.1486
rxn05251	c	>		conditional	4	0	0.7514	mscpx.498
rxn04016	c	=		conditional	3	0	0	mscpx.1487
rxn00712	c	=		conditional	2	0	0	mscpx.7
rxn05516	c	>		conditional	5	0	0.3183	mscpx.1488
rxn05608	c	>		conditional	5	0	0.3183	mscpx.894|mscpx.1489
rxn02938	c	>		conditional	2	0	0.868	mscpx.1490|mscpx.1491
rxn05439	c	>		conditional	4	0	-0.655	mscpx.149
rxn01256	c	>		conditional	2	0	-0.668	mscpx.1495|mscpx.1492|mscpx.1494|mscpx.1493|mscpx.1496
rxn05299	c	=		conditional	5	0	0	mscpx.1497
rxn05339	c	=		conditional	2	0	0	mscpx.147
rxn01580	c	>		conditional	2	0	-2.26997	mscpx.1498
rxn00511	c	=		conditional	2	0	0	mscpx.1499
rxn10268	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn00779	c	>		conditional	2	0	0.0196999999999999	mscpx.1500
rxn01128	c	=		conditional	2	0	0	mscpx.7
rxn05644	c	>		conditional	5	0	0.3183	mscpx.92
rxn00575	c	>		conditional	2	0	0.6887	mscpx.173
rxn10290	c	=		conditional	4	0	0	mscpx.122
rxn00224	c	=		conditional	3	0	0	mscpx.1501
rxn05514	c	=		conditional	6	0	0	mscpx.1503|mscpx.1502
rxn00569	c	<		conditional	4	10.1604	0	mscpx.830|mscpx.1504|mscpx.390|mscpx.831
rxn00139	c	<		conditional	2	1.301	0	mscpx.606
rxn02304	c	=		conditional	3	0	0	mscpx.1505
rxn05451	c	=		conditional	4	0	0	mscpx.117
rxn05736	c	>		conditional	4	0	0.7514	mscpx.498
rxn05527	c	=		conditional	5	0	0	mscpx.1506|mscpx.1507
rxn00602	c	=		conditional	2	0	0	mscpx.1508
rxn10253	c	=		conditional	4	0	0	mscpx.181
rxn00792	c	<		conditional	2	3.21	0	mscpx.1509
rxn00931	c	=		conditional	2	0	0	mscpx.1510|mscpx.216|mscpx.217
rxn03904	c	=		conditional	2	0	0	mscpx.1511
rxn02465	c	<		conditional	2	0.9644	0	mscpx.1512
rxn08335	c	>		conditional	4	0	-0.266	mscpx.998|mscpx.996
rxn09205	c	>		conditional	4	0	-0.504	mscpx.192
rxn09154	c	=		conditional	4	0	0	mscpx.195
rxn00320	c	=		conditional	1	0	0	mscpx.1513
rxn08711	c	=		conditional	4	0	0	mscpx.1514
rxn05957	c	>		conditional	2	0	-0.1414	mscpx.1515
rxn03513	c	=		conditional	3	0	0	mscpx.1516
rxn00549	c	>		conditional	2	0	0.7683	mscpx.1519|mscpx.1520|mscpx.1517|mscpx.1518
rxn08468	c	>		conditional	4	0	-5.74442	mscpx.110
rxn10187	c	=		conditional	6	0	0	mscpx.552
rxn03030	c	=		conditional	2	0	0	mscpx.1521
rxn05681	c	=		conditional	5	0	0	mscpx.1522
rxn08820	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn10119	c	>		conditional	5	0	-1.99955	mscpx.485
rxn01679	c	=		conditional	2	0	0	mscpx.7
rxn02168	c	=		conditional	2	0	0	mscpx.1523
rxn01871	c	=		conditional	2	0	0	mscpx.1525|mscpx.1524
rxn04604	c	>		conditional	2	0	-0.1923	mscpx.1168
rxn01257	c	=		conditional	2	0	0	mscpx.1528|mscpx.1526|mscpx.1527
rxn05029	c	=		conditional	13	0	0	mscpx.910|mscpx.909
rxn01045	c	=		conditional	2	0	0	mscpx.252
rxn05292	c	>		conditional	7	0	1	mscpx.1529
rxn05604	c	=		conditional	5	0	0	mscpx.695
rxn05401	c	=		conditional	4	0	0	mscpx.147
rxn02518	c	>		conditional	1	0	0.1757	mscpx.352
rxn05613	c	>		conditional	5	0	0.3183	mscpx.126
rxn01265	c	=		conditional	2	0	0	mscpx.1530
rxn05127	c	>		conditional	2	0	0.0196999999999999	mscpx.1208
rxn03482	c	>		conditional	2	0	0.6887	mscpx.341|mscpx.340
rxn03535	c	=		conditional	3	0	0	mscpx.910|mscpx.909
rxn01740	c	=		conditional	2	0	0	mscpx.1533|mscpx.1535|mscpx.1531|mscpx.1534|mscpx.1532
rxn01217	c	>		conditional	1	0	0.4857	mscpx.1536
rxn02358	c	=		conditional	2	0	0	mscpx.216
rxn08548	c	>		conditional	4	0	0.7046	mscpx.447|mscpx.11
rxn01423	c	=		conditional	2	0	0	mscpx.1537
rxn05504	c	>		conditional	5	0	0.3183	mscpx.647
rxn08546	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn12847	c	=		conditional	5	0	0	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn00871	c	=		conditional	2	0	0	mscpx.1538
rxn03130	c	>		conditional	2	0	0.0687	mscpx.1539
rxn03250	c	=		conditional	2	0	0	mscpx.206
rxn05371	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn00083	c	=		conditional	2	0	0	mscpx.1540|mscpx.1541|mscpx.121
rxn03642	c	=		conditional	3	0	0	mscpx.1542
rxn05347	c	>		conditional	2	0	1.2156	mscpx.244|mscpx.289
rxn05338	c	=		conditional	2	0	0	mscpx.147
rxn00416	c	>		conditional	2	0	0.1757	mscpx.1543
rxn00165	c	>		conditional	2	0	0.249	mscpx.324|mscpx.1545|mscpx.1544
rxn09112	c	=		conditional	4	0	0	mscpx.210
rxn01129	c	=		conditional	2	0	0	mscpx.7
rxn01620	c	=		conditional	2	0	0	mscpx.1546
rxn05174	c	>		conditional	5	0	0.3183	mscpx.1547
rxn01111	c	=		conditional	2	0	0	mscpx.1548
rxn00903	c	=		conditional	2	0	0	mscpx.388
rxn01404	c	=		conditional	2	0	0	mscpx.1194|mscpx.1549
rxn00947	c	>		conditional	2	0	0.7514	mscpx.498|mscpx.499
rxn03394	c	>		conditional	2	0	-8.58267	mscpx.1550
rxn05400	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn05599	c	>		conditional	5	0	0.3183	mscpx.232
rxn08088	c	>		conditional	4	0	0.6386	mscpx.16
rxn10343	c	>		conditional	5	0	0.3183	mscpx.1488
rxn05154	c	>		conditional	6	0	0.3183	mscpx.1551|mscpx.1553|mscpx.1552|mscpx.1554
rxn05188	c	>		conditional	5	0	0.3183	mscpx.1557|mscpx.1558|mscpx.1555|mscpx.1556
rxn08793	c	>		conditional	4	0	-0.5309	mscpx.878
rxn10310	c	=		conditional	4	0	0	mscpx.497
rxn02360	c	=		conditional	2	0	0	mscpx.1559
rxn05512	c	>		conditional	5	0	0.3183	mscpx.232
rxn05233	c	>		conditional	2	0	-0.7299	mscpx.767|mscpx.769|mscpx.768
rxn00274	c	=		conditional	2	0	0	mscpx.1560
rxn01633	c	>		conditional	2	0	0.0833	mscpx.1561
rxn05442	c	>		conditional	4	0	-0.655	mscpx.149
rxn08819	c	>		conditional	4	0	0.7197	mscpx.35|mscpx.34
rxn00838	c	>		conditional	2	0	0.7406	mscpx.1562
rxn08178	c	=		conditional	5	0	0	mscpx.634
rxn10265	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn00297	c	=		conditional	2	0	0	mscpx.1107
rxn00065	c	>		conditional	2	0	1.105	mscpx.1563|mscpx.1564
rxn00141	c	=		conditional	2	0	0	mscpx.1565
rxn01454	c	<		conditional	2	1.6467	0	mscpx.1566
rxn05651	c	=		universal	6	0	0	mscpx.1567|mscpx.1568
rxn02760	c	=		conditional	2	0	0	mscpx.88
rxn01806	c	=		conditional	3	0	0	mscpx.1569|mscpx.1570
rxn09102	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn03990	c	=		conditional	4	0	0	mscpx.1209
rxn05425	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn00695	c	=		conditional	2	0	0	mscpx.1571
rxn03324	c	=		conditional	2	0	0	mscpx.1293
rxn10234	c	=		conditional	4	0	0	mscpx.251
rxn01314	c	=		conditional	2	0	0	mscpx.1250
rxn01859	c	=		conditional	2	0	0	mscpx.288|mscpx.287
rxn05565	c	=		conditional	5	0	0	mscpx.12|mscpx.13
rxn10202	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn00337	c	=		conditional	2	0	0	mscpx.1572
rxn05211	c	=		conditional	5	0	0	mscpx.1573
rxn01452	c	=		conditional	2	0	0	mscpx.1574
rxn05673	c	=		conditional	5	0	0	mscpx.1322
rxn01445	c	>		conditional	2	0	0.7683	mscpx.863
rxn11941	c	=		conditional	5	0	0	mscpx.418
rxn02945	c	>		conditional	3	0	0.634	mscpx.208
rxn00777	c	=		conditional	2	0	0	mscpx.1576|mscpx.1575
rxn02889	c	=		conditional	2	0	0	mscpx.1577|mscpx.1578
rxn05602	c	=		conditional	5	0	0	mscpx.1579
rxn01366	c	=		conditional	2	0	0	mscpx.1580|mscpx.644
rxn01512	c	=		conditional	2	0	0	mscpx.356
rxn01466	c	>		conditional	2	0	-0.3	mscpx.2|mscpx.1582
rxn02185	c	=		conditional	2	0	0	mscpx.993|mscpx.990|mscpx.992|mscpx.1103|mscpx.994|mscpx.991
rxn03406	c	>		conditional	4	0	0.7906	mscpx.316
rxn00500	c	=		conditional	2	0	0	mscpx.891
rxn05358	c	=		conditional	4	0	0	mscpx.117
rxn08200	c	>		conditional	4	0	0.0687	mscpx.383
rxn00752	c	>		conditional	1	0	-1.64897	mscpx.1583
rxn01106	c	=		conditional	2	0	0	mscpx.1587|mscpx.1586|mscpx.1584
rxn02527	c	=		conditional	2	0	0	mscpx.1588
rxn01816	c	=		conditional	12	0	0	mscpx.168
rxn00880	c	>		conditional	2	0	-10.1677	mscpx.1589
rxn00342	c	>		conditional	2	0	0.5277	mscpx.1590
rxn08811	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn00784	c	=		conditional	2	0	0	mscpx.1591
rxn00361	c	=		conditional	2	0	0	mscpx.1592
rxn02804	c	=		conditional	2	0	0	mscpx.454|mscpx.453
rxn00769	c	>		conditional	2	0	-0.0977000000000001	mscpx.177|mscpx.176|mscpx.178
rxn10162	c	=		conditional	5	0	0	mscpx.1125
rxn00293	c	=		conditional	2	0	0	mscpx.1593|mscpx.33
rxn01514	c	>		conditional	1	0	0.3183	mscpx.489|mscpx.426
rxn05542	c	>		conditional	5	0	0.3183	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn04660	c	=		conditional	2	0	0	mscpx.1594
rxn07492	c	>		conditional	1	0	0.0957000000000001	mscpx.1596
rxn03538	c	=		conditional	3	0	0	mscpx.1597
rxn01480	c	=		conditional	2	0	0	mscpx.1598|mscpx.1599
rxn05740	c	=		conditional	4	0	0	mscpx.1600|mscpx.71
rxn10194	c	=		conditional	4	0	0	mscpx.1102
rxn01951	c	=		conditional	2	0	0	mscpx.1601
rxn03181	c	=		conditional	2	0	0	mscpx.1602
rxn05620	c	>		conditional	5	0	0.3183	mscpx.232
rxn00463	c	>		conditional	1	0	0.1757	mscpx.352
rxn00974	c	=		conditional	2	0	0	mscpx.716|mscpx.720|mscpx.717|mscpx.718|mscpx.715
rxn05108	c	=		conditional	2	0	0	mscpx.1603
rxn05485	c	=		conditional	5	0	0	mscpx.1605
rxn02985	c	=		conditional	2	0	0	mscpx.1606
rxn00119	c	=		conditional	2	0	0	mscpx.1608|mscpx.1607
rxn00118	c	=		conditional	1	0	0	mscpx.1609
rxn04070	c	>		conditional	2	0	-2.1658	mscpx.1610
rxn01646	c	=		conditional	2	0	0	mscpx.1611|mscpx.287
rxn02004	c	>		conditional	2	0	0.7683	mscpx.1612
rxn01966	c	=		conditional	2	0	0	mscpx.1613
rxn09685	c	=		conditional	5	0	0	mscpx.218|mscpx.219
rxn05332	c	=		conditional	2	0	0	mscpx.93|mscpx.94
rxn05162	c	>		conditional	5	0	0.3183	mscpx.1614
rxn09151	c	=		conditional	4	0	0	mscpx.195
rxn03004	c	=		conditional	2	0	0	mscpx.1615
rxn01324	c	=		conditional	2	0	0	mscpx.1606
rxn00202	c	<		conditional	2	1.8927	0	mscpx.1616
rxn11544	c	=		conditional	5	0	0	mscpx.1251
rxn09146	c	>		conditional	4	0	0.7197	mscpx.195
rxn02925	c	=		conditional	2	0	0	mscpx.395
rxn02277	c	>		conditional	2	0	-1.4624	mscpx.1617
rxn01132	c	=		conditional	2	0	0	mscpx.1613
rxn10147	c	>		conditional	5	0	0.3183	mscpx.1618
rxn01549	c	>		conditional	1	0	0.7683	mscpx.57
rxn09657	c	=		conditional	5	0	0	mscpx.1507
rxn05735	c	>		conditional	4	0	0.0196999999999999	mscpx.145
rxn00691	c	>		conditional	2	0	0.4057	mscpx.1619
rxn12638	c	>		conditional	4	0	0.0837	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn02480	c	=		conditional	2	0	0	mscpx.1620
rxn01843	c	=		conditional	2	0	0	mscpx.730
rxn12643	c	>		conditional	4	0	0.7727	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn10291	c	=		conditional	4	0	0	mscpx.122
rxn10207	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn03079	c	=		conditional	2	0	0	mscpx.1622|mscpx.1621
rxn05663	c	=		conditional	6	0	0	mscpx.1624|mscpx.1625|mscpx.1623|mscpx.1626
rxn08558	c	>		conditional	4	0	-0.6549	mscpx.914|mscpx.705
rxn00994	c	=		conditional	3	0	0	mscpx.1627|mscpx.1628
rxn05180	c	>		conditional	5	0	0.3183	mscpx.506
rxn11650	c	=		conditional	3	0	0	mscpx.1631
rxn02264	c	=		conditional	3	0	0	mscpx.1632
rxn01225	c	>		conditional	2	0	0.1117	mscpx.1633
rxn04989	c	>		conditional	3	0	-8.16497	mscpx.885
rxn09979	c	=		conditional	4	0	0	mscpx.725
rxn03903	c	=		conditional	2	0	0	mscpx.1511
rxn08257	c	<		conditional	13	6.105	0	mscpx.1634
rxn10132	c	=		conditional	5	0	0	mscpx.1635
rxn01188	c	>		conditional	2	0	-1.2417	mscpx.1636
rxn00985	c	=		conditional	2	0	0	mscpx.1638|mscpx.5|mscpx.1637
rxn00151	c	=		conditional	2	0	0	mscpx.1639
rxn03897	c	>		conditional	2	0	-6.16797	mscpx.1261|mscpx.1262
rxn00623	c	=		conditional	2	0	0	mscpx.1642
rxn00452	c	>		conditional	2	0	-0.3146	mscpx.1643
rxn00440	c	=		conditional	2	0	0	mscpx.1644
rxn05627	c	=		conditional	5	0	0	mscpx.1645
rxn05447	c	>		conditional	4	0	-0.655	mscpx.149
rxn01750	c	>		conditional	2	0	-0.3897	mscpx.1646
rxn05399	c	>		conditional	4	0	-0.655	mscpx.89
rxn00614	c	>		conditional	2	0	-1.79497	mscpx.1647
rxn02046	c	>		conditional	3	0	0.7683	mscpx.1648
rxn07432	c	>		conditional	2	0	0.313	mscpx.466
rxn08352	c	>		conditional	3	0	-0.6197	mscpx.873
rxn06335	c	=		conditional	2	0	0	mscpx.892|mscpx.1649
rxn10167	c	=		conditional	5	0	0	mscpx.1061
rxn05209	c	=		conditional	5	0	0	mscpx.1655|mscpx.1661|mscpx.1656|mscpx.1654|mscpx.1651|mscpx.1660|mscpx.1658|mscpx.1657|mscpx.1650|mscpx.1659|mscpx.1652|mscpx.1653|mscpx.1662
rxn08306	c	=		conditional	4	0	0	mscpx.209
rxn00709	c	=		conditional	2	0	0	mscpx.111|mscpx.7
rxn05535	c	>		conditional	5	0	0.3183	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn05360	c	=		conditional	4	0	0	mscpx.147
rxn03031	c	<		conditional	2	2.1443	0	mscpx.1663
rxn00148	c	=		conditional	2	0	0	mscpx.1664
rxn08804	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn09123	c	=		conditional	4	0	0	mscpx.195
rxn00913	c	>		conditional	2	0	0.7683	mscpx.863
rxn00214	c	=		conditional	2	0	0	mscpx.788
rxn00874	c	=		conditional	2	0	0	mscpx.454|mscpx.666|mscpx.453
rxn00560	c	>		conditional	1	0	0.7896	mscpx.1665
rxn10537	c	=		conditional	5	0	0	mscpx.1666
rxn05197	c	=		conditional	5	0	0	mscpx.1667|mscpx.1507
rxn06600	c	>		conditional	2	0	0.6466	mscpx.1668
rxn10294	c	=		conditional	4	0	0	mscpx.122
rxn05438	c	>		conditional	4	0	-0.655	mscpx.149
rxn08085	c	>		conditional	4	0	0.7046	mscpx.16
rxn04658	c	>		conditional	2	0	1.0356	mscpx.1669
rxn09139	c	>		conditional	4	0	0.7197	mscpx.195
rxn09109	c	=		conditional	4	0	0	mscpx.210
rxn10169	c	=		conditional	5	0	0	mscpx.1670
rxn02322	c	=		conditional	2	0	0	mscpx.1671
rxn08839	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn01352	c	=		conditional	3	0	0	mscpx.1672
rxn10258	c	=		conditional	4	0	0	mscpx.181
rxn08933	c	=		conditional	4	0	0	mscpx.173
rxn00022	c	>		conditional	2	0	0.6887	mscpx.173|mscpx.1674|mscpx.1675
rxn05289	c	=		conditional	2	0	0	mscpx.1676
rxn02000	c	=		conditional	2	0	0	mscpx.1677
rxn10228	c	>		conditional	4	0	-0.504	mscpx.192
rxn01977	c	=		conditional	2	0	0	mscpx.299
rxn03249	c	=		conditional	2	0	0	mscpx.382
rxn01615	c	=		conditional	2	0	0	mscpx.1678
rxn01278	c	=		conditional	3	0	0	mscpx.1679
rxn02344	c	=		conditional	2	0	0	mscpx.1681|mscpx.1680
rxn00368	c	=		conditional	2	0	0	mscpx.111|mscpx.7
rxn09448	c	>		conditional	4	0	0.5964	mscpx.498
rxn01851	c	>		conditional	2	0	0.0196999999999999	mscpx.1682|mscpx.145
rxn03421	c	=		conditional	2	0	0	mscpx.115|mscpx.116
rxn08843	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn00867	c	>		conditional	2	0	0.981	mscpx.1683
rxn10823	c	=		conditional	5	0	0	mscpx.1684
rxn03540	c	=		conditional	3	0	0	mscpx.1685
rxn12635	c	=		conditional	4	0	0	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn03838	c	>		conditional	2	0	0.6887	mscpx.1226
rxn10317	c	>		conditional	4	0	-16.782	mscpx.36
rxn00213	c	=		conditional	2	0	0	mscpx.1686
rxn05409	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn02934	c	=		conditional	2	0	0	mscpx.206|mscpx.1687
rxn05420	c	>		conditional	4	0	-0.655	mscpx.89
rxn10131	c	=		conditional	6	0	0	mscpx.1688
rxn10314	c	=		conditional	4	0	0	mscpx.497
rxn00743	c	>		conditional	3	0	0.7683	mscpx.470
rxn00221	c	>		conditional	2	0	0.7683	mscpx.1689
rxn10282	c	=		conditional	4	0	0	mscpx.202
rxn01145	c	>		conditional	2	0	0.7683	mscpx.863
rxn00493	c	=		conditional	2	0	0	mscpx.578|mscpx.580|mscpx.579|mscpx.799
rxn00173	c	=		conditional	2	0	0	mscpx.945
rxn08528	c	=		conditional	4	0	0	mscpx.109|mscpx.107|mscpx.108
rxn01509	c	=		conditional	2	0	0	mscpx.869
rxn03240	c	=		conditional	2	0	0	mscpx.206
rxn05414	c	=		conditional	4	0	0	mscpx.147
rxn00789	c	<		conditional	2	1.768	0	mscpx.1691|mscpx.1692
rxn05390	c	=		conditional	4	0	0	mscpx.94
rxn05167	c	>		conditional	5	0	0.3183	mscpx.1693
rxn00508	c	>		conditional	2	0	0.0196999999999999	mscpx.1694
rxn04386	c	>		conditional	11	0	-20.25	mscpx.1695
rxn10481	c	>		conditional	6	0	0.3183	mscpx.1697
rxn00817	c	=		conditional	2	0	0	mscpx.1226
rxn11703	c	>		conditional	1	0	-1.33	mscpx.1698
rxn06077	c	=		conditional	3	0	0	mscpx.1699
rxn01545	c	=		conditional	2	0	0	mscpx.1118
rxn02895	c	>		conditional	2	0	0.3646	mscpx.1700
rxn10216	c	>		conditional	4	0	0.6386	mscpx.16
rxn02596	c	>		conditional	2	0	0.6887	mscpx.1226
rxn09211	c	>		conditional	4	0	-0.504	mscpx.192
rxn02227	c	>		conditional	2	0	0.0196999999999999	mscpx.53|mscpx.54
rxn01115	c	>		conditional	2	0	1.067	mscpx.1703
rxn02312	c	=		conditional	2	0	0	mscpx.1704
rxn05256	c	>		conditional	3	0	-0.6602	mscpx.1163
rxn06075	c	<		conditional	2	2.7299	0	mscpx.767|mscpx.769|mscpx.768
rxn00438	c	=		conditional	2	0	0	mscpx.1705
rxn05405	c	=		conditional	4	0	0	mscpx.147
rxn01109	c	=		conditional	2	0	0	mscpx.1486
rxn00679	c	<		conditional	2	2.0737	0	mscpx.1706
rxn04724	c	>		conditional	2	0	-8.59267	mscpx.160
rxn03951	c	=		conditional	2	0	0	mscpx.1707
rxn02226	c	>		conditional	2	0	0.0196999999999999	mscpx.53|mscpx.54
rxn05327	c	<		conditional	2	2.655	0	mscpx.149
rxn10276	c	=		conditional	4	0	0	mscpx.202
rxn05423	c	=		conditional	4	0	0	mscpx.94
rxn10344	c	>		conditional	5	0	0.3183	mscpx.1488
rxn00186	c	>		conditional	2	0	0.586	mscpx.1708
rxn12206	c	>		conditional	4	0	0.356	mscpx.1709
rxn00365	c	=		conditional	2	0	0	mscpx.111|mscpx.7
rxn05318	c	=		conditional	5	0	0	mscpx.218|mscpx.219
rxn10474	c	=		conditional	7	0	0	mscpx.99
rxn05404	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn08798	c	>		conditional	4	0	0.7197	mscpx.35|mscpx.34
rxn05462	c	=		conditional	4	0	0	mscpx.94
rxn08797	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn01102	c	=		conditional	2	0	0	mscpx.1712|mscpx.1713
rxn08550	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn02144	c	>		conditional	2	0	-0.3443	mscpx.1715
rxn10336	c	=		conditional	4	0	0	mscpx.301
rxn01643	c	<		conditional	2	0.9644	0	mscpx.1717
rxn01275	c	=		conditional	2	0	0	mscpx.1718
rxn10257	c	=		conditional	4	0	0	mscpx.181
rxn00897	c	=		conditional	2	0	0	mscpx.1719
rxn08942	c	=		conditional	4	0	0	mscpx.71
rxn01930	c	>		conditional	2	0	-0.2813	mscpx.1720
rxn09209	c	>		conditional	4	0	-0.504	mscpx.192
rxn02005	c	=		conditional	5	0	0	mscpx.1721
rxn02431	c	<		conditional	2	1.87	0	mscpx.1722
rxn01653	c	>		conditional	2	0	0.1776	mscpx.1723
rxn01999	c	=		conditional	2	0	0	mscpx.1724
rxn08656	c	>		conditional	4	0	-0.3849	mscpx.363
rxn01029	c	>		conditional	2	0	-0.2383	mscpx.1725
rxn09198	c	=		conditional	4	0	0	mscpx.251
rxn01671	c	=		conditional	2	0	0	mscpx.1726|mscpx.1727
rxn01362	c	<		conditional	2	1.301	0	mscpx.1728
rxn00231	c	>		conditional	3	0	0.3737	mscpx.730
rxn09106	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn05598	c	>		conditional	5	0	0.3183	mscpx.1729
rxn10270	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn02929	c	=		conditional	2	0	0	mscpx.1730
rxn08846	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn05450	c	>		conditional	4	0	-0.655	mscpx.149
rxn06493	c	=		conditional	2	0	0	mscpx.972|mscpx.1732|mscpx.1731
rxn02402	c	<		conditional	2	0.992	0	mscpx.1733
rxn03243	c	=		conditional	2	0	0	mscpx.454|mscpx.453
rxn03040	c	=		conditional	2	0	0	mscpx.1734
rxn03974	c	<		conditional	3	2.885	0	mscpx.1224
rxn05375	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn01398	c	<		conditional	1	1.2317	0	mscpx.709
rxn10224	c	=		conditional	4	0	0	mscpx.209
rxn00351	c	>		conditional	2	0	0.3646	mscpx.1043|mscpx.1736|mscpx.1737
rxn10231	c	>		conditional	4	0	-0.504	mscpx.192
rxn02811	c	=		conditional	2	0	0	mscpx.1738
rxn05939	c	=		conditional	5	0	0	mscpx.1742|mscpx.1741|mscpx.1739|mscpx.1740
rxn00333	c	>		conditional	2	0	-1.40297	mscpx.1745|mscpx.1744|mscpx.1743
rxn10262	c	=		conditional	4	0	0	mscpx.210
rxn04673	c	>		conditional	12	0	-0.1501	mscpx.486
rxn01286	c	>		conditional	2	0	0.0196999999999999	mscpx.145
rxn08469	c	>		conditional	4	0	-6.12642	mscpx.110
rxn05610	c	=		conditional	5	0	0	mscpx.1746|mscpx.1747
rxn00199	c	>		conditional	2	0	0.691	mscpx.73
rxn01705	c	=		conditional	2	0	0	mscpx.7
rxn01019	c	>		conditional	2	0	0.1016	mscpx.1748
rxn00412	c	>		conditional	2	0	0.3603	mscpx.822
rxn03167	c	>		conditional	2	0	-0.5951	mscpx.470|mscpx.1749
rxn05457	c	=		conditional	4	0	0	mscpx.117
rxn10094	c	>		conditional	3	0	-0.942	mscpx.513
rxn08310	c	=		conditional	4	0	0	mscpx.209
rxn03917	c	=		conditional	2	0	0	mscpx.1752|mscpx.1751|mscpx.1750
rxn05573	c	=		conditional	5	0	0	mscpx.1205|mscpx.191
rxn03135	c	<		conditional	2	3.553	0	mscpx.1753
rxn00469	c	=		conditional	2	0	0	mscpx.1754
rxn05655	c	=		conditional	5	0	0	mscpx.1755
rxn12512	c	>		conditional	2	0	0.222	mscpx.641
rxn09272	c	=		conditional	4	0	0	mscpx.109|mscpx.108|mscpx.107
rxn00686	c	=		conditional	2	0	0	mscpx.943|mscpx.944|mscpx.942
rxn02061	c	>		conditional	2	0	-0.046	mscpx.1756
rxn00301	c	>		conditional	1	0	0.1757	mscpx.352
rxn08201	c	>		conditional	4	0	0.0687	mscpx.383
rxn09126	c	=		conditional	4	0	0	mscpx.195
rxn00791	c	<		conditional	2	2.047	0	mscpx.1757
rxn09201	c	=		conditional	4	0	0	mscpx.251
rxn05494	c	=		conditional	5	0	0	mscpx.1758|mscpx.1076|mscpx.413|mscpx.414
rxn12432	c	=		conditional	5	0	0	mscpx.1759
rxn08040	c	=		conditional	3	0	0	mscpx.497
rxn01236	c	=		conditional	2	0	0	mscpx.1760
rxn08084	c	>		conditional	4	0	0.6386	mscpx.16
rxn01663	c	=		conditional	2	0	0	mscpx.1761
rxn10120	c	>		conditional	5	0	-0.7277	mscpx.392|mscpx.393|mscpx.1762|mscpx.391|mscpx.394
rxn01636	c	=		conditional	2	0	0	mscpx.1763
rxn00914	c	=		conditional	2	0	0	mscpx.350
rxn05170	c	>		conditional	5	0	0.3183	mscpx.897|mscpx.1729|mscpx.1764|mscpx.1110|mscpx.894|mscpx.1109
rxn02303	c	=		conditional	3	0	0	mscpx.1766|mscpx.1765
