reaction	atom_mapping_confidence
rxn10600	salvaged
rxn10603	clean
rxn10604	clean
rxn10605	clean
rxn10608	clean
rxn10609	clean
rxn10613	clean
rxn10614	clean
rxn10615	clean
rxn10619	clean
rxn10620	clean
rxn10622	clean
rxn10624	salvaged
rxn10625	clean
rxn10626	clean
rxn10647	clean
rxn10707	clean
rxn10768	clean
rxn10769	clean
rxn10770	clean
rxn10771	clean
rxn10785	clean
rxn10791	clean
rxn10793	clean
rxn10804	salvaged
rxn10818	clean
rxn10822	clean
rxn10823	clean
rxn10824	clean
rxn10826	clean
rxn10827	clean
rxn10828	clean
rxn10829	clean
rxn10831	clean
rxn10832	clean
rxn10834	clean
rxn10836	clean
rxn10838	clean
rxn10839	clean
rxn10840	clean
rxn10841	clean
rxn10842	clean
rxn10844	clean
rxn10848	clean
rxn10851	clean
rxn10852	clean
rxn10857	salvaged
rxn10860	clean
rxn10862	clean
rxn10865	salvaged
rxn10867	clean
rxn10869	clean
rxn10883	clean
rxn10886	salvaged
rxn10887	clean
rxn10892	salvaged
rxn10895	salvaged
rxn10897	clean
rxn10898	clean
rxn10899	clean
rxn10900	clean
rxn10901	clean
rxn10902	clean
rxn10904	clean
rxn10906	clean
rxn10908	clean
rxn10910	clean
rxn10911	clean
rxn10916	clean
rxn10917	clean
rxn10918	clean
rxn10921	clean
rxn10923	clean
rxn10928	clean
rxn10929	clean
rxn10932	clean
rxn10933	clean
rxn10935	clean
rxn10936	clean
rxn10939	clean
rxn10941	clean
rxn10944	clean
rxn10945	clean
rxn10946	clean
rxn10951	clean
rxn10952	clean
rxn10960	clean
rxn10963	clean
rxn10965	clean
rxn10966	salvaged
rxn10967	clean
rxn10968	clean
rxn10974	clean
rxn10976	clean
rxn10977	clean
rxn10978	clean
rxn10979	clean
rxn10981	clean
rxn10984	clean
rxn10985	clean
rxn10987	clean
rxn10990	clean
rxn10991	clean
rxn10993	clean
rxn10995	clean
rxn10996	clean
rxn10997	clean
rxn10998	clean
rxn10999	clean
rxn11000	clean
rxn11003	clean
rxn11004	salvaged
rxn11006	clean
rxn11007	clean
rxn11013	clean
rxn11014	clean
rxn11016	clean
rxn11018	clean
rxn11033	clean
rxn11040	salvaged
rxn11048	clean
rxn11051	clean
rxn11063	clean
rxn11077	salvaged
rxn11078	salvaged
rxn11079	clean
rxn11080	clean
rxn11092	salvaged
rxn11099	clean
rxn11100	clean
rxn11101	clean
rxn11102	salvaged
rxn11110	clean
rxn11113	clean
rxn11116	clean
rxn11118	salvaged
rxn11119	clean
rxn11130	clean
rxn11132	salvaged
rxn11137	clean
rxn11139	clean
rxn11151	clean
rxn11152	clean
rxn11158	clean
rxn11159	salvaged
rxn11162	clean
rxn11167	clean
rxn11174	clean
rxn11175	clean
rxn11190	clean
rxn11196	clean
rxn11199	salvaged
rxn11200	clean
rxn11201	clean
rxn11202	clean
rxn11203	clean
rxn11204	salvaged
rxn11205	clean
rxn11206	clean
rxn11207	clean
rxn11208	clean
rxn11209	clean
rxn11210	clean
rxn11213	clean
rxn11216	clean
rxn11219	salvaged
rxn11220	salvaged
rxn11221	salvaged
rxn11224	salvaged
rxn11225	salvaged
rxn11226	salvaged
rxn11227	clean
rxn11232	salvaged
rxn11233	clean
rxn11234	clean
rxn11235	clean
rxn11236	clean
rxn11243	clean
rxn11244	clean
rxn11245	salvaged
rxn11252	salvaged
rxn11258	clean
rxn11260	salvaged
rxn11262	clean
rxn11263	clean
rxn11267	clean
rxn11268	clean
rxn11276	clean
rxn11277	clean
rxn11285	salvaged
rxn11288	clean
rxn11289	clean
rxn11290	clean
rxn11293	clean
rxn11300	clean
rxn11316	clean
rxn11317	clean
rxn11318	clean
rxn11319	clean
rxn11320	clean
rxn11321	clean
rxn11322	clean
rxn11324	clean
rxn11325	clean
rxn11326	clean
rxn11327	clean
rxn11328	salvaged
rxn11329	clean
rxn11333	clean
rxn11334	clean
rxn11336	clean
rxn11337	clean
rxn11338	clean
rxn11339	clean
rxn11342	salvaged
rxn11345	salvaged
rxn11346	clean
rxn11347	clean
rxn11348	clean
rxn11355	clean
rxn11356	salvaged
rxn11357	clean
rxn11382	clean
rxn11394	salvaged
rxn11395	clean
rxn11396	clean
rxn11398	clean
rxn11399	clean
rxn11400	clean
rxn11401	clean
rxn11402	clean
rxn11403	clean
rxn11404	clean
rxn11405	clean
rxn11406	clean
rxn11407	clean
rxn11408	clean
rxn11409	clean
rxn11411	clean
rxn11475	clean
rxn11487	clean
rxn11509	clean
rxn11510	clean
rxn11511	clean
rxn11512	salvaged
rxn11513	clean
rxn11514	clean
rxn11515	salvaged
rxn11516	clean
rxn11517	clean
rxn11518	salvaged
rxn11519	salvaged
rxn11520	salvaged
rxn11521	salvaged
rxn11522	salvaged
rxn11523	clean
rxn11524	salvaged
rxn11525	salvaged
rxn11526	clean
rxn11527	clean
rxn11528	salvaged
rxn11529	salvaged
rxn11534	clean
rxn11535	clean
rxn11536	clean
rxn11537	salvaged
rxn11538	clean
rxn11539	clean
rxn11540	clean
rxn11541	salvaged
rxn11542	salvaged
rxn11544	salvaged
rxn11546	salvaged
rxn11551	clean
rxn11552	clean
rxn11556	clean
rxn11559	clean
rxn11560	clean
rxn11561	clean
rxn11565	clean
rxn11567	salvaged
rxn11569	clean
rxn11570	clean
rxn11571	clean
rxn11572	clean
rxn11573	clean
rxn11574	clean
rxn11578	salvaged
rxn11579	clean
rxn11584	salvaged
rxn11585	salvaged
rxn11586	salvaged
rxn11587	salvaged
rxn11588	clean
rxn11591	salvaged
rxn11592	salvaged
rxn11596	clean
rxn11599	clean
rxn11604	salvaged
rxn11605	clean
rxn11608	clean
rxn11610	clean
rxn11611	clean
rxn11612	salvaged
rxn11613	salvaged
rxn11616	clean
rxn11618	clean
rxn11621	clean
rxn11622	clean
rxn11623	clean
rxn11625	clean
rxn11629	salvaged
rxn11630	salvaged
rxn11631	clean
rxn11633	clean
rxn11634	salvaged
rxn11637	salvaged
rxn11640	clean
rxn11645	clean
rxn11646	clean
rxn11649	salvaged
rxn11650	salvaged
rxn11653	clean
rxn11654	clean
rxn11655	clean
rxn11656	clean
rxn11657	clean
rxn11659	clean
rxn11660	clean
rxn11661	clean
rxn11662	clean
rxn11663	salvaged
rxn11668	salvaged
rxn11669	salvaged
rxn11670	salvaged
rxn11671	salvaged
rxn11672	salvaged
rxn11673	salvaged
rxn11674	clean
rxn11675	salvaged
rxn11676	clean
rxn11677	clean
rxn11678	clean
rxn11680	clean
rxn11681	clean
rxn11682	clean
rxn11683	clean
rxn11684	clean
rxn11685	salvaged
rxn11687	salvaged
rxn11688	salvaged
rxn11689	clean
rxn11690	salvaged
rxn11691	salvaged
rxn11692	salvaged
rxn11693	clean
rxn11694	clean
rxn11695	clean
rxn11696	clean
rxn11701	clean
rxn11702	salvaged
rxn11703	clean
rxn11704	clean
rxn11708	salvaged
rxn11709	salvaged
rxn11710	clean
rxn11711	clean
rxn11712	clean
rxn11713	clean
rxn11714	clean
rxn11715	clean
rxn11716	clean
rxn11717	clean
rxn11718	clean
rxn11719	clean
rxn11720	clean
rxn11721	clean
rxn11722	clean
rxn11723	clean
rxn11724	clean
rxn11725	clean
rxn11726	clean
rxn11727	clean
rxn11728	clean
rxn11729	clean
rxn11730	clean
rxn11731	clean
rxn11732	clean
rxn11733	clean
rxn11734	clean
rxn11735	clean
rxn11737	salvaged
rxn11738	salvaged
rxn11739	clean
rxn11740	clean
rxn11741	clean
rxn11742	clean
rxn11743	clean
rxn11744	clean
rxn11748	salvaged
rxn11749	clean
rxn11750	clean
rxn11753	salvaged
rxn11754	clean
rxn11755	clean
rxn11756	clean
rxn11757	clean
rxn11758	salvaged
rxn11759	clean
rxn11760	clean
rxn11761	clean
rxn11767	clean
rxn11768	clean
rxn11771	clean
rxn11772	salvaged
rxn11773	salvaged
rxn11774	clean
rxn11775	clean
rxn11776	salvaged
rxn11777	salvaged
rxn11778	salvaged
rxn11779	clean
rxn11780	clean
rxn11781	clean
rxn11782	clean
rxn11783	salvaged
rxn11784	salvaged
rxn11785	salvaged
rxn11786	salvaged
rxn11787	clean
rxn11788	clean
rxn11789	clean
rxn11790	clean
rxn11791	clean
rxn11792	salvaged
rxn11793	salvaged
rxn11794	clean
rxn11795	clean
rxn11796	salvaged
rxn11797	salvaged
rxn11798	clean
rxn11799	clean
rxn11800	salvaged
rxn11801	clean
rxn11802	clean
rxn11803	clean
rxn11804	salvaged
rxn11805	clean
rxn11806	clean
rxn11807	clean
rxn11808	clean
rxn11809	clean
rxn11810	clean
rxn11811	clean
rxn11812	salvaged
rxn11813	clean
rxn11814	salvaged
rxn11815	salvaged
rxn11816	clean
rxn11817	salvaged
rxn11818	clean
rxn11819	clean
rxn11820	salvaged
rxn11821	salvaged
rxn11822	clean
rxn11823	salvaged
rxn11824	salvaged
rxn11825	salvaged
rxn11826	salvaged
rxn11827	salvaged
rxn11828	clean
rxn11829	salvaged
rxn11831	clean
rxn11832	clean
rxn11833	salvaged
rxn11834	clean
rxn11835	clean
rxn11836	salvaged
rxn11837	clean
rxn11838	clean
rxn11839	salvaged
rxn11840	clean
rxn11841	clean
rxn11842	clean
rxn11843	salvaged
rxn11844	salvaged
rxn11845	salvaged
rxn11846	salvaged
rxn11847	clean
rxn11848	salvaged
rxn11849	clean
rxn11850	salvaged
rxn11851	clean
rxn11852	clean
rxn11853	clean
rxn11854	clean
rxn11855	salvaged
rxn11856	clean
rxn11857	clean
rxn11858	clean
rxn11859	clean
rxn11860	salvaged
rxn11861	salvaged
rxn11862	clean
rxn11863	clean
rxn11864	clean
rxn11865	clean
rxn11867	salvaged
rxn11868	salvaged
rxn11869	salvaged
rxn11870	salvaged
rxn11871	salvaged
rxn11872	salvaged
rxn11873	salvaged
rxn11874	salvaged
rxn11875	clean
rxn11876	clean
rxn11877	clean
rxn11878	salvaged
rxn11879	salvaged
rxn11880	salvaged
rxn11884	salvaged
rxn11885	clean
rxn11887	clean
rxn11889	salvaged
rxn11890	clean
rxn11891	clean
rxn11892	clean
rxn11893	clean
rxn11894	clean
rxn11895	clean
rxn11896	clean
rxn11897	salvaged
rxn11898	salvaged
rxn11899	salvaged
rxn11900	clean
rxn11901	clean
rxn11902	clean
rxn11903	salvaged
rxn11904	salvaged
rxn11905	salvaged
rxn11906	salvaged
rxn11907	salvaged
rxn11908	salvaged
rxn11909	salvaged
rxn11910	salvaged
rxn11911	salvaged
rxn11914	salvaged
rxn11916	salvaged
rxn11917	salvaged
rxn11931	clean
rxn11933	clean
rxn11934	clean
rxn11935	clean
rxn11937	salvaged
rxn11938	clean
rxn11940	salvaged
rxn11941	clean
rxn11942	clean
rxn11943	clean
rxn11944	clean
rxn11945	clean
rxn11946	clean
rxn11953	clean
rxn11960	salvaged
rxn11961	clean
rxn11962	salvaged
rxn11964	clean
rxn11965	salvaged
rxn11966	clean
rxn11970	clean
rxn11971	clean
rxn11972	clean
rxn11974	clean
rxn11984	salvaged
rxn11985	clean
rxn11988	salvaged
rxn11997	salvaged
rxn11998	clean
rxn11999	salvaged
rxn12003	salvaged
rxn12004	clean
rxn12005	salvaged
rxn12008	clean
rxn12009	salvaged
rxn12012	salvaged
rxn12015	clean
rxn12019	clean
rxn12020	clean
rxn12021	salvaged
rxn12023	clean
rxn12025	clean
rxn12026	clean
rxn12027	clean
rxn12028	clean
rxn12030	clean
rxn12033	clean
rxn12034	salvaged
rxn12035	clean
rxn12036	clean
rxn12037	clean
rxn12038	clean
rxn12039	clean
rxn12040	clean
rxn12041	clean
rxn12042	salvaged
rxn12043	clean
rxn12044	clean
rxn12045	clean
rxn12046	clean
rxn12047	clean
rxn12048	clean
rxn12049	salvaged
rxn12052	salvaged
rxn12054	salvaged
rxn12056	clean
rxn12057	clean
rxn12058	clean
rxn12060	clean
rxn12061	salvaged
rxn12062	salvaged
rxn12064	clean
rxn12065	salvaged
rxn12066	salvaged
rxn12067	salvaged
rxn12068	salvaged
rxn12069	salvaged
rxn12071	salvaged
rxn12073	salvaged
rxn12074	clean
rxn12075	clean
rxn12076	clean
rxn12077	salvaged
rxn12078	salvaged
rxn12079	salvaged
rxn12080	salvaged
rxn12081	clean
rxn12082	salvaged
rxn12083	salvaged
rxn12084	salvaged
rxn12085	clean
rxn12086	clean
rxn12087	clean
rxn12088	clean
rxn12090	salvaged
rxn12091	salvaged
rxn12092	clean
rxn12093	salvaged
rxn12094	clean
rxn12095	clean
rxn12097	salvaged
rxn12098	salvaged
rxn12099	salvaged
rxn12100	clean
rxn12101	clean
rxn12102	salvaged
rxn12105	salvaged
rxn12106	clean
rxn12107	salvaged
rxn12108	salvaged
rxn12109	clean
rxn12110	clean
rxn12111	clean
rxn12112	clean
rxn12113	salvaged
rxn12114	salvaged
rxn12115	salvaged
rxn12116	salvaged
rxn12117	salvaged
rxn12118	salvaged
rxn12119	salvaged
rxn12121	salvaged
rxn12123	salvaged
rxn12124	salvaged
rxn12125	salvaged
rxn12126	salvaged
rxn12127	salvaged
rxn12128	salvaged
rxn12129	salvaged
rxn12130	clean
rxn12131	salvaged
rxn12132	salvaged
rxn12133	salvaged
rxn12135	clean
rxn12136	clean
rxn12137	clean
rxn12139	salvaged
rxn12140	salvaged
rxn12141	clean
rxn12142	salvaged
rxn12145	salvaged
rxn12147	clean
rxn12148	salvaged
rxn12151	salvaged
rxn12152	salvaged
rxn12153	clean
rxn12154	salvaged
rxn12155	salvaged
rxn12156	salvaged
rxn12157	clean
rxn12158	clean
rxn12159	clean
rxn12166	clean
rxn12169	clean
rxn12170	clean
rxn12171	clean
rxn12172	clean
rxn12173	clean
rxn12175	clean
rxn12176	salvaged
rxn12177	clean
rxn12178	clean
rxn12179	clean
rxn12181	clean
rxn12182	clean
rxn12183	clean
rxn12184	salvaged
rxn12185	clean
rxn12186	salvaged
rxn12187	clean
rxn12188	clean
rxn12189	clean
rxn12191	clean
rxn12193	clean
rxn12197	clean
rxn12199	clean
rxn12200	clean
rxn12204	clean
rxn12206	salvaged
rxn12215	clean
rxn12216	salvaged
rxn12217	clean
rxn12219	salvaged
rxn12220	salvaged
rxn12223	salvaged
rxn12224	clean
rxn12225	clean
rxn12232	clean
rxn12233	clean
rxn12234	clean
rxn12237	clean
rxn12239	clean
rxn12242	salvaged
rxn12245	clean
rxn12246	clean
rxn12249	clean
rxn12263	salvaged
rxn12264	clean
rxn12277	clean
rxn12282	salvaged
rxn12287	salvaged
rxn12288	salvaged
rxn12293	clean
rxn12298	clean
rxn12299	clean
rxn12303	clean
rxn12309	salvaged
rxn12329	salvaged
rxn12352	clean
rxn12362	clean
rxn12363	clean
rxn12364	clean
rxn12365	clean
rxn12366	clean
rxn12367	clean
rxn12368	clean
rxn12369	clean
rxn12370	clean
rxn12371	clean
rxn12372	clean
rxn12374	clean
rxn12375	clean
rxn12376	clean
rxn12377	clean
rxn12378	clean
rxn12379	clean
rxn12380	clean
rxn12381	clean
rxn12382	clean
rxn12383	clean
rxn12384	clean
rxn12385	clean
rxn12386	clean
rxn12387	clean
rxn12388	clean
rxn12390	clean
rxn12391	clean
rxn12392	clean
rxn12393	clean
rxn12394	clean
rxn12395	clean
rxn12396	clean
rxn12397	clean
rxn12398	clean
rxn12399	clean
rxn12400	clean
rxn12401	clean
rxn12402	clean
rxn12403	clean
rxn12404	clean
rxn12405	clean
rxn12406	clean
rxn12407	clean
rxn12408	clean
rxn12410	clean
rxn12412	clean
rxn12413	clean
rxn12414	clean
rxn12415	clean
rxn12416	clean
rxn12417	clean
rxn12418	clean
rxn12419	clean
rxn12420	clean
rxn12421	clean
rxn12422	clean
rxn12423	clean
rxn12424	clean
rxn12425	clean
rxn12426	clean
rxn12427	clean
rxn12428	clean
rxn12429	clean
rxn12430	clean
rxn12431	clean
rxn12432	salvaged
rxn12433	clean
rxn12434	clean
rxn12435	clean
rxn12436	clean
rxn12437	clean
rxn12438	clean
rxn12439	clean
rxn12440	clean
rxn12441	clean
rxn12443	clean
rxn12444	clean
rxn12445	clean
rxn12446	clean
rxn12447	clean
rxn12448	clean
rxn12449	clean
rxn12450	clean
rxn12451	clean
rxn12452	clean
rxn12453	clean
rxn12454	clean
rxn12455	clean
rxn12456	clean
rxn12457	clean
rxn12458	clean
rxn12459	clean
rxn12460	clean
rxn12492	salvaged
rxn12494	clean
rxn12498	salvaged
rxn12500	clean
rxn12504	clean
rxn12510	clean
rxn12512	clean
rxn12518	salvaged
rxn12519	clean
rxn12520	clean
rxn12521	clean
rxn12522	clean
rxn12524	clean
rxn12525	clean
rxn12526	clean
rxn12527	clean
rxn12528	clean
rxn12529	clean
rxn12530	clean
rxn12531	clean
rxn12532	clean
rxn12533	clean
rxn12534	clean
rxn12535	clean
rxn12536	clean
rxn12537	clean
rxn12539	clean
rxn12540	clean
rxn12541	clean
rxn12543	clean
rxn12545	clean
rxn12547	clean
rxn12548	clean
rxn12549	clean
rxn12550	clean
rxn12551	clean
rxn12552	clean
rxn12553	clean
rxn12554	clean
rxn12555	clean
rxn12556	clean
rxn12557	clean
rxn12558	clean
rxn12559	clean
rxn12560	clean
rxn12561	clean
rxn12562	clean
rxn12563	clean
rxn12564	clean
rxn12565	clean
rxn12566	clean
rxn12567	clean
rxn12568	clean
rxn12569	clean
rxn12570	clean
rxn12571	clean
rxn12572	clean
rxn12573	clean
rxn12574	clean
rxn12575	clean
rxn12577	clean
rxn12578	clean
rxn12579	clean
rxn12580	clean
rxn12582	clean
rxn12583	clean
rxn12584	clean
rxn12585	clean
rxn12586	clean
rxn12587	clean
rxn12588	clean
rxn12589	clean
rxn12590	clean
rxn12591	clean
rxn12592	clean
rxn12594	clean
rxn12595	clean
rxn12596	clean
rxn12597	clean
rxn12598	clean
rxn12602	clean
rxn12603	clean
rxn12604	clean
rxn12605	clean
rxn12606	clean
rxn12607	clean
rxn12608	clean
rxn12609	clean
rxn12610	clean
rxn12612	clean
rxn12613	clean
rxn12615	clean
rxn12617	clean
rxn12618	clean
rxn12619	clean
rxn12620	clean
rxn12622	clean
rxn12623	clean
rxn12624	clean
rxn12625	clean
rxn12627	clean
rxn12628	clean
rxn12629	clean
rxn12630	clean
rxn12633	clean
rxn12635	clean
rxn12637	clean
rxn12639	clean
rxn12641	clean
rxn12642	clean
rxn12643	clean
rxn12646	clean
rxn12647	clean
rxn12648	clean
rxn12649	clean
rxn12661	clean
rxn12663	clean
rxn12664	clean
rxn12666	clean
rxn12671	clean
rxn12672	clean
rxn12673	clean
rxn12674	clean
rxn12675	clean
rxn12676	clean
rxn12677	clean
rxn12680	clean
rxn12681	clean
rxn12738	clean
rxn12739	clean
rxn12740	clean
rxn12741	clean
rxn12742	clean
rxn12743	clean
rxn12744	clean
rxn12745	clean
rxn12746	clean
rxn12748	clean
rxn12749	clean
rxn12750	clean
rxn12773	clean
rxn12774	clean
rxn12775	salvaged
rxn12777	clean
rxn12779	clean
rxn12780	clean
rxn12781	clean
rxn12782	clean
rxn12783	clean
rxn12784	clean
rxn12785	clean
rxn12786	clean
rxn12787	clean
rxn12788	clean
rxn12789	clean
rxn12790	clean
rxn12791	clean
rxn12792	clean
rxn12793	clean
rxn12794	clean
rxn12795	clean
rxn12796	clean
rxn12797	clean
rxn12798	clean
rxn12799	clean
rxn12800	salvaged
rxn12802	clean
rxn12803	clean
rxn12804	clean
rxn12805	clean
rxn12806	clean
rxn12807	clean
rxn12808	clean
rxn12809	clean
rxn12810	clean
rxn12811	clean
rxn12812	clean
rxn12813	clean
rxn12814	clean
rxn12815	clean
rxn12816	clean
rxn12817	clean
rxn12818	clean
rxn12819	clean
rxn12820	clean
rxn12823	salvaged
rxn12824	salvaged
rxn12852	clean
rxn12854	clean
rxn12860	clean
rxn12862	clean
rxn12863	clean
rxn12865	clean
rxn12866	clean
rxn12868	salvaged
rxn12878	salvaged
rxn12879	clean
rxn12880	salvaged
rxn12893	clean
rxn12897	salvaged
rxn12918	clean
rxn12919	clean
rxn12947	salvaged
rxn12950	clean
rxn12951	clean
rxn12978	salvaged
rxn12983	clean
rxn12986	clean
rxn12989	salvaged
rxn12995	clean
rxn12996	clean
rxn12997	clean
rxn13007	salvaged
rxn13008	clean
rxn13012	salvaged
rxn13022	clean
rxn13036	clean
rxn13037	salvaged
rxn13044	salvaged
rxn13071	clean
rxn13072	clean
rxn13075	salvaged
rxn13077	salvaged
rxn13083	salvaged
rxn13085	salvaged
rxn13096	clean
rxn13097	clean
rxn13106	clean
rxn13109	clean
rxn13110	clean
rxn13111	clean
rxn13112	clean
rxn13113	clean
rxn13114	clean
rxn13115	clean
rxn13116	clean
rxn13117	clean
rxn13118	clean
rxn13119	clean
rxn13120	clean
rxn13121	clean
rxn13122	clean
rxn13125	clean
rxn13126	clean
rxn13127	clean
rxn13129	clean
rxn13134	clean
rxn13139	clean
rxn13140	clean
rxn13141	clean
rxn13142	salvaged
rxn13143	clean
rxn13149	salvaged
rxn13150	clean
rxn13159	clean
rxn13160	clean
rxn13171	clean
rxn13178	clean
rxn13182	clean
rxn13185	clean
rxn13186	clean
rxn13189	clean
rxn13190	clean
rxn13195	clean
rxn13196	clean
rxn13197	clean
rxn13198	clean
rxn13199	clean
rxn13201	clean
rxn13202	clean
rxn13205	clean
rxn13206	clean
rxn13209	salvaged
rxn13211	clean
rxn13212	clean
rxn13213	clean
rxn13215	clean
rxn13217	salvaged
rxn13220	clean
rxn13221	clean
rxn13226	clean
rxn13227	clean
rxn13228	clean
rxn13229	clean
rxn13230	clean
rxn13231	clean
rxn13232	clean
rxn13233	clean
rxn13234	clean
rxn13243	clean
rxn13244	clean
rxn13245	clean
rxn13246	clean
rxn13247	clean
rxn13251	clean
rxn13286	clean
rxn13290	clean
rxn13291	clean
rxn13292	clean
rxn13296	clean
rxn13297	salvaged
rxn13298	clean
rxn13299	salvaged
rxn13300	salvaged
rxn13301	clean
rxn13302	clean
rxn13303	clean
rxn13304	clean
rxn13305	clean
rxn13306	clean
rxn13307	clean
rxn13308	clean
rxn13310	clean
rxn13313	clean
rxn13314	clean
rxn13315	clean
rxn13316	clean
rxn13317	clean
rxn13319	clean
rxn13320	clean
rxn13321	clean
rxn13322	clean
rxn13323	clean
rxn13324	clean
rxn13325	clean
rxn13332	clean
rxn13333	clean
rxn13334	clean
rxn13338	clean
rxn13339	clean
rxn13340	clean
rxn13343	clean
rxn13344	clean
rxn13345	clean
rxn13346	clean
rxn13360	clean
rxn13361	clean
rxn13364	clean
rxn13365	clean
rxn13368	clean
rxn13371	clean
rxn13373	clean
rxn13374	clean
rxn13376	clean
rxn13377	clean
rxn13385	clean
rxn13388	clean
rxn13392	clean
rxn13393	clean
rxn13394	clean
rxn13395	salvaged
rxn13396	clean
rxn13397	clean
rxn13398	clean
rxn13399	clean
rxn13400	clean
rxn13402	clean
rxn13403	clean
rxn13409	clean
rxn13411	clean
rxn13412	clean
rxn13413	clean
rxn13414	clean
rxn13415	clean
rxn13428	clean
rxn13477	clean
rxn13519	clean
rxn13638	clean
rxn13639	salvaged
rxn13640	salvaged
rxn13641	clean
rxn13642	clean
rxn13643	salvaged
rxn13644	clean
rxn13647	clean
rxn13648	clean
rxn13659	clean
rxn13660	salvaged
rxn13664	clean
rxn13681	clean
rxn13687	clean
rxn13689	clean
rxn13708	clean
rxn13710	salvaged
rxn13711	clean
rxn13712	clean
rxn13713	clean
rxn13722	clean
rxn13726	clean
rxn13741	clean
rxn13747	clean
rxn13748	clean
rxn13753	clean
rxn13756	salvaged
rxn13758	clean
rxn13759	clean
rxn13765	clean
rxn13766	clean
rxn13770	salvaged
rxn13771	clean
rxn13773	clean
rxn13774	clean
rxn13778	clean
rxn13779	clean
rxn13781	clean
rxn13787	salvaged
rxn13788	clean
rxn13790	clean
rxn13791	clean
rxn13794	clean
rxn13799	clean
rxn13800	clean
rxn13801	clean
rxn13802	clean
rxn13803	clean
rxn13808	salvaged
rxn13809	clean
rxn13811	clean
rxn13812	clean
rxn13814	clean
rxn13822	clean
rxn13823	clean
rxn13825	clean
rxn13826	salvaged
rxn13827	salvaged
rxn13829	salvaged
rxn13831	salvaged
rxn13832	clean
rxn13834	clean
rxn13836	clean
rxn13837	clean
rxn13839	salvaged
rxn13842	clean
rxn13847	clean
rxn13849	clean
rxn13853	clean
rxn13854	clean
rxn13861	salvaged
rxn13892	clean
rxn13893	salvaged
rxn13895	clean
rxn13905	clean
rxn13906	clean
rxn13918	clean
rxn13919	clean
rxn13930	clean
rxn13931	clean
rxn13932	salvaged
rxn13933	clean
rxn13937	clean
rxn13939	clean
rxn13940	salvaged
rxn13941	clean
rxn13942	salvaged
rxn13943	clean
rxn13944	clean
rxn13947	clean
rxn13948	clean
rxn13949	clean
rxn13950	salvaged
rxn13951	salvaged
rxn13952	clean
rxn13953	clean
rxn13954	clean
rxn13955	clean
rxn13956	clean
rxn13957	clean
rxn13958	clean
rxn13960	clean
rxn13963	salvaged
rxn13965	clean
rxn13966	clean
rxn13967	clean
rxn13968	clean
rxn13969	clean
rxn13970	clean
rxn13971	salvaged
rxn13972	clean
rxn13973	salvaged
rxn13975	clean
rxn13977	salvaged
rxn13979	salvaged
rxn13980	clean
rxn13981	clean
rxn13983	salvaged
rxn13984	clean
rxn13985	salvaged
rxn13986	clean
rxn13987	salvaged
rxn13988	clean
rxn13989	clean
rxn13990	clean
rxn13991	salvaged
rxn13993	clean
rxn13995	clean
rxn13997	clean
rxn13998	clean
rxn13999	clean
rxn14000	clean
rxn14001	clean
rxn14002	clean
rxn14004	clean
rxn14005	clean
rxn14007	clean
rxn14008	clean
rxn14009	clean
rxn14011	clean
rxn14012	clean
rxn14013	salvaged
rxn14014	salvaged
rxn14016	clean
rxn14019	clean
rxn14020	clean
rxn14022	salvaged
rxn14023	salvaged
rxn14025	salvaged
rxn14026	clean
rxn14027	salvaged
rxn14028	salvaged
rxn14030	clean
rxn14031	salvaged
rxn14033	salvaged
rxn14034	salvaged
rxn14035	salvaged
rxn14038	clean
rxn14039	clean
rxn14040	clean
rxn14041	clean
rxn14043	clean
rxn14044	clean
rxn14049	clean
rxn14050	clean
rxn14051	clean
rxn14053	clean
rxn14054	clean
