reaction	atom_mapping_confidence
rxn40289	clean
rxn40293	clean
rxn40296	clean
rxn40297	clean
rxn40299	clean
rxn40300	clean
rxn40301	salvaged
rxn40302	salvaged
rxn40303	clean
rxn40304	clean
rxn40305	salvaged
rxn40307	clean
rxn40310	clean
rxn40311	clean
rxn40312	clean
rxn40314	clean
rxn40315	clean
rxn40316	clean
rxn40317	clean
rxn40318	clean
rxn40319	clean
rxn40323	clean
rxn40324	clean
rxn40325	clean
rxn40326	salvaged
rxn40327	salvaged
rxn40328	salvaged
rxn40329	salvaged
rxn40331	clean
rxn40332	clean
rxn40334	clean
rxn40335	clean
rxn40336	clean
rxn40337	clean
rxn40339	clean
rxn40340	clean
rxn40341	clean
rxn40344	clean
rxn40346	clean
rxn40347	clean
rxn40348	clean
rxn40349	clean
rxn40350	salvaged
rxn40351	clean
rxn40352	salvaged
rxn40354	clean
rxn40356	clean
rxn40357	salvaged
rxn40358	clean
rxn40359	clean
rxn40360	salvaged
rxn40362	clean
rxn40363	salvaged
rxn40364	clean
rxn40365	clean
rxn40366	clean
rxn40368	clean
rxn40369	salvaged
rxn40371	clean
rxn40372	clean
rxn40374	clean
rxn40375	clean
rxn40376	clean
rxn40377	clean
rxn40378	clean
rxn40379	clean
rxn40380	clean
rxn40383	clean
rxn40384	clean
rxn40385	clean
rxn40387	clean
rxn40388	clean
rxn40389	clean
rxn40390	clean
rxn40400	salvaged
rxn40401	clean
rxn40402	clean
rxn40405	salvaged
rxn40408	clean
rxn40409	clean
rxn40410	clean
rxn40411	clean
rxn40414	clean
rxn40415	clean
rxn40416	salvaged
rxn40417	clean
rxn40418	clean
rxn40421	clean
rxn40422	clean
rxn40423	clean
rxn40428	salvaged
rxn40429	clean
rxn40430	clean
rxn40432	clean
rxn40433	clean
rxn40434	clean
rxn40435	clean
rxn40436	clean
rxn40437	clean
rxn40439	clean
rxn40440	clean
rxn40441	clean
rxn40442	clean
rxn40444	clean
rxn40446	clean
rxn40447	clean
rxn40448	clean
rxn40452	clean
rxn40453	clean
rxn40454	salvaged
rxn40455	clean
rxn40456	salvaged
rxn40460	clean
rxn40461	clean
rxn40462	clean
rxn40463	clean
rxn40464	clean
rxn40467	salvaged
rxn40468	clean
rxn40469	clean
rxn40470	salvaged
rxn40471	clean
rxn40472	clean
rxn40473	salvaged
rxn40474	clean
rxn40475	salvaged
rxn40476	clean
rxn40477	clean
rxn40478	clean
rxn40479	salvaged
rxn40480	clean
rxn40481	clean
rxn40482	clean
rxn40483	clean
rxn40484	clean
rxn40485	clean
rxn40486	salvaged
rxn40488	clean
rxn40489	clean
rxn40491	clean
rxn40492	salvaged
rxn40493	clean
rxn40495	clean
rxn40498	clean
rxn40499	clean
rxn40504	salvaged
rxn40505	salvaged
rxn40506	clean
rxn40507	clean
rxn40508	clean
rxn40509	salvaged
rxn40510	clean
rxn40511	clean
rxn40513	clean
rxn40514	clean
rxn40516	salvaged
rxn40517	clean
rxn40518	clean
rxn40519	clean
rxn40521	clean
rxn40522	salvaged
rxn40525	salvaged
rxn40529	salvaged
rxn40530	clean
rxn40531	salvaged
rxn40532	clean
rxn40533	salvaged
rxn40534	clean
rxn40536	salvaged
rxn40538	clean
rxn40539	clean
rxn40541	clean
rxn40543	clean
rxn40544	clean
rxn40545	clean
rxn40546	salvaged
rxn40548	clean
rxn40550	clean
rxn40552	clean
rxn40553	salvaged
rxn40555	clean
rxn40559	salvaged
rxn40560	clean
rxn40562	clean
rxn40564	salvaged
rxn40566	clean
rxn40567	clean
rxn40568	clean
rxn40570	clean
rxn40571	clean
rxn40573	clean
rxn40575	clean
rxn40577	clean
rxn40578	clean
rxn40579	clean
rxn40580	clean
rxn40581	clean
rxn40582	clean
rxn40585	clean
rxn40588	clean
rxn40591	clean
rxn40594	clean
rxn40595	clean
rxn40596	clean
rxn40597	clean
rxn40598	salvaged
rxn40600	clean
rxn40602	clean
rxn40604	salvaged
rxn40605	clean
rxn40606	clean
rxn40607	salvaged
rxn40610	clean
rxn40613	clean
rxn40614	salvaged
rxn40616	salvaged
rxn40617	clean
rxn40618	clean
rxn40619	clean
rxn40620	clean
rxn40621	clean
rxn40623	clean
rxn40626	salvaged
rxn40627	clean
rxn40628	clean
rxn40632	clean
rxn40633	salvaged
rxn40636	clean
rxn40638	clean
rxn40639	salvaged
rxn40641	clean
rxn40642	clean
rxn40644	salvaged
rxn40645	clean
rxn40646	clean
rxn40647	clean
rxn40648	salvaged
rxn40649	salvaged
rxn40650	salvaged
rxn40651	clean
rxn40654	clean
rxn40655	salvaged
rxn40656	clean
rxn40657	salvaged
rxn40659	clean
rxn40660	clean
rxn40662	clean
rxn40663	salvaged
rxn40664	salvaged
rxn40668	clean
rxn40670	clean
rxn40671	clean
rxn40673	salvaged
rxn40674	clean
rxn40676	clean
rxn40677	clean
rxn40680	clean
rxn40683	clean
rxn40684	salvaged
rxn40685	clean
rxn40686	salvaged
rxn40687	clean
rxn40689	clean
rxn40690	clean
rxn40691	clean
rxn40694	clean
rxn40695	clean
rxn40696	clean
rxn40698	clean
rxn40699	clean
rxn40700	clean
rxn40702	salvaged
rxn40704	salvaged
rxn40705	clean
rxn40710	clean
rxn40711	clean
rxn40712	salvaged
rxn40715	clean
rxn40716	salvaged
rxn40717	clean
rxn40719	clean
rxn40720	clean
rxn40722	clean
rxn40723	clean
rxn40724	clean
rxn40725	salvaged
rxn40726	clean
rxn40727	clean
rxn40728	clean
rxn40729	clean
rxn40730	clean
rxn40732	clean
rxn40733	salvaged
rxn40734	clean
rxn40738	clean
rxn40741	clean
rxn40742	salvaged
rxn40745	clean
rxn40746	clean
rxn40747	salvaged
rxn40748	salvaged
rxn40749	salvaged
rxn40751	clean
rxn40753	clean
rxn40754	clean
rxn40755	clean
rxn40756	clean
rxn40759	clean
rxn40760	clean
rxn40761	clean
rxn40762	clean
rxn40763	salvaged
rxn40764	clean
rxn40766	clean
rxn40767	clean
rxn40770	clean
rxn40771	clean
rxn40772	clean
rxn40775	clean
rxn40777	clean
rxn40779	salvaged
rxn40780	clean
rxn40781	clean
rxn40783	clean
rxn40785	clean
rxn40789	clean
rxn40791	clean
rxn40794	salvaged
rxn40795	salvaged
rxn40796	clean
rxn40797	salvaged
rxn40798	salvaged
rxn40799	clean
rxn40800	salvaged
rxn40801	salvaged
rxn40802	salvaged
rxn40806	clean
rxn40808	salvaged
rxn40810	clean
rxn40811	clean
rxn40813	clean
rxn40814	clean
rxn40815	clean
rxn40816	salvaged
rxn40817	salvaged
rxn40818	clean
rxn40821	clean
rxn40822	clean
rxn40826	clean
rxn40827	clean
rxn40828	clean
rxn40829	salvaged
rxn40830	clean
rxn40831	salvaged
rxn40832	clean
rxn40833	clean
rxn40834	clean
rxn40837	clean
rxn40838	salvaged
rxn40839	clean
rxn40841	salvaged
rxn40842	clean
rxn40843	clean
rxn40844	clean
rxn40846	salvaged
rxn40847	clean
rxn40848	salvaged
rxn40850	salvaged
rxn40851	clean
rxn40852	clean
rxn40854	salvaged
rxn40857	salvaged
rxn40858	clean
rxn40859	clean
rxn40862	clean
rxn40866	clean
rxn40868	salvaged
rxn40869	clean
rxn40870	salvaged
rxn40871	salvaged
rxn40872	clean
rxn40873	salvaged
rxn40875	clean
rxn40877	clean
rxn40878	salvaged
rxn40879	clean
rxn40881	clean
rxn40882	clean
rxn40883	clean
rxn40885	salvaged
rxn40886	clean
rxn40890	salvaged
rxn40891	salvaged
rxn40893	salvaged
rxn40894	clean
rxn40895	clean
rxn40896	salvaged
rxn40897	clean
rxn40898	clean
rxn40900	clean
rxn40901	salvaged
rxn40902	clean
rxn40903	clean
rxn40904	salvaged
rxn40905	clean
rxn40907	clean
rxn40908	clean
rxn40911	salvaged
rxn40914	clean
rxn40915	clean
rxn40917	clean
rxn40918	clean
rxn40919	salvaged
rxn40921	clean
rxn40922	clean
rxn40924	salvaged
rxn40925	clean
rxn40926	clean
rxn40928	clean
rxn40931	salvaged
rxn40932	clean
rxn40933	clean
rxn40934	clean
rxn40935	clean
rxn40937	clean
rxn40938	clean
rxn40939	clean
rxn40941	salvaged
rxn40942	clean
rxn40943	salvaged
rxn40946	clean
rxn40947	clean
rxn40948	clean
rxn40951	clean
rxn40952	salvaged
rxn40953	clean
rxn40955	clean
rxn40956	salvaged
rxn40958	clean
rxn40959	salvaged
rxn40962	salvaged
rxn40964	clean
rxn40967	clean
rxn40968	salvaged
rxn40969	salvaged
rxn40971	clean
rxn40972	clean
rxn40973	clean
rxn40974	clean
rxn40976	clean
rxn40977	clean
rxn40979	clean
rxn40981	clean
rxn40982	salvaged
rxn40983	salvaged
rxn40984	salvaged
rxn40989	salvaged
rxn40991	salvaged
rxn40992	clean
rxn40993	clean
rxn40996	clean
rxn40997	clean
rxn40998	salvaged
rxn40999	clean
rxn41001	clean
rxn41002	clean
rxn41004	clean
rxn41005	salvaged
rxn41006	clean
rxn41007	salvaged
rxn41008	salvaged
rxn41010	salvaged
rxn41011	clean
rxn41012	clean
rxn41013	clean
rxn41014	salvaged
rxn41015	salvaged
rxn41016	salvaged
rxn41017	salvaged
rxn41018	clean
rxn41021	clean
rxn41022	clean
rxn41023	clean
rxn41024	clean
rxn41026	salvaged
rxn41029	clean
rxn41032	salvaged
rxn41034	salvaged
rxn41037	clean
rxn41038	clean
rxn41039	salvaged
rxn41042	salvaged
rxn41043	clean
rxn41044	salvaged
rxn41045	clean
rxn41047	clean
rxn41051	salvaged
rxn41052	salvaged
rxn41058	clean
rxn41059	salvaged
rxn41060	clean
rxn41061	salvaged
rxn41062	clean
rxn41063	clean
rxn41064	salvaged
rxn41066	clean
rxn41067	salvaged
rxn41068	salvaged
rxn41069	clean
rxn41070	salvaged
rxn41075	clean
rxn41076	clean
rxn41078	clean
rxn41079	clean
rxn41081	clean
rxn41082	clean
rxn41083	salvaged
rxn41085	clean
rxn41087	clean
rxn41089	salvaged
rxn41090	clean
rxn41092	clean
rxn41097	salvaged
rxn41098	salvaged
rxn41099	salvaged
rxn41100	salvaged
rxn41101	clean
rxn41102	clean
rxn41104	clean
rxn41105	salvaged
rxn41107	clean
rxn41110	clean
rxn41111	salvaged
rxn41113	clean
rxn41114	clean
rxn41115	clean
rxn41116	salvaged
rxn41121	clean
rxn41122	clean
rxn41124	clean
rxn41125	salvaged
rxn41126	clean
rxn41127	clean
rxn41129	clean
rxn41130	clean
rxn41131	salvaged
rxn41132	clean
rxn41133	clean
rxn41135	clean
rxn41136	clean
rxn41137	clean
rxn41140	clean
rxn41141	clean
rxn41142	salvaged
rxn41143	salvaged
rxn41145	salvaged
rxn41146	clean
rxn41147	clean
rxn41148	salvaged
rxn41149	clean
rxn41151	clean
rxn41154	clean
rxn41155	salvaged
rxn41156	clean
rxn41157	salvaged
rxn41159	clean
rxn41161	clean
rxn41162	clean
rxn41163	clean
rxn41164	clean
rxn41165	clean
rxn41166	salvaged
rxn41168	salvaged
rxn41169	clean
rxn41170	clean
rxn41171	clean
rxn41173	salvaged
rxn41175	clean
rxn41176	clean
rxn41177	salvaged
rxn41178	salvaged
rxn41179	salvaged
rxn41180	salvaged
rxn41181	clean
rxn41183	salvaged
rxn41184	clean
rxn41186	clean
rxn41187	clean
rxn41190	clean
rxn41192	clean
rxn41195	clean
rxn41197	clean
rxn41198	salvaged
rxn41199	clean
rxn41200	salvaged
rxn41201	clean
rxn41203	salvaged
rxn41204	clean
rxn41205	clean
rxn41207	salvaged
rxn41210	clean
rxn41211	salvaged
rxn41212	clean
rxn41213	clean
rxn41214	salvaged
rxn41215	salvaged
rxn41217	salvaged
rxn41218	salvaged
rxn41219	clean
rxn41220	salvaged
rxn41221	clean
rxn41223	salvaged
rxn41224	clean
rxn41225	salvaged
rxn41227	clean
rxn41228	salvaged
rxn41229	clean
rxn41231	clean
rxn41232	salvaged
rxn41234	clean
rxn41235	clean
rxn41236	clean
rxn41238	salvaged
rxn41239	clean
rxn41241	salvaged
rxn41243	salvaged
rxn41245	clean
rxn41248	salvaged
rxn41250	clean
rxn41251	salvaged
rxn41252	clean
rxn41253	salvaged
rxn41254	clean
rxn41255	clean
rxn41256	salvaged
rxn41258	clean
rxn41259	clean
rxn41261	salvaged
rxn41263	salvaged
rxn41264	salvaged
rxn41265	salvaged
rxn41266	clean
rxn41267	clean
rxn41268	clean
rxn41270	clean
rxn41271	clean
rxn41272	salvaged
rxn41273	clean
rxn41274	salvaged
rxn41279	salvaged
rxn41280	salvaged
rxn41281	salvaged
rxn41283	clean
rxn41284	clean
rxn41285	salvaged
rxn41286	clean
rxn41287	clean
rxn41288	clean
rxn41289	clean
rxn41290	salvaged
rxn41292	salvaged
rxn41293	clean
rxn41296	salvaged
rxn41297	clean
rxn41298	salvaged
rxn41299	clean
rxn41300	salvaged
rxn41301	clean
rxn41302	clean
rxn41303	clean
rxn41304	clean
rxn41308	clean
rxn41309	salvaged
rxn41310	salvaged
rxn41311	clean
rxn41312	clean
rxn41313	clean
rxn41314	salvaged
rxn41316	clean
rxn41317	clean
rxn41318	salvaged
rxn41319	clean
rxn41321	salvaged
rxn41323	clean
rxn41324	clean
rxn41325	salvaged
rxn41326	clean
rxn41327	clean
rxn41328	clean
rxn41329	salvaged
rxn41330	salvaged
rxn41331	clean
rxn41333	clean
rxn41335	salvaged
rxn41338	clean
rxn41339	clean
rxn41342	clean
rxn41346	clean
rxn41347	clean
rxn41348	salvaged
rxn41349	clean
rxn41351	clean
rxn41353	salvaged
rxn41354	clean
rxn41356	clean
rxn41357	clean
rxn41358	salvaged
rxn41359	salvaged
rxn41360	clean
rxn41362	salvaged
rxn41364	salvaged
rxn41367	clean
rxn41369	salvaged
rxn41371	clean
rxn41373	clean
rxn41374	salvaged
rxn41375	clean
rxn41378	clean
rxn41379	salvaged
rxn41380	salvaged
rxn41381	salvaged
rxn41384	clean
rxn41386	clean
rxn41387	salvaged
rxn41388	clean
rxn41389	clean
rxn41390	clean
rxn41391	clean
rxn41394	salvaged
rxn41395	salvaged
rxn41396	clean
rxn41398	clean
rxn41399	clean
rxn41401	clean
rxn41402	salvaged
rxn41403	salvaged
rxn41405	salvaged
rxn41406	salvaged
rxn41407	clean
rxn41411	salvaged
rxn41413	clean
rxn41414	clean
rxn41417	salvaged
rxn41418	clean
rxn41419	clean
rxn41420	clean
rxn41421	salvaged
rxn41423	clean
rxn41424	clean
rxn41425	clean
rxn41426	clean
rxn41427	clean
rxn41428	salvaged
rxn41431	clean
rxn41432	clean
rxn41435	clean
rxn41436	salvaged
rxn41437	clean
rxn41439	clean
rxn41440	clean
rxn41442	clean
rxn41443	clean
rxn41445	salvaged
rxn41446	clean
rxn41447	salvaged
rxn41448	salvaged
rxn41449	clean
rxn41451	salvaged
rxn41453	clean
rxn41454	clean
rxn41455	clean
rxn41457	clean
rxn41458	clean
rxn41460	clean
rxn41462	salvaged
rxn41463	clean
rxn41464	clean
rxn41465	clean
rxn41466	clean
rxn41467	clean
rxn41468	clean
rxn41470	salvaged
rxn41472	clean
rxn41473	clean
rxn41474	clean
rxn41475	clean
rxn41476	salvaged
rxn41478	salvaged
rxn41479	salvaged
rxn41480	salvaged
rxn41481	salvaged
rxn41482	salvaged
rxn41483	clean
rxn41484	clean
rxn41486	clean
rxn41487	clean
rxn41488	clean
rxn41489	clean
rxn41492	clean
rxn41493	clean
rxn41494	clean
rxn41495	clean
rxn41497	clean
rxn41498	clean
rxn41499	clean
rxn41500	clean
rxn41501	salvaged
rxn41502	salvaged
rxn41503	clean
rxn41504	clean
rxn41505	clean
rxn41507	clean
rxn41508	clean
rxn41510	clean
rxn41512	clean
rxn41513	salvaged
rxn41514	clean
rxn41516	salvaged
rxn41517	clean
rxn41518	salvaged
rxn41520	clean
rxn41522	clean
rxn41523	clean
rxn41524	clean
rxn41527	salvaged
rxn41531	clean
rxn41532	clean
rxn41533	clean
rxn41534	salvaged
rxn41535	clean
rxn41536	salvaged
rxn41537	clean
rxn41538	salvaged
rxn41539	salvaged
rxn41542	clean
rxn41546	clean
rxn41548	clean
rxn41550	clean
rxn41551	clean
rxn41552	clean
rxn41553	clean
rxn41554	clean
rxn41556	clean
rxn41557	clean
rxn41558	clean
rxn41559	clean
rxn41561	clean
rxn41563	clean
rxn41564	clean
rxn41571	clean
rxn41572	salvaged
rxn41573	salvaged
rxn41574	salvaged
rxn41575	clean
rxn41577	salvaged
rxn41578	clean
rxn41579	clean
rxn41580	clean
rxn41581	clean
rxn41582	clean
rxn41583	clean
rxn41585	clean
rxn41586	salvaged
rxn41587	clean
rxn41589	salvaged
rxn41590	salvaged
rxn41591	salvaged
rxn41592	clean
rxn41593	clean
rxn41594	salvaged
rxn41595	clean
rxn41596	clean
rxn41597	clean
rxn41599	clean
rxn41600	clean
rxn41602	clean
rxn41606	clean
rxn41608	clean
rxn41609	clean
rxn41611	clean
rxn41612	clean
rxn41614	clean
rxn41615	clean
rxn41616	clean
rxn41618	salvaged
rxn41619	clean
rxn41620	clean
rxn41621	salvaged
rxn41623	salvaged
rxn41624	clean
rxn41625	salvaged
rxn41626	clean
rxn41627	salvaged
rxn41628	clean
rxn41629	clean
rxn41630	clean
rxn41631	salvaged
rxn41632	salvaged
rxn41633	clean
rxn41634	clean
rxn41636	salvaged
rxn41640	salvaged
rxn41641	salvaged
rxn41642	clean
rxn41643	salvaged
rxn41644	clean
rxn41645	clean
rxn41646	clean
rxn41647	salvaged
rxn41652	clean
rxn41653	clean
rxn41654	clean
rxn41655	salvaged
rxn41656	clean
rxn41657	salvaged
rxn41658	salvaged
rxn41659	clean
rxn41660	clean
rxn41662	clean
rxn41663	clean
rxn41666	salvaged
rxn41669	clean
rxn41671	clean
rxn41672	salvaged
rxn41673	clean
rxn41674	salvaged
rxn41676	salvaged
rxn41677	salvaged
rxn41678	salvaged
rxn41679	salvaged
rxn41680	clean
rxn41682	salvaged
rxn41683	salvaged
rxn41684	clean
rxn41686	clean
rxn41688	clean
rxn41689	clean
rxn41691	salvaged
rxn41692	clean
rxn41693	clean
rxn41696	clean
rxn41698	clean
rxn41699	clean
rxn41700	clean
rxn41701	salvaged
rxn41702	salvaged
rxn41705	clean
rxn41706	clean
rxn41707	salvaged
rxn41708	clean
rxn41709	salvaged
rxn41710	clean
rxn41711	clean
rxn41714	salvaged
rxn41715	clean
rxn41716	salvaged
rxn41717	clean
rxn41718	salvaged
rxn41720	clean
rxn41724	salvaged
rxn41725	clean
rxn41726	clean
rxn41727	clean
rxn41736	clean
rxn41737	salvaged
rxn41743	clean
rxn41744	clean
rxn41745	salvaged
rxn41747	clean
rxn41748	clean
rxn41749	clean
rxn41750	clean
rxn41751	clean
rxn41752	salvaged
rxn41753	salvaged
rxn41754	clean
rxn41755	clean
rxn41756	clean
rxn41757	salvaged
rxn41759	clean
rxn41763	clean
rxn41765	clean
rxn41766	salvaged
rxn41767	clean
rxn41768	clean
rxn41769	clean
rxn41771	salvaged
rxn41773	clean
rxn41775	salvaged
rxn41776	clean
rxn41777	clean
rxn41778	clean
rxn41780	salvaged
rxn41781	clean
rxn41782	salvaged
rxn41783	clean
rxn41785	salvaged
rxn41787	salvaged
rxn41788	clean
rxn41789	clean
rxn41790	clean
rxn41791	salvaged
rxn41793	salvaged
rxn41797	salvaged
rxn41798	clean
rxn41801	clean
rxn41802	clean
rxn41803	salvaged
rxn41806	clean
rxn41808	clean
rxn41810	clean
rxn41811	clean
rxn41812	clean
rxn41813	clean
rxn41815	clean
rxn41816	clean
rxn41817	clean
rxn41818	salvaged
rxn41819	salvaged
rxn41821	salvaged
rxn41822	clean
rxn41823	clean
rxn41824	salvaged
rxn41825	salvaged
rxn41826	clean
rxn41828	clean
rxn41829	clean
rxn41830	salvaged
rxn41831	clean
rxn41832	salvaged
rxn41833	clean
rxn41834	clean
rxn41837	clean
rxn41838	clean
rxn41839	clean
rxn41840	salvaged
rxn41841	clean
rxn41844	clean
rxn41845	salvaged
rxn41848	salvaged
rxn41849	clean
rxn41850	salvaged
rxn41851	clean
rxn41852	clean
rxn41853	salvaged
rxn41854	clean
rxn41856	salvaged
rxn41857	salvaged
rxn41858	salvaged
rxn41861	clean
rxn41862	clean
rxn41863	salvaged
rxn41864	salvaged
rxn41866	clean
rxn41867	salvaged
rxn41868	clean
rxn41869	clean
rxn41871	clean
rxn41872	salvaged
rxn41873	clean
rxn41874	clean
rxn41878	clean
rxn41879	clean
rxn41881	clean
rxn41883	clean
rxn41884	clean
rxn41885	clean
rxn41886	clean
rxn41887	clean
rxn41890	clean
rxn41891	clean
rxn41892	clean
rxn41893	clean
rxn41894	salvaged
rxn41895	clean
rxn41896	salvaged
rxn41899	salvaged
rxn41901	clean
rxn41902	salvaged
rxn41903	clean
rxn41906	salvaged
rxn41907	salvaged
rxn41908	clean
rxn41909	clean
rxn41910	clean
rxn41911	salvaged
rxn41912	salvaged
rxn41916	salvaged
rxn41917	salvaged
rxn41918	clean
rxn41922	salvaged
rxn41923	clean
rxn41924	salvaged
rxn41929	clean
rxn41931	salvaged
rxn41932	salvaged
rxn41933	salvaged
rxn41934	clean
rxn41937	salvaged
rxn41938	clean
rxn41939	clean
rxn41942	clean
rxn41943	clean
rxn41945	clean
rxn41946	clean
rxn41947	clean
rxn41949	clean
rxn41950	clean
rxn41954	clean
rxn41956	salvaged
rxn41959	clean
rxn41960	clean
rxn41961	salvaged
rxn41962	clean
rxn41963	salvaged
rxn41964	salvaged
rxn41965	clean
rxn41966	clean
rxn41967	salvaged
rxn41968	clean
rxn41969	clean
rxn41971	salvaged
rxn41972	clean
rxn41976	clean
rxn41977	clean
rxn41978	clean
rxn41979	clean
rxn41980	salvaged
rxn41981	clean
rxn41983	clean
rxn41984	clean
rxn41987	salvaged
rxn41988	salvaged
rxn41989	clean
rxn41990	clean
rxn41991	clean
rxn41992	clean
rxn41993	clean
rxn41995	clean
rxn41996	clean
rxn41997	salvaged
rxn41998	salvaged
rxn41999	clean
rxn42001	clean
rxn42002	clean
rxn42003	salvaged
rxn42005	clean
rxn42006	clean
rxn42008	clean
rxn42010	clean
rxn42012	clean
rxn42013	clean
rxn42014	salvaged
rxn42015	clean
rxn42016	clean
rxn42017	salvaged
rxn42018	salvaged
rxn42019	clean
rxn42020	clean
rxn42021	salvaged
rxn42022	clean
rxn42024	salvaged
rxn42026	clean
rxn42028	clean
rxn42030	clean
rxn42033	salvaged
rxn42034	clean
rxn42037	clean
rxn42038	clean
rxn42043	clean
rxn42044	clean
rxn42045	clean
rxn42046	salvaged
rxn42047	clean
rxn42048	salvaged
rxn42049	clean
rxn42050	clean
rxn42051	clean
rxn42053	salvaged
rxn42058	clean
rxn42059	clean
rxn42060	salvaged
rxn42063	clean
rxn42065	salvaged
rxn42067	salvaged
rxn42069	salvaged
rxn42070	clean
rxn42073	clean
rxn42074	clean
rxn42075	clean
rxn42076	salvaged
rxn42077	clean
rxn42078	salvaged
rxn42079	clean
rxn42081	clean
rxn42082	salvaged
rxn42083	salvaged
rxn42084	clean
rxn42085	clean
rxn42087	clean
rxn42088	salvaged
rxn42096	clean
rxn42097	salvaged
rxn42098	salvaged
rxn42102	clean
rxn42104	clean
rxn42105	clean
rxn42106	salvaged
rxn42107	clean
rxn42108	clean
rxn42109	clean
rxn42111	salvaged
rxn42112	clean
rxn42114	clean
rxn42115	clean
rxn42116	clean
rxn42119	clean
rxn42120	clean
rxn42121	salvaged
rxn42122	clean
rxn42124	clean
rxn42126	clean
rxn42127	clean
rxn42130	clean
rxn42131	clean
rxn42132	salvaged
rxn42133	clean
rxn42134	clean
rxn42135	salvaged
rxn42136	salvaged
rxn42137	clean
rxn42138	salvaged
rxn42141	salvaged
rxn42142	salvaged
rxn42144	clean
rxn42145	clean
rxn42147	clean
rxn42149	clean
rxn42150	clean
rxn42151	clean
rxn42153	clean
rxn42157	clean
rxn42158	clean
rxn42159	clean
rxn42160	clean
rxn42162	salvaged
rxn42163	clean
rxn42164	salvaged
rxn42166	clean
rxn42167	salvaged
rxn42171	clean
rxn42172	salvaged
rxn42175	salvaged
rxn42178	salvaged
rxn42179	clean
rxn42180	salvaged
rxn42181	salvaged
rxn42182	clean
rxn42183	clean
rxn42184	clean
rxn42185	clean
rxn42186	salvaged
rxn42187	clean
rxn42188	salvaged
rxn42189	clean
rxn42190	salvaged
rxn42191	clean
rxn42192	clean
rxn42194	salvaged
rxn42195	salvaged
rxn42200	clean
rxn42202	salvaged
rxn42203	clean
rxn42204	salvaged
rxn42205	clean
rxn42207	salvaged
rxn42208	salvaged
rxn42210	clean
rxn42211	clean
rxn42213	clean
rxn42214	salvaged
rxn42219	clean
rxn42221	clean
rxn42222	clean
rxn42223	clean
rxn42224	clean
rxn42225	salvaged
rxn42226	clean
rxn42227	salvaged
rxn42229	clean
rxn42230	salvaged
rxn42231	clean
rxn42233	clean
rxn42235	salvaged
rxn42236	clean
rxn42237	clean
rxn42238	salvaged
rxn42239	clean
rxn42241	clean
rxn42242	clean
rxn42244	salvaged
rxn42245	clean
rxn42246	clean
rxn42247	clean
rxn42250	salvaged
rxn42251	clean
rxn42252	salvaged
rxn42253	clean
rxn42256	salvaged
rxn42257	clean
rxn42258	salvaged
rxn42259	salvaged
rxn42260	clean
rxn42261	clean
rxn42267	clean
rxn42270	clean
rxn42272	salvaged
rxn42274	clean
rxn42277	clean
rxn42278	salvaged
rxn42279	clean
rxn42280	clean
rxn42285	clean
rxn42286	salvaged
rxn42287	clean
rxn42289	salvaged
rxn42291	clean
rxn42292	clean
rxn42295	clean
rxn42296	clean
rxn42299	clean
rxn42300	clean
rxn42301	clean
rxn42303	clean
rxn42305	clean
rxn42306	salvaged
rxn42307	clean
rxn42309	clean
rxn42311	clean
rxn42312	clean
rxn42313	clean
rxn42314	clean
rxn42315	clean
rxn42318	salvaged
rxn42322	clean
rxn42323	salvaged
rxn42324	clean
rxn42327	clean
rxn42328	clean
rxn42329	clean
rxn42330	salvaged
rxn42332	salvaged
rxn42333	salvaged
rxn42335	clean
rxn42336	clean
rxn42338	clean
rxn42339	salvaged
rxn42341	salvaged
rxn42342	clean
rxn42343	clean
rxn42344	clean
rxn42345	salvaged
rxn42346	clean
rxn42347	clean
rxn42350	clean
rxn42351	clean
rxn42352	clean
rxn42354	clean
rxn42355	salvaged
rxn42357	clean
rxn42359	clean
rxn42361	salvaged
rxn42362	clean
rxn42363	clean
rxn42364	clean
rxn42366	clean
rxn42367	clean
rxn42368	salvaged
rxn42370	salvaged
rxn42371	salvaged
rxn42373	clean
rxn42375	clean
rxn42376	salvaged
rxn42377	clean
rxn42378	clean
rxn42379	clean
rxn42381	clean
rxn42383	clean
rxn42384	clean
rxn42385	clean
rxn42387	salvaged
rxn42388	clean
rxn42390	clean
rxn42391	clean
rxn42392	clean
rxn42393	salvaged
rxn42395	salvaged
rxn42397	salvaged
rxn42399	salvaged
rxn42400	clean
rxn42401	salvaged
rxn42402	clean
rxn42404	salvaged
rxn42405	salvaged
rxn42407	clean
rxn42408	clean
rxn42409	clean
rxn42410	salvaged
rxn42411	clean
rxn42415	clean
rxn42417	clean
rxn42419	clean
rxn42420	clean
rxn42421	salvaged
rxn42423	clean
rxn42428	clean
rxn42429	clean
rxn42430	clean
rxn42431	clean
rxn42433	clean
rxn42434	clean
rxn42436	clean
rxn42437	clean
rxn42438	clean
rxn42439	salvaged
rxn42440	clean
rxn42441	clean
rxn42442	clean
rxn42444	salvaged
rxn42446	clean
rxn42448	clean
rxn42449	clean
rxn42452	clean
rxn42454	clean
rxn42455	salvaged
rxn42456	clean
rxn42457	salvaged
rxn42460	clean
rxn42461	clean
rxn42462	clean
rxn42463	clean
rxn42464	clean
rxn42465	clean
rxn42466	clean
rxn42468	clean
rxn42469	clean
rxn42470	salvaged
rxn42471	clean
rxn42473	clean
rxn42474	salvaged
rxn42475	salvaged
rxn42476	salvaged
