ModelSEED ID	External ID	External Name
R05397	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05397	rn01220	Degradation of aromatic compounds
R05398	rn00351	DDT degradation
R05399	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05399	rn00627	Aminobenzoate degradation
R05400	rn00627	Aminobenzoate degradation
R05401	rn00627	Aminobenzoate degradation
R05402	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05403	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05404	rn00643	Styrene degradation
R05404	rn01220	Degradation of aromatic compounds
R05405	rn00627	Aminobenzoate degradation
R05406	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05407	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05408	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05408	rn01220	Degradation of aromatic compounds
R05409	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05410	rn00624	Polycyclic aromatic hydrocarbon degradation
R05411	rn00621	Dioxin degradation
R05411	rn01220	Degradation of aromatic compounds
R05412	rn00624	Polycyclic aromatic hydrocarbon degradation
R05413	rn00621	Dioxin degradation
R05413	rn01220	Degradation of aromatic compounds
R05414	rn00621	Dioxin degradation
R05414	rn01220	Degradation of aromatic compounds
R05415	rn00621	Dioxin degradation
R05415	rn01220	Degradation of aromatic compounds
R05416	rn00642	Ethylbenzene degradation
R05416	rn01220	Degradation of aromatic compounds
R05417	rn00643	Styrene degradation
R05417	rn01220	Degradation of aromatic compounds
R05418	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05419	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05419	rn01220	Degradation of aromatic compounds
R05420	rn00627	Aminobenzoate degradation
R05421	rn00627	Aminobenzoate degradation
R05422	rn00624	Polycyclic aromatic hydrocarbon degradation
R05423	rn00624	Polycyclic aromatic hydrocarbon degradation
R05424	rn00642	Ethylbenzene degradation
R05425	rn00642	Ethylbenzene degradation
R05426	rn00642	Ethylbenzene degradation
R05427	rn00642	Ethylbenzene degradation
R05428	rn00622	Xylene degradation
R05428	rn01220	Degradation of aromatic compounds
R05429	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05429	rn01220	Degradation of aromatic compounds
R05430	rn00624	Polycyclic aromatic hydrocarbon degradation
R05431	rn00624	Polycyclic aromatic hydrocarbon degradation
R05432	rn00624	Polycyclic aromatic hydrocarbon degradation
R05433	rn00624	Polycyclic aromatic hydrocarbon degradation
R05434	rn00621	Dioxin degradation
R05434	rn01220	Degradation of aromatic compounds
R05435	rn00624	Polycyclic aromatic hydrocarbon degradation
R05436	rn00624	Polycyclic aromatic hydrocarbon degradation
R05437	rn00624	Polycyclic aromatic hydrocarbon degradation
R05438	rn00624	Polycyclic aromatic hydrocarbon degradation
R05439	rn00621	Dioxin degradation
R05439	rn01220	Degradation of aromatic compounds
R05440	rn00642	Ethylbenzene degradation
R05440	rn01220	Degradation of aromatic compounds
R05441	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05441	rn01220	Degradation of aromatic compounds
R05442	rn00622	Xylene degradation
R05442	rn01220	Degradation of aromatic compounds
R05443	rn00622	Xylene degradation
R05443	rn01220	Degradation of aromatic compounds
R05444	rn00625	Chloroalkane and chloroalkene degradation
R05445	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05446	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05447	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05448	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05448	rn01220	Degradation of aromatic compounds
R05449	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05450	rn00643	Styrene degradation
R05451	rn00364	Fluorobenzoate degradation
R05452	rn00642	Ethylbenzene degradation
R05452	rn01220	Degradation of aromatic compounds
R05453	rn00642	Ethylbenzene degradation
R05453	rn01220	Degradation of aromatic compounds
R05454	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R05455	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R05456	rn00253	Tetracycline biosynthesis
R05456	rn01057	Biosynthesis of type II polyketide products
R05456	rn01110	Biosynthesis of secondary metabolites
R05459	rn00253	Tetracycline biosynthesis
R05459	rn01057	Biosynthesis of type II polyketide products
R05459	rn01110	Biosynthesis of secondary metabolites
R05462	rn00253	Tetracycline biosynthesis
R05462	rn01057	Biosynthesis of type II polyketide products
R05462	rn01110	Biosynthesis of secondary metabolites
R05463	rn00253	Tetracycline biosynthesis
R05463	rn01057	Biosynthesis of type II polyketide products
R05463	rn01110	Biosynthesis of secondary metabolites
R05465	rn00331	Clavulanic acid biosynthesis
R05465	rn01110	Biosynthesis of secondary metabolites
R05466	rn00331	Clavulanic acid biosynthesis
R05466	rn01110	Biosynthesis of secondary metabolites
R05467	rn00331	Clavulanic acid biosynthesis
R05467	rn01110	Biosynthesis of secondary metabolites
R05468	rn00331	Clavulanic acid biosynthesis
R05468	rn01110	Biosynthesis of secondary metabolites
R05469	rn00331	Clavulanic acid biosynthesis
R05469	rn01110	Biosynthesis of secondary metabolites
R05470	rn00331	Clavulanic acid biosynthesis
R05470	rn01110	Biosynthesis of secondary metabolites
R05471	rn00331	Clavulanic acid biosynthesis
R05471	rn01110	Biosynthesis of secondary metabolites
R05472	rn00351	DDT degradation
R05473	rn00351	DDT degradation
R05474	rn00351	DDT degradation
R05475	rn00351	DDT degradation
R05476	rn00351	DDT degradation
R05477	rn00351	DDT degradation
R05478	rn00351	DDT degradation
R05479	rn00351	DDT degradation
R05480	rn00351	DDT degradation
R05481	rn00351	DDT degradation
R05483	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05484	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05485	rn00627	Aminobenzoate degradation
R05486	rn00627	Aminobenzoate degradation
R05487	rn00360	Phenylalanine metabolism
R05487	rn00643	Styrene degradation
R05488	rn00643	Styrene degradation
R05492	rn00351	DDT degradation
R05492	rn01220	Degradation of aromatic compounds
R05493	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05493	rn01220	Degradation of aromatic compounds
R05496	rn00625	Chloroalkane and chloroalkene degradation
R05497	rn00351	DDT degradation
R05498	rn00625	Chloroalkane and chloroalkene degradation
R05499	rn00625	Chloroalkane and chloroalkene degradation
R05500	rn00625	Chloroalkane and chloroalkene degradation
R05501	rn00625	Chloroalkane and chloroalkene degradation
R05502	rn00625	Chloroalkane and chloroalkene degradation
R05503	rn00625	Chloroalkane and chloroalkene degradation
R05504	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05505	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05506	rn00642	Ethylbenzene degradation
R05506	rn01220	Degradation of aromatic compounds
R05507	rn00930	Caprolactam degradation
R05508	rn00643	Styrene degradation
R05509	rn00643	Styrene degradation
R05510	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05511	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05512	rn00521	Streptomycin biosynthesis
R05515	rn00521	Streptomycin biosynthesis
R05515	rn01110	Biosynthesis of secondary metabolites
R05516	rn00521	Streptomycin biosynthesis
R05516	rn01110	Biosynthesis of secondary metabolites
R05519	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05519	rn01110	Biosynthesis of secondary metabolites
R05520	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05520	rn01110	Biosynthesis of secondary metabolites
R05521	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05521	rn01110	Biosynthesis of secondary metabolites
R05522	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05522	rn01110	Biosynthesis of secondary metabolites
R05530	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05530	rn01110	Biosynthesis of secondary metabolites
R05531	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05531	rn01110	Biosynthesis of secondary metabolites
R05532	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R05532	rn01110	Biosynthesis of secondary metabolites
R05533	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05534	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05535	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05536	rn00361	Chlorocyclohexane and chlorobenzene degradation
R05537	rn00624	Polycyclic aromatic hydrocarbon degradation
R05538	rn00624	Polycyclic aromatic hydrocarbon degradation
R05540	rn00624	Polycyclic aromatic hydrocarbon degradation
R05541	rn00624	Polycyclic aromatic hydrocarbon degradation
R05542	rn00624	Polycyclic aromatic hydrocarbon degradation
R05543	rn00624	Polycyclic aromatic hydrocarbon degradation
R05544	rn00624	Polycyclic aromatic hydrocarbon degradation
R05545	rn00624	Polycyclic aromatic hydrocarbon degradation
R05546	rn00627	Aminobenzoate degradation
R05547	rn00521	Streptomycin biosynthesis
R05547	rn01110	Biosynthesis of secondary metabolites
R05548	rn00627	Aminobenzoate degradation
R05549	rn00052	Galactose metabolism
R05551	rn00643	Styrene degradation
R05553	rn00790	Folate biosynthesis
R05554	rn00230	Purine metabolism
R05556	rn00900	Terpenoid backbone biosynthesis
R05556	rn01110	Biosynthesis of secondary metabolites
R05558	rn00791	Atrazine degradation
R05559	rn00791	Atrazine degradation
R05560	rn00791	Atrazine degradation
R05561	rn00791	Atrazine degradation
R05563	rn00791	Atrazine degradation
R05564	rn00791	Atrazine degradation
R05565	rn00791	Atrazine degradation
R05567	rn00791	Atrazine degradation
R05568	rn00791	Atrazine degradation
R05569	rn00791	Atrazine degradation
R05570	rn00052	Galactose metabolism
R05571	rn00052	Galactose metabolism
R05572	rn00791	Atrazine degradation
R05573	rn00791	Atrazine degradation
R05574	rn00791	Atrazine degradation
R05575	rn00623	Toluene degradation
R05575	rn01220	Degradation of aromatic compounds
R05577	rn00970	Aminoacyl-tRNA biosynthesis
R05578	rn00860	Porphyrin and chlorophyll metabolism
R05578	rn00970	Aminoacyl-tRNA biosynthesis
R05578	rn01110	Biosynthesis of secondary metabolites
R05579	rn00362	Benzoate degradation
R05581	rn00362	Benzoate degradation
R05581	rn01220	Degradation of aromatic compounds
R05582	rn00362	Benzoate degradation
R05582	rn01220	Degradation of aromatic compounds
R05584	rn00623	Toluene degradation
R05584	rn01220	Degradation of aromatic compounds
R05585	rn00627	Aminobenzoate degradation
R05586	rn00362	Benzoate degradation
R05587	rn00623	Toluene degradation
R05587	rn01220	Degradation of aromatic compounds
R05588	rn00623	Toluene degradation
R05588	rn01220	Degradation of aromatic compounds
R05590	rn00627	Aminobenzoate degradation
R05591	rn00627	Aminobenzoate degradation
R05592	rn00362	Benzoate degradation
R05592	rn01220	Degradation of aromatic compounds
R05594	rn00362	Benzoate degradation
R05594	rn01220	Degradation of aromatic compounds
R05596	rn00627	Aminobenzoate degradation
R05597	rn00362	Benzoate degradation
R05597	rn01220	Degradation of aromatic compounds
R05598	rn00623	Toluene degradation
R05598	rn01220	Degradation of aromatic compounds
R05599	rn00623	Toluene degradation
R05599	rn01220	Degradation of aromatic compounds
R05600	rn00362	Benzoate degradation
R05600	rn01220	Degradation of aromatic compounds
R05601	rn00362	Benzoate degradation
R05603	rn00627	Aminobenzoate degradation
R05604	rn00040	Pentose and glucuronate interconversions
R05605	rn00030	Pentose phosphate pathway
R05605	rn01200	Carbon metabolism
R05606	rn00040	Pentose and glucuronate interconversions
R05607	rn00051	Fructose and mannose metabolism
R05608	rn00053	Ascorbate and aldarate metabolism
R05609	rn00362	Benzoate degradation
R05610	rn00362	Benzoate degradation
R05614	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R05614	rn01110	Biosynthesis of secondary metabolites
R05615	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R05615	rn01110	Biosynthesis of secondary metabolites
R05616	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R05616	rn01110	Biosynthesis of secondary metabolites
R05617	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R05617	rn01110	Biosynthesis of secondary metabolites
R05618	rn00860	Porphyrin and chlorophyll metabolism
R05618	rn01110	Biosynthesis of secondary metabolites
R05619	rn00362	Benzoate degradation
R05620	rn00362	Benzoate degradation
R05621	rn00362	Benzoate degradation
R05621	rn01220	Degradation of aromatic compounds
R05622	rn00362	Benzoate degradation
R05622	rn01220	Degradation of aromatic compounds
R05623	rn00680	Methane metabolism
R05624	rn00500	Starch and sucrose metabolism
R05625	rn00627	Aminobenzoate degradation
R05626	rn00550	Peptidoglycan biosynthesis
R05627	rn00550	Peptidoglycan biosynthesis
R05629	rn00550	Peptidoglycan biosynthesis
R05630	rn00550	Peptidoglycan biosynthesis
R05632	rn00624	Polycyclic aromatic hydrocarbon degradation
R05632	rn01220	Degradation of aromatic compounds
R05633	rn00900	Terpenoid backbone biosynthesis
R05633	rn01110	Biosynthesis of secondary metabolites
R05634	rn00900	Terpenoid backbone biosynthesis
R05634	rn01110	Biosynthesis of secondary metabolites
R05636	rn00730	Thiamine metabolism
R05636	rn00900	Terpenoid backbone biosynthesis
R05636	rn01110	Biosynthesis of secondary metabolites
R05637	rn00900	Terpenoid backbone biosynthesis
R05637	rn01110	Biosynthesis of secondary metabolites
R05639	rn00100	Steroid biosynthesis
R05640	rn00100	Steroid biosynthesis
R05641	rn00100	Steroid biosynthesis
R05642	rn00624	Polycyclic aromatic hydrocarbon degradation
R05642	rn01220	Degradation of aromatic compounds
R05643	rn00624	Polycyclic aromatic hydrocarbon degradation
R05644	rn00540	Lipopolysaccharide biosynthesis
R05645	rn00540	Lipopolysaccharide biosynthesis
R05646	rn00540	Lipopolysaccharide biosynthesis
R05647	rn00540	Lipopolysaccharide biosynthesis
R05648	rn00624	Polycyclic aromatic hydrocarbon degradation
R05648	rn01220	Degradation of aromatic compounds
R05649	rn00624	Polycyclic aromatic hydrocarbon degradation
R05649	rn01220	Degradation of aromatic compounds
R05650	rn00624	Polycyclic aromatic hydrocarbon degradation
R05650	rn01220	Degradation of aromatic compounds
R05651	rn00430	Taurine and hypotaurine metabolism
R05652	rn00430	Taurine and hypotaurine metabolism
R05653	rn00624	Polycyclic aromatic hydrocarbon degradation
R05654	rn00624	Polycyclic aromatic hydrocarbon degradation
R05655	rn00624	Polycyclic aromatic hydrocarbon degradation
R05656	rn00624	Polycyclic aromatic hydrocarbon degradation
R05657	rn00624	Polycyclic aromatic hydrocarbon degradation
R05658	rn00624	Polycyclic aromatic hydrocarbon degradation
R05661	rn00562	Inositol phosphate metabolism
R05662	rn00550	Peptidoglycan biosynthesis
R05663	rn00622	Xylene degradation
R05663	rn01220	Degradation of aromatic compounds
R05664	rn00622	Xylene degradation
R05664	rn01220	Degradation of aromatic compounds
R05665	rn00622	Xylene degradation
R05665	rn01220	Degradation of aromatic compounds
R05666	rn00623	Toluene degradation
R05666	rn01220	Degradation of aromatic compounds
R05668	rn00231	Puromycin biosynthesis
R05668	rn01110	Biosynthesis of secondary metabolites
R05669	rn00231	Puromycin biosynthesis
R05669	rn01110	Biosynthesis of secondary metabolites
R05670	rn00231	Puromycin biosynthesis
R05670	rn01110	Biosynthesis of secondary metabolites
R05671	rn00231	Puromycin biosynthesis
R05671	rn01110	Biosynthesis of secondary metabolites
R05672	rn00231	Puromycin biosynthesis
R05672	rn01110	Biosynthesis of secondary metabolites
R05673	rn00231	Puromycin biosynthesis
R05673	rn01110	Biosynthesis of secondary metabolites
R05674	rn00231	Puromycin biosynthesis
R05674	rn01110	Biosynthesis of secondary metabolites
R05675	rn00231	Puromycin biosynthesis
R05675	rn01110	Biosynthesis of secondary metabolites
R05676	rn00231	Puromycin biosynthesis
R05676	rn01110	Biosynthesis of secondary metabolites
R05677	rn00231	Puromycin biosynthesis
R05677	rn01110	Biosynthesis of secondary metabolites
R05679	rn00564	Glycerophospholipid metabolism
R05680	rn00564	Glycerophospholipid metabolism
R05681	rn00750	Vitamin B6 metabolism
R05687	rn00523	Polyketide sugar unit biosynthesis
R05688	rn00900	Terpenoid backbone biosynthesis
R05688	rn01110	Biosynthesis of secondary metabolites
R05692	rn00051	Fructose and mannose metabolism
R05692	rn00520	Amino sugar and nucleotide sugar metabolism
R05693	rn00270	Cysteine and methionine metabolism
R05699	rn00627	Aminobenzoate degradation
R05700	rn00940	Phenylpropanoid biosynthesis
R05701	rn00940	Phenylpropanoid biosynthesis
R05702	rn00908	Zeatin biosynthesis
R05703	rn00100	Steroid biosynthesis
R05704	rn00460	Cyanoamino acid metabolism
R05705	rn00524	Butirosin and neomycin biosynthesis
R05705	rn00740	Riboflavin metabolism
R05705	rn01057	Biosynthesis of type II polyketide products
R05706	rn00524	Butirosin and neomycin biosynthesis
R05706	rn00740	Riboflavin metabolism
R05708	rn00908	Zeatin biosynthesis
R05712	rn00910	Nitrogen metabolism
R05717	rn00920	Sulfur metabolism
R05718	rn00591	Linoleic acid metabolism
R05723	rn00941	Flavonoid biosynthesis
R05723	rn01110	Biosynthesis of secondary metabolites
R05728	rn00460	Cyanoamino acid metabolism
R05728	rn01110	Biosynthesis of secondary metabolites
R05731	rn00100	Steroid biosynthesis
R05731	rn01110	Biosynthesis of secondary metabolites
R05732	rn00950	Isoquinoline alkaloid biosynthesis
R05732	rn01110	Biosynthesis of secondary metabolites
R05740	rn00591	Linoleic acid metabolism
R05745	rn00642	Ethylbenzene degradation
R05745	rn01220	Degradation of aromatic compounds
R05749	rn00950	Isoquinoline alkaloid biosynthesis
R05750	rn00950	Isoquinoline alkaloid biosynthesis
R05750	rn01110	Biosynthesis of secondary metabolites
R05759	rn00592	alpha-Linolenic acid metabolism
R05765	rn00902	Monoterpenoid biosynthesis
R05765	rn01110	Biosynthesis of secondary metabolites
R05766	rn00902	Monoterpenoid biosynthesis
R05766	rn01110	Biosynthesis of secondary metabolites
R05768	rn00051	Fructose and mannose metabolism
R05771	rn00930	Caprolactam degradation
R05772	rn00360	Phenylalanine metabolism
R05772	rn01110	Biosynthesis of secondary metabolites
R05773	rn00360	Phenylalanine metabolism
R05773	rn01110	Biosynthesis of secondary metabolites
R05774	rn00680	Methane metabolism
R05775	rn00520	Amino sugar and nucleotide sugar metabolism
R05775	rn00561	Glycerolipid metabolism
R05776	rn00100	Steroid biosynthesis
R05776	rn01110	Biosynthesis of secondary metabolites
R05783	rn00627	Aminobenzoate degradation
R05784	rn00903	Limonene and pinene degradation
R05784	rn01110	Biosynthesis of secondary metabolites
R05789	rn00680	Methane metabolism
R05790	rn00051	Fructose and mannose metabolism
R05794	rn00564	Glycerophospholipid metabolism
R05795	rn00562	Inositol phosphate metabolism
R05800	rn00562	Inositol phosphate metabolism
R05801	rn00562	Inositol phosphate metabolism
R05802	rn00562	Inositol phosphate metabolism
R05803	rn00562	Inositol phosphate metabolism
R05807	rn00860	Porphyrin and chlorophyll metabolism
R05808	rn00860	Porphyrin and chlorophyll metabolism
R05809	rn00860	Porphyrin and chlorophyll metabolism
R05810	rn00860	Porphyrin and chlorophyll metabolism
R05812	rn00860	Porphyrin and chlorophyll metabolism
R05814	rn00860	Porphyrin and chlorophyll metabolism
R05815	rn00860	Porphyrin and chlorophyll metabolism
R05816	rn00051	Fructose and mannose metabolism
R05817	rn00860	Porphyrin and chlorophyll metabolism
R05818	rn00860	Porphyrin and chlorophyll metabolism
R05819	rn00860	Porphyrin and chlorophyll metabolism
R05820	rn00051	Fructose and mannose metabolism
R05824	rn00901	Indole alkaloid biosynthesis
R05824	rn01110	Biosynthesis of secondary metabolites
R05825	rn00901	Indole alkaloid biosynthesis
R05825	rn01110	Biosynthesis of secondary metabolites
R05826	rn00901	Indole alkaloid biosynthesis
R05826	rn01110	Biosynthesis of secondary metabolites
R05827	rn00901	Indole alkaloid biosynthesis
R05827	rn01110	Biosynthesis of secondary metabolites
R05828	rn00901	Indole alkaloid biosynthesis
R05828	rn01110	Biosynthesis of secondary metabolites
R05829	rn00901	Indole alkaloid biosynthesis
R05829	rn01110	Biosynthesis of secondary metabolites
R05831	rn00040	Pentose and glucuronate interconversions
R05832	rn00902	Monoterpenoid biosynthesis
R05832	rn01110	Biosynthesis of secondary metabolites
R05833	rn00902	Monoterpenoid biosynthesis
R05833	rn01110	Biosynthesis of secondary metabolites
R05834	rn00902	Monoterpenoid biosynthesis
R05835	rn00120	Primary bile acid biosynthesis
R05838	rn00750	Vitamin B6 metabolism
R05839	rn00750	Vitamin B6 metabolism
R05840	rn00750	Vitamin B6 metabolism
R05841	rn00360	Phenylalanine metabolism
R05842	rn00625	Chloroalkane and chloroalkene degradation
R05843	rn00624	Polycyclic aromatic hydrocarbon degradation
R05843	rn01220	Degradation of aromatic compounds
R05844	rn00901	Indole alkaloid biosynthesis
R05844	rn01110	Biosynthesis of secondary metabolites
R05845	rn00901	Indole alkaloid biosynthesis
R05845	rn01110	Biosynthesis of secondary metabolites
R05846	rn00901	Indole alkaloid biosynthesis
R05846	rn01110	Biosynthesis of secondary metabolites
R05847	rn00901	Indole alkaloid biosynthesis
R05847	rn01110	Biosynthesis of secondary metabolites
R05848	rn00901	Indole alkaloid biosynthesis
R05848	rn01110	Biosynthesis of secondary metabolites
R05849	rn00901	Indole alkaloid biosynthesis
R05849	rn01110	Biosynthesis of secondary metabolites
R05850	rn00040	Pentose and glucuronate interconversions
R05850	rn00053	Ascorbate and aldarate metabolism
R05852	rn00901	Indole alkaloid biosynthesis
R05852	rn01110	Biosynthesis of secondary metabolites
R05853	rn00901	Indole alkaloid biosynthesis
R05853	rn01110	Biosynthesis of secondary metabolites
R05854	rn00901	Indole alkaloid biosynthesis
R05854	rn01110	Biosynthesis of secondary metabolites
R05855	rn00901	Indole alkaloid biosynthesis
R05856	rn00901	Indole alkaloid biosynthesis
R05857	rn00901	Indole alkaloid biosynthesis
R05858	rn00901	Indole alkaloid biosynthesis
R05858	rn01110	Biosynthesis of secondary metabolites
R05859	rn00901	Indole alkaloid biosynthesis
R05859	rn01110	Biosynthesis of secondary metabolites
R05860	rn00901	Indole alkaloid biosynthesis
R05860	rn01110	Biosynthesis of secondary metabolites
R05864	rn00622	Xylene degradation
R05864	rn01220	Degradation of aromatic compounds
R05865	rn00622	Xylene degradation
R05865	rn01220	Degradation of aromatic compounds
R05866	rn00901	Indole alkaloid biosynthesis
R05866	rn01110	Biosynthesis of secondary metabolites
R05867	rn00901	Indole alkaloid biosynthesis
R05868	rn00901	Indole alkaloid biosynthesis
R05868	rn01110	Biosynthesis of secondary metabolites
R05869	rn00901	Indole alkaloid biosynthesis
R05869	rn01110	Biosynthesis of secondary metabolites
R05870	rn00901	Indole alkaloid biosynthesis
R05870	rn01110	Biosynthesis of secondary metabolites
R05871	rn00901	Indole alkaloid biosynthesis
R05872	rn00901	Indole alkaloid biosynthesis
R05872	rn01110	Biosynthesis of secondary metabolites
R05873	rn00901	Indole alkaloid biosynthesis
R05873	rn01110	Biosynthesis of secondary metabolites
R05874	rn00901	Indole alkaloid biosynthesis
R05874	rn01110	Biosynthesis of secondary metabolites
R05876	rn00901	Indole alkaloid biosynthesis
R05876	rn01110	Biosynthesis of secondary metabolites
R05877	rn00901	Indole alkaloid biosynthesis
R05877	rn01110	Biosynthesis of secondary metabolites
R05878	rn00901	Indole alkaloid biosynthesis
R05878	rn01110	Biosynthesis of secondary metabolites
R05879	rn00901	Indole alkaloid biosynthesis
R05879	rn01110	Biosynthesis of secondary metabolites
R05880	rn00901	Indole alkaloid biosynthesis
R05880	rn01110	Biosynthesis of secondary metabolites
R05881	rn00901	Indole alkaloid biosynthesis
R05881	rn01110	Biosynthesis of secondary metabolites
R05882	rn00901	Indole alkaloid biosynthesis
R05882	rn01110	Biosynthesis of secondary metabolites
R05884	rn00900	Terpenoid backbone biosynthesis
R05884	rn01110	Biosynthesis of secondary metabolites
R05885	rn00901	Indole alkaloid biosynthesis
R05886	rn00901	Indole alkaloid biosynthesis
R05886	rn01110	Biosynthesis of secondary metabolites
R05887	rn00950	Isoquinoline alkaloid biosynthesis
R05888	rn00950	Isoquinoline alkaloid biosynthesis
R05889	rn00950	Isoquinoline alkaloid biosynthesis
R05890	rn00950	Isoquinoline alkaloid biosynthesis
R05891	rn00950	Isoquinoline alkaloid biosynthesis
R05891	rn01110	Biosynthesis of secondary metabolites
R05892	rn00950	Isoquinoline alkaloid biosynthesis
R05892	rn01110	Biosynthesis of secondary metabolites
R05893	rn00950	Isoquinoline alkaloid biosynthesis
R05894	rn00950	Isoquinoline alkaloid biosynthesis
R05895	rn00950	Isoquinoline alkaloid biosynthesis
R05896	rn00950	Isoquinoline alkaloid biosynthesis
R05897	rn00950	Isoquinoline alkaloid biosynthesis
R05898	rn00902	Monoterpenoid biosynthesis
R05899	rn00902	Monoterpenoid biosynthesis
R05900	rn00902	Monoterpenoid biosynthesis
R05902	rn00603	Glycosphingolipid biosynthesis - globo series
R05903	rn00603	Glycosphingolipid biosynthesis - globo series
R05904	rn00603	Glycosphingolipid biosynthesis - globo series
R05907	rn00512	Mucin type O-Glycan biosynthesis
R05908	rn00512	Mucin type O-Glycan biosynthesis
R05909	rn00512	Mucin type O-Glycan biosynthesis
R05910	rn00512	Mucin type O-Glycan biosynthesis
R05911	rn00512	Mucin type O-Glycan biosynthesis
R05912	rn00512	Mucin type O-Glycan biosynthesis
R05913	rn00512	Mucin type O-Glycan biosynthesis
R05914	rn00512	Mucin type O-Glycan biosynthesis
R05915	rn00512	Mucin type O-Glycan biosynthesis
R05916	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05917	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05918	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05919	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05920	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05921	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05922	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05924	rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05925	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05925	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05926	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05926	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05927	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05927	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05928	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05928	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05929	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05930	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05931	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05932	rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R05935	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05936	rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
R05937	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05938	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05939	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05940	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05941	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05942	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05943	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05944	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05945	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05946	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05947	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05948	rn00604	Glycosphingolipid biosynthesis - ganglio series
