ModelSEED ID	External ID	External Name
R09225	rn00623	Toluene degradation
R09225	rn01220	Degradation of aromatic compounds
R09226	rn00623	Toluene degradation
R09226	rn01220	Degradation of aromatic compounds
R09227	rn00624	Polycyclic aromatic hydrocarbon degradation
R09227	rn01220	Degradation of aromatic compounds
R09228	rn00624	Polycyclic aromatic hydrocarbon degradation
R09228	rn01220	Degradation of aromatic compounds
R09229	rn00623	Toluene degradation
R09229	rn01220	Degradation of aromatic compounds
R09230	rn00633	Nitrotoluene degradation
R09231	rn00633	Nitrotoluene degradation
R09232	rn00633	Nitrotoluene degradation
R09233	rn00633	Nitrotoluene degradation
R09234	rn00633	Nitrotoluene degradation
R09235	rn00633	Nitrotoluene degradation
R09236	rn00633	Nitrotoluene degradation
R09237	rn00633	Nitrotoluene degradation
R09238	rn00633	Nitrotoluene degradation
R09239	rn00624	Polycyclic aromatic hydrocarbon degradation
R09240	rn00633	Nitrotoluene degradation
R09241	rn00633	Nitrotoluene degradation
R09242	rn00633	Nitrotoluene degradation
R09243	rn00633	Nitrotoluene degradation
R09244	rn00900	Terpenoid backbone biosynthesis
R09245	rn00900	Terpenoid backbone biosynthesis
R09245	rn01110	Biosynthesis of secondary metabolites
R09246	rn00900	Terpenoid backbone biosynthesis
R09246	rn01110	Biosynthesis of secondary metabolites
R09247	rn00900	Terpenoid backbone biosynthesis
R09247	rn01110	Biosynthesis of secondary metabolites
R09248	rn00900	Terpenoid backbone biosynthesis
R09248	rn01110	Biosynthesis of secondary metabolites
R09249	rn00900	Terpenoid backbone biosynthesis
R09249	rn01110	Biosynthesis of secondary metabolites
R09250	rn00900	Terpenoid backbone biosynthesis
R09250	rn01110	Biosynthesis of secondary metabolites
R09251	rn00900	Terpenoid backbone biosynthesis
R09251	rn01110	Biosynthesis of secondary metabolites
R09252	rn00362	Benzoate degradation
R09252	rn01220	Degradation of aromatic compounds
R09254	rn00350	Tyrosine metabolism
R09254	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R09254	rn01110	Biosynthesis of secondary metabolites
R09255	rn00330	Arginine and proline metabolism
R09256	rn00330	Arginine and proline metabolism
R09257	rn00330	Arginine and proline metabolism
R09258	rn01056	Biosynthesis of type II polyketide backbone
R09258	rn01110	Biosynthesis of secondary metabolites
R09259	rn01056	Biosynthesis of type II polyketide backbone
R09259	rn01110	Biosynthesis of secondary metabolites
R09260	rn01056	Biosynthesis of type II polyketide backbone
R09260	rn01110	Biosynthesis of secondary metabolites
R09261	rn01056	Biosynthesis of type II polyketide backbone
R09261	rn01110	Biosynthesis of secondary metabolites
R09262	rn01056	Biosynthesis of type II polyketide backbone
R09262	rn01110	Biosynthesis of secondary metabolites
R09263	rn01056	Biosynthesis of type II polyketide backbone
R09263	rn01110	Biosynthesis of secondary metabolites
R09264	rn01056	Biosynthesis of type II polyketide backbone
R09264	rn01110	Biosynthesis of secondary metabolites
R09265	rn01056	Biosynthesis of type II polyketide backbone
R09265	rn01110	Biosynthesis of secondary metabolites
R09266	rn01056	Biosynthesis of type II polyketide backbone
R09266	rn01110	Biosynthesis of secondary metabolites
R09267	rn01056	Biosynthesis of type II polyketide backbone
R09267	rn01110	Biosynthesis of secondary metabolites
R09268	rn01056	Biosynthesis of type II polyketide backbone
R09268	rn01110	Biosynthesis of secondary metabolites
R09269	rn01056	Biosynthesis of type II polyketide backbone
R09269	rn01110	Biosynthesis of secondary metabolites
R09270	rn00627	Aminobenzoate degradation
R09271	rn00627	Aminobenzoate degradation
R09272	rn00627	Aminobenzoate degradation
R09273	rn00627	Aminobenzoate degradation
R09274	rn00627	Aminobenzoate degradation
R09275	rn00627	Aminobenzoate degradation
R09276	rn00627	Aminobenzoate degradation
R09277	rn00627	Aminobenzoate degradation
R09278	rn00627	Aminobenzoate degradation
R09279	rn00720	Carbon fixation pathways in prokaryotes
R09279	rn01200	Carbon metabolism
R09280	rn00650	Butanoate metabolism
R09280	rn00720	Carbon fixation pathways in prokaryotes
R09280	rn01200	Carbon metabolism
R09281	rn00650	Butanoate metabolism
R09281	rn00720	Carbon fixation pathways in prokaryotes
R09281	rn01200	Carbon metabolism
R09282	rn00720	Carbon fixation pathways in prokaryotes
R09282	rn01200	Carbon metabolism
R09283	rn00720	Carbon fixation pathways in prokaryotes
R09283	rn01200	Carbon metabolism
R09284	rn00627	Aminobenzoate degradation
R09285	rn00627	Aminobenzoate degradation
R09286	rn00720	Carbon fixation pathways in prokaryotes
R09286	rn01200	Carbon metabolism
R09287	rn00627	Aminobenzoate degradation
R09288	rn00627	Aminobenzoate degradation
R09289	rn00240	Pyrimidine metabolism
R09289	rn00720	Carbon fixation pathways in prokaryotes
R09289	rn01200	Carbon metabolism
R09290	rn00514	Other types of O-glycan biosynthesis
R09291	rn00630	Glyoxylate and dicarboxylate metabolism
R09292	rn00630	Glyoxylate and dicarboxylate metabolism
R09293	rn00630	Glyoxylate and dicarboxylate metabolism
R09295	rn00514	Other types of O-glycan biosynthesis
R09296	rn00514	Other types of O-glycan biosynthesis
R09297	rn00514	Other types of O-glycan biosynthesis
R09298	rn00514	Other types of O-glycan biosynthesis
R09299	rn00514	Other types of O-glycan biosynthesis
R09300	rn00514	Other types of O-glycan biosynthesis
R09301	rn00514	Other types of O-glycan biosynthesis
R09302	rn00514	Other types of O-glycan biosynthesis
R09303	rn00514	Other types of O-glycan biosynthesis
R09304	rn00514	Other types of O-glycan biosynthesis
R09305	rn01057	Biosynthesis of type II polyketide products
R09305	rn01110	Biosynthesis of secondary metabolites
R09306	rn01057	Biosynthesis of type II polyketide products
R09306	rn01110	Biosynthesis of secondary metabolites
R09307	rn01057	Biosynthesis of type II polyketide products
R09307	rn01110	Biosynthesis of secondary metabolites
R09308	rn01057	Biosynthesis of type II polyketide products
R09308	rn01110	Biosynthesis of secondary metabolites
R09309	rn01057	Biosynthesis of type II polyketide products
R09309	rn01110	Biosynthesis of secondary metabolites
R09310	rn01057	Biosynthesis of type II polyketide products
R09310	rn01110	Biosynthesis of secondary metabolites
R09311	rn01057	Biosynthesis of type II polyketide products
R09311	rn01110	Biosynthesis of secondary metabolites
R09312	rn01057	Biosynthesis of type II polyketide products
R09312	rn01110	Biosynthesis of secondary metabolites
R09313	rn01057	Biosynthesis of type II polyketide products
R09313	rn01110	Biosynthesis of secondary metabolites
R09314	rn01057	Biosynthesis of type II polyketide products
R09314	rn01110	Biosynthesis of secondary metabolites
R09315	rn00514	Other types of O-glycan biosynthesis
R09316	rn00514	Other types of O-glycan biosynthesis
R09318	rn00513	Various types of N-glycan biosynthesis
R09319	rn00513	Various types of N-glycan biosynthesis
R09320	rn00513	Various types of N-glycan biosynthesis
R09323	rn00513	Various types of N-glycan biosynthesis
R09324	rn00513	Various types of N-glycan biosynthesis
R09325	rn01057	Biosynthesis of type II polyketide products
R09325	rn01110	Biosynthesis of secondary metabolites
R09326	rn01057	Biosynthesis of type II polyketide products
R09326	rn01110	Biosynthesis of secondary metabolites
R09327	rn01057	Biosynthesis of type II polyketide products
R09327	rn01110	Biosynthesis of secondary metabolites
R09328	rn01057	Biosynthesis of type II polyketide products
R09328	rn01110	Biosynthesis of secondary metabolites
R09329	rn01057	Biosynthesis of type II polyketide products
R09329	rn01110	Biosynthesis of secondary metabolites
R09330	rn01057	Biosynthesis of type II polyketide products
R09330	rn01110	Biosynthesis of secondary metabolites
R09331	rn01057	Biosynthesis of type II polyketide products
R09331	rn01110	Biosynthesis of secondary metabolites
R09332	rn01057	Biosynthesis of type II polyketide products
R09332	rn01110	Biosynthesis of secondary metabolites
R09333	rn01057	Biosynthesis of type II polyketide products
R09333	rn01110	Biosynthesis of secondary metabolites
R09334	rn01057	Biosynthesis of type II polyketide products
R09334	rn01110	Biosynthesis of secondary metabolites
R09335	rn01057	Biosynthesis of type II polyketide products
R09335	rn01110	Biosynthesis of secondary metabolites
R09336	rn01057	Biosynthesis of type II polyketide products
R09336	rn01110	Biosynthesis of secondary metabolites
R09337	rn01057	Biosynthesis of type II polyketide products
R09337	rn01110	Biosynthesis of secondary metabolites
R09338	rn01057	Biosynthesis of type II polyketide products
R09338	rn01110	Biosynthesis of secondary metabolites
R09340	rn01057	Biosynthesis of type II polyketide products
R09340	rn01110	Biosynthesis of secondary metabolites
R09341	rn01057	Biosynthesis of type II polyketide products
R09341	rn01110	Biosynthesis of secondary metabolites
R09342	rn01057	Biosynthesis of type II polyketide products
R09342	rn01110	Biosynthesis of secondary metabolites
R09343	rn01057	Biosynthesis of type II polyketide products
R09343	rn01110	Biosynthesis of secondary metabolites
R09344	rn01057	Biosynthesis of type II polyketide products
R09344	rn01110	Biosynthesis of secondary metabolites
R09345	rn01057	Biosynthesis of type II polyketide products
R09345	rn01110	Biosynthesis of secondary metabolites
R09346	rn01057	Biosynthesis of type II polyketide products
R09346	rn01110	Biosynthesis of secondary metabolites
R09347	rn01057	Biosynthesis of type II polyketide products
R09347	rn01110	Biosynthesis of secondary metabolites
R09348	rn01057	Biosynthesis of type II polyketide products
R09348	rn01110	Biosynthesis of secondary metabolites
R09349	rn01057	Biosynthesis of type II polyketide products
R09349	rn01110	Biosynthesis of secondary metabolites
R09350	rn01057	Biosynthesis of type II polyketide products
R09350	rn01110	Biosynthesis of secondary metabolites
R09351	rn01057	Biosynthesis of type II polyketide products
R09351	rn01110	Biosynthesis of secondary metabolites
R09352	rn01057	Biosynthesis of type II polyketide products
R09352	rn01110	Biosynthesis of secondary metabolites
R09353	rn01057	Biosynthesis of type II polyketide products
R09353	rn01110	Biosynthesis of secondary metabolites
R09354	rn01057	Biosynthesis of type II polyketide products
R09354	rn01110	Biosynthesis of secondary metabolites
R09355	rn01057	Biosynthesis of type II polyketide products
R09355	rn01110	Biosynthesis of secondary metabolites
R09356	rn01057	Biosynthesis of type II polyketide products
R09356	rn01110	Biosynthesis of secondary metabolites
R09357	rn01057	Biosynthesis of type II polyketide products
R09357	rn01110	Biosynthesis of secondary metabolites
R09358	rn00460	Cyanoamino acid metabolism
R09358	rn01110	Biosynthesis of secondary metabolites
R09365	rn00450	Selenocompound metabolism
R09366	rn00450	Selenocompound metabolism
R09367	rn00450	Selenocompound metabolism
R09368	rn00450	Selenocompound metabolism
R09369	rn00450	Selenocompound metabolism
R09370	rn00450	Selenocompound metabolism
R09371	rn00450	Selenocompound metabolism
R09372	rn00450	Selenocompound metabolism
R09373	rn00450	Selenocompound metabolism
R09374	rn00740	Riboflavin metabolism
R09375	rn00740	Riboflavin metabolism
R09376	rn00740	Riboflavin metabolism
R09377	rn00740	Riboflavin metabolism
R09378	rn00770	Pantothenate and CoA biosynthesis
R09379	rn00770	Pantothenate and CoA biosynthesis
R09385	rn00903	Limonene and pinene degradation
R09387	rn00903	Limonene and pinene degradation
R09388	rn00903	Limonene and pinene degradation
R09389	rn00903	Limonene and pinene degradation
R09390	rn00903	Limonene and pinene degradation
R09391	rn00903	Limonene and pinene degradation
R09392	rn00903	Limonene and pinene degradation
R09392	rn01110	Biosynthesis of secondary metabolites
R09393	rn00903	Limonene and pinene degradation
R09393	rn01110	Biosynthesis of secondary metabolites
R09394	rn00790	Folate biosynthesis
R09395	rn00790	Folate biosynthesis
R09396	rn00680	Methane metabolism
R09397	rn00680	Methane metabolism
R09398	rn00680	Methane metabolism
R09399	rn00680	Methane metabolism
R09400	rn00680	Methane metabolism
R09401	rn00680	Methane metabolism
R09402	rn00950	Isoquinoline alkaloid biosynthesis
R09402	rn01110	Biosynthesis of secondary metabolites
R09403	rn00966	Glucosinolate biosynthesis
R09403	rn01110	Biosynthesis of secondary metabolites
R09403	rn01210	2-Oxocarboxylic acid metabolism
R09404	rn00980	Metabolism of xenobiotics by cytochrome P450
R09405	rn00980	Metabolism of xenobiotics by cytochrome P450
R09406	rn00980	Metabolism of xenobiotics by cytochrome P450
R09407	rn00980	Metabolism of xenobiotics by cytochrome P450
R09408	rn00980	Metabolism of xenobiotics by cytochrome P450
R09409	rn00980	Metabolism of xenobiotics by cytochrome P450
R09410	rn00980	Metabolism of xenobiotics by cytochrome P450
R09411	rn00980	Metabolism of xenobiotics by cytochrome P450
R09412	rn00980	Metabolism of xenobiotics by cytochrome P450
R09413	rn00980	Metabolism of xenobiotics by cytochrome P450
R09414	rn00980	Metabolism of xenobiotics by cytochrome P450
R09415	rn00980	Metabolism of xenobiotics by cytochrome P450
R09416	rn00980	Metabolism of xenobiotics by cytochrome P450
R09417	rn00980	Metabolism of xenobiotics by cytochrome P450
R09418	rn00980	Metabolism of xenobiotics by cytochrome P450
R09419	rn00062	Fatty acid elongation
R09419	rn01110	Biosynthesis of secondary metabolites
R09420	rn00980	Metabolism of xenobiotics by cytochrome P450
R09421	rn00980	Metabolism of xenobiotics by cytochrome P450
R09423	rn00980	Metabolism of xenobiotics by cytochrome P450
R09424	rn00980	Metabolism of xenobiotics by cytochrome P450
R09425	rn00980	Metabolism of xenobiotics by cytochrome P450
R09426	rn00980	Metabolism of xenobiotics by cytochrome P450
R09427	rn00980	Metabolism of xenobiotics by cytochrome P450
R09429	rn00980	Metabolism of xenobiotics by cytochrome P450
R09430	rn00980	Metabolism of xenobiotics by cytochrome P450
R09431	rn00980	Metabolism of xenobiotics by cytochrome P450
R09432	rn00980	Metabolism of xenobiotics by cytochrome P450
R09433	rn00980	Metabolism of xenobiotics by cytochrome P450
R09434	rn00980	Metabolism of xenobiotics by cytochrome P450
R09435	rn00980	Metabolism of xenobiotics by cytochrome P450
R09436	rn00980	Metabolism of xenobiotics by cytochrome P450
R09437	rn00980	Metabolism of xenobiotics by cytochrome P450
R09438	rn00980	Metabolism of xenobiotics by cytochrome P450
R09439	rn00980	Metabolism of xenobiotics by cytochrome P450
R09440	rn00980	Metabolism of xenobiotics by cytochrome P450
R09441	rn00980	Metabolism of xenobiotics by cytochrome P450
R09442	rn00980	Metabolism of xenobiotics by cytochrome P450
R09443	rn00980	Metabolism of xenobiotics by cytochrome P450
R09444	rn00980	Metabolism of xenobiotics by cytochrome P450
R09446	rn00910	Nitrogen metabolism
R09448	rn00073	Cutin, suberine and wax biosynthesis
R09449	rn00062	Fatty acid elongation
R09449	rn01110	Biosynthesis of secondary metabolites
R09450	rn00062	Fatty acid elongation
R09450	rn01110	Biosynthesis of secondary metabolites
R09451	rn00073	Cutin, suberine and wax biosynthesis
R09452	rn00073	Cutin, suberine and wax biosynthesis
R09453	rn00073	Cutin, suberine and wax biosynthesis
R09454	rn00073	Cutin, suberine and wax biosynthesis
R09455	rn00073	Cutin, suberine and wax biosynthesis
R09456	rn00073	Cutin, suberine and wax biosynthesis
R09457	rn00073	Cutin, suberine and wax biosynthesis
R09458	rn00073	Cutin, suberine and wax biosynthesis
R09459	rn00073	Cutin, suberine and wax biosynthesis
R09460	rn00073	Cutin, suberine and wax biosynthesis
R09461	rn00073	Cutin, suberine and wax biosynthesis
R09462	rn00073	Cutin, suberine and wax biosynthesis
R09463	rn00073	Cutin, suberine and wax biosynthesis
R09464	rn00073	Cutin, suberine and wax biosynthesis
R09465	rn00073	Cutin, suberine and wax biosynthesis
R09466	rn00073	Cutin, suberine and wax biosynthesis
R09466	rn01110	Biosynthesis of secondary metabolites
R09467	rn00073	Cutin, suberine and wax biosynthesis
R09467	rn01110	Biosynthesis of secondary metabolites
R09468	rn00073	Cutin, suberine and wax biosynthesis
R09468	rn01110	Biosynthesis of secondary metabolites
R09469	rn00073	Cutin, suberine and wax biosynthesis
R09469	rn01110	Biosynthesis of secondary metabolites
R09470	rn00073	Cutin, suberine and wax biosynthesis
R09471	rn00760	Nicotinate and nicotinamide metabolism
R09472	rn00760	Nicotinate and nicotinamide metabolism
R09473	rn00760	Nicotinate and nicotinamide metabolism
R09474	rn00073	Cutin, suberine and wax biosynthesis
R09476	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R09476	rn01110	Biosynthesis of secondary metabolites
R09477	rn00040	Pentose and glucuronate interconversions
R09478	rn00440	Phosphonate and phosphinate metabolism
R09487	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R09487	rn01110	Biosynthesis of secondary metabolites
R09489	rn00860	Porphyrin and chlorophyll metabolism
R09496	rn00330	Arginine and proline metabolism
R09498	rn00920	Sulfur metabolism
R09499	rn00920	Sulfur metabolism
R09500	rn00920	Sulfur metabolism
R09501	rn00920	Sulfur metabolism
R09506	rn00590	Arachidonic acid metabolism
R09512	rn00621	Dioxin degradation
R09512	rn01220	Degradation of aromatic compounds
R09513	rn00920	Sulfur metabolism
