# Per-compound protonation provenance for the shipped cache.
# shipped_provenance: chemaxon = the ladder descends from ChemAxon cxcalc,
#   whether via a carried-over row from the pinned release or via the gated
#   cache/marvin tiers. open = MolGpKa, IUPAC or Alberty.
# cache_row=carried_over means the builder reused the pinned release's row
#   wholesale and the pKa cascade never ran for that compound.
# totals: {'chemaxon': 24008, 'unresolved': 4984}
# by effective source: {'carried_over': 4351, 'marvin': 19657, 'none': 1, 'unresolved': 4983}
seed_id	cache_id	cache_row	pka_cascade_source	effective_source	shipped_provenance	n_pkas
cpd04881	32837	carried_over	marvin	carried_over	chemaxon	2
cpd04882	11086	carried_over	marvin	carried_over	chemaxon	5
cpd04883	43745	carried_over	marvin	carried_over	chemaxon	3
cpd04885	48166	carried_over	marvin	carried_over	chemaxon	1
cpd04886	63490	carried_over	marvin	carried_over	chemaxon	2
cpd04887	72867	carried_over	marvin	carried_over	chemaxon	2
cpd04888	31411	carried_over	marvin	carried_over	chemaxon	2
cpd04889	697749	built	marvin	marvin	chemaxon	2
cpd04890	131064	carried_over	marvin	carried_over	chemaxon	3
cpd04891	697750	built	marvin	marvin	chemaxon	4
cpd04892	697751	built	marvin	marvin	chemaxon	2
cpd04893	697752	built	marvin	marvin	chemaxon	2
cpd04894	697753	built	marvin	marvin	chemaxon	3
cpd04895	697754	built	marvin	marvin	chemaxon	2
cpd04896	697755	built	marvin	marvin	chemaxon	2
cpd04897	697756	built	marvin	marvin	chemaxon	1
cpd04898	697757	built	marvin	marvin	chemaxon	2
cpd04899	80694	carried_over	marvin	carried_over	chemaxon	5
cpd04900	697758	built	marvin	marvin	chemaxon	5
cpd04901	697759	built	marvin	marvin	chemaxon	5
cpd04902	697760	built	marvin	marvin	chemaxon	2
cpd04903	43463	carried_over	marvin	carried_over	chemaxon	2
cpd04904	697761	built	marvin	marvin	chemaxon	2
cpd04905	697762	built	marvin	marvin	chemaxon	2
cpd04906	697763	built	marvin	marvin	chemaxon	3
cpd04907	697764	built	marvin	marvin	chemaxon	3
cpd04908	697765	built	marvin	marvin	chemaxon	2
cpd04909	47914	carried_over	marvin	carried_over	chemaxon	1
cpd04910	697766	built	marvin	marvin	chemaxon	4
cpd04911	697767	built	marvin	marvin	chemaxon	1
cpd04912	697768	built	marvin	marvin	chemaxon	2
cpd04913	697769	built	marvin	marvin	chemaxon	2
cpd04914	697770	built	marvin	marvin	chemaxon	2
cpd04915	697771	built	marvin	marvin	chemaxon	2
cpd04916	697772	built	marvin	marvin	chemaxon	1
cpd04917	697773	built	unresolved	unresolved	unresolved	
cpd04918	697774	built	marvin	marvin	chemaxon	7
cpd04919	41002	carried_over	marvin	carried_over	chemaxon	2
cpd04920	697775	built	marvin	marvin	chemaxon	7
cpd04921	697776	built	marvin	marvin	chemaxon	3
cpd04922	697777	built	marvin	marvin	chemaxon	4
cpd04923	697778	built	marvin	marvin	chemaxon	3
cpd04924	697779	built	marvin	marvin	chemaxon	2
cpd04925	72091	carried_over	marvin	carried_over	chemaxon	3
cpd04926	697780	built	unresolved	unresolved	unresolved	
cpd04927	697781	built	marvin	marvin	chemaxon	2
cpd04928	697782	built	marvin	marvin	chemaxon	1
cpd04929	697783	built	marvin	marvin	chemaxon	1
cpd04931	697784	built	marvin	marvin	chemaxon	1
cpd04932	131459	carried_over	marvin	carried_over	chemaxon	1
cpd04933	66079	carried_over	marvin	carried_over	chemaxon	3
cpd04935	38956	carried_over	marvin	carried_over	chemaxon	2
cpd04936	697785	built	marvin	marvin	chemaxon	4
cpd04937	32589	carried_over	marvin	carried_over	chemaxon	2
cpd04938	697786	built	marvin	marvin	chemaxon	2
cpd04939	697787	built	marvin	marvin	chemaxon	1
cpd04940	697788	built	marvin	marvin	chemaxon	1
cpd04941	697789	built	marvin	marvin	chemaxon	1
cpd04942	47504	carried_over	marvin	carried_over	chemaxon	4
cpd04943	697790	built	marvin	marvin	chemaxon	2
cpd04944	697791	built	marvin	marvin	chemaxon	4
cpd04945	697792	built	marvin	marvin	chemaxon	3
cpd04946	697793	built	marvin	marvin	chemaxon	1
cpd04947	697794	built	marvin	marvin	chemaxon	1
cpd04948	697795	built	marvin	marvin	chemaxon	4
cpd04949	697796	built	marvin	marvin	chemaxon	3
cpd04950	117782	carried_over	marvin	carried_over	chemaxon	1
cpd04951	697797	built	marvin	marvin	chemaxon	1
cpd04952	697798	built	marvin	marvin	chemaxon	4
cpd04953	697799	built	marvin	marvin	chemaxon	1
cpd04954	697800	built	marvin	marvin	chemaxon	2
cpd04955	100890	carried_over	marvin	carried_over	chemaxon	1
cpd04956	697801	built	marvin	marvin	chemaxon	2
cpd04957	697802	built	marvin	marvin	chemaxon	1
cpd04958	46552	carried_over	marvin	carried_over	chemaxon	2
cpd04959	697803	built	marvin	marvin	chemaxon	2
cpd04960	697804	built	marvin	marvin	chemaxon	4
cpd04961	697805	built	marvin	marvin	chemaxon	1
cpd04962	697806	built	marvin	marvin	chemaxon	2
cpd04963	697807	built	marvin	marvin	chemaxon	1
cpd04964	697808	built	marvin	marvin	chemaxon	1
cpd04965	697809	built	marvin	marvin	chemaxon	2
cpd04966	697810	built	marvin	marvin	chemaxon	2
cpd04967	48392	carried_over	marvin	carried_over	chemaxon	2
cpd04968	697811	built	marvin	marvin	chemaxon	3
cpd04969	697812	built	marvin	marvin	chemaxon	4
cpd04970	697813	built	marvin	marvin	chemaxon	2
cpd04971	697814	built	marvin	marvin	chemaxon	3
cpd04972	697815	built	marvin	marvin	chemaxon	1
cpd04973	125222	carried_over	marvin	carried_over	chemaxon	3
cpd04974	697816	built	marvin	marvin	chemaxon	2
cpd04975	697817	built	marvin	marvin	chemaxon	1
cpd04976	697818	built	marvin	marvin	chemaxon	1
cpd04977	122451	carried_over	marvin	carried_over	chemaxon	1
cpd04978	697819	built	marvin	marvin	chemaxon	2
cpd04979	39630	carried_over	marvin	carried_over	chemaxon	3
cpd04980	72484	carried_over	marvin	carried_over	chemaxon	2
cpd04981	123609	carried_over	marvin	carried_over	chemaxon	1
cpd04982	697820	built	marvin	marvin	chemaxon	1
cpd04983	697821	built	marvin	marvin	chemaxon	2
cpd04984	697822	built	marvin	marvin	chemaxon	2
cpd04985	127396	carried_over	marvin	carried_over	chemaxon	2
cpd04986	697823	built	marvin	marvin	chemaxon	3
cpd04987	697824	built	marvin	marvin	chemaxon	4
cpd04988	697825	built	marvin	marvin	chemaxon	2
cpd04989	697826	built	marvin	marvin	chemaxon	1
cpd04990	697827	built	marvin	marvin	chemaxon	3
cpd04991	697828	built	marvin	marvin	chemaxon	1
cpd04992	697829	built	marvin	marvin	chemaxon	2
cpd04993	697830	built	marvin	marvin	chemaxon	3
cpd04994	126758	carried_over	marvin	carried_over	chemaxon	2
cpd04995	47513	carried_over	marvin	carried_over	chemaxon	2
cpd04996	36562	carried_over	marvin	carried_over	chemaxon	2
cpd04997	697831	built	marvin	marvin	chemaxon	3
cpd04998	41264	carried_over	unresolved	carried_over	chemaxon	
cpd04999	47850	carried_over	marvin	carried_over	chemaxon	6
cpd05000	50777	carried_over	marvin	carried_over	chemaxon	1
cpd05001	29133	carried_over	marvin	carried_over	chemaxon	1
cpd05003	33050	carried_over	marvin	carried_over	chemaxon	3
cpd05004	36888	carried_over	marvin	carried_over	chemaxon	2
cpd05005	697832	built	marvin	marvin	chemaxon	1
cpd05006	46699	carried_over	marvin	carried_over	chemaxon	2
cpd05008	52172	carried_over	marvin	carried_over	chemaxon	2
cpd05009	52192	carried_over	marvin	carried_over	chemaxon	3
cpd05010	697833	built	marvin	marvin	chemaxon	1
cpd05011	697834	built	marvin	marvin	chemaxon	1
cpd05012	43731	carried_over	marvin	carried_over	chemaxon	1
cpd05013	128937	carried_over	marvin	carried_over	chemaxon	2
cpd05014	50346	carried_over	marvin	carried_over	chemaxon	3
cpd05017	697835	built	marvin	marvin	chemaxon	5
cpd05018	697836	built	marvin	marvin	chemaxon	8
cpd05019	697837	built	marvin	marvin	chemaxon	5
cpd05020	697838	built	marvin	marvin	chemaxon	8
cpd05022	697839	built	marvin	marvin	chemaxon	2
cpd05023	44448	carried_over	marvin	carried_over	chemaxon	1
cpd05024	50893	carried_over	marvin	carried_over	chemaxon	1
cpd05026	81614	carried_over	marvin	carried_over	chemaxon	8
cpd05029	68231	carried_over	marvin	carried_over	chemaxon	3
cpd05030	130988	carried_over	marvin	carried_over	chemaxon	2
cpd05031	34749	carried_over	marvin	carried_over	chemaxon	1
cpd05032	127420	carried_over	marvin	carried_over	chemaxon	2
cpd05034	122493	carried_over	marvin	carried_over	chemaxon	3
cpd05036	697840	built	marvin	marvin	chemaxon	2
cpd05039	697841	built	marvin	marvin	chemaxon	1
cpd05040	697842	built	marvin	marvin	chemaxon	3
cpd05041	697843	built	marvin	marvin	chemaxon	3
cpd05042	697844	built	unresolved	unresolved	unresolved	
cpd05043	697845	built	marvin	marvin	chemaxon	8
cpd05044	697846	built	marvin	marvin	chemaxon	1
cpd05046	697847	built	marvin	marvin	chemaxon	1
cpd05047	697848	built	marvin	marvin	chemaxon	1
cpd05050	697849	built	marvin	marvin	chemaxon	1
cpd05051	128497	carried_over	marvin	carried_over	chemaxon	1
cpd05052	697850	built	marvin	marvin	chemaxon	7
cpd05053	697851	built	marvin	marvin	chemaxon	2
cpd05055	697852	built	marvin	marvin	chemaxon	1
cpd05056	697853	built	marvin	marvin	chemaxon	1
cpd05057	68842	carried_over	marvin	carried_over	chemaxon	3
cpd05058	697854	built	marvin	marvin	chemaxon	1
cpd05060	697855	built	marvin	marvin	chemaxon	4
cpd05061	697856	built	marvin	marvin	chemaxon	4
cpd05062	697857	built	marvin	marvin	chemaxon	1
cpd05063	126775	carried_over	marvin	carried_over	chemaxon	8
cpd05064	697858	built	marvin	marvin	chemaxon	2
cpd05065	697859	built	marvin	marvin	chemaxon	7
cpd05066	697860	built	marvin	marvin	chemaxon	3
cpd05067	128902	carried_over	marvin	carried_over	chemaxon	3
cpd05068	130555	carried_over	marvin	carried_over	chemaxon	1
cpd05069	697861	built	marvin	marvin	chemaxon	6
cpd05071	123462	carried_over	marvin	carried_over	chemaxon	5
cpd05072	123463	carried_over	marvin	carried_over	chemaxon	6
cpd05073	101057	carried_over	marvin	carried_over	chemaxon	6
cpd05074	123420	carried_over	marvin	carried_over	chemaxon	4
cpd05075	93740	carried_over	marvin	carried_over	chemaxon	4
cpd05076	123422	carried_over	marvin	carried_over	chemaxon	7
cpd05077	93744	carried_over	marvin	carried_over	chemaxon	5
cpd05078	697862	built	marvin	marvin	chemaxon	6
cpd05079	123449	carried_over	marvin	carried_over	chemaxon	7
cpd05081	697863	built	marvin	marvin	chemaxon	8
cpd05082	33964	carried_over	marvin	carried_over	chemaxon	7
cpd05083	123424	carried_over	marvin	carried_over	chemaxon	8
cpd05084	33977	carried_over	marvin	carried_over	chemaxon	7
cpd05085	697864	built	marvin	marvin	chemaxon	7
cpd05086	697865	built	marvin	marvin	chemaxon	6
cpd05088	697866	built	marvin	marvin	chemaxon	8
cpd05089	93749	carried_over	marvin	carried_over	chemaxon	7
cpd05092	697867	built	marvin	marvin	chemaxon	5
cpd05093	122784	carried_over	marvin	carried_over	chemaxon	5
cpd05094	100886	carried_over	marvin	carried_over	chemaxon	4
cpd05095	129405	carried_over	marvin	carried_over	chemaxon	5
cpd05096	697868	built	marvin	marvin	chemaxon	3
cpd05097	123275	carried_over	marvin	carried_over	chemaxon	2
cpd05098	692107	carried_over	marvin	carried_over	chemaxon	4
cpd05102	131445	carried_over	marvin	carried_over	chemaxon	3
cpd05104	697869	built	marvin	marvin	chemaxon	5
cpd05105	130814	carried_over	marvin	carried_over	chemaxon	1
cpd05106	38192	carried_over	marvin	carried_over	chemaxon	4
cpd05107	697870	built	marvin	marvin	chemaxon	3
cpd05108	697871	built	unresolved	unresolved	unresolved	
cpd05109	697872	built	marvin	marvin	chemaxon	1
cpd05110	697873	built	unresolved	unresolved	unresolved	
cpd05111	697874	built	unresolved	unresolved	unresolved	
cpd05112	697875	built	unresolved	unresolved	unresolved	
cpd05114	697876	built	unresolved	unresolved	unresolved	
cpd05115	697877	built	unresolved	unresolved	unresolved	
cpd05116	697878	built	unresolved	unresolved	unresolved	
cpd05117	697879	built	unresolved	unresolved	unresolved	
cpd05118	697880	built	unresolved	unresolved	unresolved	
cpd05119	30400	carried_over	marvin	carried_over	chemaxon	1
cpd05120	697881	built	marvin	marvin	chemaxon	3
cpd05121	697882	built	unresolved	unresolved	unresolved	
cpd05122	46627	carried_over	marvin	carried_over	chemaxon	1
cpd05123	50805	carried_over	marvin	carried_over	chemaxon	2
cpd05124	697883	built	marvin	marvin	chemaxon	1
cpd05125	697884	built	marvin	marvin	chemaxon	3
cpd05126	115935	carried_over	marvin	carried_over	chemaxon	2
cpd05127	697885	built	marvin	marvin	chemaxon	1
cpd05128	697886	built	marvin	marvin	chemaxon	2
cpd05129	697887	built	marvin	marvin	chemaxon	2
cpd05130	126612	carried_over	marvin	carried_over	chemaxon	3
cpd05131	697888	built	marvin	marvin	chemaxon	2
cpd05132	697889	built	marvin	marvin	chemaxon	2
cpd05133	697890	built	marvin	marvin	chemaxon	2
cpd05134	697891	built	marvin	marvin	chemaxon	2
cpd05135	697892	built	marvin	marvin	chemaxon	3
cpd05136	697893	built	marvin	marvin	chemaxon	2
cpd05137	697894	built	marvin	marvin	chemaxon	2
cpd05138	33241	carried_over	marvin	carried_over	chemaxon	4
cpd05139	697895	built	marvin	marvin	chemaxon	8
cpd05140	31304	carried_over	marvin	carried_over	chemaxon	5
cpd05141	697896	built	marvin	marvin	chemaxon	1
cpd05142	128542	carried_over	unresolved	carried_over	chemaxon	
cpd05143	122070	carried_over	unresolved	carried_over	chemaxon	
cpd05144	697897	built	marvin	marvin	chemaxon	2
cpd05145	127138	carried_over	marvin	carried_over	chemaxon	3
cpd05146	697898	built	marvin	marvin	chemaxon	2
cpd05147	130143	carried_over	unresolved	carried_over	chemaxon	
cpd05148	127122	carried_over	marvin	carried_over	chemaxon	2
cpd05151	697899	built	marvin	marvin	chemaxon	6
cpd05152	697900	built	marvin	marvin	chemaxon	2
cpd05153	697901	built	marvin	marvin	chemaxon	3
cpd05154	697902	built	marvin	marvin	chemaxon	6
cpd05155	697903	built	marvin	marvin	chemaxon	2
cpd05156	697904	built	marvin	marvin	chemaxon	8
cpd05157	697905	built	marvin	marvin	chemaxon	8
cpd05158	5465	carried_over	marvin	carried_over	chemaxon	8
cpd05159	67681	carried_over	marvin	carried_over	chemaxon	6
cpd05161	697906	built	marvin	marvin	chemaxon	8
cpd05162	697907	built	marvin	marvin	chemaxon	7
cpd05163	697908	built	marvin	marvin	chemaxon	7
cpd05164	697909	built	marvin	marvin	chemaxon	7
cpd05165	697910	built	marvin	marvin	chemaxon	7
cpd05166	697911	built	marvin	marvin	chemaxon	8
cpd05167	697912	built	marvin	marvin	chemaxon	3
cpd05168	697913	built	marvin	marvin	chemaxon	8
cpd05169	697914	built	marvin	marvin	chemaxon	8
cpd05170	697915	built	marvin	marvin	chemaxon	8
cpd05171	697916	built	marvin	marvin	chemaxon	8
cpd05172	697917	built	marvin	marvin	chemaxon	6
cpd05173	697918	built	marvin	marvin	chemaxon	5
cpd05174	697919	built	marvin	marvin	chemaxon	5
cpd05175	697920	built	marvin	marvin	chemaxon	5
cpd05176	697921	built	marvin	marvin	chemaxon	6
cpd05177	697922	built	marvin	marvin	chemaxon	2
cpd05178	697923	built	marvin	marvin	chemaxon	1
cpd05179	697924	built	marvin	marvin	chemaxon	1
cpd05180	697925	built	marvin	marvin	chemaxon	4
cpd05182	697926	built	marvin	marvin	chemaxon	4
cpd05183	697927	built	marvin	marvin	chemaxon	2
cpd05184	697928	built	marvin	marvin	chemaxon	2
cpd05185	19705	carried_over	marvin	carried_over	chemaxon	2
cpd05186	5327	carried_over	marvin	carried_over	chemaxon	3
cpd05187	697929	built	marvin	marvin	chemaxon	5
cpd05188	697930	built	marvin	marvin	chemaxon	2
cpd05189	697931	built	marvin	marvin	chemaxon	2
cpd05190	697932	built	marvin	marvin	chemaxon	4
cpd05191	697933	built	marvin	marvin	chemaxon	1
cpd05192	697934	built	marvin	marvin	chemaxon	2
cpd05193	697935	built	marvin	marvin	chemaxon	2
cpd05194	697936	built	marvin	marvin	chemaxon	1
cpd05195	697937	built	marvin	marvin	chemaxon	5
cpd05196	697938	built	marvin	marvin	chemaxon	1
cpd05197	697939	built	marvin	marvin	chemaxon	1
cpd05198	43619	carried_over	marvin	carried_over	chemaxon	1
cpd05199	697940	built	marvin	marvin	chemaxon	5
cpd05200	697941	built	marvin	marvin	chemaxon	2
cpd05201	697942	built	marvin	marvin	chemaxon	5
cpd05202	697943	built	marvin	marvin	chemaxon	2
cpd05203	697944	built	marvin	marvin	chemaxon	3
cpd05204	697945	built	marvin	marvin	chemaxon	5
cpd05205	697946	built	marvin	marvin	chemaxon	4
cpd05206	697947	built	marvin	marvin	chemaxon	3
cpd05207	697948	built	marvin	marvin	chemaxon	2
cpd05209	697949	built	marvin	marvin	chemaxon	3
cpd05210	9272	carried_over	marvin	carried_over	chemaxon	2
cpd05211	66057	carried_over	marvin	carried_over	chemaxon	3
cpd05213	697950	built	marvin	marvin	chemaxon	3
cpd05214	697951	built	marvin	marvin	chemaxon	2
cpd05215	697952	built	marvin	marvin	chemaxon	2
cpd05216	697953	built	marvin	marvin	chemaxon	1
cpd05217	697954	built	marvin	marvin	chemaxon	1
cpd05218	697955	built	marvin	marvin	chemaxon	2
cpd05219	697956	built	marvin	marvin	chemaxon	2
cpd05220	697957	built	marvin	marvin	chemaxon	1
cpd05221	697958	built	marvin	marvin	chemaxon	1
cpd05222	697959	built	marvin	marvin	chemaxon	8
cpd05223	697960	built	marvin	marvin	chemaxon	8
cpd05224	697961	built	marvin	marvin	chemaxon	1
cpd05225	697962	built	marvin	marvin	chemaxon	1
cpd05226	49026	carried_over	marvin	carried_over	chemaxon	2
cpd05227	697963	built	marvin	marvin	chemaxon	2
cpd05228	697964	built	unresolved	unresolved	unresolved	
cpd05229	697965	built	marvin	marvin	chemaxon	3
cpd05230	697966	built	marvin	marvin	chemaxon	1
cpd05231	697967	built	marvin	marvin	chemaxon	1
cpd05232	697968	built	marvin	marvin	chemaxon	2
cpd05233	697969	built	marvin	marvin	chemaxon	2
cpd05234	697970	built	marvin	marvin	chemaxon	1
cpd05235	697971	built	marvin	marvin	chemaxon	1
cpd05236	697972	built	marvin	marvin	chemaxon	1
cpd05237	697973	built	marvin	marvin	chemaxon	1
cpd05238	697974	built	marvin	marvin	chemaxon	1
cpd05239	697975	built	marvin	marvin	chemaxon	6
cpd05241	697976	built	marvin	marvin	chemaxon	8
cpd05242	697977	built	marvin	marvin	chemaxon	8
cpd05243	697978	built	marvin	marvin	chemaxon	5
cpd05244	697979	built	marvin	marvin	chemaxon	4
cpd05245	697980	built	marvin	marvin	chemaxon	5
cpd05246	697981	built	marvin	marvin	chemaxon	6
cpd05247	697982	built	marvin	marvin	chemaxon	4
cpd05248	697983	built	marvin	marvin	chemaxon	7
cpd05249	697984	built	marvin	marvin	chemaxon	4
cpd05250	697985	built	marvin	marvin	chemaxon	7
cpd05251	697986	built	marvin	marvin	chemaxon	7
cpd05252	697987	built	marvin	marvin	chemaxon	6
cpd05253	697988	built	marvin	marvin	chemaxon	4
cpd05254	697989	built	marvin	marvin	chemaxon	8
cpd05255	697990	built	marvin	marvin	chemaxon	5
cpd05256	697991	built	marvin	marvin	chemaxon	5
cpd05257	697992	built	marvin	marvin	chemaxon	6
cpd05258	697993	built	marvin	marvin	chemaxon	5
cpd05259	697994	built	marvin	marvin	chemaxon	6
cpd05260	697995	built	marvin	marvin	chemaxon	4
cpd05261	697996	built	marvin	marvin	chemaxon	3
cpd05262	697997	built	marvin	marvin	chemaxon	5
cpd05263	697998	built	marvin	marvin	chemaxon	5
cpd05264	697999	built	marvin	marvin	chemaxon	5
cpd05265	698000	built	marvin	marvin	chemaxon	5
cpd05266	698001	built	marvin	marvin	chemaxon	4
cpd05267	698002	built	marvin	marvin	chemaxon	4
cpd05268	698003	built	marvin	marvin	chemaxon	4
cpd05269	698004	built	marvin	marvin	chemaxon	6
cpd05270	698005	built	marvin	marvin	chemaxon	5
cpd05271	2741	carried_over	marvin	carried_over	chemaxon	2
cpd05272	24244	carried_over	marvin	carried_over	chemaxon	1
cpd05273	7872	carried_over	marvin	carried_over	chemaxon	2
cpd05274	698006	built	marvin	marvin	chemaxon	1
cpd05275	698007	built	marvin	marvin	chemaxon	1
cpd05276	698008	built	marvin	marvin	chemaxon	1
cpd05277	698009	built	marvin	marvin	chemaxon	2
cpd05278	698010	built	marvin	marvin	chemaxon	1
cpd05279	698011	built	marvin	marvin	chemaxon	1
cpd05280	698012	built	marvin	marvin	chemaxon	1
cpd05281	698013	built	unresolved	unresolved	unresolved	
cpd05282	698014	built	unresolved	unresolved	unresolved	
cpd05283	698015	built	unresolved	unresolved	unresolved	
cpd05284	698016	built	unresolved	unresolved	unresolved	
cpd05285	698017	built	unresolved	unresolved	unresolved	
cpd05286	698018	built	unresolved	unresolved	unresolved	
cpd05287	698019	built	unresolved	unresolved	unresolved	
cpd05288	698020	built	unresolved	unresolved	unresolved	
cpd05289	698021	built	marvin	marvin	chemaxon	1
cpd05290	698022	built	marvin	marvin	chemaxon	1
cpd05291	698023	built	unresolved	unresolved	unresolved	
cpd05292	698024	built	unresolved	unresolved	unresolved	
cpd05293	698025	built	marvin	marvin	chemaxon	1
cpd05294	698026	built	unresolved	unresolved	unresolved	
cpd05295	698027	built	unresolved	unresolved	unresolved	
cpd05296	698028	built	unresolved	unresolved	unresolved	
cpd05297	698029	built	marvin	marvin	chemaxon	1
cpd05298	698030	built	unresolved	unresolved	unresolved	
cpd05299	698031	built	marvin	marvin	chemaxon	1
cpd05300	698032	built	unresolved	unresolved	unresolved	
cpd05301	12040	carried_over	marvin	carried_over	chemaxon	1
cpd05302	698033	built	marvin	marvin	chemaxon	1
cpd05303	698034	built	marvin	marvin	chemaxon	1
cpd05304	698035	built	marvin	marvin	chemaxon	1
cpd05305	698036	built	unresolved	unresolved	unresolved	
cpd05306	698037	built	marvin	marvin	chemaxon	1
cpd05307	698038	built	unresolved	unresolved	unresolved	
cpd05308	698039	built	marvin	marvin	chemaxon	2
cpd05309	698040	built	unresolved	unresolved	unresolved	
cpd05310	698041	built	unresolved	unresolved	unresolved	
cpd05311	698042	built	unresolved	unresolved	unresolved	
cpd05312	494824	carried_over	marvin	carried_over	chemaxon	5
cpd05313	698043	built	marvin	marvin	chemaxon	5
cpd05314	698044	built	marvin	marvin	chemaxon	1
cpd05315	698045	built	marvin	marvin	chemaxon	5
cpd05316	698046	built	marvin	marvin	chemaxon	4
cpd05317	698047	built	marvin	marvin	chemaxon	4
cpd05318	698048	built	marvin	marvin	chemaxon	6
cpd05319	698049	built	marvin	marvin	chemaxon	5
cpd05320	698050	built	marvin	marvin	chemaxon	6
cpd05321	698051	built	marvin	marvin	chemaxon	5
cpd05322	698052	built	marvin	marvin	chemaxon	4
cpd05323	7024	carried_over	marvin	carried_over	chemaxon	4
cpd05324	698053	built	marvin	marvin	chemaxon	5
cpd05325	698054	built	marvin	marvin	chemaxon	4
cpd05326	698055	built	marvin	marvin	chemaxon	4
cpd05327	698056	built	marvin	marvin	chemaxon	5
cpd05328	698057	built	marvin	marvin	chemaxon	6
cpd05329	698058	built	marvin	marvin	chemaxon	5
cpd05330	698059	built	marvin	marvin	chemaxon	5
cpd05331	7026	carried_over	marvin	carried_over	chemaxon	4
cpd05333	698060	built	marvin	marvin	chemaxon	6
cpd05334	698061	built	marvin	marvin	chemaxon	6
cpd05335	698062	built	marvin	marvin	chemaxon	5
cpd05336	698063	built	marvin	marvin	chemaxon	6
cpd05337	698064	built	marvin	marvin	chemaxon	5
cpd05338	698065	built	marvin	marvin	chemaxon	4
cpd05339	698066	built	marvin	marvin	chemaxon	5
cpd05340	35084	carried_over	marvin	carried_over	chemaxon	6
cpd05341	698067	built	marvin	marvin	chemaxon	7
cpd05342	698068	built	marvin	marvin	chemaxon	4
cpd05343	698069	built	marvin	marvin	chemaxon	5
cpd05345	698070	built	marvin	marvin	chemaxon	2
cpd05346	698071	built	marvin	marvin	chemaxon	1
cpd05347	698072	built	marvin	marvin	chemaxon	5
cpd05349	60695	carried_over	marvin	carried_over	chemaxon	8
cpd05351	698073	built	marvin	marvin	chemaxon	5
cpd05352	73569	carried_over	marvin	carried_over	chemaxon	8
cpd05354	698074	built	unresolved	unresolved	unresolved	
cpd05355	698075	built	unresolved	unresolved	unresolved	
cpd05356	698076	built	marvin	marvin	chemaxon	2
cpd05357	698077	built	marvin	marvin	chemaxon	1
cpd05358	698078	built	marvin	marvin	chemaxon	2
cpd05359	698079	built	marvin	marvin	chemaxon	1
cpd05360	698080	built	unresolved	unresolved	unresolved	
cpd05361	698081	built	marvin	marvin	chemaxon	1
cpd05362	698082	built	unresolved	unresolved	unresolved	
cpd05363	698083	built	marvin	marvin	chemaxon	2
cpd05364	698084	built	marvin	marvin	chemaxon	1
cpd05365	698085	built	unresolved	unresolved	unresolved	
cpd05366	698086	built	unresolved	unresolved	unresolved	
cpd05367	698087	built	marvin	marvin	chemaxon	2
cpd05368	698088	built	marvin	marvin	chemaxon	1
cpd05369	698089	built	unresolved	unresolved	unresolved	
cpd05370	698090	built	unresolved	unresolved	unresolved	
cpd05371	698091	built	unresolved	unresolved	unresolved	
cpd05372	698092	built	unresolved	unresolved	unresolved	
cpd05373	698093	built	unresolved	unresolved	unresolved	
cpd05374	698094	built	unresolved	unresolved	unresolved	
cpd05375	698095	built	marvin	marvin	chemaxon	1
cpd05376	698096	built	marvin	marvin	chemaxon	3
cpd05377	698097	built	marvin	marvin	chemaxon	5
cpd05378	10991	carried_over	marvin	carried_over	chemaxon	1
cpd05379	698098	built	marvin	marvin	chemaxon	2
cpd05380	698099	built	unresolved	unresolved	unresolved	
cpd05381	698100	built	marvin	marvin	chemaxon	5
cpd05384	698101	built	marvin	marvin	chemaxon	6
cpd05385	698102	built	marvin	marvin	chemaxon	3
cpd05386	698103	built	marvin	marvin	chemaxon	1
cpd05387	698104	built	marvin	marvin	chemaxon	4
cpd05389	698105	built	marvin	marvin	chemaxon	5
cpd05390	698106	built	marvin	marvin	chemaxon	2
cpd05391	698107	built	marvin	marvin	chemaxon	2
cpd05392	698108	built	unresolved	unresolved	unresolved	
cpd05393	698109	built	marvin	marvin	chemaxon	1
cpd05394	698110	built	unresolved	unresolved	unresolved	
cpd05395	698111	built	unresolved	unresolved	unresolved	
cpd05396	698112	built	marvin	marvin	chemaxon	4
cpd05397	698113	built	unresolved	unresolved	unresolved	
cpd05398	698114	built	unresolved	unresolved	unresolved	
cpd05399	698115	built	marvin	marvin	chemaxon	1
cpd05400	2959	carried_over	unresolved	carried_over	chemaxon	
cpd05401	698116	built	marvin	marvin	chemaxon	1
cpd05402	698117	built	marvin	marvin	chemaxon	5
cpd05404	698118	built	marvin	marvin	chemaxon	7
cpd05405	698119	built	unresolved	unresolved	unresolved	
cpd05406	698120	built	marvin	marvin	chemaxon	1
cpd05407	698121	built	unresolved	unresolved	unresolved	
cpd05408	698122	built	unresolved	unresolved	unresolved	
cpd05409	698123	built	unresolved	unresolved	unresolved	
cpd05410	698124	built	marvin	marvin	chemaxon	2
cpd05411	698125	built	marvin	marvin	chemaxon	7
cpd05412	698126	built	marvin	marvin	chemaxon	4
cpd05413	48147	carried_over	marvin	carried_over	chemaxon	2
cpd05414	48628	carried_over	marvin	carried_over	chemaxon	5
cpd05416	698127	built	marvin	marvin	chemaxon	1
cpd05417	698128	built	marvin	marvin	chemaxon	2
cpd05418	698129	built	marvin	marvin	chemaxon	3
cpd05419	698130	built	marvin	marvin	chemaxon	5
