reaction_id	name	grade	projected_grade	mechanism_grade	limiting_compound	reason	n_compounds	n_graded	distinct_grades	in_priority_scope	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol
rxn42091		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd23235	MolGpKa with symmetry collapse	14	14	4	0	-100.469	5.174
rxn42093		BRONZE	BRONZE	BRONZE	cpd19886	MolGpKa, sites chemically distinct	6	6	3	0	-107.907	1.185
rxn42095		SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	0	-6.091	0.079
rxn42096		BRONZE	BRONZE	SILVER	cpd35369	MolGpKa, sites chemically distinct	3	3	2	0	-27.168	1.439
rxn42098		BRONZE	BRONZE	BRONZE	cpd33368	MolGpKa, sites chemically distinct	4	4	2	0	-4.784	0.809
rxn42102		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33026	MolGpKa with symmetry collapse	4	4	2	0	-0.173	23902.307
rxn42109		SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	0	-6.091	0.079
rxn42114	enoyl-CoA hydratase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31900	MolGpKa with symmetry collapse	3	3	2	0	0.150	0.376
rxn42115		BRONZE	BRONZE	SILVER	cpd32156	MolGpKa, sites chemically distinct	4	4	2	0	2.181	0.707
rxn42116		BRONZE	BRONZE	SILVER	cpd32618	MolGpKa, sites chemically distinct	5	5	3	0	-10.338	0.981
rxn42119		BRONZE	BRONZE	SILVER	cpd32161	MolGpKa, sites chemically distinct	5	5	3	0	0.312	0.402
rxn42120		BRONZE	BRONZE	BRONZE	cpd11324	MolGpKa, sites chemically distinct	7	7	3	0	-93.178	0.796
rxn42123		SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	8	8	2	0	-99.132	0.999
rxn42127		BRONZE	BRONZE	SILVER	cpd31666	MolGpKa, sites chemically distinct	2	2	1	0	0.000	0.000
rxn42130		SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	0	-6.091	0.079
rxn42133		BRONZE	BRONZE	BRONZE	cpd01038	MolGpKa, sites chemically distinct	4	4	2	0	-37.978	33805.136
rxn42134		BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	4	4	2	0	-29.478	1.175
rxn42137	beta-ribofuranosylaminobenzene-5'-phosphate synthase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31424	MolGpKa with symmetry collapse	5	5	3	0	-21.429	0.940
rxn42145		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34290	MolGpKa with symmetry collapse	4	4	3	0	-30.430	2.772
rxn42147		BRONZE	BRONZE	SILVER	cpd07892	MolGpKa, sites chemically distinct	5	5	2	0	-12.362	1.981
rxn42150		BRONZE	BRONZE	BRONZE	cpd32938	MolGpKa, sites chemically distinct	4	4	3	0	-1.563	0.560
rxn42151		BRONZE	BRONZE	BRONZE	cpd32948	MolGpKa, sites chemically distinct	4	4	3	0	23.189	2.564
rxn42153		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00050	MolGpKa with symmetry collapse	7	7	3	0	-108.591	33805.706
rxn42157		BRONZE	BRONZE	BRONZE	cpd15123	MolGpKa, sites chemically distinct	5	5	3	0	-0.315	23901.620
rxn42158		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00015	MolGpKa with symmetry collapse	6	6	2	0	-106.434	2.146
rxn42159		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35940	tautomer match refused; MolGpKa fallback	4	4	3	0	-19.481	0.490
rxn42162		BRONZE	BRONZE	SILVER	cpd32816	MolGpKa, sites chemically distinct	8	8	3	0	-53.980	23904.623
rxn42166		BRONZE	BRONZE	BRONZE	cpd09131	MolGpKa, sites chemically distinct	7	7	3	0	-152.154	2.824
rxn42168	2-amino-4-hydroxy-5-phosphonopentanoate-arginine ligase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31391	MolGpKa with symmetry collapse	7	7	3	0	-7.379	1.342
rxn42171		BRONZE	BRONZE	SILVER	cpd16337	MolGpKa, sites chemically distinct	5	5	3	0	-6.730	0.379
rxn42172	genistin 1,6-glucosyltransferase	BRONZE	BRONZE	BRONZE	cpd24409	MolGpKa, sites chemically distinct	4	4	2	0	-18.047	2.169
rxn42181		BRONZE	BRONZE	BRONZE	cpd31466	MolGpKa, sites chemically distinct	7	7	3	0	-25.120	1.503
rxn42182		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32225	MolGpKa with symmetry collapse	5	5	3	0	5.037	0.276
rxn42183		BRONZE	BRONZE	BRONZE	cpd00773	MolGpKa, sites chemically distinct	7	7	3	0	-7.134	0.435
rxn42184		SILVER	SILVER	GOLD	cpd00095	ChemAxon ladder from pinned cache	3	3	1	0	1.847	0.398
rxn42185	grixazone B synthase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31358	MolGpKa with symmetry collapse	6	6	3	0	-9.786	0.314
rxn42187		BRONZE	BRONZE	BRONZE	cpd02364	MolGpKa, sites chemically distinct	4	4	3	0	-19.960	12482.705
rxn42190		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35508	MolGpKa with symmetry collapse	4	4	3	0	-5.558	0.430
rxn42192	isoepoxydon synthase	BRONZE	BRONZE	SILVER	cpd03315	MolGpKa, sites chemically distinct	3	3	2	0	17.879	3.188
rxn42194		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00233	MolGpKa with symmetry collapse	5	5	4	0	-80.114	26966.408
rxn42196		BRONZE	BRONZE	SILVER	cpd33633	MolGpKa, sites chemically distinct	2	2	2	0	-0.113	0.251
rxn42200		SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	2	0	-0.403	0.859
rxn42202		SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	1	0	-1.066	0.570
rxn42203		BRONZE	BRONZE	SILVER	cpd32120	MolGpKa, sites chemically distinct	5	5	3	0	-0.406	23901.620
rxn42205		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32865	MolGpKa with symmetry collapse	5	5	4	0	50.660	16901.287
rxn42206	7-deoxyloganetin hydroxylase	BRONZE	BRONZE	SILVER	cpd31350	MolGpKa, sites chemically distinct	7	7	3	0	-95.422	0.828
rxn42208		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31282	MolGpKa with symmetry collapse	9	9	4	0	62.130	23901.715
rxn42209		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32510	MolGpKa with symmetry collapse	4	4	4	0	-5.332	0.864
rxn42210		BRONZE-COLLAPSED	SILVER	BRONZE	cpd00056	MolGpKa with symmetry collapse	5	5	3	0	8.070	0.373
rxn42212		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00402	MolGpKa with symmetry collapse	6	6	3	0	-13.479	0.852
rxn42214		BRONZE	BRONZE	SILVER	cpd23059	MolGpKa, sites chemically distinct	4	4	3	0	-3.982	0.346
rxn42218		BRONZE	BRONZE	SILVER	cpd03336	MolGpKa, sites chemically distinct	7	7	3	0	-111.739	23901.974
rxn42222		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31797	MolGpKa with symmetry collapse	2	2	1	0	0.000	0.000
rxn42224		BRONZE	BRONZE	SILVER	cpd30780	MolGpKa, sites chemically distinct	5	5	3	0	-6.008	0.483
rxn42229		BRONZE	BRONZE	SILVER	cpd25322	MolGpKa, sites chemically distinct	4	4	3	0	-3.572	0.346
rxn42231		SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	-2.671	0.354
rxn42235		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd26540	MolGpKa with symmetry collapse	4	4	2	0	-7.136	0.557
rxn42237		SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	0	4.447	0.372
rxn42241		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31093	tautomer match refused; MolGpKa fallback	3	3	3	0	52.384	23901.287
rxn42245		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd29012	tautomer match refused; MolGpKa fallback	4	4	2	0	-0.570	0.553
rxn42246		BRONZE	BRONZE	BRONZE	cpd01017	MolGpKa, sites chemically distinct	4	4	3	0	2.187	0.682
rxn42251		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31771	MolGpKa with symmetry collapse	5	5	3	0	-11.914	0.542
rxn42252		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32271	MolGpKa with symmetry collapse	10	10	4	0	-39.460	2.262
rxn42257		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd18042	MolGpKa with symmetry collapse	5	5	3	0	48.057	16901.071
rxn42258		BRONZE	BRONZE	SILVER	cpd01495	MolGpKa, sites chemically distinct	3	3	1	0	6.190	0.551
rxn42260		BRONZE	BRONZE	SILVER	cpd14590	MolGpKa, sites chemically distinct	2	2	1	0	-35.763	1.800
rxn42261		BRONZE	BRONZE	BRONZE	cpd17427	MolGpKa, sites chemically distinct	4	4	3	0	-0.943	0.560
rxn42267		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34463	MolGpKa with symmetry collapse	2	2	2	0	-0.003	0.000
rxn42270		BRONZE	BRONZE	BRONZE	cpd31411	MolGpKa, sites chemically distinct	5	5	3	0	11.318	3.483
rxn42274		BRONZE	BRONZE	BRONZE	cpd33495	MolGpKa, sites chemically distinct	5	5	3	0	-0.647	23901.620
rxn42277		SILVER	SILVER	GOLD	cpd00027	ChemAxon ladder from pinned cache	2	2	2	0	-2.315	0.374
rxn42279		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd24184	tautomer match refused; MolGpKa fallback	2	2	1	0	0.000	0.000
rxn42288		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34688	MolGpKa with symmetry collapse	4	4	2	0	6.717	0.361
rxn42291		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd21184	MolGpKa with symmetry collapse	4	4	2	0	6.719	0.361
rxn42292		BRONZE	BRONZE	SILVER	cpd02488	MolGpKa, sites chemically distinct	5	5	3	0	-15.705	0.374
rxn42296		BRONZE	BRONZE	BRONZE	cpd33667	MolGpKa, sites chemically distinct	4	4	3	0	-0.708	0.560
rxn42298		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03831	MolGpKa with symmetry collapse	4	4	2	0	-3.693	0.858
rxn42300		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32024	MolGpKa with symmetry collapse	6	6	3	0	-2.363	0.450
rxn42305		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31967	MolGpKa with symmetry collapse	5	5	3	0	-0.376	23901.620
rxn42307		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02412	MolGpKa with symmetry collapse	4	4	2	0	-3.448	0.398
rxn42309		BRONZE-COLLAPSED	BRONZE	BRONZE	cpd00283	MolGpKa with symmetry collapse	5	5	3	0	-19.209	0.801
rxn42311		BRONZE	BRONZE	SILVER	cpd31818	MolGpKa, sites chemically distinct	7	7	3	0	12.377	0.967
rxn42312		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22412	MolGpKa with symmetry collapse	5	5	3	0	-0.414	23901.620
rxn42313		BRONZE	BRONZE	BRONZE	cpd20992	MolGpKa, sites chemically distinct	4	4	3	0	41.590	12482.492
rxn42315		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33341	MolGpKa with symmetry collapse	5	5	3	0	4.495	0.264
rxn42320		BRONZE	BRONZE	BRONZE	cpd01047	MolGpKa, sites chemically distinct	5	5	3	0	-13.193	23903.402
rxn42322		BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	4	4	2	0	-26.805	1.077
rxn42324		BRONZE	BRONZE	BRONZE	cpd03501	MolGpKa, sites chemically distinct	4	4	2	0	47.765	23903.949
rxn42327		BRONZE	BRONZE	SILVER	cpd20978	MolGpKa, sites chemically distinct	4	4	2	0	-86.498	0.849
rxn42328		BRONZE	BRONZE	BRONZE	cpd31701	MolGpKa, sites chemically distinct	6	6	3	0	-5.055	0.338
rxn42329		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32253	MolGpKa with symmetry collapse	5	5	3	0	4.473	0.259
rxn42332		BRONZE	BRONZE	SILVER	cpd01495	MolGpKa, sites chemically distinct	3	3	2	0	5.733	0.661
rxn42333		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33294	MolGpKa with symmetry collapse	7	7	3	0	-1.406	0.381
rxn42342		GOLD	GOLD	GOLD	cpd00001	no ionizable groups	5	5	1	0	-111.917	0.844
rxn42343		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33913	MolGpKa with symmetry collapse	4	4	4	0	-38.074	1.314
rxn42346		BRONZE	BRONZE	SILVER	cpd33025	MolGpKa, sites chemically distinct	5	5	3	0	0.207	0.669
rxn42347		BRONZE	BRONZE	SILVER	cpd01487	MolGpKa, sites chemically distinct	4	4	3	0	-1.135	0.427
rxn42355		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03091	MolGpKa with symmetry collapse	8	8	4	1	19.635	26965.316
rxn42356		BRONZE	BRONZE	SILVER	cpd35707	MolGpKa, sites chemically distinct	7	7	3	0	7.792	1.109
rxn42357		SILVER	SILVER	GOLD	cpd00027	ChemAxon ladder from pinned cache	4	4	1	0	4.844	0.651
rxn42361		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35508	MolGpKa with symmetry collapse	4	4	3	0	-4.035	0.398
rxn42366		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34079	MolGpKa with symmetry collapse	5	5	3	0	4.467	0.264
rxn42367	2'-hydroxy 3,6,7,4'-methylquercetagetin 3'-O-glucosyltransfe	BRONZE	BRONZE	BRONZE	cpd32046	MolGpKa, sites chemically distinct	4	4	2	0	-19.626	0.490
rxn42368		BRONZE	BRONZE	SILVER	cpd32472	MolGpKa, sites chemically distinct	6	6	3	0	2.715	0.975
rxn42369		SILVER	SILVER	GOLD	cpd00014	ChemAxon ladder from pinned cache	4	4	1	0	-1.829	0.588
rxn42372		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35173	MolGpKa with symmetry collapse	6	6	3	0	-107.773	1.185
rxn42375		BRONZE	BRONZE	SILVER	cpd23244	MolGpKa, sites chemically distinct	4	4	3	0	-20.972	0.796
rxn42377		BRONZE	BRONZE	BRONZE	cpd05511	MolGpKa, sites chemically distinct	4	4	2	0	-2.072	0.373
rxn42379		BRONZE	BRONZE	SILVER	cpd31493	MolGpKa, sites chemically distinct	6	6	3	0	-4.743	0.338
rxn42381		BRONZE	BRONZE	BRONZE	cpd35014	MolGpKa, sites chemically distinct	5	5	3	0	-0.427	23901.620
rxn42383		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd04174	MolGpKa with symmetry collapse	4	4	2	0	-3.177	1.235
rxn42384		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31405	MolGpKa with symmetry collapse	5	5	4	0	-4.490	1.005
rxn42388		BRONZE	BRONZE	SILVER	cpd35752	MolGpKa, sites chemically distinct	3	3	3	0	-55.021	1.243
rxn42390		SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	0	11.331	47803.400
rxn42391		SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	2	0	-1.067	0.977
rxn42394		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32443	MolGpKa with symmetry collapse	4	4	2	0	-4.714	0.539
rxn42395		BRONZE	BRONZE	SILVER	cpd23485	MolGpKa, sites chemically distinct	7	7	3	0	-9.596	0.693
rxn42400		BRONZE	BRONZE	SILVER	cpd32825	MolGpKa, sites chemically distinct	5	5	3	0	-13.767	0.318
rxn42402		BRONZE	BRONZE	SILVER	cpd33654	MolGpKa, sites chemically distinct	6	6	3	0	-103.067	1.428
rxn42408		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00050	MolGpKa with symmetry collapse	4	4	2	0	-89.129	0.818
rxn42411		BRONZE	BRONZE	SILVER	cpd14947	MolGpKa, sites chemically distinct	3	3	2	0	-17.838	1.937
rxn42417		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00617	MolGpKa with symmetry collapse	6	6	3	0	-4.173	0.462
rxn42420		SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	7	7	2	0	-101.465	1.401
rxn42425		BRONZE	BRONZE	SILVER	cpd31344	MolGpKa, sites chemically distinct	5	5	3	0	-4.390	0.834
rxn42426		BRONZE	BRONZE	SILVER	cpd22912	MolGpKa, sites chemically distinct	7	7	3	0	-101.557	0.912
rxn42427		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd15511	MolGpKa with symmetry collapse	4	4	3	0	1.856	0.429
rxn42428		BRONZE	BRONZE	SILVER	cpd00819	MolGpKa, sites chemically distinct	5	5	3	0	-3.818	0.464
rxn42429		BRONZE	BRONZE	BRONZE	cpd14874	MolGpKa, sites chemically distinct	7	7	3	0	-8.796	0.684
rxn42430		BRONZE-COLLAPSED	SILVER	BRONZE	cpd00358	MolGpKa with symmetry collapse	5	5	3	0	-435.109	23901.092
rxn42433		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34967	MolGpKa with symmetry collapse	5	5	3	0	13.947	0.352
rxn42436		BRONZE	BRONZE	SILVER	cpd34526	MolGpKa, sites chemically distinct	4	4	3	0	-0.658	0.499
rxn42437		BRONZE	BRONZE	SILVER	cpd33619	MolGpKa, sites chemically distinct	5	5	3	0	16.077	23901.678
rxn42438		BRONZE	BRONZE	SILVER	cpd07035	MolGpKa, sites chemically distinct	3	3	2	0	2.510	0.575
rxn42439		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35892	MolGpKa with symmetry collapse	7	7	4	0	-1.406	0.381
rxn42449		BRONZE	BRONZE	SILVER	cpd31956	MolGpKa, sites chemically distinct	7	7	3	0	-93.980	0.838
rxn42452		SILVER	SILVER	GOLD	cpd00062	ChemAxon ladder from pinned cache	4	4	2	0	-0.223	0.836
rxn42454		BRONZE	BRONZE	BRONZE	cpd31653	MolGpKa, sites chemically distinct	5	5	3	0	-14.827	0.754
rxn42455		BRONZE	BRONZE	SILVER	cpd00631	MolGpKa, sites chemically distinct	5	5	3	0	4.996	0.271
rxn42456		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33515	tautomer match refused; MolGpKa fallback	4	4	3	0	-0.149	0.562
rxn42461		BRONZE	BRONZE	BRONZE	cpd07088	MolGpKa, sites chemically distinct	5	5	3	0	1.374	2.120
rxn42462		BRONZE	BRONZE	SILVER	cpd33874	MolGpKa, sites chemically distinct	3	3	2	0	-18.996	0.959
rxn42463		BRONZE	BRONZE	SILVER	cpd17417	MolGpKa, sites chemically distinct	3	3	2	0	0.700	0.469
rxn42469		BRONZE	BRONZE	SILVER	cpd14692	MolGpKa, sites chemically distinct	7	7	3	0	-95.429	0.827
rxn42471		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33279	MolGpKa with symmetry collapse	4	4	3	0	-3.262	0.604
rxn42473		BRONZE	BRONZE	BRONZE	cpd32917	MolGpKa, sites chemically distinct	4	4	3	0	-0.696	0.560
rxn42476		BRONZE	BRONZE	BRONZE	cpd32478	MolGpKa, sites chemically distinct	5	5	3	0	23.045	23904.871
rxn42480		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34788	MolGpKa with symmetry collapse	5	5	3	0	-4.473	0.259
rxn42481		BRONZE	BRONZE	SILVER	cpd31923	MolGpKa, sites chemically distinct	4	4	2	0	-61.040	1.621
rxn42482		BRONZE	BRONZE	BRONZE	cpd23114	MolGpKa, sites chemically distinct	8	8	3	0	-103.167	1.206
rxn42483		BRONZE-COLLAPSED	SILVER	BRONZE	cpd07125	MolGpKa with symmetry collapse	4	4	3	0	247.363	135210.966
rxn42485	2-methylbutanoyl-CoA thioesterase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	0	-6.730	0.379
rxn42486	p-coumaroylglucose tartrate acyltransferase	BRONZE	BRONZE	SILVER	cpd25373	MolGpKa, sites chemically distinct	4	4	2	0	0.930	0.557
rxn42493		SILVER	SILVER	GOLD	cpd00805	ChemAxon ladder from pinned cache	2	2	2	0	1.195	0.185
rxn42497		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34466	MolGpKa with symmetry collapse	6	6	4	0	-2.363	0.450
rxn42498		BRONZE	BRONZE	SILVER	cpd22921	MolGpKa, sites chemically distinct	5	5	3	0	-56.800	16901.086
rxn42499		BRONZE	BRONZE	SILVER	cpd01211	MolGpKa, sites chemically distinct	2	2	1	0	0.000	0.000
rxn42501		BRONZE	BRONZE	SILVER	cpd25142	MolGpKa, sites chemically distinct	4	4	2	0	-1.084	0.570
rxn42503		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33608	MolGpKa with symmetry collapse	4	4	3	0	-3.749	0.696
rxn42506	butanoate:CoA ligase (AMP-forming)	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32113	MolGpKa with symmetry collapse	7	7	4	0	-1.405	0.381
rxn42508		BRONZE	BRONZE	BRONZE	cpd33350	MolGpKa, sites chemically distinct	3	3	2	0	-1.374	0.665
rxn42510		BRONZE	BRONZE	BRONZE	cpd35935	MolGpKa, sites chemically distinct	7	7	3	0	-7.730	0.858
rxn42512		BRONZE	BRONZE	SILVER	cpd34344	MolGpKa, sites chemically distinct	7	7	3	0	-30.058	47804.897
rxn42517	propionyl-CoA oxidase	BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	4	4	3	0	-15.722	1.343
rxn42518		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35181	MolGpKa with symmetry collapse	5	5	3	0	-12.126	1.018
rxn42525		SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	1	0	-1.066	0.570
rxn42526		BRONZE	BRONZE	SILVER	cpd24933	MolGpKa, sites chemically distinct	6	6	3	0	-2.360	0.450
rxn42530		BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	6	6	3	1	-24.995	1.310
rxn42535		BRONZE	BRONZE	SILVER	cpd17485	MolGpKa, sites chemically distinct	2	2	1	0	0.000	0.000
rxn42537		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00050	MolGpKa with symmetry collapse	7	7	3	0	-46.789	23903.292
rxn42538		BRONZE	BRONZE	BRONZE	cpd34435	MolGpKa, sites chemically distinct	11	11	3	0	-23.489	23903.807
rxn42544	delphinidin 3-O-rutinoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzo	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33277	MolGpKa with symmetry collapse	4	4	3	0	-1.667	0.373
rxn42549		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd04091	MolGpKa with symmetry collapse	4	4	2	0	-3.434	0.522
rxn42553		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd31830	MolGpKa with symmetry collapse	5	5	3	0	4.475	0.259
rxn42559		BRONZE	BRONZE	SILVER	cpd16527	MolGpKa, sites chemically distinct	3	3	2	0	-96.253	1.632
rxn42561		BRONZE	BRONZE	SILVER	cpd31753	MolGpKa, sites chemically distinct	2	2	1	0	1.626	1.680
rxn42563		BRONZE	BRONZE	BRONZE	cpd32991	MolGpKa, sites chemically distinct	7	7	3	0	-8.070	0.450
rxn42569		SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	4	4	2	0	-3.984	0.049
rxn42570		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd35508	MolGpKa with symmetry collapse	4	4	3	0	-4.034	0.398
rxn42574		SILVER	SILVER	GOLD	cpd00014	ChemAxon ladder from pinned cache	4	4	1	0	-2.657	0.542
rxn42578		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32955	MolGpKa with symmetry collapse	4	4	3	0	-5.332	0.864
rxn42584		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33334	MolGpKa with symmetry collapse	4	4	3	0	-2.666	0.432
rxn42586		BRONZE-COLLAPSED	BRONZE	BRONZE	cpd01175	MolGpKa with symmetry collapse	6	6	4	0	-20.782	1.522
rxn42588		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32683	MolGpKa with symmetry collapse	4	4	3	0	-4.714	0.539
rxn42591		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02913	MolGpKa with symmetry collapse	4	4	4	0	-3.310	0.561
rxn42593		BRONZE	BRONZE	SILVER	cpd02113	MolGpKa, sites chemically distinct	4	4	2	0	-21.406	0.638
rxn42594		BRONZE	BRONZE	BRONZE	cpd02289	MolGpKa, sites chemically distinct	7	7	3	0	-121.803	1.256
rxn42597		SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	0	-6.091	0.079
rxn42600		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd32014	MolGpKa with symmetry collapse	7	7	4	0	-6.921	0.450
rxn42605	2-hexaprenyl-6-nethoxyaminobenzene hydroxylase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd33460	MolGpKa with symmetry collapse	7	7	3	0	-101.550	0.913
rxn42607		BRONZE	BRONZE	SILVER	cpd32020	MolGpKa, sites chemically distinct	4	4	2	0	-0.991	1.082
rxn42608	didemethylasteriquinone D reductase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34043	MolGpKa with symmetry collapse	5	5	3	0	-43.124	23901.594
rxn42611		BRONZE	BRONZE	SILVER	cpd03618	MolGpKa, sites chemically distinct	4	4	2	0	-3.183	0.543
rxn42612		GOLD	GOLD	GOLD	cpd00007	no ionizable groups	3	3	1	0	-101.908	1.268
rxn42614		BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd34308	MolGpKa with symmetry collapse	4	4	3	0	-1.725	0.931
rxn42617		BRONZE	BRONZE	BRONZE	cpd22994	MolGpKa, sites chemically distinct	10	10	3	0	-87.697	23905.950
rxn42621		BRONZE	BRONZE	SILVER	cpd03193	MolGpKa, sites chemically distinct	4	4	3	0	-2.666	0.432
rxn42623		SILVER	SILVER	GOLD	cpd00851	ChemAxon ladder from pinned cache	4	4	2	0	0.002	1.904
rxn42624		BRONZE	BRONZE	BRONZE	cpd02712	MolGpKa, sites chemically distinct	5	5	3	0	-12.124	23902.978
rxn42631		BRONZE	BRONZE	SILVER	cpd33477	MolGpKa, sites chemically distinct	8	8	3	0	-140.715	2.876
rxn42632		BRONZE	BRONZE	SILVER	cpd00391	MolGpKa, sites chemically distinct	3	3	3	0	-9.319	0.323
rxn42639		SILVER	SILVER	GOLD	cpd00135	ChemAxon ladder from pinned cache	4	4	2	0	3.740	1.547
