external_id	type	kind	dH	dq	was_structure	was_formula	was_charge	now_structure	now_formula	now_charge
CPD-9272	SMILE	dH != dcharge	-1	-2	C=CCS(=O)CC(=O)[N+]1=CC2:C(COP(=O)(=O)[O-]):C:N:C(C):C:2[O-]~[H]1	C13H17N2O7PS	-1	C=CCS(=O)CC(=O)[N+]1=Cc2c(CO[PH](=O)(=O)O)c[nH+]c(C)c2[O-]~[H]1	C13H18N2O7PS	1
CPD0-1256	SMILE	dH != dcharge	5	1	C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2[NH+]([CoH4-3]O)\C1=C(C)/C1=N/C(=C\C3=NC(=C(C)C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)OC1[C@H](CO)O[C@@H](C1O)n1c[nH]c2cc(C)c(C)cc12	C62H95CoN13O15P	-3	Cc1cc2c(cc1C)N1C=N2[Co-3]234([N]5=C6C=C7C(C)(C)[C@H](CCC(=O)N)C(=[N]27)C(=C2[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])OC7[C@H](CO)O[C@H]1C7O)[C@@H](CC(=O)N)[C@H]([C@@]1(C)[C@@](C)(CC(=O)N)[C@H](CCC(=O)N)C(=[N]41)C(=C5[C@@](C)(CC(=O)N)[C@@H]6CCC(=O)N)C)N32)C)O	C62H90CoN13O15P	-4
CPD0-1437	InChI	H gained, no charge change	4	0	InChI=1S/2H2O.U/h2*1H2;/q;;+2	H4O2U	2	InChI=1S/2O.U/q;;+2	O2U	2
CPD0-1882	InChI	dH != dcharge	5	1	InChI=1S/C19H25N8O13P2S2.Mo.2H2O/c20-7-1-2-27(19(31)22-7)17-11(29)10(28)5(39-17)3-36-41(32,33)40-42(34,35)37-4-6-12(43)13(44)8-16(38-6)24-14-9(23-8)15(30)26-18(21)25-14;;;/h1-2,5-6,8,10-11,16-17,23,28-29H,3-4H2,(H9-,20,21,22,24,25,26,30,31,32,33,34,35,43,44);;2*1H2/q-1;+2;;/p-2/t5-,6-,8+,10-,11-,16-,17-;;;/m1.../s1	C19H27MoN8O15P2S2	-1	InChI=1S/C19H26N8O13P2S2.Mo.2O/c20-7-1-2-27(19(31)22-7)17-11(29)10(28)5(39-17)3-36-41(32,33)40-42(34,35)37-4-6-12(43)13(44)8-16(38-6)24-14-9(23-8)15(30)26-18(21)25-14;;;/h1-2,5-6,8,10-11,16-17,23,28-29,43-44H,3-4H2,(H,32,33)(H,34,35)(H2,20,22,31)(H4,21,24,25,26,30);;;/q;+2;;/p-4/t5-,6-,8+,10-,11-,16-,17-;;;/m1.../s1	C19H22MoN8O15P2S2	-2
CPD0-1918	InChI	dH != dcharge	11	3	InChI=1S/AsH2O3.3H2O.2Sb.6H/c2-1(3)4;;;;;;;;;;;/h2-3H;3*1H2;;;;;;;;/q-1;;;;2*+2;;;;;;	H14AsO6Sb2	3	InChI=1S/AsHO3.2H2O.O.2Sb/c2-1(3)4;;;;;/h2H;2*1H2;;;/q-2;;;;2*+2/p-2	H3AsO6Sb2	0
CPD0-1919	InChI	dH != dcharge	15	3	InChI=1S/6H2O.3Sb.6H/h6*1H2;;;;;;;;;/q;;;;;;3*+1;;;;;;	H18O6Sb3	3	InChI=1S/3H2O.3O.3Sb/h3*1H2;;;;;;/q;;;;;;3*+1/p-3	H3O6Sb3	0
CPD0-2347	SMILE	dH != dcharge	2	1	C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N([CoH+]CCCCCn3cnc4c(N)ncnc34)\C1=C(C)/C1=[NH+]\C(=C/C3=[NH+]\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)\C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)n1c[nH]c2cc(C)c(C)cc12	C72H106CoN18O14P	2	Cc1cc2c(cc1C)N1C=N2[Co+](N2/C/3=C(/C)\C4=N/C(=C\C5=N/C(=C(/C)\C6=N[C@@](C)([C@H]2[C@H](CC(=O)N)[C@@]3(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@@H]2[C@@H](CO)O[C@H]1[C@@H]2O)[C@@](C)(CC(=O)N)[C@@H]6CCC(=O)N)/[C@@](C)(CC(=O)N)[C@@H]5CCC(=O)N)/C(C)(C)[C@@H]4CCC(=O)N)CCCCCn1cnc2c(N)ncnc12	C72H104CoN18O14P	1
CPD0-2517	InChI	dH != dcharge	48	18	InChI=1S/7Mo.24H2O/h;;;;;;;24*1H2/q;6*+2;;;;;;;;;;;;;;;;;;;;;;;;	H48Mo7O24	12	InChI=1S/7Mo.24O/q;6*+2;;;;;;;;;;;;;6*-2;6*-1	Mo7O24	-6
CPD1P3V-2	InChI	dH != dcharge	6	4	InChI=1S/2C34H34N4O4.2Fe.H2O/c2*1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25;;;/h2*7-8,13-16,35-36H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42);;;1H2/q;;2*+2;/p-4/b2*25-13-,26-13-,27-14-,28-15-,29-14-,30-15-,31-16-,32-16-;;;	C68H66Fe2N8O9	0	InChI=1S/2C34H34N4O4.2Fe.O/c2*1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25;;;/h2*7-8,13-16H,1-2,9-12H2,3-6H3,(H4,35,36,37,38,39,40,41,42);;;/q;;2*+2;/p-8/b2*25-13-,26-13-,27-14-,28-15-,29-14-,30-15-,31-16-,32-16-;;;	C68H60Fe2N8O9	-4
Elemental-Sulfur	SMILE	H gained, no charge change	2	0	S	H2S	0	[S]	S	0
Elemental-Sulfur	InChI	H gained, no charge change	2	0	InChI=1S/H2S/h1H2	H2S	0	InChI=1S/S	S	0
Elemental-selenium	SMILE	H gained, no charge change	2	0	[SeH2]	H2Se	0	[Se]	Se	0
Elemental-selenium	InChI	H gained, no charge change	2	0	InChI=1S/H2Se/h1H2	H2Se	0	InChI=1S/Se	Se	0
Inactive-2-Hydroxyglutaryl-CoA-Dehydrata	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;2*+1;;;;	H8Fe4S4	2	InChI=1S/4Fe.4S/q;;2*+1;;;;	Fe4S4	2
Inactive-R-2-Hydroxyacyl-CoA-Dehydratase	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;2*+1;;;;	H8Fe4S4	2	InChI=1S/4Fe.4S/q;;2*+1;;;;	Fe4S4	2
Inactive-R-2OH-Isocaproyl-CoA-Dehydratas	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;2*+1;;;;	H8Fe4S4	2	InChI=1S/4Fe.4S/q;;2*+1;;;;	Fe4S4	2
Inactive-R-Phenyllactoyl-CoA-Dehydratase	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;2*+1;;;;	H8Fe4S4	2	InChI=1S/4Fe.4S/q;;2*+1;;;;	Fe4S4	2
Inactive-lactyl-Coa-dehydratases	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;2*+1;;;;	H8Fe4S4	2	InChI=1S/4Fe.4S/q;;2*+1;;;;	Fe4S4	2
Intracellular-Sulfur	SMILE	H gained, no charge change	2	0	S	H2S	0	[S]	S	0
Intracellular-Sulfur	InChI	H gained, no charge change	2	0	InChI=1S/H2S/h1H2	H2S	0	InChI=1S/S	S	0
Lact-Coa	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;;+1;;;;	H8Fe4S4	1	InChI=1S/4Fe.4S/q;;;+1;;;;	Fe4S4	1
NBS2	InChI	H gained, no charge change	4	0	InChI=1S/Nb.2H2S/h;2*1H2	H4NbS2	0	InChI=1S/Nb.2S	NbS2	0
R-2-Hydroxyisocaproyl-CoA-Dehydratases	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;;+1;;;;	H8Fe4S4	1	InChI=1S/4Fe.4S/q;;;+1;;;;	Fe4S4	1
R-Phenyllactoyl-CoA-Dehydratases	InChI	H gained, no charge change	8	0	InChI=1S/4Fe.4H2S/h;;;;4*1H2/q;;;+1;;;;	H8Fe4S4	1	InChI=1S/4Fe.4S/q;;;+1;;;;	Fe4S4	1
TUNGSTATE	InChI	dH != dcharge	8	2	InChI=1S/4H2O.W/h4*1H2;	H8O4W	0	InChI=1S/4O.W/q;;2*-1;	O4W	-2
2-Hydroxyglutaryl-CoA-Dehydratases	InChIKey	rehashed from the passed-through InChI			HJDQPYPADMSZOV-UHFFFAOYSA-N			ISVAEKDKOPJTJN-UHFFFAOYSA-N		
3FE-4S	InChIKey	rehashed from the passed-through InChI			MNFYZZGUEKUSMF-UHFFFAOYSA-N			FCXHZBQOKRZXKS-UHFFFAOYSA-N		
4Fe-4S+1	InChIKey	rehashed from the passed-through InChI			HJDQPYPADMSZOV-UHFFFAOYSA-N			ISVAEKDKOPJTJN-UHFFFAOYSA-N		
4Fe-4S+2	InChIKey	rehashed from the passed-through InChI			NAJSYZUGFCKZAH-UHFFFAOYSA-N			YEAYMLBNRJYVPB-UHFFFAOYSA-N		
4Fe-4S+3	InChIKey	rehashed from the passed-through InChI			PWRIRGIOBMTIHO-UHFFFAOYSA-N			MGVNICLAQFAOBM-UHFFFAOYSA-N		
ANTIMONITE	InChIKey	rehashed from the passed-through InChI			YIYNTONVRYXBQU-UHFFFAOYSA-N			JXYAODGLKNBUTA-UHFFFAOYSA-N		
Active-2-Hydroxyacyl-CoA-Dehydratases	InChIKey	rehashed from the passed-through InChI			HJDQPYPADMSZOV-UHFFFAOYSA-N			ISVAEKDKOPJTJN-UHFFFAOYSA-N		
CPD-11696	InChIKey	rehashed from the passed-through InChI			AYXRNEDQTOTESA-UZAAGFTCSA-A			FWTZBQNFKWXGCF-UZAAGFTCSA-A		
CPD-12610	InChIKey	rehashed from the passed-through InChI			PMQJYWORJJEMQC-UHFFFAOYSA-N			NUJOXMJBOLGQSY-UHFFFAOYSA-N		
CPD-12755	InChIKey	rehashed from the passed-through InChI			NJRWNWYFPOFDFN-UHFFFAOYSA-M			FOBTXRJPELIAMO-UHFFFAOYSA-N		
CPD-13035	InChIKey	rehashed from the passed-through InChI			GCABVZUAOBQCDV-GOOAGKMJSA-N			MTRSUXWOAAHQLJ-GOOAGKMJSA-J		
CPD-15870	InChIKey	rehashed from the passed-through InChI			AMJIVAZYYFTAHC-BKZHXLINSA-L			RTRKDYVUOLHIEY-BKZHXLINSA-J		
CPD-15871	InChIKey	rehashed from the passed-through InChI			RVLVOTWEDDKPCI-BKZHXLINSA-L			WRQIDRNABWACQG-BKZHXLINSA-J		
CPD-15872	InChIKey	rehashed from the passed-through InChI			JFLHFLQUMKUDEZ-UPKSQWNVSA-L			YXUIUEIXESWPFX-UPKSQWNVSA-I		
CPD-15873	InChIKey	rehashed from the passed-through InChI			VRAGATOQBURBOH-HWCCSRDCSA-J			SPLYCLQDZVSNSU-HWCCSRDCSA-F		
CPD-15874	InChIKey	rehashed from the passed-through InChI			UQQKBMGLFQRHIM-BURDSJQCSA-J			IHRHKHANGAHFPM-BURDSJQCSA-F		
CPD-16499	InChIKey	rehashed from the passed-through InChI			LLGIPLVUYCSCKX-UHFFFAOYSA-N			KABXWKIASFAGRA-UHFFFAOYSA-B		
CPD-16500	InChIKey	rehashed from the passed-through InChI			QMBVVIXNFWIPFI-UHFFFAOYSA-N			AEIXRCIKZIZYPM-UHFFFAOYSA-M		
CPD-17760	InChIKey	rehashed from the passed-through InChI			HBTFWEJFBKHUKK-MQPNXHJTSA-K			BGLGEYVIIGSKGE-MQPNXHJTSA-J		
CPD-18407	InChIKey	rehashed from the passed-through InChI			NYQNNEMOWCUWMJ-UHFFFAOYSA-N			VADVXMSZWNPTKY-UHFFFAOYSA-N		
CPD-18431	InChIKey	rehashed from the passed-through InChI			BQYNBVFOJWIEPG-UHFFFAOYSA-N			BKJXXXXKZHWKJL-UHFFFAOYSA-L		
CPD-21374	InChIKey	rehashed from the passed-through InChI			CSYUZKNFHGWZAI-HWCCSRDCSA-J			ABWAXDBZHRRZAE-HWCCSRDCSA-F		
CPD-21744	InChIKey	rehashed from the passed-through InChI			WBPJDOUFWQVMRN-UHFFFAOYSA-N			LJQLCJWAZJINEB-UHFFFAOYSA-N		
CPD-22911	InChIKey	rehashed from the passed-through InChI			UYDMXQQVXGMPKK-UHFFFAOYSA-N			ALTWGIIQPLQAAM-UHFFFAOYSA-N		
CPD-22998	InChIKey	rehashed from the passed-through InChI			DXOFBOMFNKNZLE-BURDSJQCSA-J			ONZUPTWOJWZEJG-BURDSJQCSA-F		
CPD-22999	InChIKey	rehashed from the passed-through InChI			GLERWSSHJKHBIA-JSUDGWJLSA-L			QWWPNXJTPPIHQR-JSUDGWJLSA-J		
CPD-23	InChIKey	rehashed from the passed-through InChI			ZANURWYCKNBWAC-UHFFFAOYSA-N			IAVISRBOGCXYND-UHFFFAOYSA-N		
CPD-23445	InChIKey	rehashed from the passed-through InChI			RARKXYQUNJSUDQ-MQPNXHJTSA-L			YWLQSFIJMLGOIH-MQPNXHJTSA-J		
CPD-23673	InChIKey	rehashed from the passed-through InChI			GHBMLUWXDXFACQ-MQPNXHJTSA-L			DSYGYHLPDVAYPB-MQPNXHJTSA-I		
CPD-23698	InChIKey	rehashed from the passed-through InChI			XLYOFNOQVPJJNP-UHFFFAOYSA-N			QVGXLLKOCUKJST-UHFFFAOYSA-N		
CPD-24383	InChIKey	rehashed from the passed-through InChI			KPNWKCSUTJEJDF-XCCFGPONSA-L			QRPUFNQDHJVURB-XCCFGPONSA-K		
CPD-24387	InChIKey	rehashed from the passed-through InChI			OTSXMRGZVUGTPS-UHFFFAOYSA-N			JCPLSHWCQUYGTN-UHFFFAOYSA-L		
CPD-3	InChIKey	rehashed from the passed-through InChI			TVAATYMJWZHIQJ-UHFFFAOYSA-N			MEFBJEMVZONFCJ-UHFFFAOYSA-N		
CPD-41	InChIKey	rehashed from the passed-through InChI			BXWSGPWNWGFVIM-UHFFFAOYSA-K			PZOKQADTSQONHG-UHFFFAOYSA-K		
CPD-4422	InChIKey	rehashed from the passed-through InChI			QJJQCFFMTQDLQE-UHFFFAOYSA-N			ZCDOYSPFYFSLEW-UHFFFAOYSA-N		
CPD-4584	InChIKey	rehashed from the passed-through InChI			UDNKVWZQJWOCAZ-UHFFFAOYSA-N			LSGOVYNHVSXFFJ-UHFFFAOYSA-N		
CPD-5	InChIKey	rehashed from the passed-through InChI			UEAPXUBSQXHZRE-UHFFFAOYSA-N			MBMLMWLHJBBADN-UHFFFAOYSA-N		
CPD-527	InChIKey	rehashed from the passed-through InChI			NAEBZXXNDXJUMN-UHFFFAOYSA-N			XCAUINMIESBTBL-UHFFFAOYSA-N		
CPD-582	InChIKey	rehashed from the passed-through InChI			HVEPWZQYHVTJMN-JNXJJIQFSA-L			RQPREYSMTBNTJA-JNXJJIQFSA-J		
CPD-7	InChIKey	rehashed from the passed-through InChI			PTTXNOSMDBWCQD-UHFFFAOYSA-N			LJBDFODJNLIPKO-UHFFFAOYSA-N		
CPD-8123	InChIKey	rehashed from the passed-through InChI			VUKICSJFFDCESC-JSUDGWJLSA-L			HDAJUGGARUFROU-JSUDGWJLSA-J		
CPD-8124	InChIKey	rehashed from the passed-through InChI			DGWROKACVVSIEY-JSUDGWJLSA-L			QNGJROMMAHOOFQ-JSUDGWJLSA-J		
CPD0-1437	InChIKey	rehashed from the passed-through InChI			YYWDJZYYQUDQSQ-UHFFFAOYSA-N			WYICGPHECJFCBA-UHFFFAOYSA-N		
CPD0-1882	InChIKey	rehashed from the passed-through InChI			SBCQHXHLYCGFIS-RRNIHQQDSA-L			KGCKMLSJAXDKBP-RRNIHQQDSA-J		
CPD0-1918	InChIKey	rehashed from the passed-through InChI			FPKZPUQQBSVUTL-UHFFFAOYSA-N			BHAMGSDQUVEIJC-UHFFFAOYSA-L		
CPD0-1919	InChIKey	rehashed from the passed-through InChI			MJNQMKWZINHYPA-UHFFFAOYSA-N			PVJOLXGLLXOABS-UHFFFAOYSA-K		
CPD0-2517	InChIKey	rehashed from the passed-through InChI			ZAVOHTXYHPZATR-UHFFFAOYSA-N			PGNMZYJHHXHKJF-UHFFFAOYSA-N		
CPD1P3V-2	InChIKey	rehashed from the passed-through InChI			GUFHDJMBXYNBDZ-WXANJEGJSA-J			QXZQHNPBVJHNQK-WXANJEGJSA-F		
Elemental-Sulfur	InChIKey	rehashed from the passed-through InChI			RWSOTUBLDIXVET-UHFFFAOYSA-N			NINIDFKCEFEMDL-UHFFFAOYSA-N		
Elemental-selenium	InChIKey	rehashed from the passed-through InChI			SPVXKVOXSXTJOY-UHFFFAOYSA-N			BUGBHKTXTAQXES-UHFFFAOYSA-N		
Inactive-2-Hydroxyglutaryl-CoA-Dehydrata	InChIKey	rehashed from the passed-through InChI			NAJSYZUGFCKZAH-UHFFFAOYSA-N			YEAYMLBNRJYVPB-UHFFFAOYSA-N		
Inactive-R-2-Hydroxyacyl-CoA-Dehydratase	InChIKey	rehashed from the passed-through InChI			NAJSYZUGFCKZAH-UHFFFAOYSA-N			YEAYMLBNRJYVPB-UHFFFAOYSA-N		
Inactive-R-2OH-Isocaproyl-CoA-Dehydratas	InChIKey	rehashed from the passed-through InChI			NAJSYZUGFCKZAH-UHFFFAOYSA-N			YEAYMLBNRJYVPB-UHFFFAOYSA-N		
Inactive-R-Phenyllactoyl-CoA-Dehydratase	InChIKey	rehashed from the passed-through InChI			NAJSYZUGFCKZAH-UHFFFAOYSA-N			YEAYMLBNRJYVPB-UHFFFAOYSA-N		
Inactive-lactyl-Coa-dehydratases	InChIKey	rehashed from the passed-through InChI			NAJSYZUGFCKZAH-UHFFFAOYSA-N			YEAYMLBNRJYVPB-UHFFFAOYSA-N		
Intracellular-Sulfur	InChIKey	rehashed from the passed-through InChI			RWSOTUBLDIXVET-UHFFFAOYSA-N			NINIDFKCEFEMDL-UHFFFAOYSA-N		
Lact-Coa	InChIKey	rehashed from the passed-through InChI			HJDQPYPADMSZOV-UHFFFAOYSA-N			ISVAEKDKOPJTJN-UHFFFAOYSA-N		
NBS2	InChIKey	rehashed from the passed-through InChI			HKLJMLKZFOUJQU-UHFFFAOYSA-N			VRSMQRZDMZDXAU-UHFFFAOYSA-N		
R-2-Hydroxyisocaproyl-CoA-Dehydratases	InChIKey	rehashed from the passed-through InChI			HJDQPYPADMSZOV-UHFFFAOYSA-N			ISVAEKDKOPJTJN-UHFFFAOYSA-N		
R-Phenyllactoyl-CoA-Dehydratases	InChIKey	rehashed from the passed-through InChI			HJDQPYPADMSZOV-UHFFFAOYSA-N			ISVAEKDKOPJTJN-UHFFFAOYSA-N		
TUNGSTATE	InChIKey	rehashed from the passed-through InChI			BDPNSNXYBGIFIE-UHFFFAOYSA-N			PBYZMCDFOULPGH-UHFFFAOYSA-N		
