modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn35675,"2,4-diaminopentanoic acid C4 dehydrogenase",1.4.1.12,"2,4-diaminopentanoate dehydrogenase","(1) H2O[0] + (1) NAD[0] + (1) 2,4-Diaminopentanoate[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 2-amino-4-ketopentanoate[0]",(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd02448[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd24394[0],kegg:C03943 + kegg:C00003 + kegg:C00001 = kegg:C03341 + kegg:C00004 + kegg:C00014,1,stereo_exact,20.513,20.118,0.395,0.395,4.903,4.808,0.094,0.094,8.728,0.0,8.728,False,26.192,20.502,29.656,20.118,20.118,8.75,8.75,301.15,301.15,same,1 O; 1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H]([NH3+])C[C@@H]([NH3+])C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [NH4+]; 1 [H+]; 1 CC(=O)C[C@@H]([NH3+])C(=O)[O-],O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H]([NH3+])C[C@@H]([NH3+])C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH4+].[H+].CC(=O)C[C@@H]([NH3+])C(=O)[O-],True
rxn00987,"2,3-Dimethylmalate pyruvate-lyase",4.1.3.32,"2,3-dimethylmalate lyase","(1) 2,3-Dimethylmalate[0] <=> (1) Pyruvate[0] + (1) Propionate[0]",(1) cpd01705[0] <=> (1) cpd00020[0] + (1) cpd00141[0],kegg:C03652 = kegg:C00163 + kegg:C00022,1,stereo_exact,2.099,1.718,0.381,0.381,0.502,0.411,0.091,0.091,8.731,0.0,8.731,False,20.836,2.092,1.485,1.718,1.718,8.0,8.0,298.15,298.15,reversed,1 C[C@H](C(=O)[O-])C(C)(O)C(=O)[O-],1 CC(=O)C(=O)[O-]; 1 CCC(=O)[O-],C[C@H](C(=O)[O-])C(C)(O)C(=O)[O-]>>CC(=O)C(=O)[O-].CCC(=O)[O-],True
rxn00990,Acetoacetyl-CoA:acetate CoA-transferase,2.8.3.8,acetate CoA-transferase,(1) Acetate[0] + (1) Acetoacetyl-CoA[0] <=> (1) Acetyl-CoA[0] + (1) Acetoacetate[0],(1) cpd00029[0] + (1) cpd00279[0] <=> (1) cpd00022[0] + (1) cpd00142[0],kegg:C00024 + kegg:C00164 = kegg:C00332 + kegg:C00033,1,stereo_exact,-5.439,-5.058,-0.381,0.381,-1.3,-1.209,-0.091,0.091,6.553,0.0,6.553,False,6.443,-5.439,-8.54,-5.058,-5.058,8.1,8.1,298.15,298.15,same,1 CC(=O)[O-]; 1 CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 CC(=O)CC(=O)[O-],CC(=O)[O-].CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)CC(=O)[O-],True
rxn01253,Pyridoxamine:pyruvate aminotransferase,2.6.1.30,pyridoxamine-pyruvate transaminase,(1) Pyruvate[0] + (1) PM[0] <=> (1) L-Alanine[0] + (1) Pyridoxal[0],(1) cpd00020[0] + (1) cpd00419[0] <=> (1) cpd00035[0] + (1) cpd00215[0],kegg:C00534 + kegg:C00022 = kegg:C00250 + kegg:C00041,1,stereo_exact,-0.097,-0.473,0.376,0.376,-0.023,-0.113,0.09,0.09,8.74,0.0,8.74,False,-10.669,-0.084,0.506,-0.473,-0.473,8.85,8.85,298.15,298.15,same,1 CC(=O)C(=O)[O-]; 1 Cc1ncc(CO)c(C[NH3+])c1O,1 C[C@H]([NH3+])C(=O)[O-]; 1 Cc1ncc(CO)c(C=O)c1O,CC(=O)C(=O)[O-].Cc1ncc(CO)c(C[NH3+])c1O>>C[C@H]([NH3+])C(=O)[O-].Cc1ncc(CO)c(C=O)c1O,True
rxn01174,3-hydroxypropanoate:NAD+ oxidoreductase,1.1.1.59,3-hydroxypropionate dehydrogenase,(1) NAD[0] + (1) Hydracrylic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0],(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00191[0],kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,1,stereo_exact,12.048,11.677,0.371,0.371,2.88,2.791,0.089,0.089,8.689,0.0,8.689,False,21.966,12.05,23.46,11.677,11.677,9.0,9.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=C([O-])CCO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=CCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCC(=O)[O-],True
rxn33536,3-hydroxypropionate dehydrogenase,1.1.1.59,3-hydroxypropionate dehydrogenase,(1) NAD[0] + (1) Hydracrylic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0],(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00191[0],kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,1,stereo_exact,12.048,11.677,0.371,0.371,2.88,2.791,0.089,0.089,8.689,0.0,8.689,False,21.966,12.05,23.46,11.677,11.677,9.0,9.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=C([O-])CCO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=CCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCC(=O)[O-],True
rxn33540,3-hydroxypropionate dehydrogenase,1.1.1.59,3-hydroxypropionate dehydrogenase,(1) NAD[0] + (1) Hydracrylic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0],(1) cpd00003[0] + (1) cpd00745[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00191[0],kegg:C01013 + kegg:C00003 = kegg:C00222 + kegg:C00004,1,stereo_exact,12.048,11.677,0.371,0.371,2.88,2.791,0.089,0.089,8.689,0.0,8.689,False,21.966,12.05,23.46,11.677,11.677,9.0,9.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=C([O-])CCO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=CCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=CCC(=O)[O-],True
rxn17239,"L-erythro-3,5-diaminohexanoate dehydrogenase",1.4.1.11,"L-erythro-3,5-diaminohexanoate dehydrogenase","(1) H2O[0] + (1) NAD[0] + (1) (3S,5S)-3,5-diaminocaproate[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) (S)-5-Amino-3-oxohexanoate[0]",(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd22771[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd02294[0],kegg:C01186 + kegg:C00003 + kegg:C00001 = kegg:C03656 + kegg:C00004 + kegg:C00014,7,stereo_exact,13.382,13.733,-0.352,0.352,3.198,3.282,-0.084,0.084,95.437,5.209,95.579,False,26.192,13.389,23.502,12.643,24.633,6.93,7.37,299.15,299.15,same,1 O; 1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H]([NH3+])C[C@H]([NH3+])CC(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [NH4+]; 1 [H+]; 1 C[C@H]([NH3+])CC(=O)CC(=O)[O-],O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H]([NH3+])C[C@H]([NH3+])CC(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH4+].[H+].C[C@H]([NH3+])CC(=O)CC(=O)[O-],True
rxn01204,4-aminobutanoate:2-oxoglutarate aminotransferase,2.6.1.19,4-aminobutyrate aminotransferase;4-aminobutyrate transaminase,(1) 2-Oxoglutarate[0] + (1) GABA[0] <=> (1) L-Glutamate[0] + (1) 4-Oxobutanoate[0],(1) cpd00024[0] + (1) cpd00281[0] <=> (1) cpd00023[0] + (1) cpd00199[0],kegg:C00334 + kegg:C00026 = kegg:C00232 + kegg:C00025,4,stereo_exact,6.146,6.493,-0.347,0.347,1.469,1.552,-0.083,0.083,6.913,2.355,7.303,False,-4.184,6.15,6.565,3.069,7.899,8.1,8.5,295.15,311.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 [NH3+]CCCC(=O)[O-],1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]; 1 O=CCCC(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+]CCCC(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=CCCC(=O)[O-],True
rxn19742,GABA-oxoglutarate aminotransferase,2.6.1.19,4-aminobutyrate aminotransferase;4-aminobutyrate transaminase,(1) 2-Oxoglutarate[0] + (1) GABA[0] <=> (1) L-Glutamate[0] + (1) 4-Oxobutanoate[0],(1) cpd00024[0] + (1) cpd00281[0] <=> (1) cpd00023[0] + (1) cpd00199[0],kegg:C00334 + kegg:C00026 = kegg:C00232 + kegg:C00025,4,stereo_exact,6.146,6.493,-0.347,0.347,1.469,1.552,-0.083,0.083,6.913,2.355,7.303,False,-4.184,6.15,6.565,3.069,7.899,8.1,8.5,295.15,311.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 [NH3+]CCCC(=O)[O-],1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]; 1 O=CCCC(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+]CCCC(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=CCCC(=O)[O-],True
rxn27867,GABA transaminase,2.6.1.19,4-aminobutyrate aminotransferase;4-aminobutyrate transaminase,(1) 2-Oxoglutarate[0] + (1) GABA[0] <=> (1) L-Glutamate[0] + (1) 4-Oxobutanoate[0],(1) cpd00024[0] + (1) cpd00281[0] <=> (1) cpd00023[0] + (1) cpd00199[0],kegg:C00334 + kegg:C00026 = kegg:C00232 + kegg:C00025,4,stereo_exact,6.146,6.493,-0.347,0.347,1.469,1.552,-0.083,0.083,6.913,2.355,7.303,False,-4.184,6.15,6.565,3.069,7.899,8.1,8.5,295.15,311.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 [NH3+]CCCC(=O)[O-],1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]; 1 O=CCCC(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+]CCCC(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=CCCC(=O)[O-],True
rxn00495,L-phenylalanine ammonia-lyase (trans-cinnamate-forming),4.3.1.5,phenylalanine ammonia-lyase,(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0],(1) cpd00066[0] => (1) cpd00013[0] + (1) cpd00333[0],kegg:C00079 = kegg:C00423 + kegg:C00014,28,stereo_exact,-3.926,-4.251,0.324,0.324,-0.938,-1.016,0.078,0.078,6.294,1.022,6.377,False,-0.795,-3.933,-3.682,-5.241,-1.025,6.8,8.5,285.65,316.45,same,1 [NH3+][C@@H](Cc1ccccc1)C(=O)[O-],1 [NH4+]; 1 O=C([O-])/C=C/c1ccccc1,[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[NH4+].O=C([O-])/C=C/c1ccccc1,True
rxn30552,phenylalanine ammonia-lyase,4.3.1.5,phenylalanine ammonia-lyase,(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0],(1) cpd00066[0] => (1) cpd00013[0] + (1) cpd00333[0],kegg:C00079 = kegg:C00423 + kegg:C00014,28,stereo_exact,-3.926,-4.251,0.324,0.324,-0.938,-1.016,0.078,0.078,6.294,1.022,6.377,False,-0.795,-3.933,-3.682,-5.241,-1.025,6.8,8.5,285.65,316.45,same,1 [NH3+][C@@H](Cc1ccccc1)C(=O)[O-],1 [NH4+]; 1 O=C([O-])/C=C/c1ccccc1,[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[NH4+].O=C([O-])/C=C/c1ccccc1,True
rxn32185,Phenylalanine ammonia-lyase,4.3.1.5,phenylalanine ammonia-lyase,(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0],(1) cpd00066[0] => (1) cpd00013[0] + (1) cpd00333[0],kegg:C00079 = kegg:C00423 + kegg:C00014,28,stereo_exact,-3.926,-4.251,0.324,0.324,-0.938,-1.016,0.078,0.078,6.294,1.022,6.377,False,-0.795,-3.933,-3.682,-5.241,-1.025,6.8,8.5,285.65,316.45,same,1 [NH3+][C@@H](Cc1ccccc1)C(=O)[O-],1 [NH4+]; 1 O=C([O-])/C=C/c1ccccc1,[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[NH4+].O=C([O-])/C=C/c1ccccc1,True
rxn32187,Phenylalanine ammonia-lyase,4.3.1.5,phenylalanine ammonia-lyase,(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0],(1) cpd00066[0] => (1) cpd00013[0] + (1) cpd00333[0],kegg:C00079 = kegg:C00423 + kegg:C00014,28,stereo_exact,-3.926,-4.251,0.324,0.324,-0.938,-1.016,0.078,0.078,6.294,1.022,6.377,False,-0.795,-3.933,-3.682,-5.241,-1.025,6.8,8.5,285.65,316.45,same,1 [NH3+][C@@H](Cc1ccccc1)C(=O)[O-],1 [NH4+]; 1 O=C([O-])/C=C/c1ccccc1,[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[NH4+].O=C([O-])/C=C/c1ccccc1,True
rxn32189,Phenylalanine ammonia-lyase,4.3.1.5,phenylalanine ammonia-lyase,(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0],(1) cpd00066[0] => (1) cpd00013[0] + (1) cpd00333[0],kegg:C00079 = kegg:C00423 + kegg:C00014,28,stereo_exact,-3.926,-4.251,0.324,0.324,-0.938,-1.016,0.078,0.078,6.294,1.022,6.377,False,-0.795,-3.933,-3.682,-5.241,-1.025,6.8,8.5,285.65,316.45,same,1 [NH3+][C@@H](Cc1ccccc1)C(=O)[O-],1 [NH4+]; 1 O=C([O-])/C=C/c1ccccc1,[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[NH4+].O=C([O-])/C=C/c1ccccc1,True
rxn32193,Phenylalanine ammonia-lyase,4.3.1.5,phenylalanine ammonia-lyase,(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0],(1) cpd00066[0] => (1) cpd00013[0] + (1) cpd00333[0],kegg:C00079 = kegg:C00423 + kegg:C00014,28,stereo_exact,-3.926,-4.251,0.324,0.324,-0.938,-1.016,0.078,0.078,6.294,1.022,6.377,False,-0.795,-3.933,-3.682,-5.241,-1.025,6.8,8.5,285.65,316.45,same,1 [NH3+][C@@H](Cc1ccccc1)C(=O)[O-],1 [NH4+]; 1 O=C([O-])/C=C/c1ccccc1,[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[NH4+].O=C([O-])/C=C/c1ccccc1,True
rxn00239,ATP:GMP phosphotransferase,2.7.4.8,guanylate kinase,(1) ATP[0] + (1) H+[0] + (1) GMP[0] <=> (1) ADP[0] + (1) GDP[0],(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00126[0] <=> (1) cpd00008[0] + (1) cpd00031[0],kegg:C00002 + kegg:C00144 = kegg:C00008 + kegg:C00035,6,stereo_exact,-2.006,-2.322,0.316,0.316,-0.479,-0.555,0.075,0.075,6.413,2.908,7.042,False,39.748,-2.008,-0.377,-4.134,3.68,7.5,7.7,298.15,310.15,reversed,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 [H+]; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+].Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn00802,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming),4.3.2.1,arginosuccinate lyase,(1) L-Argininosuccinate[0] <=> (1) L-Arginine[0] + (1) Fumarate[0],(1) cpd02152[0] <=> (1) cpd00051[0] + (1) cpd00106[0],kegg:C03406 = kegg:C00122 + kegg:C00062,1,skeleton,11.891,11.575,0.316,0.316,2.842,2.766,0.076,0.076,8.734,0.0,8.734,False,30.711,11.883,7.41,11.575,11.575,7.5,7.5,311.15,311.15,same,1 [NH2+]=C(NCCC[C@H]([NH3+])C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-],1 NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]; 1 O=C([O-])/C=C/C(=O)[O-],[NH2+]=C(NCCC[C@H]([NH3+])C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-]>>NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-].O=C([O-])/C=C/C(=O)[O-],True
rxn27716,ARGSUCCINLYA-RXN.d,4.3.2.1,arginosuccinate lyase,(1) L-Argininosuccinate[0] <=> (1) L-Arginine[0] + (1) Fumarate[0],(1) cpd02152[0] <=> (1) cpd00051[0] + (1) cpd00106[0],kegg:C03406 = kegg:C00122 + kegg:C00062,1,skeleton,11.891,11.575,0.316,0.316,2.842,2.766,0.076,0.076,8.734,0.0,8.734,False,30.711,11.883,7.41,11.575,11.575,7.5,7.5,311.15,311.15,same,1 [NH2+]=C(NCCC[C@H]([NH3+])C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-],1 NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]; 1 O=C([O-])/C=C/C(=O)[O-],[NH2+]=C(NCCC[C@H]([NH3+])C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-]>>NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-].O=C([O-])/C=C/C(=O)[O-],True
rxn27924,Deoxyguanylate kinase,2.7.4.8,guanylate kinase,(1) ATP[0] + (1) H+[0] + (1) GMP[0] <=> (1) ADP[0] + (1) GDP[0],(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00126[0] <=> (1) cpd00008[0] + (1) cpd00031[0],kegg:C00002 + kegg:C00144 = kegg:C00008 + kegg:C00035,6,stereo_exact,-2.006,-2.322,0.316,0.316,-0.479,-0.555,0.075,0.075,6.413,2.908,7.042,False,39.748,-2.008,-0.377,-4.134,3.68,7.5,7.7,298.15,310.15,reversed,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 [H+]; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+].Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn32165,Guanylate kinase,2.7.4.8,guanylate kinase,(1) ATP[0] + (1) H+[0] + (1) GMP[0] <=> (1) ADP[0] + (1) GDP[0],(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00126[0] <=> (1) cpd00008[0] + (1) cpd00031[0],kegg:C00002 + kegg:C00144 = kegg:C00008 + kegg:C00035,6,stereo_exact,-2.006,-2.322,0.316,0.316,-0.479,-0.555,0.075,0.075,6.413,2.908,7.042,False,39.748,-2.008,-0.377,-4.134,3.68,7.5,7.7,298.15,310.15,reversed,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 [H+]; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+].Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
