rxn	name	ec	source	dg	sigma	operator	ehat	p_ok	z	birge	n_src	struct_zero	grade	reason	n_anchor	n_proxy
rxn00159	(S)-malate:NAD+ oxidoreductase (decarboxylating)	1.1.1.38;1.1.1.39	Group contribution	1.3200	12.2300	>	3.6853	0.5594	0.3338	0.9530	3	False	SILVER	corroborated	802	11318
rxn00160	(R)-Malate:NAD+ oxidoreductase (decarboxylating)	1.1.1.83	Group contribution	1.3200	12.2300	>	3.6853	0.5594	0.7828	1.4165	3	False	SILVER	corroborated	802	11318
rxn00161	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	1.1.1.40	Group contribution	1.3200	12.2000	>	3.6853	0.5594	0.3144	0.9314	3	False	SILVER	corroborated	802	11318
rxn00162	oxaloacetate carboxy-lyase (pyruvate-forming)	1.1.1.38;1.1.1.40;4.1.1.112;4.1.1.3	Group contribution	-4.9300	0.9200	>	0.6133	0.9730	0.3376	0.7572	3	False	GOLD	self-certain	802	11318
rxn00163	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)	4.1.1.78	Group contribution	-55.7600	9.3100	>	3.6853	0.5594	10.4884	13.3710	2	False	BRONZE	outvoted	802	11318
rxn00164	2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)	4.1.1.-	Group contribution	4.9300	0.9200	<	0.6133	0.9730	0.3376	0.7572	3	False	GOLD	self-certain	802	11318
rxn00165	L-serine ammonia-lyase	4.2.1.13;4.3.1.17;4.3.1.19	Group contribution	-7.5100	0.8700	>	0.6133	0.9730	0.9269	1.3120	3	False	GOLD	self-certain	802	11318
rxn00166	D-serine ammonia-lyase	4.3.1.18	Group contribution	-7.5100	0.8700	>	0.6133	0.9730	0.5084	0.6852	3	False	GOLD	self-certain	802	11318
rxn00168	pyruvate carboxy-lyase (acetaldehyde-forming)	4.1.1.1	Group contribution	-3.4700	1.1700	>	1.9775	0.6581	0.2220	0.1691	3	False	SILVER	corroborated	802	11318
rxn00170	Acetyl-CoA hydrolase	3.1.2.1	Group contribution	-7.2600	9.9300	>	3.6853	0.5594	0.1666	0.4301	3	False	SILVER	corroborated	802	11318
rxn00171	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)	1.2.1.10	Group contribution	-4.6700	15.7300	=	3.6940	0.5594	0.0880	1.3617	3	False	SILVER	corroborated	802	11318
rxn00172	Acetate:CoA ligase (ADP-forming)	6.2.1.13	Group contribution	0.4800	13.1700	=	3.6940	0.5594	0.1735	0.1236	3	False	SILVER	corroborated	802	11318
rxn00173	acetyl-CoA:phosphate acetyltransferase	2.3.1.8	Group contribution	-5.8400	9.9400	=	3.6853	0.5594	2.1409	1.5265	3	False	BRONZE	uncorroborated	802	11318
rxn00174	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	4.1.1.9	Group contribution	-4.9300	10.0100	>	3.6853	0.5594	0.3162	1.1947	3	False	SILVER	corroborated	802	11318
rxn00175	Acetate:CoA ligase (AMP-forming)	6.2.1.1	Group contribution	-19.9800	13.1700	>	3.6940	0.5594	4.9359	3.5362	3	False	BRONZE	outvoted	802	11318
rxn00176	acetyl adenylate:CoA acetyltransferase	6.2.1.1	Group contribution	-34.0900	13.1200	>	3.6853	0.5594	0.6674	1.8025	2	False	BRONZE	uncorroborated	802	11318
rxn00177	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	4.1.3.24;4.1.3.25	Group contribution	3.1700	10.1100	=	3.6853	0.5594	0.4090	0.5934	3	False	SILVER	corroborated	802	11318
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	2.3.1.9	Group contribution	7.0600	17.2900	=	3.6940	0.5594	0.2671	0.2407	3	False	SILVER	corroborated	802	11318
rxn00179	ATP:L-glutamate 5-phosphotransferase	2.7.2.11	Group contribution	-6.9000	8.6700	=	3.6853	0.5594	3.4699	2.5980	3	False	BRONZE	outvoted	802	11318
rxn00180	Glutamate 5-kinase		Group contribution	-6.9000	8.6700	=	3.6853	0.5594	3.3167	2.3989	3	False	BRONZE	outvoted	802	11318
rxn00181	ATP:L-glutamate 1-phosphotransferase	2.7.2.13	Group contribution	-6.9000	8.6700	=	3.6853	0.5594	3.3083	2.4023	3	False	BRONZE	outvoted	802	11318
rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	1.4.1.2;1.4.1.3;1.4.1.4	Group contribution	8.7200	12.2400	=	3.6853	0.5594	0.0468	0.3966	3	False	SILVER	corroborated	802	11318
rxn00183	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	1.2.1.88;1.5.1.12	Group contribution	-9.7400	12.2400	=	3.6853	0.5594	0.3361	0.5356	3	False	SILVER	corroborated	802	11318
rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	1.4.1.3;1.4.1.4	Group contribution	8.7200	12.2200	=	3.6853	0.5594	0.0540	0.2887	3	False	SILVER	corroborated	802	11318
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.11	Group contribution	-23.0200	1.0700	>	1.1118	0.8382	0.1262	0.1666	3	False	SILVER	self-confident	802	11318
rxn00186	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	3.5.2.9	Group contribution	-4.1100	8.8700	>	3.6853	0.5594	0.5317	0.6715	3	False	SILVER	corroborated	802	11318
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)	6.3.1.2	Group contribution	-2.0600	8.7700	>	3.6853	0.5594	0.3786	0.6481	3	False	SILVER	corroborated	802	11318
rxn00188	N-carbamyl-L-glutamate amidohydrolase	3.5.1.87	Group contribution	-2.6700	2.1400	<	2.0964	0.6581	4.5855	3.4673	3	False	BRONZE	outvoted	802	11318
rxn00189	L-Glutamine amidohydrolase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	Group contribution	-4.7200	1.4200	>	2.0964	0.6581	0.6501	0.5088	3	False	SILVER	corroborated	802	11318
rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	6.3.5.1	Group contribution	-27.2400	15.0700	>	3.6940	0.5594	5.0115	3.6556	3	False	BRONZE	outvoted	802	11318
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	2.6.1.2	Group contribution	0.0000	1.3600	=	2.0964	0.6581	0.1480	0.7157	3	False	SILVER	corroborated	802	11318
rxn00192	acetyl-CoA:L-glutamate N-acetyltransferase	2.3.1.1	Group contribution	-5.2600	10.0100	>	3.6853	0.5594	0.0896	1.6629	3	False	BRONZE	uncorroborated	802	11318
rxn00193	glutamate racemase	5.1.1.3	Group contribution	0.0000	1.0600	=	1.1118	0.8382	0.2025	0.2881	3	False	SILVER	self-confident	802	11318
rxn00194	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	4.1.1.15	Group contribution	-3.1200	1.0200	>	1.1118	0.8382	1.5192	1.4362	3	False	SILVER	self-confident	802	11318
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	5.4.99.1	Group contribution	1.8100	1.1600	=	1.9775	0.6581	1.6565	1.2412	3	False	BRONZE	uncorroborated	802	11318
rxn00196	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	1.2.1.26;1.2.1.3	Group contribution	-9.7400	12.2200	=	3.6853	0.5594	0.0821	0.8842	3	False	SILVER	corroborated	802	11318
rxn00197	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	1.2.1.52	Group contribution	-8.1400	15.7200	=	3.6940	0.5594	0.3061	0.3465	3	False	SILVER	corroborated	802	11318
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	1.1.1.42	Group contribution	3.1300	12.2300	>	3.6853	0.5594	0.5656	0.9468	3	False	SILVER	corroborated	802	11318
rxn00199	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	1.1.1.42;4.1.1.-	Group contribution	-3.1200	1.1900	>	1.9775	0.6581	0.1271	0.7106	3	False	SILVER	corroborated	802	11318
rxn00200	2-oxoglutaramate amidohydrolase	3.5.1.-;3.5.1.111;3.5.1.3	Group contribution	-4.7200	1.5200	>	2.0964	0.6581	1.5935	1.2615	3	False	BRONZE	uncorroborated	802	11318
rxn00201	R00270		Group contribution	4.7200	1.5200	<	2.0964	0.6581	2.2324	1.6820	3	False	BRONZE	uncorroborated	802	11318
rxn00202	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	2.3.3.14;4.1.3.21	Group contribution	8.8900	9.9700	<	3.6853	0.5594	0.4540	0.3500	3	False	SILVER	corroborated	802	11318
rxn00203	2-Oxoglutarate carboxy-lyase	4.1.1.71	Group contribution	-4.1200	0.9300	>	0.6133	0.9730	0.0385	0.5726	3	False	GOLD	self-certain	802	11318
rxn00204	oxalate:oxygen oxidoreductase	1.2.3.4	Group contribution	-40.4900	1.0000	>	1.1118	0.8382	0.9112	0.7958	3	False	SILVER	self-confident	802	11318
rxn00205	glutathione:hydrogen-peroxide oxidoreductase	1.11.1.9	Group contribution	-82.0300	14.1200	>	3.6940	0.5594	2.3072	2.5664	3	False	BRONZE	uncorroborated	802	11318
rxn00206	superoxide:superoxide oxidoreductase	1.15.1.1	Group contribution	-41.9300	2.0000	>	2.0964	0.6581	5.4613	9.3515	2	False	BRONZE	outvoted	802	11318
rxn00208	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	1.4.3.5	Group contribution	-25.5700	4.7000	>	3.6853	0.5594	0.6308	0.7303	3	False	SILVER	corroborated	802	11318
rxn00209	Pyridoxine 5-phosphate:oxygen oxidoreductase	1.4.3.5	Group contribution	-28.0400	4.7000	>	3.6853	0.5594	0.3158	0.2291	3	False	SILVER	corroborated	802	11318
rxn00210	D-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.15;1.4.3.7	Group contribution	-23.0200	1.0700	>	1.1118	0.8382	0.0290	0.0358	3	False	SILVER	self-confident	802	11318
rxn00211	UDP-glucose:NAD+ 6-oxidoreductase	1.1.1.22	Group contribution	-4.4900	25.9300	=	3.6940	0.5594	0.1373	0.9539	3	False	SILVER	corroborated	802	11318
rxn00212	UDP-glucose glucophosphohydrolase	3.6.1.45;3.6.1.8;3.6.1.9	Group contribution	-28.3100	7.8900	>	3.6853	0.5594	5.0805	3.7649	3	False	BRONZE	outvoted	802	11318
rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	2.7.7.9	Group contribution	1.0700	7.9600	=	3.6853	0.5594	0.2819	0.7969	3	False	SILVER	corroborated	802	11318
rxn00214	UDP-glucose 4-epimerase	5.1.3.2	Group contribution	0.0000	8.8200	=	3.6853	0.5594	0.1913	0.1382	3	False	SILVER	corroborated	802	11318
rxn00215	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)	4.2.1.76	Group contribution	-13.9000	8.6600	>	3.6853	0.5594	0.1289	0.3487	3	False	SILVER	corroborated	802	11318
rxn00216	ATP:D-glucose 6-phosphotransferase	2.7.1.1;2.7.1.2	Group contribution	-14.0000	9.6200	=	3.6853	0.5594	2.6771	1.9493	3	False	BRONZE	uncorroborated	802	11318
rxn00217	D-Glucose:NAD+ 1-oxidoreductase	1.1.1.118;1.1.1.121	Group contribution	-1.9700	12.8400	=	3.6853	0.5594	0.2482	0.1770	3	False	SILVER	corroborated	802	11318
rxn00218	D-Glucose:NADP+ 1-oxidoreductase	1.1.1.119	Group contribution	-1.7300	12.7600	=	3.6853	0.5594	0.1405	0.6514	3	False	SILVER	corroborated	802	11318
rxn00219	D-glucose:oxygen 2-oxidoreductase	1.1.3.10	Group contribution	-29.4100	4.1400	>	3.6853	0.5594	0.2749	1.4463	3	False	SILVER	corroborated	802	11318
rxn00220	D-Glucose-6-phosphate phosphohydrolase	3.1.3.58;3.1.3.9	Group contribution	7.2200	4.4300	=	3.6853	0.5594	2.6828	2.1053	3	False	BRONZE	uncorroborated	802	11318
rxn00221	D-Glucose-1-phosphate phosphohydrolase	3.1.3.10	Group contribution	7.2200	4.4300	=	3.6853	0.5594	3.0959	2.2577	3	False	BRONZE	outvoted	802	11318
rxn00222	cellobiose glucohydrolase	3.2.1.21;3.2.1.74	Group contribution	-3.1100	8.6400	=	3.6853	0.5594	0.0234	0.1064	3	False	SILVER	corroborated	802	11318
rxn00223	D-glucose aldose-ketose-isomerase	5.3.1.5	Group contribution	-0.8900	4.1100	=	3.5584	0.5594	0.2834	0.3386	3	False	SILVER	corroborated	802	11318
rxn00225	ATP:acetate phosphotransferase	2.7.2.1;2.7.2.15	Group contribution	-5.3600	8.6700	=	3.6853	0.5594	2.3137	1.6491	3	False	BRONZE	uncorroborated	802	11318
rxn00226	ATP:acetate adenylyltransferase	6.2.1.1	Group contribution	14.1100	8.7600	=	3.6853	0.5594	0.0100	0.0271	2	False	SILVER	corroborated	802	11318
rxn00227	Acetyl phosphate phosphohydrolase	3.6.1.7	Group contribution	-1.4200	1.5100	>	2.0964	0.6581	3.9420	2.8897	3	False	BRONZE	outvoted	802	11318
rxn00228	Phosphonoacetate phosphonohydrolase	3.11.1.2	Group contribution	-16.5900	1.6900	>	2.0964	0.6581	1.5661	1.6310	3	False	BRONZE	uncorroborated	802	11318
rxn00229	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	1.13.12.4	Group contribution	-117.9900	1.1200	>	1.1118	0.8382	0.0589	1.3137	3	False	SILVER	self-confident	802	11318
rxn00230	diphosphate:acetate phosphotransferase	2.7.2.12	Group contribution	5.6000	1.8100	=	2.0964	0.6581	0.2230	0.7335	3	False	SILVER	corroborated	802	11318
rxn00231	Acetamide amidohydrolase	3.5.1.4	Group contribution	-6.2600	1.4500	>	2.0964	0.6581	0.1811	0.5059	3	False	SILVER	corroborated	802	11318
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	3.6.1.20	Group contribution	-41.3500	8.6800	>	3.6853	0.5594	0.6328	1.7091	2	False	BRONZE	uncorroborated	802	11318
rxn00233	2,4-dioxopentanoate acetylhydrolase	3.7.1.6	Group contribution	-26.5500	1.6900	>	2.0964	0.6581	6.8770	5.2067	3	False	BRONZE	outvoted	802	11318
rxn00234	(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)	4.1.3.22	Group contribution	1.6300	1.4300	=	2.0964	0.6581	0.4625	0.3463	3	False	SILVER	corroborated	802	11318
rxn00235	6-Acetyl-D-glucose acetylhydrolase	3.1.1.33	Group contribution	-3.6500	4.5000	=	3.6853	0.5594	0.9347	1.1024	3	False	SILVER	corroborated	802	11318
rxn00236	GDP phosphohydrolase	3.6.1.42;3.6.1.5;3.6.1.6	Group contribution	-16.2800	7.8200	>	3.6853	0.5594	2.5978	1.8571	3	False	BRONZE	uncorroborated	802	11318
rxn00237	ATP:GDP phosphotransferase	2.7.4.6	Group contribution	0.0000	11.5900	=	3.6853	0.5594	0.1372	0.2401	3	False	SILVER	corroborated	802	11318
rxn00239	ATP:GMP phosphotransferase	2.7.4.8	Group contribution	9.5000	11.5800	=	3.6853	0.5594	2.6107	1.8832	3	False	BRONZE	uncorroborated	802	11318
rxn00241	GTP phosphohydrolase	3.6.1.15;3.6.1.5;3.6.5.1;3.6.5.2;3.6.5.3;3.6.5.4;3.6.5.5;3.6.5.6	Group contribution	-6.7800	7.8400	>	3.6853	0.5594	0.1260	0.6009	3	False	SILVER	corroborated	802	11318
rxn00242	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	3.1.7.2	Group contribution	-3.7400	7.8400	>	3.6853	0.5594	0.9202	0.7171	3	False	SILVER	corroborated	802	11318
rxn00243	GDP-glucose glucohydrolase	3.2.1.42	Group contribution	-4.8100	9.7200	=	3.6853	0.5594	0.5605	1.9455	3	False	BRONZE	uncorroborated	802	11318
rxn00244	Oxaloacetate acetylhydrolase	3.7.1.1	Group contribution	-11.5800	1.5800	>	2.0964	0.6581	0.5830	1.3356	3	False	SILVER	corroborated	802	11318
rxn00245	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	4.2.1.32	Group contribution	-8.1700	1.1500	>	1.9775	0.6581	0.0058	0.9698	3	False	SILVER	corroborated	802	11318
rxn00247	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	4.1.1.49	Group contribution	-9.8200	8.7100	>	3.6853	0.5594	3.1039	2.4046	3	False	BRONZE	outvoted	802	11318
rxn00248	(S)-malate:NAD+ oxidoreductase	1.1.1.299;1.1.1.37	Group contribution	6.2500	12.2300	=	3.6853	0.5594	0.1096	1.1672	3	False	SILVER	corroborated	802	11318
rxn00249	(S)-malate:NADP+ oxidoreductase	1.1.1.299;1.1.1.82	Group contribution	6.2500	12.2100	=	3.6853	0.5594	0.0543	0.9528	3	False	SILVER	corroborated	802	11318
rxn00250	Pyruvate:carbon-dioxide ligase (ADP-forming)	6.4.1.1	Group contribution	-1.0400	8.7100	=	3.6853	0.5594	0.2212	1.1411	3	False	SILVER	corroborated	802	11318
rxn00251	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)	4.1.1.31	Group contribution	-3.0400	1.7000	=	2.0964	0.6581	4.9273	3.7858	3	False	BRONZE	outvoted	802	11318
rxn00252	diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	4.1.1.38	Group contribution	1.1400	1.9700	>	2.0964	0.6581	1.4736	1.3000	3	False	BRONZE	uncorroborated	802	11318
rxn00253	erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)	4.3.1.20	Group contribution	-5.7000	1.1300	>	1.1118	0.8382	0.3977	2.3765	3	False	SILVER	self-confident	802	11318
rxn00254	2-oxosuccinamate amidohydrolase	3.5.1.-;3.5.1.3	Group contribution	-4.7200	1.4700	>	2.0964	0.6581	1.1616	1.2858	3	False	BRONZE	uncorroborated	802	11318
rxn00255	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)	4.1.3.17	Group contribution	3.1700	1.4500	=	2.0964	0.6581	0.3200	1.5381	3	False	BRONZE	uncorroborated	802	11318
rxn00256	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	2.3.3.1;2.3.3.16;2.3.3.3;4.1.3.7	Group contribution	8.8900	9.9500	<	3.6853	0.5594	0.0053	0.5645	3	False	SILVER	corroborated	802	11318
rxn00257	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]	2.3.3.8	Group contribution	2.1100	13.1900	=	3.6940	0.5594	0.0036	0.1431	3	False	SILVER	corroborated	802	11318
rxn00258	Malonyl-CoA:pyruvate carboxytransferase	2.1.3.1	Group contribution	-0.0000	10.0500	=	3.6853	0.5594	0.1595	0.6577	3	False	SILVER	corroborated	802	11318
rxn00259	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	4.1.3.34	Group contribution	3.1700	10.1300	=	3.6853	0.5594	0.1573	0.8497	3	False	SILVER	corroborated	802	11318
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	2.6.1.1	Group contribution	-0.0000	1.4500	=	2.0964	0.6581	0.2286	0.3869	3	False	SILVER	corroborated	802	11318
rxn00261	rxn00261	1.13.11.-	Group contribution	174.9300	3.5400	<	2.9031	0.5594	0.9339	3.2568	2	False	BRONZE	uncorroborated	802	11318
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1.4.3.16;1.4.3.2	Group contribution	-23.0200	0.9800	>	0.6900	0.9730	0.5521	0.5860	3	False	GOLD	self-certain	802	11318
rxn00263	D-Aspartate:oxygen oxidoreductase (deaminating)	1.4.3.1;1.4.3.15	Group contribution	-23.0200	0.9800	>	0.6900	0.9730	0.1595	0.4582	3	False	GOLD	self-certain	802	11318
rxn00264	(S)-Malate:oxygen oxidoreductase	1.1.3.3	Group contribution	-25.4900	0.9400	>	0.6133	0.9730	0.6048	0.6912	3	False	GOLD	self-certain	802	11318
rxn00265	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)	4.1.3.6	Group contribution	1.6300	1.5700	=	2.0964	0.6581	0.2891	0.2577	3	False	SILVER	corroborated	802	11318
rxn00266	Oxaloacetate keto-enol-isomerase	5.3.2.2	Group contribution	0.0000	0.9900	=	1.1118	0.9730	0.0000	0.0000	2	True	GOLD	self-certain	802	11318
rxn00268	glycine:NAD+ oxidoreductase (deaminating)	1.4.1.1;1.4.1.10	Group contribution	10.1800	12.2200	=	3.6853	0.5594	0.4600	1.6725	3	False	BRONZE	uncorroborated	802	11318
rxn00269	glycine:oxygen oxidoreductase (deaminating)	1.4.3.19;1.4.3.2;1.4.3.3	Group contribution	-21.5600	0.7200	>	0.6133	0.9730	0.6360	1.1476	3	False	GOLD	self-certain	802	11318
rxn00270	S-Adenosyl-L-methionine:glycine N-methyltransferase	2.1.1.156;2.1.1.162;2.1.1.20	Group contribution	-10.4300	9.8600	=	3.6853	0.5594	0.9182	2.4797	2	False	BRONZE	uncorroborated	802	11318
rxn00271	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)	1.5.1.22	Group contribution	9.2400	12.3700	=	3.6853	0.5594	0.2240	0.4617	3	False	SILVER	corroborated	802	11318
rxn00272	L-Alanine:glyoxylate aminotransferase	2.6.1.44	Group contribution	-1.4600	1.1100	=	1.1118	0.8382	1.4651	2.5842	3	False	SILVER	self-confident	802	11318
rxn00273	Acetyl-CoA:glycine C-acetyltransferase	2.3.1.29	Group contribution	5.2500	9.9100	=	3.6853	0.5594	0.9444	2.3615	3	False	BRONZE	uncorroborated	802	11318
rxn00274	Acetyl-CoA:glycine C-acetyltransferase	2.3.1.29	Group contribution	5.2500	9.9100	=	3.6853	0.5594	0.9018	1.4415	3	False	SILVER	corroborated	802	11318
rxn00275	Glycine:2-oxoglutarate aminotransferase	2.6.1.4;2.6.1.44	Group contribution	1.4600	1.2900	=	1.9775	0.6581	0.8460	1.9107	3	False	BRONZE	uncorroborated	802	11318
rxn00276	Glycine:oxaloacetate aminotransferase	2.6.1.35	Group contribution	1.4600	1.2200	=	1.9775	0.6581	0.6118	2.0965	3	False	BRONZE	uncorroborated	802	11318
rxn00277	rxn00277		Group contribution	116.3300	12.8600	<	3.6853	0.5594	5.4612	6.9622	2	False	BRONZE	outvoted	802	11318
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	1.4.1.1	Group contribution	8.7200	12.2300	=	3.6853	0.5594	0.1130	0.9417	3	False	SILVER	corroborated	802	11318
rxn00279	L-aspartate 4-carboxy-lyase (L-alanine-forming)	4.1.1.12	Group contribution	-4.9300	0.9100	>	0.6133	0.9730	0.7617	1.0241	3	False	GOLD	self-certain	802	11318
rxn00280	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	1.5.1.17	Group contribution	9.2400	12.3900	=	3.6853	0.5594	0.2765	0.1990	3	False	SILVER	corroborated	802	11318
rxn00281	rxn00281	2.3.1.-	Group contribution	7.0600	9.9200	=	3.6853	0.5594	0.2534	1.6916	3	False	BRONZE	uncorroborated	802	11318
rxn00282	L-alanine:oxaloacetate aminotransferase	2.6.1.12	Group contribution	0.0000	1.2900	=	1.9775	0.6581	0.4063	0.4512	3	False	SILVER	corroborated	802	11318
rxn00283	alanine racemase	5.1.1.1	Group contribution	0.0000	0.8300	=	0.6133	0.9730	0.0323	0.0468	3	True	GOLD	self-certain	802	11318
rxn00284	succinate:NAD+ oxidoreductase	1.3.1.6	Group contribution	15.0300	12.2900	=	3.6853	0.5594	0.6068	2.6224	3	False	BRONZE	uncorroborated	802	11318
rxn00285	Succinate:CoA ligase (ADP-forming)	6.2.1.5	Group contribution	-1.0600	13.1700	=	3.6940	0.5594	0.1772	0.1313	3	False	SILVER	corroborated	802	11318
rxn00286	succinyl-CoA:malate CoA-transferase	2.8.3.-;2.8.3.22	Group contribution	-0.0000	10.1100	=	3.6853	0.5594	0.3162	0.3122	3	False	SILVER	corroborated	802	11318
rxn00287	Succinyl-CoA hydrolase	3.1.2.3	Group contribution	-5.7200	9.9300	>	3.6853	0.5594	0.1929	0.4134	3	False	SILVER	corroborated	802	11318
rxn00288	Succinate:(acceptor) oxidoreductase	1.3.99.1	Group contribution	10.1900	14.3100	=	3.6940	0.5594	2.4444	3.8600	3	False	BRONZE	uncorroborated	802	11318
rxn00289	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)	4.1.3.30	Group contribution	4.9800	1.3100	=	1.9775	0.6581	1.3091	1.3572	3	False	BRONZE	uncorroborated	802	11318
rxn00290	succinyl-CoA:acetoacetate CoA-transferase	2.8.3.5	Group contribution	-0.0000	10.1300	=	3.6853	0.5594	0.7768	0.5782	3	False	SILVER	corroborated	802	11318
rxn00291	N-succinyl-L-glutamate amidohydrolase	3.5.1.96	Group contribution	-0.4600	1.8900	=	2.0964	0.6581	0.3205	0.2959	3	False	SILVER	corroborated	802	11318
rxn00292	UDP-N-acetyl-D-glucosamine 2-epimerase	3.2.1.183;5.1.3.14	Group contribution	-4.8100	8.1700	=	3.6853	0.5594	0.0062	0.2683	3	False	SILVER	corroborated	802	11318
rxn00293	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	2.7.7.23	Group contribution	1.0700	8.2300	=	3.6853	0.5594	0.5652	1.4182	3	False	SILVER	corroborated	802	11318
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase	5.1.3.2;5.1.3.7	Group contribution	0.0000	9.1500	=	3.6853	0.5594	0.1301	0.5147	3	False	SILVER	corroborated	802	11318
rxn00297	UDP-N-acetyl-D-glucosamine 2-epimerase	5.1.3.14	Group contribution	0.0000	9.1500	=	3.6853	0.5594	0.1344	0.4205	3	False	SILVER	corroborated	802	11318
rxn00298	UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase	1.1.1.136	Group contribution	-4.4900	26.0400	=	3.6940	0.5594	0.0866	0.9245	3	False	SILVER	corroborated	802	11318
rxn00299	GTP 7,8-8,9-dihydrolase	3.5.4.16	Group contribution	0.6100	7.6200	=	3.6853	0.5594	2.1918	1.9391	3	False	BRONZE	uncorroborated	802	11318
rxn00300	GTP 7,8-8,9-dihydrolase (diphosphate-forming)	3.5.4.25	Group contribution	-23.2100	7.0300	>	3.6853	0.5594	2.1874	1.5826	3	False	BRONZE	uncorroborated	802	11318
rxn00301	GTP diphosphohydrolase (diphosphate-forming)	3.6.1.19;3.6.1.8	Group contribution	-27.2400	7.8300	>	3.6853	0.5594	4.8822	3.5697	3	False	BRONZE	outvoted	802	11318
rxn00302	GTP 8,9-hydrolase	3.5.4.16	Group contribution	4.5100	7.0800	=	3.6853	0.5594	0.6751	0.7247	3	False	SILVER	corroborated	802	11318
rxn00303	ATP:GTP 3'-diphosphotransferase	2.7.6.5	Group contribution	-23.5000	11.6100	>	3.6853	0.5594	5.7913	4.1928	3	False	BRONZE	outvoted	802	11318
rxn00304	GTP:pyruvate 2-O-phosphotransferase	2.7.1.40	Group contribution	-4.8900	7.8800	=	3.6853	0.5594	3.0435	2.3252	3	False	BRONZE	outvoted	802	11318
