CHEBI_100	NSRJSISNDPOJOP-BBRMVZONSA-N
CHEBI_30232	BBPXZLJCPUPNGH-CMKODMSKSA-N
CHEBI_30245	OYHQOLUKZRVURQ-UHFFFAOYSA-N
CHEBI_30248	AXQLFFDZXPOFPO-FSGZUBPKSA-N
CHEBI_30306	GDALETGZDYOOGB-UHFFFAOYSA-N
CHEBI_30320	DUYAAUVXQSMXQP-UHFFFAOYSA-N
CHEBI_30322	ARJPPNFIEQKVBB-UHFFFAOYSA-N
CHEBI_30477	SITVSCPRJNYAGV-UHFFFAOYSA-N
CHEBI_305790	XUIIKFGFIJCVMT-UHFFFAOYSA-N
CHEBI_30612	LZBDWJUHHVGMIT-VKHMYHEASA-N
CHEBI_30616	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
CHEBI_30620	DVLMICGPONQEMX-UHFFFAOYSA-N
CHEBI_30623	MUBZPKHOEPUJKR-UHFFFAOYSA-N
CHEBI_30624	LVHZOXFXQXJTGJ-UWTATZPHSA-N
CHEBI_30719	LVHBHZANLOWSRM-UHFFFAOYSA-N
CHEBI_30742	LYCAIKOWRPUZTN-UHFFFAOYSA-N
CHEBI_30762	YGSDEFSMJLZEOE-UHFFFAOYSA-N
CHEBI_30780	VZCYOOQTPOCHFL-UHFFFAOYSA-N
CHEBI_30803	QQVIHTHCMHWDBS-UHFFFAOYSA-N
CHEBI_30807	TUNFSRHWOTWDNC-UHFFFAOYSA-N
CHEBI_30823	ZQPPMHVWECSIRJ-UHFFFAOYSA-N
CHEBI_30825	ZQPPMHVWECSIRJ-UHFFFAOYSA-N
CHEBI_30827	UWHZIFQPPBDJPM-UHFFFAOYSA-N
CHEBI_30839	PXQPEWDEAKTCGB-UHFFFAOYSA-N
CHEBI_30854	SEOVTRFCIGRIMH-UHFFFAOYSA-N
CHEBI_30864	DUGHQFVNXIWPEA-UHFFFAOYSA-N
CHEBI_30921	JFCQEDHGNNZCLN-UHFFFAOYSA-N
CHEBI_30924	XSGVCPVTGKFLBV-UHFFFAOYSA-N
CHEBI_30927	XSGVCPVTGKFLBV-UHFFFAOYSA-N
CHEBI_30928	XSGVCPVTGKFLBV-UHFFFAOYSA-N
CHEBI_30929	XSGVCPVTGKFLBV-UHFFFAOYSA-N
CHEBI_30934	XFTRTWQBIOMVPK-RXMQYKEDSA-N
CHEBI_30936	XFTRTWQBIOMVPK-YFKPBYRVSA-N
CHEBI_30959	HXACOUQIXZGNBF-UHFFFAOYSA-N
CHEBI_30960	VJQLKLCRJHESBL-UHFFFAOYSA-N
CHEBI_30997	TWNIBLMWSKIRAT-VFUOTHLCSA-N
CHEBI_31	NFLGAXVYCFJBMK-DTWKUNHWSA-N
CHEBI_31004	VHOCUJPBKOZGJD-UHFFFAOYSA-N
CHEBI_31011	NQPDZGIKBAWPEJ-UHFFFAOYSA-N
CHEBI_31013	XMHIUKTWLZUKEX-UHFFFAOYSA-N
CHEBI_31014	QZZGJDVWLFXDLK-UHFFFAOYSA-N
CHEBI_31080	UQOJAGBSKPHQOG-UHFFFAOYSA-N
CHEBI_31087	JLOXZCXDOZCICC-QLGUMYEUSA-N
CHEBI_31128	HBMCQTHGYMTCOF-UHFFFAOYSA-N
CHEBI_31144	XCIQCJDABRSRPD-DWSZVYAXSA-N
CHEBI_31157	RIKWDZWVHUIUAM-OAHLLOKOSA-N
CHEBI_31181	RACGRCLGVYXIAO-YOKWENHESA-N
CHEBI_31186	OFHCOWSQAMBJIW-AVJTYSNKSA-N
CHEBI_31328	DKPFZGUDAPQIHT-UHFFFAOYSA-N
CHEBI_31334	ZCKDCRKBURQZPT-OWOJBTEDSA-N
CHEBI_31432	RCQTVEFBFUNTGM-BDVHUIKKSA-N
CHEBI_31457	KSMVZQYAVGTKIV-UHFFFAOYSA-N
CHEBI_31549	HESCAJZNRMSMJG-BCAXZHDFSA-N
CHEBI_31550	QXRSDHAAWVKZLJ-DIZZFTFVSA-N
CHEBI_3168	OILXMJHPFNGGTO-ZAUYPBDWSA-N
CHEBI_31697	JHFAEUICJHBVHB-UHFFFAOYSA-N
CHEBI_31725	MLFHJEHSLIIPHL-UHFFFAOYSA-N
CHEBI_31832	OSWPMRLSEDHDFF-UHFFFAOYSA-N
CHEBI_31883	QQBPLXNESPTPNU-UHFFFAOYSA-N
CHEBI_31988	MDHYEMXUFSJLGV-UHFFFAOYSA-N
CHEBI_32023	SUWYPNNPLSRNPS-UNTSEYQFSA-N
CHEBI_32079	QJBZDBLBQWFTPZ-UHFFFAOYSA-N
CHEBI_32154	GLDOVTGHNKAZLK-UHFFFAOYSA-N
CHEBI_32197	BXLGPMDGOMEFBX-UHFFFAOYSA-N
CHEBI_3230	HKPHPIREJKHECO-UHFFFAOYSA-N
CHEBI_32304	ZTALKMXOHWQNIA-CFVMTHIKSA-N
CHEBI_32325	PSQYTAPXSHCGMF-UHFFFAOYSA-N
CHEBI_32360	VKOBVWXKNCXXDE-UHFFFAOYSA-N
CHEBI_32361	FBUKVWPVBMHYJY-UHFFFAOYSA-N
CHEBI_32362	MNWFXJYAOYHMED-UHFFFAOYSA-N
CHEBI_32364	WVMWZWGZRAXUBK-BUMVPUIUSA-N
CHEBI_32366	KEMQGTRYUADPNZ-UHFFFAOYSA-N
CHEBI_32369	ZDPHROOEEOARMN-UHFFFAOYSA-N
CHEBI_32370	YWWVWXASSLXJHU-UHFFFAOYSA-N
CHEBI_32372	SECPZKHBENQXJG-UHFFFAOYSA-N
CHEBI_32375	CNVZJPUDSLNTQU-UHFFFAOYSA-N
CHEBI_32379	TXXHDPDFNKHHGW-UHFFFAOYSA-N
CHEBI_32382	IWYDHOAUDWTVEP-SSDOTTSWSA-N
CHEBI_32383	IWHLYPDWHHPVAA-UHFFFAOYSA-N
CHEBI_32387	DTOSIQBPPRVQHS-UHFFFAOYSA-N
CHEBI_32391	VZCCETWTMQHEPK-UHFFFAOYSA-N
CHEBI_32392	GWHCXVQVJPWHRF-UHFFFAOYSA-N
CHEBI_32393	DPUOLQHDNGRHBS-UHFFFAOYSA-N
CHEBI_32395	YZXBAPSDXZZRGB-UHFFFAOYSA-N
CHEBI_32426	BITHHVVYSMSWAG-UHFFFAOYSA-N
CHEBI_32446	PGYAYSRVSAJXTE-RQCOEWNJSA-N
CHEBI_32544	PVNIIMVLHYAWGP-UHFFFAOYSA-N
CHEBI_32549	QABFXOMOOYWZLZ-JLTXGRSLSA-N
CHEBI_32551	KDXKERNSBIXSRK-YFKPBYRVSA-N
CHEBI_32557	KDXKERNSBIXSRK-RXMQYKEDSA-N
CHEBI_326268	KIDHWZJUCRJVML-UHFFFAOYSA-N
CHEBI_32682	ODKSFYDXXFIFQN-BYPYZUCNSA-N
CHEBI_32689	ODKSFYDXXFIFQN-SCSAIBSYSA-N
CHEBI_327995	DZGWFCGJZKJUFP-UHFFFAOYSA-N
CHEBI_32804	YHXHKYRQLYQUIH-UHFFFAOYSA-N
CHEBI_32810	LKZIEAUIOCGXBY-AOIFVJIMSA-N
CHEBI_32812	HBDWQSHEVMSFGY-SCQFTWEKSA-N
CHEBI_32814	HLKXYZVTANABHZ-REOHCLBHSA-N
CHEBI_32879	ATUOYWHBWRKTHZ-UHFFFAOYSA-N
CHEBI_32888	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
CHEBI_32897	KOBCBXYNEMBYLQ-BSRZNBELSA-N
CHEBI_32898	OVMSOCFBDVBLFW-VHLOTGQHSA-N
CHEBI_32922	UMAHGMFKBJHGME-NWDGAFQWSA-N
CHEBI_32966	RNBGYGVWRKECFJ-ARQDHWQXSA-N
CHEBI_33007	JOPOVCBBYLSVDA-UHFFFAOYSA-N
CHEBI_33019	XPPKVPWEQAFLFU-UHFFFAOYSA-N
CHEBI_330772	ZGCSNRKSJLVANE-UHFFFAOYSA-N
CHEBI_33098	PLAZTCDQAHEYBI-UHFFFAOYSA-N
CHEBI_33163	KHAVLLBUVKBTBG-UHFFFAOYSA-N
CHEBI_33190	OAKURXIZZOAYBC-UHFFFAOYSA-N
CHEBI_33203	LPZCCMIISIBREI-JXMPMKKESA-N
CHEBI_33216	IISBACLAFKSPIT-UHFFFAOYSA-N
CHEBI_33227	OOCCDEMITAIZTP-QPJJXVBHSA-N
CHEBI_33270	RZFHLOLGZPDCHJ-XZXLULOTSA-N
CHEBI_33275	FGYKUFVNYVMTAM-WAZJVIJMSA-N
CHEBI_33276	ODADKLYLWWCHNB-LDYBVBFYSA-N
CHEBI_33277	OTXNTMVVOOBZCV-WAZJVIJMSA-N
CHEBI_33384	MTCFGRXMJLQNBG-REOHCLBHSA-N
CHEBI_33409	QYPPRTNMGCREIM-UHFFFAOYSA-N
CHEBI_33542	DHCDFWKWKRSZHF-UHFFFAOYSA-N
CHEBI_33565	VZYDKJOUEPFKMW-UHFFFAOYSA-N
CHEBI_33613	HHOUSCIEKLBSGQ-UHFFFAOYSA-N
CHEBI_3362	FDSDTBUPSURDBL-UHFFFAOYSA-N
CHEBI_33722	YEAYMLBNRJYVPB-UHFFFAOYSA-N
CHEBI_33723	ISVAEKDKOPJTJN-UHFFFAOYSA-N
CHEBI_33737	XSOVBBGAMBLACL-UHFFFAOYSA-N
CHEBI_33738	MAGIRAZQQVQNKP-UHFFFAOYSA-N
CHEBI_3374	YKPUWZUDDOIDPM-UHFFFAOYSA-N
CHEBI_3375	VYIRVAXUEZSDNC-RDJLEWNRSA-N
CHEBI_3378	GVOIABOMXKDDGU-XFEDHCIASA-N
CHEBI_3381	BQOFWKZOCNGFEC-DTWKUNHWSA-N
CHEBI_34031	LGXVIGDEPROXKC-UHFFFAOYSA-N
CHEBI_34071	DCPCOKIYJYGMDN-HUDVFFLJSA-N
CHEBI_34112	SIEDNCDNGMIKST-VQJSHJPSSA-O
CHEBI_34115	OOWQBDFWEXAXPB-IBGZPJMESA-N
CHEBI_34116	NRWMBHYHFFGEEC-KTKRTIGZSA-N
CHEBI_34133	WTPMRQZHJLJSBO-XQALERBDSA-N
CHEBI_34172	FCIRLUVNFJRTCU-FPNLOETNSA-N
CHEBI_34238	FAXWFCTVSHEODL-UHFFFAOYSA-N
CHEBI_34270	BFCFYVKQTRLZHA-UHFFFAOYSA-N
CHEBI_34310	IOWMKBFJCNLRTC-XWXSNNQWSA-N
CHEBI_3440	RECUKUPTGUEGMW-UHFFFAOYSA-N
CHEBI_34477	SOQWQZZNPGBTQR-BNLHMNGSSA-N
CHEBI_34584	YCWFSAIGFBNDPM-DYKIIFRCSA-N
CHEBI_34596	MFDUGTOOXGORRX-UHFFFAOYSA-N
CHEBI_34597	CAXVJDRXJFKYQP-CAOCKLPOSA-N
CHEBI_34652	WWSNTLOVYSRDEL-DZSDEGEFSA-N
CHEBI_34718	VYZAHLCBVHPDDF-UHFFFAOYSA-N
CHEBI_34726	ILRSCQWREDREME-UHFFFAOYSA-N
CHEBI_34779	WVKOKNQPFFEMSR-UHFFFAOYSA-N
CHEBI_34787	FXHGMKSSBGDXIY-UHFFFAOYSA-N
CHEBI_34848	AJLFOPYRIVGYMJ-INTXDZFKSA-N
CHEBI_34862	CJKGLEVYDCRGBX-DHVBMWRMSA-N
CHEBI_34900	LYRFLYHAGKPMFH-UHFFFAOYSA-N
CHEBI_35020	UYXTWWCETRIEDR-UHFFFAOYSA-N
CHEBI_350546	QZAYGJVTTNCVMB-UHFFFAOYSA-N
CHEBI_35121	RNQHMTFBUSSBJQ-CRCLSJGQSA-N
CHEBI_35146	HREXXXHMIGWWHU-UHFFFAOYSA-N
CHEBI_35164	KLAKIAVEMQMVBT-UHFFFAOYSA-N
CHEBI_35173	DQEWUYBUHMCRBK-UHFFFAOYSA-N
CHEBI_35177	SLPVJDQRGMDQLQ-UHFFFAOYSA-N
CHEBI_35194	RRHGJUQNOFWUDK-UHFFFAOYSA-N
CHEBI_35227	ZPTVNYMJQHSSEA-UHFFFAOYSA-N
CHEBI_35235	XUJNEKJLAYXESH-REOHCLBHSA-N
CHEBI_35236	XUJNEKJLAYXESH-UWTATZPHSA-N
CHEBI_35247	MTCFGRXMJLQNBG-UWTATZPHSA-N
CHEBI_3528	FYGDTMLNYKFZSV-ZWSAEMDYSA-N
CHEBI_35280	CMUNUTVVOOHQPW-LURJTMIESA-O
CHEBI_35288	SZCBXWMUOPQSOX-WVJDLNGLSA-N
CHEBI_35291	MOVUUAMFNFXGHB-UHFFFAOYSA-N
CHEBI_35305	SZCBXWMUOPQSOX-NLNQYMAJSA-N
CHEBI_35306	PGYAYSRVSAJXTE-NXBQOJNHSA-N
CHEBI_35328	VAZQBTJCYODOSV-HZUCFJANSA-N
CHEBI_35330	FJOCMTHZSURUFA-AXYGSFPTSA-N
CHEBI_35331	CNYVJTJLUKKCGM-RGGGOQHISA-N
CHEBI_35372	NBFWIISVIFCMDK-MGCNEYSASA-N
CHEBI_35404	KRVSOGSZCMJSLX-UHFFFAOYSA-L
CHEBI_35418	SQVRNKJHWKZAKO-LUWBGTNYSA-N
CHEBI_35491	LEVWYRKDKASIDU-IMJSIDKUSA-N
CHEBI_35596	NZGWDASTMWDZIW-MRVPVSSYSA-N
CHEBI_356010	JJMDCOVWQOJGCB-UHFFFAOYSA-N
CHEBI_35616	RUVINXPYWBROJD-ONEGZZNKSA-N
CHEBI_356416	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
CHEBI_356445	YMAWOPBAYDPSLA-UHFFFAOYSA-N
CHEBI_35668	WYXSYVWAUAUWLD-SHUUEZRQSA-N
CHEBI_35680	RSWGJHLUYNHPMX-ONCXSQPRSA-N
CHEBI_35687	BTANRVKWQNVYAZ-UHFFFAOYSA-N
CHEBI_35811	YVCUGZBVCHODNB-QXFUBDJGSA-N
CHEBI_35812	BEZZFPOZAYTVHN-UHFFFAOYSA-N
CHEBI_35899	PVEOYINWKBTPIZ-UHFFFAOYSA-N
CHEBI_35986	ZWRUINPWMLAQRD-UHFFFAOYSA-N
CHEBI_36014	NEHMKBQYUWJMIP-UHFFFAOYSA-N
CHEBI_36165	WLJVNTCWHIRURA-UHFFFAOYSA-N
CHEBI_36167	WJJMNDUMQPNECX-UHFFFAOYSA-N
CHEBI_36204	ZDHCZVWCTKTBRY-UHFFFAOYSA-N
CHEBI_36208	BBWSESXVUCHKPV-UHFFFAOYSA-N
CHEBI_36218	GUBGYTABKSRVRQ-DCSYEGIMSA-N
CHEBI_36234	RUDATBOHQWOJDD-BSWAIDMHSA-N
CHEBI_36241	YQUVCSBJEUQKSH-UHFFFAOYSA-N
CHEBI_36242	GQYBCIHRWMPOOF-UHFFFAOYSA-N
CHEBI_36252	GHCZAUBVMUEKKP-GYPHWSFCSA-N
CHEBI_36257	WBWWGRHZICKQGZ-HZAMXZRMSA-N
CHEBI_36261	AWDRATDZQPNJFN-VAYUFCLWSA-N
CHEBI_36264	VLAPMBHFAWRUQP-UHFFFAOYSA-L
CHEBI_36298	LNETULKMXZVUST-UHFFFAOYSA-N
CHEBI_36361	OJMIONKXNSYLSR-UHFFFAOYSA-N
CHEBI_3639	CRQQGFGUEAVUIL-UHFFFAOYSA-N
CHEBI_36438	YZBZORUZOSCZRN-INIZCTEOSA-N
CHEBI_36460	XVOUMQNXTGKGMA-UHFFFAOYSA-N
CHEBI_36464	KJTLQQUUPVSXIM-ZCFIWIBFSA-N
CHEBI_36484	PNJBOAVCVAVRGR-UDCAXGDQSA-N
CHEBI_36487	MVSYTBQOJXSHFZ-SFOFOFCKSA-N
CHEBI_36492	NFLGAXVYCFJBMK-RKDXNWHRSA-N
CHEBI_36503	NFLGAXVYCFJBMK-UHFFFAOYSA-N
CHEBI_36517	XMRKUJJDDKYUHV-SJRHNVSNSA-N
CHEBI_36557	WVMBPWMAQDVZCM-UHFFFAOYSA-N
CHEBI_36558	OYZONAXDAWHDMN-UHFFFAOYSA-N
CHEBI_36559	WJXSWCUQABXPFS-UHFFFAOYSA-N
CHEBI_36564	NZSBJWOTLHVBNU-UHFFFAOYSA-N
CHEBI_36602	LVHZOXFXQXJTGJ-REOHCLBHSA-N
CHEBI_3663	BBJQPKLGPMQWBU-JADYGXMDSA-N
CHEBI_36647	ZHDLAGPONFNQMZ-UHFFFAOYSA-N
CHEBI_36654	GLDQAMYCGOIJDV-UHFFFAOYSA-N
CHEBI_36655	HHLFWLYXYJOTON-UHFFFAOYSA-N
CHEBI_36656	FAQJJMHZNSSFSM-UHFFFAOYSA-N
CHEBI_36658	HCJMNOSIAGSZBM-UHFFFAOYSA-N
CHEBI_36674	PCNDJXKNXGMECE-UHFFFAOYSA-N
CHEBI_36703	UGNWTBMOAKPKBL-UHFFFAOYSA-N
CHEBI_36713	CBMYJHIOYJEBSB-KHOSGYARSA-N
CHEBI_36714	CBMYJHIOYJEBSB-GCXXXECGSA-N
CHEBI_36715	CBMYJHIOYJEBSB-VXZRPZIYSA-N
CHEBI_36729	RWBRUCCWZPSBFC-SJOKZOANSA-N
CHEBI_36740	GRWFGVWFFZKLTI-UHFFFAOYSA-N
CHEBI_36773	DSSYKIVIOFKYAU-UHFFFAOYSA-N
CHEBI_36776	UDIUFGIXIGLRSM-LHLIQPBNSA-N
CHEBI_36781	ZVJHJDDKYZXRJI-UHFFFAOYSA-N
CHEBI_36799	ARYTXMNEANMLMU-ATEDBJNTSA-N
CHEBI_368	NEHNMFOYXAPHSD-JTQLQIEISA-N
CHEBI_3686	JBGKVNQFVAJOGC-UHFFFAOYSA-N
CHEBI_3687	LQGUBLBATBMXHT-UHFFFAOYSA-N
CHEBI_368997	CJUMAFVKTCBCJK-UHFFFAOYSA-N
CHEBI_36986	LVHBHZANLOWSRM-UHFFFAOYSA-N
CHEBI_370252	VJDOAZKNBQCAGE-VPENINKCSA-N
CHEBI_37047	NZGWDASTMWDZIW-MRVPVSSYSA-N
CHEBI_3706	FMTFEIJHMMQUJI-NJAFHUGGSA-N
CHEBI_3707	SHCRDCOTRILILT-NJAFHUGGSA-N
CHEBI_37080	NIXOWILDQLNWCW-UHFFFAOYSA-N
CHEBI_37257	RLCKHJSFHOZMDR-UHFFFAOYSA-N
CHEBI_37448	MJHHEMGRLHKKBU-UHFFFAOYSA-N
CHEBI_37454	YYVYAPXYZVYDHN-UHFFFAOYSA-N
CHEBI_37547	LZBDWJUHHVGMIT-GSVOUGTGSA-N
CHEBI_37563	PCDQPRRSZKQHHS-XVFCMESISA-N
CHEBI_37565	XKMLYUALXHKNFT-UUOKFMHZSA-N
CHEBI_37568	NHVNXKFIZYSCEB-XLPZGREQSA-N
CHEBI_37569	KMVHLURJVXFSAU-OAHLLOKOSA-N
CHEBI_37573	WTGXAWKVZMQEDA-XFWGRBSCSA-N
CHEBI_37575	HZSAJDVWZRBGIF-UHFFFAOYSA-O
CHEBI_37619	WQZGKKKJIJFFOK-DHVFOXMCSA-N
CHEBI_37623	BQMSKLCEWBSPPY-IKVTXIKFSA-N
CHEBI_37640	ZNCHPOYZMVVJCK-LIZWOPGQSA-N
CHEBI_37720	RFSUNEUAIZKAJO-ZXXMMSQZSA-N
CHEBI_37721	RFSUNEUAIZKAJO-VRPWFDPXSA-N
CHEBI_37724	DWJZKGYQNOQQEZ-ZZJOKYKRSA-N
CHEBI_37808	IJDNQMDRQITEOD-UHFFFAOYSA-N
CHEBI_37871	SJWFXCIHNDVPSH-MRVPVSSYSA-N
CHEBI_38028	ZFSLODLOARCGLH-UHFFFAOYSA-N
CHEBI_38140	QPUHWUSUBHNZCG-NXEZZACHSA-N
CHEBI_38184	SIOXPEMLGUPBBT-UHFFFAOYSA-N
CHEBI_38190	STRZQWQNZQMHQR-UAKXSSHOSA-N
CHEBI_38214	BMLIZLVNXIYGCK-UHFFFAOYSA-N
CHEBI_38229	AWQLNKJBXASXDU-SFDCBXKLSA-N
CHEBI_38238	FAKIZFXTXMMNRM-JHHIBIJLSA-N
CHEBI_38249	JEQLRDRDFLXSHY-SCZZXKLOSA-N
CHEBI_38266	UUPDCCPAOMDMPT-HDNYONAXSA-N
CHEBI_38290	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
CHEBI_38439	FMRJHZSHVMDXRI-SDMSXHDGSA-N
CHEBI_38506	CRBJBYGJVIBWIY-UHFFFAOYSA-N
CHEBI_38685	GOOHAUXETOMSMM-UHFFFAOYSA-N
CHEBI_38833	TUTWLYPCGCUWQI-UHFFFAOYSA-N
CHEBI_3900	HRYLQFBHBWLLLL-AHNJNIBGSA-N
CHEBI_39111	NRCLCQZYGYRLEW-UHFFFAOYSA-N
CHEBI_39113	NZKIRHFOLVYKFT-NEWSRXKRSA-N
CHEBI_39114	WKNSDDMJXANVMK-NEWSRXKRSA-N
CHEBI_39242	JSNRRGGBADWTMC-QINSGFPZSA-N
CHEBI_39275	GZUXJHMPEANEGY-UHFFFAOYSA-N
CHEBI_39282	INQOMBQAUSQDDS-UHFFFAOYSA-N
CHEBI_3941	WTBZNVRBNJWSPF-KEWNPWIZSA-N
CHEBI_3962	ZIUSSTSXXLLKKK-UHFFFAOYSA-N
CHEBI_39785	ZDXJFUSXYWLEEO-UHFFFAOYSA-N
CHEBI_39931	QZYHIOPPLUPUJF-UHFFFAOYSA-N
CHEBI_39940	YGCZTXZTJXYWCO-UHFFFAOYSA-N
CHEBI_39992	KOLPWZCZXAMXKS-UHFFFAOYSA-N
CHEBI_40	HGXBRUKMWQGOIE-AFHBHXEDSA-N
CHEBI_40116	YKYONYBAUNKHLG-UHFFFAOYSA-N
CHEBI_40154	FHIDNBAQOFJWCA-UAKXSSHOSA-N
CHEBI_40303	PCZOHLXUXFIOCF-BXMDZJJMSA-N
CHEBI_40356	OVRNDRQMDRJTHS-CBQIKETKSA-N
CHEBI_40407	VUNQJPPPTJIREN-CMAXTTDKSA-N
CHEBI_40656	WQZGKKKJIJFFOK-QZABAPFNSA-N
CHEBI_40799	HBUSSRFEMJUONI-QAGGRKNESA-N
CHEBI_40822	DWJZKGYQNOQQEZ-MROZADKFSA-N
CHEBI_40886	SRBFZHDQGSBBOR-KLVWXMOXSA-N
CHEBI_40968	SMWOVGCOLLADQE-UHFFFAOYSA-N
CHEBI_41117	IIBOGKHTXBPGEI-UHFFFAOYSA-N
CHEBI_41128	HEGSGKPQLMEBJL-RKQHYHRCSA-N
CHEBI_41132	KCFLOKKYWBPKFN-UHFFFAOYSA-N
CHEBI_41214	JKTYGPATCNUWKN-UHFFFAOYSA-N
CHEBI_41237	SESFRYSPDFLNCH-UHFFFAOYSA-N
CHEBI_412516	NOEGNKMFWQHSLB-UHFFFAOYSA-N
CHEBI_41308	RWCCWEUUXYIKHB-UHFFFAOYSA-N
CHEBI_4139	WQZGKKKJIJFFOK-SVZMEOIVSA-N
CHEBI_41487	CJIIERPDFZUYPI-UHFFFAOYSA-N
CHEBI_41509	NAACPBBQTFFYQB-LJAITQKLSA-N
CHEBI_41595	XMRKUJJDDKYUHV-DFSVIBJJSA-N
CHEBI_41633	OSENKJZWYQXHBN-XVYZBDJZSA-N
CHEBI_4167	WQZGKKKJIJFFOK-GASJEMHNSA-N
CHEBI_41674	JQPFYXFVUKHERX-UHFFFAOYSA-N
CHEBI_41837	YPGMOWHXEQDBBV-QWWZWVQMSA-N
CHEBI_41847	UHUSDOQQWJGJQS-QNGWXLTQSA-N
CHEBI_42027	FVXDQWZBHIXIEJ-HUESYALOSA-O
CHEBI_4208	WQZGKKKJIJFFOK-QTVWNMPRSA-N
CHEBI_42090	UNXHWFMMPAWVPI-IMJSIDKUSA-N
CHEBI_42156	PROQIPRRNZUXQM-PNVOZDDCSA-N
CHEBI_42202	KYQZWONCHDNPDP-QNDFHXLGSA-N
CHEBI_42438	YOMSJEATGXXYPX-UHFFFAOYSA-N
CHEBI_42530	KFSLWBXXFJQRDL-UHFFFAOYSA-N
CHEBI_42534	SEDRVEWTPRTLOZ-KZYORJDKSA-N
CHEBI_42548	SHZGCJCMOBCMKK-SXUWKVJYSA-N
CHEBI_42589	SHZGCJCMOBCMKK-KGJVWPDLSA-N
CHEBI_425902	KRIOVPPHQSLHCZ-UHFFFAOYSA-N
CHEBI_42626	HROXHMRQKGGIFT-JJNLEZRASA-N
CHEBI_42677	HXKKHQJGJAFBHI-GSVOUGTGSA-N
CHEBI_42758	DWJZKGYQNOQQEZ-MROZADKFSA-N
CHEBI_42819	ICUKTPSQGAACET-UHFFFAOYSA-N
CHEBI_42870	NELQYZRSPDCGRQ-UHFFFAOYSA-N
CHEBI_42939	PAFZNILMFXTMIY-UHFFFAOYSA-N
CHEBI_42977	INBGSXNNRGWLJU-ZHHJOTBYSA-N
CHEBI_42989	OYXZMSRRJOYLLO-KGZHIOMZSA-N
CHEBI_43003	BBMCTIGTTCKYKF-UHFFFAOYSA-N
CHEBI_43029	HKCYZTKHPLJZDR-WUCPZUCCSA-N
CHEBI_43074	CABVTRNMFUVUDM-VRHQGPGLSA-N
CHEBI_43120	HKCYZTKHPLJZDR-IUYQGCFVSA-N
CHEBI_43129	GLMPLZUBQDAZEN-CVEARBPZSA-N
CHEBI_43445	YONHOSLUBQJXPR-KCQAQPDRSA-N
CHEBI_43474	NBIIXXVUZAFLBC-UHFFFAOYSA-N
CHEBI_43711	VLYUGYAKYZETRF-SSDOTTSWSA-N
CHEBI_4372	JJRYPZMXNLLZFH-CYBMUJFWSA-N
CHEBI_437678	YRAQEMCYCSSHJG-NSHDSACASA-N
CHEBI_44027	KNHSRGADDCXEDT-UHFFFAOYSA-N
CHEBI_44147	QVNCMXZHACRKNN-UHFFFAOYSA-N
CHEBI_44245	RYDDMTFNGMJXTI-UHFFFAOYSA-N
CHEBI_44278	OVRNDRQMDRJTHS-PVFLNQBWSA-N
CHEBI_4429	ZGLXUQQMLLIKAN-SVIJTADQSA-N
CHEBI_44337	RFMMMVDNIPUKGG-YFKPBYRVSA-N
CHEBI_44343	QPUHWUSUBHNZCG-VHSXEESVSA-N
CHEBI_44348	SJRDEJISAPSNAY-UHFFFAOYSA-N
CHEBI_44400	UQBOJOOOTLPNST-UHFFFAOYSA-N
CHEBI_44423	VSNHCAURESNICA-UHFFFAOYSA-N
CHEBI_44485	HDFGOPSGAURCEO-UHFFFAOYSA-N
CHEBI_44597	PLIUCYCUYQIBDZ-UHFFFAOYSA-N
CHEBI_44800	BVIYGXUQVXBHQS-IUYQGCFVSA-N
CHEBI_44811	HVAUUPRFYPCOCA-AREMUKBSSA-O
CHEBI_44841	LBARDZPDAYELSB-UHFFFAOYSA-N
CHEBI_44951	GQZXNSPRSGFJLY-UHFFFAOYSA-N
CHEBI_45075	FMKSMYDYKXQYRV-UHFFFAOYSA-N
CHEBI_45213	MVQVNTPHUGQQHK-UHFFFAOYSA-N
CHEBI_45240	CITHEXJVPOWHKC-UUWRZZSWSA-O
CHEBI_45285	IPEHBUMCGVEMRF-UHFFFAOYSA-N
CHEBI_45422	QLNJFJADRCOGBJ-UHFFFAOYSA-N
CHEBI_45479	FPIPGXGPPPQFEQ-HWCYFHEPSA-N
CHEBI_45487	NCYCYZXNIZJOKI-UHFFFAOYSA-N
CHEBI_4553	GMLDZDDTZKXJLU-JKSUJKDBSA-N
CHEBI_45616	WAPNOHKVXSQRPX-SSDOTTSWSA-N
CHEBI_456215	UDMBCSSLTHHNCD-KQYNXXCUSA-N
CHEBI_456216	XTWYTFMLZFPYCI-KQYNXXCUSA-N
CHEBI_45713	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
CHEBI_45725	PFNFFQXMRSDOHW-UHFFFAOYSA-N
CHEBI_4579	LDBYHULIXFIJAZ-UHFFFAOYSA-N
CHEBI_45815	APDLCSPGWPLYEQ-LOSJGSFVSA-N
CHEBI_45863	RCINICONZNJXQF-MZXODVADSA-N
CHEBI_45895	DKGAVHZHDRPRBM-UHFFFAOYSA-N
CHEBI_45912	JPIJQSOTBSSVTP-GBXIJSLDSA-N
