ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
r0219	acetyl-CoA acyltransferase	coa(cpd00010)[0] mcecoa(cpd02124)[0] => accoa(cpd00022)[0] ppacoa(cpd00086)[0]	N	N	Y	Y	rxn00676	(1) Acetyl-CoA[0] + (1) Propionyl-CoA[0] <=> (1) CoA[0] + (1) 2-Methylacetoacetyl-CoA[0]
r0220	Acyl-CoA dehydrogenase	fad(cpd00015)[0] h(cpd00067)[0] mbcoa(cpd00760)[0] => fadh2(cpd00982)[0] mcrocoa(cpd02125)[0]	N	N	Y	Y	rxn02270	(1) FAD[0] + (1) 2-Methylbutyryl-CoA[0] <=> (1) FADH2[0] + (1) Tiglyl-CoA[0]
r0221	3-hydroxyisobutyrate dehydrogenase	hyisorate(cpd19043)[0] nad(cpd00003)[0] => h(cpd00067)[0] mmshy(cpd00287)[0] nadh(cpd00004)[0]	N	N	N	Y	frxn00016	
r0222	3-oxoacid CoA-transferase	acact(cpd00142)[0] succoa(cpd00078)[0] => aaccoa(cpd00279)[0] succ(cpd00036)[0]	N	N	Y	Y	rxn00290	(1) Succinyl-CoA[0] + (1) Acetoacetate[0] <=> (1) Succinate[0] + (1) Acetoacetyl-CoA[0]
r0223	2-oxoisovalerate dehydrogenase complex	coa(cpd00010)[0] nad(cpd00003)[0] oival(cpd00123)[0] => co2(cpd00011)[0] isocoa(cpd00481)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn00899	(1) NAD[0] + (1) CoA[0] + (1) 3-Methyl-2-oxobutanoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Isobutyryl-CoA[0]
r0224	Methylcrotonoyl-CoA carboxylase	atp(cpd00002)[0] hco3(cpd00242)[0] mcrcoa(cpd01966)[0] => adp(cpd00008)[0] h(cpd00067)[0] mgcoa(cpd02068)[0] pi(cpd00009)[0]	N	N	Y	Y	rxn02889	(1) ATP[0] + (1) H2CO3[0] + (1) Dimethylacryloyl-CoA[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) 3-Methylglutaconyl-CoA[0]
r0225	2-oxoisovalerate dehydrogenase complex	coa(cpd00010)[0] nad(cpd00003)[0] omval(cpd00508)[0] => co2(cpd00011)[0] mbcoa(cpd00760)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn02269	(1) NAD[0] + (1) CoA[0] + (1) 3MOP[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Methylbutyryl-CoA[0]
r0226	2-oxoisovalerate dehydrogenase complex	4mop(cpd00200)[0] coa(cpd00010)[0] nad(cpd00003)[0] => co2(cpd00011)[0] ivacoa[0] nadh(cpd00004)[0]	N	N	N	N	frxn00017	
r0227	Isovaleryl-CoA dehydrogenase	fad(cpd00015)[0] h(cpd00067)[0] ivacoa[0] => fadh2(cpd00982)[0] mcrcoa(cpd01966)[0]	N	N	N	N	frxn00018	
r0228	Acetolactate synthase	h(cpd00067)[0] obut(cpd00094)[0] pyr(cpd00020)[0] => abut(cpd00498)[0] co2(cpd00011)[0]	N	N	Y	Y	rxn08043	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]
r0229	Acetolactate synthase	h(cpd00067)[0] (2) pyr(cpd00020)[0] => aclac(cpd00668)[0] co2(cpd00011)[0]	N	N	Y	Y	rxn00003	(1) CO2[0] + (1) ALCTT[0] <= (2) Pyruvate[0] + (1) H+[0]
r0230	3-hydroxyisobutyrate dehydrogenase	hyisorate(cpd19043)[0] nad(cpd00003)[0] => h(cpd00067)[0] mmshy(cpd00287)[0] nadh(cpd00004)[0]	N	N	N	Y	frxn00016	(1) NAD[0] + (1) (S)-3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-2-methylpropanoate[0]
r0231	3-hydroxyisobutyryl-CoA hydrolase	h2o(cpd00001)[0] hyisocoa(cpd03572)[0] => coa(cpd00010)[0] h(cpd00067)[0] hyisorate(cpd19043)[0]	N	N	Y	Y	rxn39480	(1) H2O[0] + (1) (S)-3-Hydroxyisobutyryl-CoA[0] <=> (1) CoA[0] + (1) H+[0] + (1) (S)-3-Hydroxyisobutyrate[0]
r0232	3-hydroxyacyl-CoA dehydrogenase	metbycoa(cpd02691)[0] nad(cpd00003)[0] => h(cpd00067)[0] mcecoa(cpd02124)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn02933	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]
r0233	Hydroxymethylglutaryl-CoA lyase	hmgcoa(cpd00292)[0] => acact(cpd00142)[0] accoa(cpd00022)[0]	N	N	Y	Y	rxn00991	(1) HMG-CoA[0] <=> (1) Acetyl-CoA[0] + (1) Acetoacetate[0]
r0234	Enoyl-CoA hydratase	h2o(cpd00001)[0] maclcoa(cpd02187)[0] => hyisocoa(cpd03572)[0]	N	N	Y	Y	rxn02949	(1) H2O[0] + (1) Methacrylyl-CoA[0] <=> (1) (S)-3-Hydroxyisobutyryl-CoA[0]
r0235	Enoyl-CoA hydratase	h2o(cpd00001)[0] mcrocoa(cpd02125)[0] => metbycoa(cpd02691)[0]	N	N	Y	Y	rxn02934	(1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) H2O[0] + (1) Tiglyl-CoA[0]
r0236	acetyl-CoA C-acetyltransferase	aaccoa(cpd00279)[0] coa(cpd00010)[0] => (2) accoa(cpd00022)[0]	N	N	Y	Y	rxn00178	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]
r0237	acetyl-CoA C-acetyltransferase	aaccoa(cpd00279)[0] coa(cpd00010)[0] => (2) accoa(cpd00022)[0]	N	N	Y	Y	rxn00178	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]
r0238	Alcohol dehydrogenase	meth(cpd00116)[0] nad(cpd00003)[0] => fald(cpd00055)[0] h(cpd00067)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn00430	(1) NAD[0] + (1) Methanol[0] <=> (1) NADH[0] + (1) Formaldehyde[0] + (1) H+[0]
r0239	6-methylsalicylic acid synthase (Artificial reaction, chlor left out)	(4) accoa(cpd00022)[0] (3) h(cpd00067)[0] malcoa(cpd00070)[0] phe(cpd00066)[0] => (5) coa(cpd00010)[0] (3) h2o(cpd00001)[0] ota(cpd06845)[0]	N	N	N	Y	frxn00019	
r0240	6-methylsalicylic acid synthase	accoa(cpd00022)[0] (3) h(cpd00067)[0] (3) malcoa(cpd00070)[0] nadph(cpd00005)[0] => (3) co2(cpd00011)[0] (4) coa(cpd00010)[0] h2o(cpd00001)[0] msali[0] nadp(cpd00006)[0]	N	N	N	N	frxn00020	
r0241	Beta-glucosidase	cellob(cpd00158)[0] h2o(cpd00001)[0] => (2) dglc(cpd00027)[0]	N	N	Y	Y	rxn00222	(1) H2O[0] + (1) CELB[0] => (2) D-Glucose[0]
r0242	oxaloacetase	h2o(cpd00001)[0] oa(cpd00032)[0] => ac(cpd00029)[0] h(cpd00067)[0] oxal(cpd00180)[0]	N	N	Y	Y	rxn00244	(1) H2O[0] + (1) Oxaloacetate[0] => (1) Acetate[0] + (1) H+[0] + (1) Oxalate[0]
r0243	chitosanase	chito(cpd11683)[0] (3) h(cpd00067)[0] => glua(cpd12811)[0]	N	N	N	Y	frxn00021	
r0244	Glucosamine 6-phosphate N-acetyltransferase	accoa(cpd00022)[0] ga6p(cpd00288)[0] => coa(cpd00010)[0] h(cpd00067)[0] nag6p(cpd00293)[0]	N	N	Y	Y	rxn01483	(1) Acetyl-CoA[0] + (1) D-Glucosamine phosphate[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-D-glucosamine 6-phosphate[0]
r0245	Glucosamine 6-phosphate N-acetyltransferase	accoa(cpd00022)[0] ga6p(cpd00288)[0] => coa(cpd00010)[0] h(cpd00067)[0] nag6p(cpd00293)[0]	N	N	Y	Y	rxn01483	(1) Acetyl-CoA[0] + (1) D-Glucosamine phosphate[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-D-glucosamine 6-phosphate[0]
r0246	Glucosamine-6-phosphate deaminase	ga6p(cpd00288)[0] h2o(cpd00001)[0] => f6p(cpd00072)[0] nh3(cpd00013)[0]	N	N	Y	Y	rxn00552	(1) H2O[0] + (1) D-Glucosamine phosphate[0] => (1) NH3[0] + (1) D-fructose-6-phosphate[0]
r0247	chitin synthase	udpnag(cpd00037)[0] => chit(cpd11683)[0] udp(cpd00014)[0]	N	N	Y	Y	rxn15558	(1) UDP-N-acetylglucosamine[0] <=> (1) UDP[0] + (1) Chitin[0]
r0248	UDP-N-acetylglucosamine diphosphorylase	naga1p(cpd02611)[0] utp(cpd00062)[0] => ppi(cpd00012)[0] udpnag(cpd00037)[0]	N	N	Y	Y	rxn00293	(1) UTP[0] + (1) N-Acetyl-D-glucosamine1-phosphate[0] <=> (1) PPi[0] + (1) UDP-N-acetylglucosamine[0]
r0249	Phosphoacetylglucosamine mutase	naga1p(cpd02611)[0] => nag6p(cpd00293)[0]	N	N	Y	Y	rxn01505	(1) N-Acetyl-D-glucosamine 6-phosphate[0] <=> (1) N-Acetyl-D-glucosamine1-phosphate[0]
r0250	hexokinase	atp(cpd00002)[0] glcn(cpd00222)[0] => adp(cpd00008)[0] ga6p(cpd00288)[0] h(cpd00067)[0]	N	N	N	Y	frxn00022	
r0251	Chitinase	chit(cpd11683)[0] h2o(cpd00001)[0] => nag(cpd00122)[0]	N	N	Y	Y	rxn15578	(1) H2O[0] + (1) Chitin[0] <=> (1) N-Acetyl-D-glucosamine[0]
r0252	N-acetylglucosamine deacetylase	h2o(cpd00001)[0] nag(cpd00122)[0] => ac(cpd00029)[0] glcn(cpd00222)[0]	N	N	N	Y	frxn00023	
r0253	Chitin deacetylase	(3) chit(cpd11683)[0] (4) h2o(cpd00001)[0] => (3) ac(cpd00029)[0] chito(cpd11683)[0] (3) h(cpd00067)[0]	N	Y	N	Y	frxn00024	
r0254	beta-N-acetylhexosaminidase	chib(cpd01157)[0] h2o(cpd00001)[0] => (2) nag(cpd00122)[0]	N	N	Y	Y	rxn00016	(1) H2O[0] + (1) Chitobiose[0] => (2) N-Acetyl-D-glucosamine[0]
r0255	beta-N-acetylhexosaminidase	chib(cpd01157)[0] h2o(cpd00001)[0] => (2) nag(cpd00122)[0]	N	N	Y	Y	rxn00016	(1) H2O[0] + (1) Chitobiose[0] => (2) N-Acetyl-D-glucosamine[0]
r0256	Glutamine-fructose-6-phosphate transaminase (isomerizing)	f6p(cpd00072)[0] gln(cpd00053)[0] => ga6p(cpd00288)[0] glu(cpd00023)[0]	N	N	Y	Y	rxn00555	(1) L-Glutamine[0] + (1) D-fructose-6-phosphate[0] <=> (1) L-Glutamate[0] + (1) D-Glucosamine phosphate[0]
r0257	alpha-N-arabinofuranosidase;Alpha-L-arabinofuranosidase	arabin(cpd12115)[0] (3) h2o(cpd00001)[0] => (3) larab(cpd00224)[0]	N	N	Y	Y	rxn09988	(3) H2O[0] + (1) Arabinan[0] <=> (3) L-Arabinose[0]
r0258	glucarate dehydratase	gcar(cpd00571)[0] => 54gcar(cpd00515)[0] h2o(cpd00001)[0]	N	N	Y	Y	rxn32232	(1) Glucarate[0] => (1) H2O[0] + (1) 5-Dehydro-4-deoxy-D-glucarate[0]
r0259	glucarate dehydratase	gcar(cpd00571)[0] => 23gcar(cpd02439)[0] h2o(cpd00001)[0]	N	N	Y	Y	rxn39884	(1) Glucarate[0] <=> (1) H2O[0] + (1) 2-Dehydro-3-deoxy-D-glucarate[0]
r0260	Acetoacetyl-CoA synthase	acact(cpd00142)[0] atp(cpd00002)[0] coa(cpd00010)[0] => aaccoa(cpd00279)[0] amp(cpd00018)[0] h(cpd00067)[0] ppi(cpd00012)[0]	N	N	Y	Y	rxn00988	(1) ATP[0] + (1) CoA[0] + (1) Acetoacetate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0]
r0261	Acyl-CoA dehydrogenase	cronylcoa(cpd00650)[0] fad(cpd00015)[0] (5) h(cpd00067)[0] => c40coa(cpd00120)[0] fadh2(cpd00982)[0]	N	N	N	Y	frxn00025	
r0262	cis-aconitic decarboxylase	aco(cpd00331)[0] h(cpd00067)[0] => co2(cpd00011)[0] ia(cpd00380)[0]	N	N	Y	Y	rxn01605	(1) H+[0] + (1) cis-Aconitate[0] => (1) CO2[0] + (1) Itaconate[0]
r0263	ATP citrate synthase	atp(cpd00002)[0] cit(cpd00137)[0] coa(cpd00010)[0] => accoa(cpd00022)[0] adp(cpd00008)[0] oa(cpd00032)[0] pi(cpd00009)[0]	N	N	Y	Y	rxn00257	(1) ATP[0] + (1) CoA[0] + (1) Citrate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Acetyl-CoA[0] + (1) Oxaloacetate[0]
r0264	Isocitrate dehydrogenase (NADP+)	icit(cpd00260)[0] nadp(cpd00006)[0] => akg(cpd00024)[0] co2(cpd00011)[0] nadph(cpd00005)[0]	N	N	Y	Y	rxn00198	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]
r0265	Isocitrate dehydrogenase (NAD+)	icit(cpd00260)[0] nad(cpd00003)[0] => akg(cpd00024)[0] co2(cpd00011)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn00505	(1) NAD[0] + (1) Isocitrate[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]
r0266	citrate (pro-3S)-lyase	cit(cpd00137)[0] => ac(cpd00029)[0] oa(cpd00032)[0]	N	N	Y	Y	rxn00265	(1) Citrate[0] <=> (1) Acetate[0] + (1) Oxaloacetate[0]
r0267	Fumarate hydratase	fum(cpd00106)[0] h2o(cpd00001)[0] => mal(cpd00130)[0]	N	N	Y	Y	rxn00799	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]
r0268	Malate dehydrogenase	mal(cpd00130)[0] nad(cpd00003)[0] => h(cpd00067)[0] nadh(cpd00004)[0] oa(cpd00032)[0]	N	N	Y	Y	rxn00248	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]
r0269	Aconitate hydratase	cit(cpd00137)[0] => aco(cpd00331)[0] h2o(cpd00001)[0]	N	N	Y	Y	rxn00974	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]
r0270	Aconitate hydratase	aco(cpd00331)[0] h2o(cpd00001)[0] => icit(cpd00260)[0]	N	N	Y	Y	rxn01388	(1) Isocitrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]
r0271	Malate dehydrogenase	mal(cpd00130)[0] nad(cpd00003)[0] => h(cpd00067)[0] nadh(cpd00004)[0] oa(cpd00032)[0]	N	N	Y	Y	rxn00248	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]
r0272	Succinate-CoA ligase (ADP-forming)	atp(cpd00002)[0] coa(cpd00010)[0] succ(cpd00036)[0] => adp(cpd00008)[0] pi(cpd00009)[0] succoa(cpd00078)[0]	N	N	Y	Y	rxn00285	(1) ATP[0] + (1) CoA[0] + (1) Succinate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Succinyl-CoA[0]
r0273	2-Oxoglutarate dehydrogenase complex	akg(cpd00024)[0] coa(cpd00010)[0] nad(cpd00003)[0] => co2(cpd00011)[0] nadh(cpd00004)[0] succoa(cpd00078)[0]	N	N	Y	Y	rxn08094	(1) NAD[0] + (1) CoA[0] + (1) 2-Oxoglutarate[0] => (1) NADH[0] + (1) CO2[0] + (1) Succinyl-CoA[0]
r0274	Succinate dehydrogenase	fadh2(cpd00982)[0] fum(cpd00106)[0] => fad(cpd00015)[0] h(cpd00067)[0] succ(cpd00036)[0]	N	N	Y	Y	rxn00288	(1) FAD[0] + (1) Succinate[0] <=> (1) Fumarate[0] + (1) FADH2[0]
r0275	Succinate dehydrogenase	fadh2(cpd00982)[0] fum(cpd00106)[1] => fad(cpd00015)[0] h(cpd00067)[1] succ(cpd00036)[1]	Y	N	N	Y	frxn00026	
r0276	Succinate dehydrogenase (ubiquinone)	q(cpd11669)[0] succ(cpd00036)[0] => fum(cpd00106)[0] qh2(cpd11665)[0]	N	N	Y	Y	rxn06109	(1) Succinate[0] + (1) Q[0] <=> (1) Fumarate[0] + (1) QH2[0]
r0277	phosphopyruvate hydratase	2pg(cpd00482)[0] => h2o(cpd00001)[0] pep(cpd00061)[0]	N	N	Y	Y	rxn00459	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]
r0278	Fructose-bisphosphate aldolase	f16p(cpd19036)[0] => t3p1(cpd00102)[0] t3p2(cpd00095)[0]	N	N	Y	Y	rxn15116	(1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Glycerone-phosphate[0] + (1) Glyceraldehyde3-phosphate[0]
r0279	glyceraldehyde-3-phosphate dehydrogenase	nad(cpd00003)[0] pi(cpd00009)[0] t3p1(cpd00102)[0] => 13pdg(cpd00203)[0] h(cpd00067)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn00781	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]
r0280	glucokinase	atp(cpd00002)[0] dglc(cpd00027)[0] => adp(cpd00008)[0] dg6p(cpd00079)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00216	(1) ATP[0] + (1) D-Glucose[0] => (1) ADP[0] + (1) H+[0] + (1) D-glucose-6-phosphate[0]
r0281	Glucose-6-phosphate isomerase	dg6p(cpd00079)[0] => f6p(cpd00072)[0]	N	N	Y	Y	rxn00558	(1) D-glucose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]
r0282	Phosphoglycerate kinase	13pdg(cpd00203)[0] adp(cpd00008)[0] => 3pg(cpd00169)[0] atp(cpd00002)[0]	N	N	Y	Y	rxn01100	(1) ATP[0] + (1) 3-Phosphoglycerate[0] <=> (1) ADP[0] + (1) 1,3-Bisphospho-D-glycerate[0]
r0283	Phosphoglycerate mutase	3pg(cpd00169)[0] => 2pg(cpd00482)[0]	N	N	Y	Y	rxn01106	(1) 2-Phospho-D-glycerate[0] <=> (1) 3-Phosphoglycerate[0]
r0284	fructose-bisphosphatase	f16p(cpd19036)[0] h2o(cpd00001)[0] => f6p(cpd00072)[0] pi(cpd00009)[0]	N	N	Y	Y	rxn33589	(1) H2O[0] + (1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Phosphate[0] + (1) D-fructose-6-phosphate[0]
r0285	phosphoenolpyruvate carboxykinase	atp(cpd00002)[0] oa(cpd00032)[0] => adp(cpd00008)[0] co2(cpd00011)[0] pep(cpd00061)[0]	N	N	Y	Y	rxn00247	(1) ATP[0] + (1) Oxaloacetate[0] => (1) ADP[0] + (1) CO2[0] + (1) Phosphoenolpyruvate[0]
r0286	Glucose-6-phosphate isomerase	adg6p(cpd00079)[0] => f6p(cpd00072)[0]	N	N	Y	Y	rxn00558	(1) D-glucose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]
r0287	Glucose-6-phosphate isomerase	adg6p(cpd00079)[0] => bdg6p(cpd00863)[0]	N	N	Y	Y	rxn01977	(1) D-glucose-6-phosphate[0] <=> (1) beta-D-Glucose 6-phosphate[0]
r0288	6-phosphofructokinase;pfk	atp(cpd00002)[0] f6p(cpd00072)[0] => adp(cpd00008)[0] f16p(cpd19036)[0] h(cpd00067)[0]	N	N	Y	Y	rxn33754	(1) ATP[0] + (1) D-fructose-6-phosphate[0] => (1) ADP[0] + (1) H+[0] + (1) beta-D-Fructose 1,6-bisphosphate[0]
r0289	6-phosphofructokinase	atp(cpd00002)[0] f6p(cpd00072)[0] => adp(cpd00008)[0] f16p(cpd19036)[0] h(cpd00067)[0]	N	N	Y	Y	rxn33754	(1) ATP[0] + (1) D-fructose-6-phosphate[0] => (1) ADP[0] + (1) H+[0] + (1) beta-D-Fructose 1,6-bisphosphate[0]
r0290	Mannitol-1-phosphatase	h2o(cpd00001)[0] mnt1p(cpd00491)[0] => mnt(cpd03200)[0] pi(cpd00009)[0]	N	N	N	Y	frxn00027	
r0291	D-Sorbitol dehydrogenase (acceptor)	h(cpd00067)[0] nadh(cpd00004)[0] sor(cpd00212)[0] => nad(cpd00003)[0] sot(cpd00588)[0]	N	N	N	Y	frxn00028	
r0292	UDP-glucose glycoprotein glucosyltransferase	gdpman(cpd00083)[0] => gdp(cpd00031)[0] mannan(cpd11685)[0]	N	N	Y	Y	rxn15089	(1) GDP-mannose[0] <= (1) GDP[0] + (1) Mannan[0]
r0293	L-Iditol 2-dehydrogenase	idol(cpd01066)[0] nad(cpd00003)[0] => h(cpd00067)[0] nadh(cpd00004)[0] sor(cpd00212)[0]	N	N	Y	Y	rxn04943	(1) NAD[0] + (1) L-Iditol[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Sorbose[0]
r0294	mannan endo-1,4-beta-mannosidase	14mnan(cpd12120)[0] h2o(cpd00001)[0] => man(cpd00138)[0]	N	N	N	Y	frxn00029	
r0295	Mannitol-1-phosphate 5-dehydrogenase	mnt1p(cpd00491)[0] nad(cpd00003)[0] => f6p(cpd00072)[0] h(cpd00067)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn00546	(1) NAD[0] + (1) D-mannitol-1-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]
r0296	hexokinase	atp(cpd00002)[0] man(cpd00138)[0] => adp(cpd00008)[0] h(cpd00067)[0] man6p(cpd00235)[0]	N	N	Y	Y	rxn00975	(1) ATP[0] + (1) D-Mannose[0] => (1) ADP[0] + (1) H+[0] + (1) D-mannose-6-phosphate[0]
r0297	hexokinase	atp(cpd00002)[0] dfru(cpd00082)[0] => adp(cpd00008)[0] f6p(cpd00072)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00547	(1) ATP[0] + (1) D-Fructose[0] => (1) ADP[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]
r0298	6-phosphofructo-2-kinase	atp(cpd00002)[0] f6p(cpd00072)[0] => adp(cpd00008)[0] f26p(cpd00503)[0] h(cpd00067)[0]	N	N	Y	Y	rxn01971	(1) ATP[0] + (1) D-fructose-6-phosphate[0] => (1) ADP[0] + (1) H+[0] + (1) D-Fructose 2,6-bisphosphate[0]
r0299	Mannose-1-phosphate guanylyltransferase	gtp(cpd00038)[0] man1p(cpd00485)[0] => gdpman(cpd00083)[0] ppi(cpd00012)[0]	N	N	Y	Y	rxn00641	(1) GTP[0] + (1) D-Mannose1-phosphate[0] <=> (1) PPi[0] + (1) GDP-mannose[0]
r0300	fructose-2,6-bisphosphate 2-phosphatase	f26p(cpd00503)[0] h2o(cpd00001)[0] => f6p(cpd00072)[0] pi(cpd00009)[0]	N	N	Y	Y	rxn00550	(1) H2O[0] + (1) D-Fructose 2,6-bisphosphate[0] <=> (1) Phosphate[0] + (1) D-fructose-6-phosphate[0]
r0301	mannitol 2-dehydrogenase	dfru(cpd00082)[0] h(cpd00067)[0] nadh(cpd00004)[0] => mnt(cpd03200)[0] nad(cpd00003)[0]	N	N	N	Y	frxn00030	
r0302	Mannose-6-phosphate isomerase	man6p(cpd00235)[0] => f6p(cpd00072)[0]	N	N	Y	Y	rxn00559	(1) D-mannose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]
r0303	Phosphomannomutase	man1p(cpd00485)[0] => man6p(cpd00235)[0]	N	N	Y	Y	rxn01329	(1) D-mannose-6-phosphate[0] <=> (1) D-Mannose1-phosphate[0]
r0304	triosephosphate isomerase (TIM)	t3p2(cpd00095)[0] => t3p1(cpd00102)[0]	N	N	Y	Y	rxn00747	(1) Glyceraldehyde3-phosphate[0] <=> (1) Glycerone-phosphate[0]
r0305	Beta-galactosidase	epm(cpd03196)[0] h2o(cpd00001)[0] => gal(cpd00108)[0] man(cpd00138)[0]	N	N	Y	Y	rxn00977	(1) H2O[0] + (1) Epimelibiose[0] => (1) Galactose[0] + (1) D-Mannose[0]
r0306	Beta-galactosidase	1dgali(cpd00910)[0] h2o(cpd00001)[0] => gal(cpd00108)[0] ins(cpd00246)[0]	N	N	N	Y	frxn00031	
r0307	Beta-galactosidase	ggl(cpd03197)[0] h2o(cpd00001)[0] => gal(cpd00108)[0] gl(cpd00100)[0]	N	N	Y	Y	rxn00819	(1) H2O[0] + (1) Galactosylglycerol[0] => (1) Glycerol[0] + (1) Galactose[0]
r0308	Beta-galactosidase	h2o(cpd00001)[0] melt(cpd03195)[0] => gal(cpd00108)[0] sot(cpd00588)[0]	N	N	Y	Y	rxn02093	(1) H2O[0] + (1) Melibiitol[0] => (1) Galactose[0] + (1) Sorbitol[0]
r0309	Beta-fructofuranosidase	(2) h2o(cpd00001)[0] stac(cpd01133)[0] => dfru(cpd00082)[0] gal(cpd00108)[0] meli(cpd03198)[0]	N	N	N	Y	frxn00032	
r0310	aldehyde reductase	gal(cpd00108)[0] h(cpd00067)[0] nadph(cpd00005)[0] => gali(cpd01171)[0] nadp(cpd00006)[0]	N	N	Y	Y	rxn11552	(1) NADPH[0] + (1) H+[0] + (1) Galactose[0] <=> (1) NADP[0] + (1) Dulcose[0]
r0311	2-dehydro-3-deoxygalactonokinase:2-dehydro-3-deoxyphosphogalactonate aldolase	2d3dgalt(cpd00894)[0] atp(cpd00002)[0] => adp(cpd00008)[0] h(cpd00067)[0] pyr(cpd00020)[0] t3p1(cpd00102)[0]	N	N	N	Y	frxn00033	
r0312	Galactose oxidase	gal(cpd00108)[0] h2o(cpd00001)[0] o2(cpd00007)[0] => galnt(cpd00653)[0] h2o2(cpd00025)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00814	(1) H2O[0] + (1) O2[0] + (1) Galactose[0] => (1) H2O2[0] + (1) H+[0] + (1) D-Galactonate[0]
r0313	Galactokinase	atp(cpd00002)[0] gal(cpd00108)[0] => adp(cpd00008)[0] gal1p(cpd00348)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00808	(1) ATP[0] + (1) Galactose[0] => (1) ADP[0] + (1) H+[0] + (1) D-Galactose 1-phosphate[0]
r0314	UTP-hexose-1-phosphate uridylyltransferase	gal1p(cpd00348)[0] utp(cpd00062)[0] => ppi(cpd00012)[0] udpgal(cpd00043)[0]	N	N	Y	Y	rxn00355	(1) UTP[0] + (1) D-Galactose 1-phosphate[0] <=> (1) PPi[0] + (1) UDP-galactose[0]
r0315	UDP-glucose-hexose-1-phosphate uridylyltransferase	g1p(cpd00089)[0] udpgal(cpd00043)[0] => gal1p(cpd00348)[0] udpg(cpd00026)[0]	N	N	Y	Y	rxn00701	(1) UDP-glucose[0] + (1) D-Galactose 1-phosphate[0] <=> (1) UDP-galactose[0] + (1) Glucose-1-phosphate[0]
r0316	Alpha-galactosidase	h2o(cpd00001)[0] meli(cpd03198)[0] => dglc(cpd00027)[0] gal(cpd00108)[0]	N	N	Y	Y	rxn00817	(1) H2O[0] + (1) Melibiose[0] => (1) D-Glucose[0] + (1) Galactose[0]
r0317	Beta-galactosidase	h2o(cpd00001)[0] lact(cpd00208)[0] => dglc(cpd00027)[0] gal(cpd00108)[0]	N	N	Y	Y	rxn00816	(1) H2O[0] + (1) LACT[0] => (1) D-Glucose[0] + (1) Galactose[0]
