ID	EQUATION
13750	(1) 61557[0] + (1) 456215[0] <=> (1) 57930[0] + (1) 456216[0]
13751	(1) 61557[0] + (1) 456215[0] <=> (1) 57930[0] + (1) 456216[0]
13752	(1) 61557[0] + (1) 456215[0] <=> (1) 57930[0] + (1) 456216[0]
13753	(1) 57540[0] + (2) 29985[0] <=> (1) 15378[0] + (1) 16810[0] + (1) 57945[0] + (1) 58359[0]
13754	(1) 57540[0] + (2) 29985[0] <=> (1) 15378[0] + (1) 16810[0] + (1) 57945[0] + (1) 58359[0]
13755	(1) 57540[0] + (2) 29985[0] <=> (1) 15378[0] + (1) 16810[0] + (1) 57945[0] + (1) 58359[0]
13756	(1) 57540[0] + (2) 29985[0] <=> (1) 15378[0] + (1) 16810[0] + (1) 57945[0] + (1) 58359[0]
13757	(1) 58885[0] + (1) 58176[0] <=> (1) 58223[0] + (1) 136422[0]
13758	(1) 58885[0] + (1) 58176[0] <=> (1) 58223[0] + (1) 136422[0]
13759	(1) 58885[0] + (1) 58176[0] <=> (1) 58223[0] + (1) 136422[0]
13760	(1) 58885[0] + (1) 58176[0] <=> (1) 58223[0] + (1) 136422[0]
13761	(1) 57844[0] + (1) 59789[0] <=> (1) 58252[0] + (1) 57856[0]
13762	(1) 57844[0] + (1) 59789[0] <=> (1) 58252[0] + (1) 57856[0]
13763	(1) 57844[0] + (1) 59789[0] <=> (1) 58252[0] + (1) 57856[0]
13764	(1) 57844[0] + (1) 59789[0] <=> (1) 58252[0] + (1) 57856[0]
13765	(1) 17194[0] + (1) 15377[0] <=> (1) 15858[0] + (1) 17996[0] + (2) 15378[0] + (1) 16842[0]
13766	(1) 17194[0] + (1) 15377[0] <=> (1) 15858[0] + (1) 17996[0] + (2) 15378[0] + (1) 16842[0]
13767	(1) 17194[0] + (1) 15377[0] <=> (1) 15858[0] + (1) 17996[0] + (2) 15378[0] + (1) 16842[0]
13768	(1) 17194[0] + (1) 15377[0] <=> (1) 15858[0] + (1) 17996[0] + (2) 15378[0] + (1) 16842[0]
13769	(1) 57540[0] + (1) 17754[0] <=> (1) 16016[0] + (1) 57945[0] + (1) 15378[0]
13770	(1) 57540[0] + (1) 17754[0] <=> (1) 16016[0] + (1) 57945[0] + (1) 15378[0]
13771	(1) 57540[0] + (1) 17754[0] <=> (1) 16016[0] + (1) 57945[0] + (1) 15378[0]
13772	(1) 57540[0] + (1) 17754[0] <=> (1) 16016[0] + (1) 57945[0] + (1) 15378[0]
13773	(1) 16233[0] + (1) 15379[0] + (1) GENERIC:11964[0] <=> (1) 18285[0] + (2) 15377[0] + (1) 15378[0] + (1) GENERIC:11965[0]
13774	(1) 16233[0] + (1) 15379[0] + (1) GENERIC:11964[0] <=> (1) 18285[0] + (2) 15377[0] + (1) 15378[0] + (1) GENERIC:11965[0]
13775	(1) 16233[0] + (1) 15379[0] + (1) GENERIC:11964[0] <=> (1) 18285[0] + (2) 15377[0] + (1) 15378[0] + (1) GENERIC:11965[0]
13776	(1) 16233[0] + (1) 15379[0] + (1) GENERIC:11964[0] <=> (1) 18285[0] + (2) 15377[0] + (1) 15378[0] + (1) GENERIC:11965[0]
13777	(1) 28938[0] + (1) 30616[0] + (1) 78346[0] <=> (1) 43474[0] + (1) 15378[0] + (1) 456216[0] + (1) 58681[0]
13778	(1) 28938[0] + (1) 30616[0] + (1) 78346[0] <=> (1) 43474[0] + (1) 15378[0] + (1) 456216[0] + (1) 58681[0]
13779	(1) 28938[0] + (1) 30616[0] + (1) 78346[0] <=> (1) 43474[0] + (1) 15378[0] + (1) 456216[0] + (1) 58681[0]
13780	(1) 28938[0] + (1) 30616[0] + (1) 78346[0] <=> (1) 43474[0] + (1) 15378[0] + (1) 456216[0] + (1) 58681[0]
13781	(1) 15379[0] + (1) 59869[0] + (1) 15377[0] <=> (1) 28938[0] + (1) 16240[0] + (1) 35179[0]
13782	(1) 15379[0] + (1) 59869[0] + (1) 15377[0] <=> (1) 28938[0] + (1) 16240[0] + (1) 35179[0]
13783	(1) 15379[0] + (1) 59869[0] + (1) 15377[0] <=> (1) 28938[0] + (1) 16240[0] + (1) 35179[0]
13784	(1) 15379[0] + (1) 59869[0] + (1) 15377[0] <=> (1) 28938[0] + (1) 16240[0] + (1) 35179[0]
13785	(1) 58668[0] <=> (1) 15377[0] + (1) 57381[0]
13786	(1) 58668[0] <=> (1) 15377[0] + (1) 57381[0]
13787	(1) 58668[0] <=> (1) 15377[0] + (1) 57381[0]
13788	(1) 58668[0] <=> (1) 15377[0] + (1) 57381[0]
13789	(2) 57527[0] + (1) POLYMER:14053[0] <=> (2) 15378[0] + (2) 58189[0] + (1) POLYMER:9558[0]
13790	(2) 57527[0] + (1) POLYMER:14053[0] <=> (2) 15378[0] + (2) 58189[0] + (1) POLYMER:9558[0]
13791	(2) 57527[0] + (1) POLYMER:14053[0] <=> (2) 15378[0] + (2) 58189[0] + (1) POLYMER:9558[0]
13792	(2) 57527[0] + (1) POLYMER:14053[0] <=> (2) 15378[0] + (2) 58189[0] + (1) POLYMER:9558[0]
13793	(1) 58056[0] <=> (1) 57637[0]
13794	(1) 58056[0] <=> (1) 57637[0]
13795	(1) 58056[0] <=> (1) 57637[0]
13796	(1) 58056[0] <=> (1) 57637[0]
13797	(1) 15377[0] + (1) POLYMER:9517[0] <=> (1) 43474[0] + (1) POLYMER:9521[0]
13798	(1) 15377[0] + (1) POLYMER:9517[0] <=> (1) 43474[0] + (1) POLYMER:9521[0]
13799	(1) 15377[0] + (1) POLYMER:9517[0] <=> (1) 43474[0] + (1) POLYMER:9521[0]
13800	(1) 15377[0] + (1) POLYMER:9517[0] <=> (1) 43474[0] + (1) POLYMER:9521[0]
13801	(3) 58349[0] + (1) 29919[0] + (3) 15377[0] <=> (3) 57783[0] + (1) 17359[0] + (4) 15378[0]
13802	(3) 58349[0] + (1) 29919[0] + (3) 15377[0] <=> (3) 57783[0] + (1) 17359[0] + (4) 15378[0]
13803	(3) 58349[0] + (1) 29919[0] + (3) 15377[0] <=> (3) 57783[0] + (1) 17359[0] + (4) 15378[0]
13804	(3) 58349[0] + (1) 29919[0] + (3) 15377[0] <=> (3) 57783[0] + (1) 17359[0] + (4) 15378[0]
13805	(1) 13193[0] + (1) 13601[0] <=> (1) 47909[0] + (1) 17499[0]
13806	(1) 13193[0] + (1) 13601[0] <=> (1) 47909[0] + (1) 17499[0]
13807	(1) 13193[0] + (1) 13601[0] <=> (1) 47909[0] + (1) 17499[0]
13808	(1) 13193[0] + (1) 13601[0] <=> (1) 47909[0] + (1) 17499[0]
13809	(1) 58240[0] + (2) 57623[0] <=> (2) 33019[0] + (1) 58013[0]
13810	(1) 58240[0] + (2) 57623[0] <=> (2) 33019[0] + (1) 58013[0]
13811	(1) 58240[0] + (2) 57623[0] <=> (2) 33019[0] + (1) 58013[0]
13812	(1) 58240[0] + (2) 57623[0] <=> (2) 33019[0] + (1) 58013[0]
13813	(1) 57945[0] + (1) 16716[0] + (1) 15378[0] + (1) 15379[0] <=> (1) 57540[0] + (1) 16190[0]
13814	(1) 57945[0] + (1) 16716[0] + (1) 15378[0] + (1) 15379[0] <=> (1) 57540[0] + (1) 16190[0]
13815	(1) 57945[0] + (1) 16716[0] + (1) 15378[0] + (1) 15379[0] <=> (1) 57540[0] + (1) 16190[0]
13816	(1) 57945[0] + (1) 16716[0] + (1) 15378[0] + (1) 15379[0] <=> (1) 57540[0] + (1) 16190[0]
13817	(1) 15377[0] + (1) GENERIC:10593[0] + (1) 18067[0] <=> (1) 15759[0] + (1) GENERIC:10594[0]
13818	(1) 15377[0] + (1) GENERIC:10593[0] + (1) 18067[0] <=> (1) 15759[0] + (1) GENERIC:10594[0]
13819	(1) 15377[0] + (1) GENERIC:10593[0] + (1) 18067[0] <=> (1) 15759[0] + (1) GENERIC:10594[0]
13820	(1) 15377[0] + (1) GENERIC:10593[0] + (1) 18067[0] <=> (1) 15759[0] + (1) GENERIC:10594[0]
13821	(1) 15379[0] + (1) 16810[0] + (1) 30921[0] <=> (1) 16782[0] + (1) 16526[0] + (1) 30031[0]
13822	(1) 15379[0] + (1) 16810[0] + (1) 30921[0] <=> (1) 16782[0] + (1) 16526[0] + (1) 30031[0]
13823	(1) 15379[0] + (1) 16810[0] + (1) 30921[0] <=> (1) 16782[0] + (1) 16526[0] + (1) 30031[0]
13824	(1) 15379[0] + (1) 16810[0] + (1) 30921[0] <=> (1) 16782[0] + (1) 16526[0] + (1) 30031[0]
13825	(1) 58224[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 15378[0] + (1) 57964[0]
13826	(1) 58224[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 15378[0] + (1) 57964[0]
13827	(1) 58224[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 15378[0] + (1) 57964[0]
13828	(1) 58224[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 15378[0] + (1) 57964[0]
13829	(1) 58224[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57964[0] + (1) 57783[0]
13830	(1) 58224[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57964[0] + (1) 57783[0]
13831	(1) 58224[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57964[0] + (1) 57783[0]
13832	(1) 58224[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57964[0] + (1) 57783[0]
13833	(1) 32682[0] + (1) 15361[0] <=> (1) 58489[0] + (1) 57972[0]
13834	(1) 32682[0] + (1) 15361[0] <=> (1) 58489[0] + (1) 57972[0]
13835	(1) 32682[0] + (1) 15361[0] <=> (1) 58489[0] + (1) 57972[0]
13836	(1) 32682[0] + (1) 15361[0] <=> (1) 58489[0] + (1) 57972[0]
13837	(1) 58237[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 58051[0] + (1) 15378[0]
13838	(1) 58237[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 58051[0] + (1) 15378[0]
13839	(1) 58237[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 58051[0] + (1) 15378[0]
13840	(1) 58237[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 58051[0] + (1) 15378[0]
13841	(1) 15378[0] + (1) 57540[0] + (1) GENERIC:14031[0] <=> (1) GENERIC:14032[0] + (1) 57945[0]
13842	(1) 15378[0] + (1) 57540[0] + (1) GENERIC:14031[0] <=> (1) GENERIC:14032[0] + (1) 57945[0]
13843	(1) 15378[0] + (1) 57540[0] + (1) GENERIC:14031[0] <=> (1) GENERIC:14032[0] + (1) 57945[0]
13844	(1) 15378[0] + (1) 57540[0] + (1) GENERIC:14031[0] <=> (1) GENERIC:14032[0] + (1) 57945[0]
13845	(1) 15378[0] + (1) 17795[0] <=> (1) 57978[0] + (1) 16526[0]
13846	(1) 15378[0] + (1) 17795[0] <=> (1) 57978[0] + (1) 16526[0]
13847	(1) 15378[0] + (1) 17795[0] <=> (1) 57978[0] + (1) 16526[0]
13848	(1) 15378[0] + (1) 17795[0] <=> (1) 57978[0] + (1) 16526[0]
13849	(1) 46994[0] <=> (1) 17173[0]
13850	(1) 46994[0] <=> (1) 17173[0]
13851	(1) 46994[0] <=> (1) 17173[0]
13852	(1) 46994[0] <=> (1) 17173[0]
13853	(1) 30616[0] + (1) 28938[0] + (1) 58733[0] <=> (1) 57879[0] + (1) 33019[0] + (1) 15378[0] + (1) 456215[0]
13854	(1) 30616[0] + (1) 28938[0] + (1) 58733[0] <=> (1) 57879[0] + (1) 33019[0] + (1) 15378[0] + (1) 456215[0]
13855	(1) 30616[0] + (1) 28938[0] + (1) 58733[0] <=> (1) 57879[0] + (1) 33019[0] + (1) 15378[0] + (1) 456215[0]
13856	(1) 30616[0] + (1) 28938[0] + (1) 58733[0] <=> (1) 57879[0] + (1) 33019[0] + (1) 15378[0] + (1) 456215[0]
13857	(1) 15377[0] + (1) POLYMER:9528[0] <=> (1) 4167[0] + (1) POLYMER:9517[0] + (1) 15378[0]
13858	(1) 15377[0] + (1) POLYMER:9528[0] <=> (1) 4167[0] + (1) POLYMER:9517[0] + (1) 15378[0]
13859	(1) 15377[0] + (1) POLYMER:9528[0] <=> (1) 4167[0] + (1) POLYMER:9517[0] + (1) 15378[0]
13860	(1) 15377[0] + (1) POLYMER:9528[0] <=> (1) 4167[0] + (1) POLYMER:9517[0] + (1) 15378[0]
13861	(1) 53455[0] + (1) 57540[0] <=> (1) 15867[0] + (1) 15378[0] + (1) 57945[0]
13862	(1) 53455[0] + (1) 57540[0] <=> (1) 15867[0] + (1) 15378[0] + (1) 57945[0]
13863	(1) 53455[0] + (1) 57540[0] <=> (1) 15867[0] + (1) 15378[0] + (1) 57945[0]
13864	(1) 53455[0] + (1) 57540[0] <=> (1) 15867[0] + (1) 15378[0] + (1) 57945[0]
13865	(1) POLYMER:9520[0] + (1) 57527[0] <=> (1) POLYMER:11044[0] + (1) 58189[0] + (1) 15378[0]
13866	(1) POLYMER:9520[0] + (1) 57527[0] <=> (1) POLYMER:11044[0] + (1) 58189[0] + (1) 15378[0]
13867	(1) POLYMER:9520[0] + (1) 57527[0] <=> (1) POLYMER:11044[0] + (1) 58189[0] + (1) 15378[0]
13868	(1) POLYMER:9520[0] + (1) 57527[0] <=> (1) POLYMER:11044[0] + (1) 58189[0] + (1) 15378[0]
13869	(1) 57540[0] + (1) 29934[0] <=> (1) 36242[0] + (1) 57945[0] + (1) 16526[0]
13870	(1) 57540[0] + (1) 29934[0] <=> (1) 36242[0] + (1) 57945[0] + (1) 16526[0]
13871	(1) 57540[0] + (1) 29934[0] <=> (1) 36242[0] + (1) 57945[0] + (1) 16526[0]
13872	(1) 57540[0] + (1) 29934[0] <=> (1) 36242[0] + (1) 57945[0] + (1) 16526[0]
13873	(1) 58635[0] <=> (1) 30232[0] + (1) 33019[0]
13874	(1) 58635[0] <=> (1) 30232[0] + (1) 33019[0]
13875	(1) 58635[0] <=> (1) 30232[0] + (1) 33019[0]
13876	(1) 58635[0] <=> (1) 30232[0] + (1) 33019[0]
13877	(1) 46911[0] + (1) 35179[0] <=> (1) 58066[0] + (1) 59869[0]
13878	(1) 46911[0] + (1) 35179[0] <=> (1) 58066[0] + (1) 59869[0]
13879	(1) 46911[0] + (1) 35179[0] <=> (1) 58066[0] + (1) 59869[0]
13880	(1) 46911[0] + (1) 35179[0] <=> (1) 58066[0] + (1) 59869[0]
13881	(1) 132124[0] + (1) 17478[0] + (1) 15377[0] <=> (1) 29067[0] + (1) 15378[0] + (1) 24646[0]
13882	(1) 132124[0] + (1) 17478[0] + (1) 15377[0] <=> (1) 29067[0] + (1) 15378[0] + (1) 24646[0]
13883	(1) 132124[0] + (1) 17478[0] + (1) 15377[0] <=> (1) 29067[0] + (1) 15378[0] + (1) 24646[0]
13884	(1) 132124[0] + (1) 17478[0] + (1) 15377[0] <=> (1) 29067[0] + (1) 15378[0] + (1) 24646[0]
13885	(1) 15377[0] + (1) 57775[0] <=> (1) 16526[0] + (1) 77842[0]
13886	(1) 15377[0] + (1) 57775[0] <=> (1) 16526[0] + (1) 77842[0]
13887	(1) 15377[0] + (1) 57775[0] <=> (1) 16526[0] + (1) 77842[0]
13888	(1) 15377[0] + (1) 57775[0] <=> (1) 16526[0] + (1) 77842[0]
13889	(1) 15377[0] + (1) 57692[0] <=> (2) 15378[0] + (1) 58210[0] + (1) 456215[0]
13890	(1) 15377[0] + (1) 57692[0] <=> (2) 15378[0] + (1) 58210[0] + (1) 456215[0]
13891	(1) 15377[0] + (1) 57692[0] <=> (2) 15378[0] + (1) 58210[0] + (1) 456215[0]
13892	(1) 15377[0] + (1) 57692[0] <=> (2) 15378[0] + (1) 58210[0] + (1) 456215[0]
13893	(1) 58529[0] + (1) 15377[0] <=> (2) 15378[0] + (1) 456216[0] + (1) 456215[0]
13894	(1) 58529[0] + (1) 15377[0] <=> (2) 15378[0] + (1) 456216[0] + (1) 456215[0]
13895	(1) 58529[0] + (1) 15377[0] <=> (2) 15378[0] + (1) 456216[0] + (1) 456215[0]
13896	(1) 58529[0] + (1) 15377[0] <=> (2) 15378[0] + (1) 456216[0] + (1) 456215[0]
13897	(1) 29748[0] <=> (1) 29934[0]
13898	(1) 29748[0] <=> (1) 29934[0]
13899	(1) 29748[0] <=> (1) 29934[0]
13900	(1) 29748[0] <=> (1) 29934[0]
13901	(1) 15377[0] + (1) 57431[0] <=> (1) 16481[0] + (1) 28938[0]
13902	(1) 15377[0] + (1) 57431[0] <=> (1) 16481[0] + (1) 28938[0]
13903	(1) 15377[0] + (1) 57431[0] <=> (1) 16481[0] + (1) 28938[0]
13904	(1) 15377[0] + (1) 57431[0] <=> (1) 16481[0] + (1) 28938[0]
13905	(1) 17950[0] + (1) 57705[0] <=> (1) 17103[0] + (1) 58223[0] + (1) 15378[0]
13906	(1) 17950[0] + (1) 57705[0] <=> (1) 17103[0] + (1) 58223[0] + (1) 15378[0]
13907	(1) 17950[0] + (1) 57705[0] <=> (1) 17103[0] + (1) 58223[0] + (1) 15378[0]
13908	(1) 17950[0] + (1) 57705[0] <=> (1) 17103[0] + (1) 58223[0] + (1) 15378[0]
13909	(1) 50547[0] + (1) 43474[0] <=> (1) 57720[0] + (1) 17775[0]
13910	(1) 50547[0] + (1) 43474[0] <=> (1) 57720[0] + (1) 17775[0]
13911	(1) 50547[0] + (1) 43474[0] <=> (1) 57720[0] + (1) 17775[0]
13912	(1) 50547[0] + (1) 43474[0] <=> (1) 57720[0] + (1) 17775[0]
13913	(1) 57926[0] <=> (1) 57757[0]
13914	(1) 57926[0] <=> (1) 57757[0]
13915	(1) 57926[0] <=> (1) 57757[0]
13916	(1) 57926[0] <=> (1) 57757[0]
13917	(1) 58349[0] + (1) 15409[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 15410[0]
13918	(1) 58349[0] + (1) 15409[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 15410[0]
13919	(1) 58349[0] + (1) 15409[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 15410[0]
13920	(1) 58349[0] + (1) 15409[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 15410[0]
13921	(2) 15379[0] + (4) 15378[0] + (1) 57297[0] + (4) GENERIC:10001[0] <=> (1) 57432[0] + (3) 15377[0] + (4) GENERIC:10000[0]
13922	(2) 15379[0] + (4) 15378[0] + (1) 57297[0] + (4) GENERIC:10001[0] <=> (1) 57432[0] + (3) 15377[0] + (4) GENERIC:10000[0]
13923	(2) 15379[0] + (4) 15378[0] + (1) 57297[0] + (4) GENERIC:10001[0] <=> (1) 57432[0] + (3) 15377[0] + (4) GENERIC:10000[0]
13924	(2) 15379[0] + (4) 15378[0] + (1) 57297[0] + (4) GENERIC:10001[0] <=> (1) 57432[0] + (3) 15377[0] + (4) GENERIC:10000[0]
13925	(1) GENERIC:9646[0] + (1) 57705[0] <=> (1) 61494[0] + (1) GENERIC:9685[0]
13926	(1) GENERIC:9646[0] + (1) 57705[0] <=> (1) 61494[0] + (1) GENERIC:9685[0]
13927	(1) GENERIC:9646[0] + (1) 57705[0] <=> (1) 61494[0] + (1) GENERIC:9685[0]
13928	(1) GENERIC:9646[0] + (1) 57705[0] <=> (1) 61494[0] + (1) GENERIC:9685[0]
13929	(1) 58145[0] + (1) 15377[0] <=> (1) 326268[0] + (1) 16199[0]
13930	(1) 58145[0] + (1) 15377[0] <=> (1) 326268[0] + (1) 16199[0]
13931	(1) 58145[0] + (1) 15377[0] <=> (1) 326268[0] + (1) 16199[0]
13932	(1) 58145[0] + (1) 15377[0] <=> (1) 326268[0] + (1) 16199[0]
13933	(1) 15377[0] + (1) 17616[0] <=> (1) 17336[0] + (1) 7896[0] + (1) 15378[0]
13934	(1) 15377[0] + (1) 17616[0] <=> (1) 17336[0] + (1) 7896[0] + (1) 15378[0]
13935	(1) 15377[0] + (1) 17616[0] <=> (1) 17336[0] + (1) 7896[0] + (1) 15378[0]
13936	(1) 15377[0] + (1) 17616[0] <=> (1) 17336[0] + (1) 7896[0] + (1) 15378[0]
13937	(1) 20476[0] + (1) 15379[0] + (1) 57945[0] <=> (1) 17359[0] + (1) 36241[0] + (1) 57540[0]
13938	(1) 20476[0] + (1) 15379[0] + (1) 57945[0] <=> (1) 17359[0] + (1) 36241[0] + (1) 57540[0]
13939	(1) 20476[0] + (1) 15379[0] + (1) 57945[0] <=> (1) 17359[0] + (1) 36241[0] + (1) 57540[0]
13940	(1) 20476[0] + (1) 15379[0] + (1) 57945[0] <=> (1) 17359[0] + (1) 36241[0] + (1) 57540[0]
13941	(1) 17378[0] + (1) 30616[0] <=> (1) 59776[0] + (1) 456216[0] + (1) 15378[0]
13942	(1) 17378[0] + (1) 30616[0] <=> (1) 59776[0] + (1) 456216[0] + (1) 15378[0]
13943	(1) 17378[0] + (1) 30616[0] <=> (1) 59776[0] + (1) 456216[0] + (1) 15378[0]
13944	(1) 17378[0] + (1) 30616[0] <=> (1) 59776[0] + (1) 456216[0] + (1) 15378[0]
13945	(1) 17756[0] <=> (1) 32382[0]
13946	(1) 17756[0] <=> (1) 32382[0]
13947	(1) 17756[0] <=> (1) 32382[0]
13948	(1) 17756[0] <=> (1) 32382[0]
13949	(1) 15378[0] + (1) 58349[0] + (2) GENERIC:10302[0] <=> (1) 57783[0] + (2) GENERIC:10303[0]
13950	(1) 15378[0] + (1) 58349[0] + (2) GENERIC:10302[0] <=> (1) 57783[0] + (2) GENERIC:10303[0]
13951	(1) 15378[0] + (1) 58349[0] + (2) GENERIC:10302[0] <=> (1) 57783[0] + (2) GENERIC:10303[0]
13952	(1) 15378[0] + (1) 58349[0] + (2) GENERIC:10302[0] <=> (1) 57783[0] + (2) GENERIC:10303[0]
13953	(1) GENERIC:10124[0] + (1) 15377[0] <=> (1) 15378[0] + (1) GENERIC:10123[0] + (1) 59871[0]
13954	(1) GENERIC:10124[0] + (1) 15377[0] <=> (1) 15378[0] + (1) GENERIC:10123[0] + (1) 59871[0]
13955	(1) GENERIC:10124[0] + (1) 15377[0] <=> (1) 15378[0] + (1) GENERIC:10123[0] + (1) 59871[0]
13956	(1) GENERIC:10124[0] + (1) 15377[0] <=> (1) 15378[0] + (1) GENERIC:10123[0] + (1) 59871[0]
13957	(4) 15377[0] + (4) 26833[0] + (1) 15379[0] <=> (2) 29919[0] + (2) 17359[0] + (6) 15378[0]
13958	(4) 15377[0] + (4) 26833[0] + (1) 15379[0] <=> (2) 29919[0] + (2) 17359[0] + (6) 15378[0]
13959	(4) 15377[0] + (4) 26833[0] + (1) 15379[0] <=> (2) 29919[0] + (2) 17359[0] + (6) 15378[0]
13960	(4) 15377[0] + (4) 26833[0] + (1) 15379[0] <=> (2) 29919[0] + (2) 17359[0] + (6) 15378[0]
13961	(1) 15377[0] + (1) 18420[0] + (1) 57306[0] + (1) 30616[0] <=> (3) 15378[0] + (1) 43474[0] + (1) 60492[0] + (1) 456216[0]
13962	(1) 15377[0] + (1) 18420[0] + (1) 57306[0] + (1) 30616[0] <=> (3) 15378[0] + (1) 43474[0] + (1) 60492[0] + (1) 456216[0]
13963	(1) 15377[0] + (1) 18420[0] + (1) 57306[0] + (1) 30616[0] <=> (3) 15378[0] + (1) 43474[0] + (1) 60492[0] + (1) 456216[0]
13964	(1) 15377[0] + (1) 18420[0] + (1) 57306[0] + (1) 30616[0] <=> (3) 15378[0] + (1) 43474[0] + (1) 60492[0] + (1) 456216[0]
13965	(1) 15377[0] + (1) 58161[0] <=> (1) 28938[0] + (1) 58199[0] + (1) 15361[0]
13966	(1) 15377[0] + (1) 58161[0] <=> (1) 28938[0] + (1) 58199[0] + (1) 15361[0]
13967	(1) 15377[0] + (1) 58161[0] <=> (1) 28938[0] + (1) 58199[0] + (1) 15361[0]
13968	(1) 15377[0] + (1) 58161[0] <=> (1) 28938[0] + (1) 58199[0] + (1) 15361[0]
13969	(1) GENERIC:10463[0] + (1) 37565[0] <=> (1) 58115[0] + (1) GENERIC:10464[0] + (1) 33019[0]
13970	(1) GENERIC:10463[0] + (1) 37565[0] <=> (1) 58115[0] + (1) GENERIC:10464[0] + (1) 33019[0]
13971	(1) GENERIC:10463[0] + (1) 37565[0] <=> (1) 58115[0] + (1) GENERIC:10464[0] + (1) 33019[0]
13972	(1) GENERIC:10463[0] + (1) 37565[0] <=> (1) 58115[0] + (1) GENERIC:10464[0] + (1) 33019[0]
13973	(1) 33019[0] + (1) 15378[0] + (1) 15377[0] <=> (2) 15378[1] + (2) 43474[0]
13974	(1) 33019[0] + (1) 15378[0] + (1) 15377[0] <=> (2) 15378[1] + (2) 43474[0]
13975	(1) 33019[0] + (1) 15378[0] + (1) 15377[0] <=> (2) 15378[1] + (2) 43474[0]
13976	(1) 33019[0] + (1) 15378[0] + (1) 15377[0] <=> (2) 15378[1] + (2) 43474[0]
13977	(1) 35247[0] <=> (1) 15361[0] + (1) 28938[0]
13978	(1) 35247[0] <=> (1) 15361[0] + (1) 28938[0]
13979	(1) 35247[0] <=> (1) 15361[0] + (1) 28938[0]
13980	(1) 35247[0] <=> (1) 15361[0] + (1) 28938[0]
13985	(1) 57476[0] + (1) 30616[0] <=> (1) 456216[0] + (1) 57590[0] + (1) 15378[0]
13986	(1) 57476[0] + (1) 30616[0] <=> (1) 456216[0] + (1) 57590[0] + (1) 15378[0]
13987	(1) 57476[0] + (1) 30616[0] <=> (1) 456216[0] + (1) 57590[0] + (1) 15378[0]
13988	(1) 57476[0] + (1) 30616[0] <=> (1) 456216[0] + (1) 57590[0] + (1) 15378[0]
13989	(1) 58336[0] + (1) 58885[0] <=> (1) 66914[0] + (1) 58601[0]
13990	(1) 58336[0] + (1) 58885[0] <=> (1) 66914[0] + (1) 58601[0]
13991	(1) 58336[0] + (1) 58885[0] <=> (1) 66914[0] + (1) 58601[0]
13992	(1) 58336[0] + (1) 58885[0] <=> (1) 66914[0] + (1) 58601[0]
13993	(1) 58655[0] + (1) 16810[0] <=> (1) 57700[0] + (1) 29985[0]
13994	(1) 58655[0] + (1) 16810[0] <=> (1) 57700[0] + (1) 29985[0]
13995	(1) 58655[0] + (1) 16810[0] <=> (1) 57700[0] + (1) 29985[0]
13996	(1) 58655[0] + (1) 16810[0] <=> (1) 57700[0] + (1) 29985[0]
13997	(1) 57287[0] + (1) 11851[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 57338[0] + (1) 16526[0]
13998	(1) 57287[0] + (1) 11851[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 57338[0] + (1) 16526[0]
13999	(1) 57287[0] + (1) 11851[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 57338[0] + (1) 16526[0]
14000	(1) 57287[0] + (1) 11851[0] + (1) 57540[0] <=> (1) 57945[0] + (1) 57338[0] + (1) 16526[0]
14001	(1) 57373[0] + (1) 57305[0] <=> (1) 15378[0] + (1) 29746[0] + (1) 57287[0]
14002	(1) 57373[0] + (1) 57305[0] <=> (1) 15378[0] + (1) 29746[0] + (1) 57287[0]
14003	(1) 57373[0] + (1) 57305[0] <=> (1) 15378[0] + (1) 29746[0] + (1) 57287[0]
14004	(1) 57373[0] + (1) 57305[0] <=> (1) 15378[0] + (1) 29746[0] + (1) 57287[0]
14005	(1) 15377[0] + (1) 58161[0] <=> (1) 35235[0] + (1) 16763[0] + (1) 28938[0]
14006	(1) 15377[0] + (1) 58161[0] <=> (1) 35235[0] + (1) 16763[0] + (1) 28938[0]
14007	(1) 15377[0] + (1) 58161[0] <=> (1) 35235[0] + (1) 16763[0] + (1) 28938[0]
14008	(1) 15377[0] + (1) 58161[0] <=> (1) 35235[0] + (1) 16763[0] + (1) 28938[0]
14009	(2) 57623[0] <=> (1) 58819[0] + (1) 33019[0]
14010	(2) 57623[0] <=> (1) 58819[0] + (1) 33019[0]
14011	(2) 57623[0] <=> (1) 58819[0] + (1) 33019[0]
