ID	AraCyc	EcoCyc	KEGG	MetaCyc	PlantCyc
rxn24729	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24730	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24731	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24732	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24733	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24734	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24735	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24736	null	null	null	Degradation|Noncarbon-Nutrients|PWY-5364|Sulfur-Assimilation|Sulfur-reduction	null
rxn24737	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24738	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24739	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24740	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6266-ARA|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24741	null	null	null	Carbon-disulfide-degradation|Degradation|Other-Degradation|PWY-5336	null
rxn24742	Biosynthesis|CAMALEXIN-SYN|INDOLE-PHYTOALEXIN-SYN|PHYTOALEXIN-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|CAMALEXIN-SYN|INDOLE-PHYTOALEXIN-SYN|PHYTOALEXIN-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|CAMALEXIN-SYN|INDOLE-PHYTOALEXIN-SYN|PHYTOALEXIN-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24743	null	null	null	Biosynthesis|CAMALEXIN-SYN|INDOLE-PHYTOALEXIN-SYN|PHYTOALEXIN-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS	null
rxn24744	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	null	null	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn24745	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	null	null	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn24746	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	null	null	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn24747	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	null	null	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS	Biosynthesis|Cyclitols-Biosynthesis|PWY-5338|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn24749	null	null	null	Biosynthesis|CHALCONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-5339|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|CHALCONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-5339|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24750	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5342	null	null	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5342	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5342
rxn24751	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343	null	null	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343
rxn24752	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343	null	null	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343
rxn24753	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343	null	null	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5343
rxn24754	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5342	null	null	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5342	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-5342
rxn24755	null	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5348|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5348|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24757	null	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5348|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5348|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24759	null	null	null	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5348|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5348|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24761	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24762	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24763	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24764	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24765	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24766	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24767	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24768	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24769	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24770	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24771	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24772	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24773	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24774	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24775	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24776	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24777	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24778	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24779	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24780	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24781	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24782	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24783	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24784	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24785	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24786	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24787	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24788	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24789	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24790	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24791	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24792	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24793	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24794	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24795	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24796	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24797	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24798	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24799	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24800	Biosynthesis|Lipid-Biosynthesis|PWY-782	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-782	Biosynthesis|Lipid-Biosynthesis|PWY-782
rxn24801	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24802	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24803	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24804	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24805	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24806	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24807	null	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24808	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24809	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24810	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24811	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24812	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24813	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24814	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24815	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24816	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24817	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24818	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24819	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24820	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	null	null	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-762|Phospholipid-Biosynthesis
rxn24821	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24822	null	null	null	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24823	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24824	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24825	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24826	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|COUMARIN-SYN|PHENYLPROPANOID-SYN|PWY-5349|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn24827	null	null	null	Degradation|Energy-Metabolism|Noncarbon-Nutrients|PWY-5352|PWY-5360|Sulfur-Assimilation|Tetrathionate-Reduction|Thiosulfate-Disproportionation	null
rxn24828	null	null	null	Degradation|Energy-Metabolism|Noncarbon-Nutrients|PWY-5352|PWY-5360|Sulfur-Assimilation|Tetrathionate-Reduction|Thiosulfate-Disproportionation	null
rxn24829	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823	null	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-5354-ARA|PWY-6823
rxn24830	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823	null	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-5354-ARA|PWY-6823
rxn24831	null	null	null	Biosynthesis|Fatty-acid-biosynthesis|Gamma-linolenate-Biosynthesis|Lipid-Biosynthesis|PWY-5998	Biosynthesis|Fatty-acid-biosynthesis|Gamma-linolenate-Biosynthesis|Lipid-Biosynthesis|PWY-5998
rxn24832	null	null	null	Biosynthesis|Fatty-acid-biosynthesis|Gamma-linolenate-Biosynthesis|Lipid-Biosynthesis|PWY-5998	null
rxn24833	null	null	null	Biosynthesis|Fatty-acid-biosynthesis|Gamma-linolenate-Biosynthesis|Lipid-Biosynthesis|PWY-5998	null
