id	names	formula	mass	charge	inchikey	smiles
CPD-12165	tephrosin|deguelinol I|hydroxydeguelin|(7aR,13aR)-7a-hydroxy-9,10-dimethoxy-3,3-dimethyl-13,13a-dihydro-3H-chromeno[3,4-b]pyrano[2,3-h]chromen-7(7aH)-one	C23H22O7	410.423	10000000	AQBZCCQCDWNNJQ-AUSIDOKSSA-N	COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4
CPD-237	(indol-3-yl)acetamide|1H-indole-3-acetamide|indoleacetamide|indole-3-acetamide|2-(1H-indol-3-yl)acetamide	C10H10N2O	174.202	10000000	ZOAMBXDOGPRZLP-UHFFFAOYSA-N	NC(=O)Cc1c[nH]c2ccccc12
CPD-18142	indol-7-one	C8H5NO	131.134	10000000	UVDGWJRJTOCJTR-UHFFFAOYSA-N	O=C1C=CC=C2C=CN=C12
D-2-AMINO-HEXANO-6-LACTAM	(R)-2-aminohexano-6-lactam|D-2-amino-hexano-6-lactam	C6H13N2O	129.181	10000000	BOWUOGIPSRVRSJ-RXMQYKEDSA-O	[NH3+][C@@H]1CCCCNC1=O
TRYPTAMINE	tryptamine|3-(2-aminoethyl)indole	C10H13N2	161.226	10000000	APJYDQYYACXCRM-UHFFFAOYSA-O	[NH3+]CCc1c[nH]c2ccccc12
CPD-23656	2-[(3Z)-indol-3-ylidene]acetaldehyde|2-(indol-3-ylidene)acetaldehyde	C10H7NO	157.171	10000000	WSHRSMNGWCWSPM-VMPITWQZSA-N	O=C/C=C1\C=Nc2ccccc21
CPD-25685	3-formamidolsalicylate	C8H6NO4	180.14	10000000	JKZOPKFAVINWRO-UHFFFAOYSA-M	O=CNc1cccc(C(=O)[O-])c1O
CPD-15524	(S)-3-chloro-1-phenyl-1-propanol	C9H11ClO	170.638	10000000	JZFUHAGLMZWKTF-SECBINFHSA-N	O[C@H](CCCl)c1ccccc1
CPD-18139	indol-4-one	C8H5NO	131.134	10000000	KCKIKSJECTZLJA-UHFFFAOYSA-N	O=C1C=CC=C2N=CC=C12
CPD-12053	6-methoxytryptamine|3-(2-aminoethyl)-6-methoxyindole	C11H15N2O	191.252	10000000	VOCGEKMEZOPDFP-UHFFFAOYSA-O	COc1ccc2c(CC[NH3+])c[nH]c2c1
PROTOAPHIN-AGLUCONE	protoaphin aglucone	C30H27O11	563.537	10000000	KLZOEWZFKUESNU-UHFFFAOYSA-M	CC1OC(C)C(O)C2=C1C(=O)c1c(O)cc([O-])c(-c3c4c(c(O)c5c(O)cc(O)cc35)C(C)OC(C)C4O)c1C2=O
N-ACETYL-5-METHOXY-TRYPTAMINE	melatonin|<i>N</i>-acetyl-5-methoxy-tryptamine|<i>N</i>-[2-(5-methoxyindol-3-yl)ethyl]acetamide|5-methoxy-<i>N</i>-acetyltryptamine	C13H16N2O2	232.282	10000000	DRLFMBDRBRZALE-UHFFFAOYSA-N	COc1ccc2[nH]cc(CCNC(C)=O)c2c1
CPD-21650	indole-3-carbonyl nitrile|1<i>H</i>-indole-3-carbonyl cyanide	C10H6N2O	170.17	10000000	YWKCWNQLRJKTBZ-UHFFFAOYSA-N	N#CC(=O)c1c[nH]c2ccccc12
CPD-19404	2,3-dihydroxy-4-toluate|2,3-dihydroxy-<i>p</i>-toluate|2,3-dihydroxy-4-toluenecarboxylate	C8H7O4	167.141	10000000	UWYHEGBHZPUZEE-UHFFFAOYSA-M	Cc1ccc(C(=O)[O-])c(O)c1O
CPD-22336	(2E)-3-methyl-5-[(1S,4R,5R)-1,2,3,4,5-pentamethylcyclopent-2-en-1-yl]pent-2-en-1-ol	C16H28O	236.397	10000000	JTSQCFSGXBVYNF-WBUYXRLSSA-N	CC1=C(C)[C@@](C)(CC/C(C)=C/CO)[C@H](C)[C@H]1C
CPD-16967	3-farnesylindole	C23H33N	323.52	10000000	ZZFPPZXXZGMWBZ-NKFKFSAASA-N	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1CNc2ccccc21
CPD-12019	5-methoxyindoleacetaldehyde	C11H11NO2	189.213	10000000	XVHHCGDXCDKKLH-UHFFFAOYSA-N	COc1ccc2[nH]cc(CC=O)c2c1
CPD-19086	2-methyl-butan-2,3-diol	C5H12O2	104.149	10000000	IDEOPBXRUBNYBN-UHFFFAOYSA-N	CC(O)C(C)(C)O
INDOXYL	indoxyl|indole-3-ol|3-hydroxyindole	C8H7NO	133.149	10000000	LIRDJALZRPAZOR-UHFFFAOYSA-N	O=C1CNc2ccccc21
DIHYDROXYINDOLE	5,6-dihydroxyindole|1<i>H</i>-indole-5,6-diol|dopamine lutine|DHI	C8H7NO2	149.149	10000000	SGNZYJXNUURYCH-UHFFFAOYSA-N	Oc1cc2cc[nH]c2cc1O
CPD-18292	3-formyl-4-hydroxybenzoate|3-formyl-4-hydroxybenzoic acid	C8H5O4	165.125	10000000	NXZBZWZORYEIJL-UHFFFAOYSA-M	O=Cc1cc(C(=O)[O-])ccc1O
CPD-3703	triethyl phosphate|phosphoric acid, triethyl ester|TEP|ethyl phosphate|triethoxyphosphine oxide	C6H15O4P	182.156	10000000	DQWPFSLDHJDLRL-UHFFFAOYSA-N	CCOP(=O)(OCC)OCC
CPD-21175	<i>N</i>-(4-hydroxy-1H-indol-3-yl)formamide	C9H8N2O2	176.174	10000000	ZIQPYQIZHTXYQM-UHFFFAOYSA-N	O=CNc1c[nH]c2cccc(O)c12
CPD-12015	6-sulfatoxymelatonin|6-sulphatoxymelatonin|6-hydroxymelatoninsulfate|6-hydroxymelatonin sulfate ester|acetamide, N-(2-(5-methoxy-6-(sulfooxy)-1H-indol-3-yl)ethyl)-	C13H15N2O6S	327.331	10000000	QQEILXDLZRLTME-UHFFFAOYSA-M	COc1cc2c(CCNC(C)=O)c[nH]c2cc1OS(=O)(=O)[O-]
CPD-7698	4-(methylsulfanyl)toluene|methyl p-tolyl sulfide|4-methylthiotoluene	C8H10S	138.227	10000000	VHILIAIEEYLJNA-UHFFFAOYSA-N	CSc1ccc(C)cc1
5-HYDROXYINDOLE_ACETATE	5-hydroxyindole acetate|5-hydroxyindoleacetic acid|1H-Indole-3-acetic acid, 5-hydroxy-	C10H8NO3	190.178	10000000	DUUGKQCEGZLZNO-UHFFFAOYSA-M	O=C([O-])Cc1c[nH]c2ccc(O)cc12
INDOLE_ACETALDEHYDE	(indol-3-yl)acetaldehyde|indole-3-acetaldehyde|2-(indol-3-yl)acetaldehyde|indole acetaldehyde|1H-indole-3-acetaldehyde	C10H9NO	159.187	10000000	WHOOUMGHGSPMGR-UHFFFAOYSA-N	O=CCc1c[nH]c2ccccc12
ALLYLTHIOUREA	allylthiourea|alylthiourea|thiosinamine	C4H8N2S	116.181	10000000	HTKFORQRBXIQHD-UHFFFAOYSA-N	C=CCNC(N)=S
CPD-398	(R)-3-(indol-3-yl)-2-oxobutanoate|(R)-beta-methylindolepyruvate|(R)-beta-methylindole-3-pyruvate	C12H10NO3	216.216	10000000	VSANSNPZLCXLRK-SSDOTTSWSA-M	C[C@@H](C(=O)C(=O)[O-])c1c[nH]c2ccccc12
CPD-20769	3-[(<i>Z</i>)-2-isocyanoethenyl]-1<i>H</i>-indole	C11H8N2	168.198	10000000	JJQIGGJRTGSPQS-SREVYHEPSA-N	C#[N+]/C=C\c1c[nH]c2ccccc12
CPD0-1404	9-[6(RS)-8-diamino-5,6,7,8-tetradeoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine	C13H23N7O3	325.37	10000000	QVALTNMXXFDWHK-ZRURSIFKSA-P	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CC([NH3+])CC[NH3+])[C@@H](O)[C@H]1O
CPD-16174	5-hydroxyindole	C8H7NO	133.149	10000000	LMIQERWZRIFWNZ-UHFFFAOYSA-N	Oc1ccc2[nH]ccc2c1
CPD-18445	actinomycin C2	C63H88N12O16	1269.459	10000000	HQWNESCGZSFTLC-ZNQLDNRDSA-N	CCC(C)[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)N[C@@H]5C(=O)N[C@H](C(C)C)C(=O)N6CCC[C@H]6C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]5C)c-4nc23)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)CC(=O)N1C
CPD-11671	5-hydroxytryptophol|hydroxytryptophol|5-hydroxyindole-3-ethanol|5-hydroxy-1H-indole-3-ethanol|1H-indole-3-ethanol, 5-hydroxy-|indole-3-ethanol, 5-hydroxy-	C10H11NO2	177.202	10000000	KQROHCSYOGBQGJ-UHFFFAOYSA-N	OCCc1c[nH]c2ccc(O)cc12
CPD-11959	<i>N</i>-hydroxy-<i>N</i>-acetylcadaverine|N-(5-aminopentyl)-N-hydroxyacetamide	C7H17N2O2	161.223	10000000	ATUUAJPBSMFUFR-UHFFFAOYSA-O	CC(=O)N(O)CCCCC[NH3+]
INDOLE-3-KETOL	2-hydroxy-1-(indol-3-yl)ethanone|2-hydroxy-1-(1H-indol-3-yl)ethanone|indole-3-ketol	C10H9NO2	175.187	10000000	IBLZDDPFMAFWKP-UHFFFAOYSA-N	O=C(CO)c1c[nH]c2ccccc12
CPD-243	2,3-dihydroxyindole	C8H7NO2	149.149	10000000	XLXOERLKHIDUCB-UHFFFAOYSA-N	O=C1c2ccccc2NC1O
CPDMETA-13642	neopentalenoketolactone	C15H17O5	277.296	10000000	LWQZJCWSXXFPFZ-UVAUTFSSSA-M	CC1(C)CC2C=C(C(=O)[O-])[C@@H]3CC(=O)OCC(=O)[C@]23C1
CPD-18144	indolin-3-one|3-oxoindole|1,2-dihydro-3H-indol-3-one	C8H7NO	133.149	10000000	LIRDJALZRPAZOR-UHFFFAOYSA-N	O=C1CNc2ccccc21
CPD-18446	actinomycin C3	C64H90N12O16	1283.486	10000000	OWKMYPSDYWQMIY-OWHAZWHLSA-N	CCC(C)[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2c3nc4c(C(=O)N[C@@H]5C(=O)N[C@H](C(C)C)C(=O)N6CCC[C@H]6C(=O)N(C)CC(=O)N(C)[C@@H](C(C)CC)C(=O)O[C@@H]5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)CC(=O)N1C
CPD-13298	2-methylindole	C9H9N	131.177	10000000	BHNHHSOHWZKFOX-UHFFFAOYSA-N	Cc1cc2ccccc2[nH]1
CPD-15381	L-pantoyl lactone|(3<i>S</i>)-dihydro-3-hydroxy-4,4-dimethyl-2(3H)-furanone|(<i>S</i>)-pantoyl lactone|(<i>S</i>)-pantolactone|(3S)-dihydro-3-hydroxy-4,4-dimethyl-2(3H)-furanone	C6H10O3	130.143	10000000	SERHXTVXHNVDKA-SCSAIBSYSA-N	CC1(C)COC(=O)[C@H]1O
3-INDOLEGLYOXAL	(indol-3-yl)glyoxal|3-indoleglyoxal|indole-3-glyoxal	C10H7NO2	173.171	10000000	KPDBTUMJILFRNQ-UHFFFAOYSA-N	O=CC(=O)c1c[nH]c2ccccc12
PHOSPHORAMIDATE	phosphoramidate|phosphoramide|amidophosphoric acid|phosphoramidic acid	H2NO3P	94.994	10000000	PTMHPRAIXMAOOB-UHFFFAOYSA-L	NP(=O)([O-])[O-]
ACTINOMYCIN-D	actinomycin D|dactinomycin|actinomycin C1|Cosmegen|actinomycin IV	C62H86N12O16	1255.432	10000000	RJURFGZVJUQBHK-IIXSONLDSA-N	Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
CPD-22145	7-<i>epi</i>-cylindrospermopsin	C15H21N5O7S	415.42	10000000	ZSRQZWSFCHZORS-YUQKHPEDSA-N	C[C@H]1[C@@H](OS(=O)(=O)[O-])C[C@@H]2C[C@H]([C@H](O)C3=NC(=O)NC(=O)C3)NC3=[NH+]C[C@H]1N32
CPD-23636	<i>N,N</i>-dimethyltryptamine|2-(3-indolyl)ethyldimethylamine|3-(2-dimethylaminoethyl)indole|3-[2-(dimethylamino)ethyl]indole|<i>N,N</i>-dimethyl-1H-indole-3-ethylamine|2-(1H-indol-3-yl)-<i>N,N</i>-dimethylethanamine	C12H17N2	189.28	10000000	DMULVCHRPCFFGV-UHFFFAOYSA-O	C[NH+](C)CCc1c[nH]c2ccccc12
CPD-10523	<i>cis</i>-indole-2,3-dihydrodiol	C8H9NO2	151.165	10000000	MLCFNGQWWKZFBD-HTQZYQBOSA-N	O[C@H]1Nc2ccccc2[C@H]1O
CPD-19022	fluoroethene|vinyl fluoride	C2H3F	46.044	10000000	XUCNUKMRBVNAPB-UHFFFAOYSA-N	C=CF
INDOLE	indole	C8H7N	117.15	10000000	SIKJAQJRHWYJAI-UHFFFAOYSA-N	c1ccc2[nH]ccc2c1
CPD-21500	3-(1H-indol-3-yl)propanoate cation radical	C11H9NO2	187.198	10000000	AZDKJLXWZXJHQV-UHFFFAOYSA-M	O=C([O-])CCC1=C[N]c2ccccc21
CPD-24930	alpha-D-tagatopyranose	C6H12O6	180.157	10000000	LKDRXBCSQODPBY-VANKVMQKSA-N	OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
CPD-350	(S)-mevalonate|(S)-mevalonic acid|(S)-3,5-dihydroxy-3-methylvaleric acid	C6H11O4	147.15	10000000	KJTLQQUUPVSXIM-LURJTMIESA-M	C[C@](O)(CCO)CC(=O)[O-]
CPD-10525	indigo|indigotin|cystoceva|diindogen|vulcafix blue R	C16H10N2O2	262.267	10000000	COHYTHOBJLSHDF-BUHFOSPRSA-N	O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21
CPD-7648	o-methylhydroxylamine|methylhydroxylamine	CH5NO	47.057	10000000	GMPKIPWJBDOURN-UHFFFAOYSA-N	CON
CPD-16616	oryzalexin S	C20H32O2	304.472	10000000	OXKYBEZXRLIPKC-LMMYPSSLSA-N	CC1=C[C@@H]2CC[C@H]3C(C)(CO)C[C@H](O)C[C@]3(C)[C@@]23CC[C@@H]1C3
CPD-24931	beta-D-tagatopyranose	C6H12O6	180.157	10000000	LKDRXBCSQODPBY-DPYQTVNSSA-N	OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
A-METHYLATED-AMINE	a methylated amine	null	10000000	10000000		*[N+](*)(*)C
CPD-16613	oryzalexin B	C20H30O2	302.456	10000000	PXSLLXAAZWPICX-YMBUTIGBSA-N	C=C[C@@]1(C)C=C2[C@@H](O)C[C@@H]3C(C)(C)C(=O)CC[C@@]3(C)[C@@H]2CC1
CPD-7093	oryzalexin A	C20H30O2	302.456	10000000	QOWLIQGNZBOQNG-JECYIRHJSA-N	C=C[C@@]1(C)C=C2C(=O)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1
CPD0-1333	DDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate	C41H63N9O28P2	1191.94	10000000	CICTVXAJVKVKJA-MCZXNMLPSA-J	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3CCC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]
CPD-16614	oryzalexin C	C20H28O2	300.44	10000000	IOCKHKBAJGJHFL-FCNFAXOHSA-N	C=C[C@@]1(C)C=C2C(=O)C[C@@H]3C(C)(C)C(=O)CC[C@@]3(C)[C@@H]2CC1
CPD-17950	thiomarinol A	C30H44N2O10S2	656.805	10000000	QNMQCZAYEPJTRQ-DHZFOLDYSA-N	C/C(=C\C(=O)OCCCCCCCC(=O)Nc1c2sscc-2[nH]c1=O)[C@@H](O)[C@@H]1OC[C@H](CC2OC2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
CPD-16615	oryzalexin F	C20H32O2	304.472	10000000	OJSKJQFODPKTBT-QNSYIDHGSA-N	C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(CO)[C@H](O)CC[C@@]3(C)[C@@H]2CC1
CPD-11783	3-(2,4-dihydroxyphenyl)-4,7-dihydroxycoumarin	C15H9O6	285.232	10000000	OZOZCKVLUMXFGS-UHFFFAOYSA-M	O=c1oc2cc(O)ccc2c([O-])c1-c1ccc(O)cc1O
CPD-16612	oryzalexin D	C20H32O2	304.472	10000000	HRWWBCRSPUEXDM-XTMWUNHTSA-N	C=C[C@@]1(C)C=C2[C@@H](O)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1
CPD-14657	(+)-orobanchol	C19H22O6	346.379	10000000	CDBBMEYPRMUMTR-RZXXLYMMSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3C4=C(CCCC4(C)C)[C@@H](O)[C@H]23)OC1=O
CPD66-18	simvastatin acid|active simvastatin|mevinolinate	C25H39O6	435.579	10000000	XWLXKKNPFMNSFA-HGQWONQESA-M	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21
CPD-14652	(+)-5-deoxystrigol	C19H22O5	330.38	10000000	QXTUQXRFEBHUBA-DYLOANJQSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3C4=C(CCCC4(C)C)C[C@H]23)OC1=O
CPD-20504	2'-epi-orobanchol	C19H22O6	346.379	10000000	CDBBMEYPRMUMTR-XCPYXGTHSA-N	CC1=C[C@@H](O/C=C2/C(=O)O[C@@H]3C4=C(CCCC4(C)C)[C@@H](O)[C@H]23)OC1=O
CPD-17954	thiomarinol E	C32H48N2O9S2	668.859	10000000	DIZXGLMCRBSVBM-WCCSBUKDSA-N	C/C(=C\C(=O)OCCCCCCCCCC(=O)Nc1c2sscc-2[nH]c1=O)[C@@H](O)[C@@H]1OC[C@H](C/C=C/[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
CPD-15151	tert-butylamine	C4H12N	74.145	10000000	YBRBMKDOPFTVDT-UHFFFAOYSA-O	CC(C)(C)[NH3+]
CPD-14658	(+)-orobanchyl acetate	C21H24O7	388.416	10000000	DLRIUVHQJRZTMZ-CQMYTRALSA-N	CC(=O)O[C@@H]1C2=C([C@H]3OC(=O)/C(=C/O[C@H]4C=C(C)C(=O)O4)[C@@H]13)C(C)(C)CCC2
CPD-14655	(+)-strigol	C19H22O6	346.379	10000000	VOFXXOPWCBSPAA-KCNJUGRMSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3C4=C(C[C@H]23)[C@@H](O)CCC4(C)C)OC1=O
PAPS	3'-phosphoadenylyl-sulfate|PAPS|phosphoadenosine-5'-phosphosulfate|phosphoadenosine phosphosulfate|3'-phosphoadenosine-5'-phosphosulfate|3'-phosphoadenylyl sulfate|3'-phospho-5'-adenylyl sulfate	C10H11N5O13P2S	503.23	10000000	GACDQMDRPRGCTN-KQYNXXCUSA-J	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
CPD-20505	solanacol	C19H18O6	342.348	10000000	LFVSQVHIKFDYFI-LGIIKBFTSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3c4c(ccc(C)c4C)[C@H](O)[C@H]23)OC1=O
CPD-14659	sorgolactone	C18H20O5	316.353	10000000	KHSREFIWULNDAB-YCUBLIQYSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3C4=C(CCC[C@@H]4C)C[C@H]23)OC1=O
CPD-17951	thiomarinol B	C30H44N2O11S2	672.804	10000000	DVQBKROGZULVGL-XVYZEKPJSA-N	C/C(=C\C(=O)OCCCCCCCC(=O)NC1=C2SS(=O)(=O)C=C2NC1=O)[C@@H](O)[C@@H]1OC[C@H](C/C=C/[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
CPD-21942	2,6,8-trihydroxy-7-methylnaphthalene-1,4-dione	C11H8O5	220.181	10000000	DVEXZXAMOKCYGY-UHFFFAOYSA-L	Cc1c([O-])cc2c(c1O)C(=O)C([O-])=CC2=O
CPD-14656	(+)-strigyl-acetate	C21H24O7	388.416	10000000	AOHYMVJOAOUQHB-XDFQPYMHSA-N	CC(=O)O[C@H]1CCC(C)(C)C2=C1C[C@@H]1/C(=C\O[C@H]3C=C(C)C(=O)O3)C(=O)O[C@H]21
CPD-20509	GR24	C17H14O5	298.295	10000000	XHSDUVBUZOUAOQ-VEEPAONSSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@H]3c4ccccc4C[C@@H]23)OC1=O
CPD-18965	(+)-dehydrodiconiferyl acid carboxylate|(+)-DCA-CC|(2S,3S)-5-[(1E)-2-carboxyeth-1-en-1-yl]-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-2,3-dihydro-1-benzofuran-3-carboxylate	C20H16O8	384.342	10000000	JTHPLBUVRLOJBB-KCILRPRFSA-L	COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@@H]2C(=O)[O-])ccc1O
CPD-14660	alectrol	C19H22O6	346.379	10000000	FIKOOQXJBAJJSE-YTQTXRHFSA-N	CC1=C[C@H](O/C=C2/C(=O)O[C@H]3[C@@H]2C=C2CCCC(C)(C)C23O)OC1=O
CPD-17955	thiomarinol F	C30H42N2O9S2	638.79	10000000	FALNLLBJTDMUIP-KJTKGZELSA-N	CC(=O)[C@H](C)/C=C/C[C@H]1CO[C@@H]([C@H](O)/C(C)=C/C(=O)OCCCCCCCC(=O)Nc2c3sscc-3[nH]c2=O)[C@H](O)[C@@H]1O
CPD-693	2-<i>cis</i>-abscisate|abscisic acid|ABA|abscisate|(+)-ABA|(+)-<i>S</i>-ABA|abscisin II|2-<i>cis</i>-ABA|(+)-abscisate|2-<i>cis</i>-abscisic acid|(7E,9Z)-(6S)-6-hydroxy-3-oxo-11-apo-epsilon-caroten-11-oate	C15H19O4	263.313	10000000	JLIDBLDQVAYHNE-YKALOCIXSA-M	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)[O-]
CPD-3344	pyruvic oxime	C3H4NO3	102.069	10000000	MVGBKLTYYAYYGY-DUXPYHPUSA-M	C/C(=N\O)C(=O)[O-]
CPD-7731	2-<i>trans</i>-abscisate|2-<i>trans</i>-ABA|2-<i>trans</i>-abscisic acid	C15H19O4	263.313	10000000	JLIDBLDQVAYHNE-IBPUIESWSA-M	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C/C(=O)[O-]
CPD-7406	cyclopropylamine|cyclopropanamine|aminocyclopropane	C3H8N	58.103	10000000	HTJDQJBWANPRPF-UHFFFAOYSA-O	[NH3+]C1CC1
CPD-17952	thiomarinol C	C30H44N2O8S2	624.806	10000000	KYCIRSXXQPEBCI-UYGPANRWSA-N	C/C(=C\C(=O)OCCCCCCCC(=O)Nc1c2sscc-2[nH]c1=O)C[C@@H]1OC[C@H](C/C=C/[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
CPD-18384	isotrichotriol	C15H24O4	268.352	10000000	WGOGDSNCSQGSSF-ZLMXSUKOSA-N	CC1=CC(O)[C@@](C)([C@@]2(C)CC(O)C(O)C23CO3)CC1
7-METHYLGUANOSINE-5-PHOSPHATE	<i>N</i><sup>7</sup>-methylguanosine 5'-phosphate|<i>N</i><sup>7</sup>-methyl-guanosine-5'-phosphate|<i>N</i><sup>7</sup>-methyl-guanosine-phosphate|<i>N</i><sup>7</sup>-methyl-GMP|7-methylguanosine-5'-phosphate	C11H15N5O8P	376.242	10000000	AOKQNZVJJXPUQA-KQYNXXCUSA-M	Cn1c[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
CPD-14799	(E)-2-epi-beta-caryophyllene	C15H24	204.355	10000000	NPNUFJAVOOONJE-QWAJQTJBSA-N	C=C1CC/C=C(\C)CC[C@@H]2[C@H]1CC2(C)C
CPD-13861	(-)-delta-cadinol|(-)-cedreanol|(-)-torreyol|(1R,4S,4aR,8aS)-1,2,3,4,4a,7,8,8a-octahydro-1,6-dimethyl-4-(1-methylethyl)-1-naphthalenol|1-epi-alpha-cadinol|cedreanol|torreyol|delta-cadinol|(1R,4S,4aR,8aS)-1,6-dimethyl-4-(propan-2-yl)-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-ol	C15H26O	222.37	10000000	LHYHMMRYTDARSZ-ZQDZILKHSA-N	CC1=C[C@H]2[C@H](C(C)C)CC[C@@](C)(O)[C@H]2CC1
CPD0-1258	DL-1,3-diaminopropan-2-ol	C3H12N2O	92.141	10000000	UYBWIEGTWASWSR-UHFFFAOYSA-P	[NH3+]CC(O)C[NH3+]
CPD-12891	(-)-alpha-gurjunene	C15H24	204.355	10000000	SPCXZDDGSGTVAW-XIDUGBJDSA-N	CC1=C2[C@H]3[C@@H](CC[C@@H](C)[C@H]2CC1)C3(C)C
CPD-17956	thiomarinol G	C30H44N2O8S2	624.806	10000000	FCMYPMGTCIMUMZ-DJKNXTBSSA-N	C/C(=C\C(=O)OCCCCCCCC(=O)Nc1c2sscc-2[nH]c1=O)CC1CC(O)C(O)(C/C=C/C(C)C(C)O)CO1
CPD-11504	beta-selinene|(4aR,7R,8aS)-4a-methyl-1-methylidene-7-(prop-1-en-2-yl)decahydronaphthalene	C15H24	204.355	10000000	YOVSPTNQHMDJAG-QLFBSQMISA-N	C=C(C)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
CPD-11638	D-glutaminamide|D-glutamine amide	C5H12N3O2	146.169	10000000	LCGISIDBXHGCDW-GSVOUGTGSA-O	NC(=O)CC[C@@H]([NH3+])C(N)=O
CPD-10759	(-)-alpha-bisabolol|levomenol	C15H26O	222.37	10000000	RGZSQWQPBWRIAQ-CABCVRRESA-N	CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1
CPD4FS-8	<i>trans</i>-abscisic alcohol|<i>trans</i>-ABA alcohol|<i>trans</i>-abscisic acid alcohol	C15H22O3	250.337	10000000	GRJFTUSJGMRSSJ-SQGBXOFWSA-N	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C/CO
CPD1G-0	1-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol|GlcN-Ins|6-(alpha-D-glucosaminyl)-1D-myo-inositol|1-(2-amino-2-deoxy-alpha-D-glucopyranoside)-1D-myo-inositol|1-O-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol|glucosaminyl-inositol	C12H24NO10	342.322	10000000	HEPUIGACZYVUCD-LFIKJOHQSA-O	[NH3+][C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
CPD-8849	(-)-endo-alpha-bergamotene|(?)-cis-alpha-bergamotene	C15H24	204.355	10000000	YMBFCQPIMVLNIU-KKUMJFAQSA-N	CC(C)=CCC[C@@]1(C)[C@H]2CC=C(C)[C@@H]1C2
