# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
rxn02858	3,4-Dihydroxyphenylacetaldehyde hydro-lyase (adding dopamine)	-17.71	2.43	>
rxn02859	Aldehyde:oxygen oxidoreductase	32.46	2.48	<
rxn02860	Toluene-cis-1,2-dihydrodiol:NAD+ oxidoreductase	-14.04	1.65	>
rxn02861	3-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)	-62.11	1.36	>
rxn02862	O3-Acetyl-L-serine acetate-lyase (adding 3,4-dihydroxypyridin-1-yl)	-5.92	0.88	=
rxn02863	R04092	10.64	0.78	<
rxn02866	3-methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase	9.66	0.82	=
rxn02867	branched chain alpha-keto acid dehydrogenase E2 subunit (din3)	0.71	0.38	=
rxn02868	3alpha-hydroxyglycyrrhetinate:NADP+ 3-oxidoreductase	-0.29	0.38	=
rxn02869	3-cis-Dodecenoyl-CoA delta3-cis-delta2-trans-isomerase	0.0	0.0	=
rxn02870	4-Chlorobenzoyl CoA chlorohydrolase	2.13	0.55	=
rxn02871	Penicillin amidohydrolase	15.1	0.57	<
rxn02872	ethyl-(R)-3-hydroxyhexanoate:NADP+ 3-oxidoreductase	4.43	0.24	=
rxn02873	ethyl-(S)-3-hydroxyhexanoate:NADP+ 3-oxidoreductase	4.43	0.24	=
rxn02874	UDPglucose:hydroxyanthraquinone O-glucosyltransferase	-12.23	1.05	>
rxn02876	N-Benzoyl-D-arginine-4-nitroanilide amidohydrolase	-0.18	0.81	=
rxn02877	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	-20.32	1.9	>
rxn02878	naphthalene-1,2-diol:oxygen oxidoreductase	-86.37	1.63	>
rxn02879	12,13-Diacylphorbate 12-acylhydrolase	-8.59	0.9	>
rxn02880	UDPglucose:13-hydroxydocosanoate 13-beta-D-glucosyltransferase	-3.66	0.53	=
rxn02881	2,6-dihydroxypyridine,NADH:oxygen oxidoreductase (3-hydroxylating)	-112.1	2.02	>
rxn02882	R04131	0.1	0.36	=
rxn02883	R04132	0.1	0.36	=
rxn02884	5-Oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase	-3.16	0.79	>
rxn02885	R04134	-0.0	0.0	=
rxn02886	3-Hydroxy-L-glutamate 1-carboxy-lyase	-4.69	0.74	>
rxn02887	3-Hydroxybenzyl-alcohol:NADP+ oxidoreductase	2.07	0.7	=
rxn02888	3-Hydroxyisopentyl-CoA hydro-lyase	0.1	0.46	=
rxn02889	3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)	-2.69	0.35	>
rxn02890	3alpha-Hydroxy-5beta-cholanate:NAD+ oxidoreductase	-0.26	0.38	=
rxn02892	4-Methylumbelliferyl-acetate acylhydrolase	-17.26	0.81	>
rxn02893	R04142	11.81	0.75	<
rxn02894	ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase	-0.6	0.53	=
rxn02896	R04147	0.0	0.0	=
rxn02897	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase	-4.93	0.94	=
rxn02898	O-Succinylbenzoyl-CoA 1,4-dihydroxy-2-naphthoate-lyase	-25.89	2.0	>
rxn02899	(+)-cis-3,4-dihydrophenanthrene-3,4-diol:NAD+ 3,4-oxidoreductase	-20.33	1.9	>
rxn02900	(2-Aminoethyl)phosphonate:pyruvate aminotransferase	0.7	0.7	=
rxn02901	Dimethylsulfonioacetate:L-homocysteine S-methyltransferase	-0.58	23902.15	=
rxn02902	Tetrahydroxypteridine lyase (isomerizing)	-3.18	0.71	=
rxn02904	(S)-4-Hydroxymandelate racemase	0.0	0.0	=
rxn02907	11-Deoxycorticosterone ketol-isomerase	0.48	0.11	=
rxn02908	16alpha-Hydroxyprogesterone hydro-lyase	-12.27	0.76	>
rxn02909	2-Carboxy-D-arabinitol-1-phosphate 1-phosphohydrolase	-2.89	0.3	>
rxn02910	S-Adenosyl-L-methionine:2-methylpropanal-oxime O-methyltransferase	-30.11	33801.64	=
rxn02911	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase	-0.1	0.36	=
rxn02912	3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase	-1.87	0.46	=
rxn02913	R04172	-5.08	0.74	>
rxn02914	3-Phosphoserine:2-oxoglutarate aminotransferase	2.6	0.09	=
rxn02915	6-Acetamido-2-oxohexanoate amidohydrolase	-1.85	0.44	=
rxn02916	R04175	-11.2	2.09	>
rxn02923	(S)-3-(Imidazol-5-yl)lactate:NAD+ oxidoreductase	4.48	0.24	=
rxn02924	(S)-3-(Imidazol-5-yl)lactate:NADP+ oxidoreductase	4.45	0.24	=
rxn02925	L-Alanine:3-oxopropanoate aminotransferase	-0.21	0.48	=
rxn02926	L-3-amino-isobutanoate:2-oxoglutarate aminotransferase	0.25	0.47	=
rxn02927	N2-succinyl-L-arginine iminohydrolase (decarboxylating)	-20.97	1.56	>
rxn02928	2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase	5.77	0.94	=
rxn02929	2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase	5.74	0.94	=
rxn02930	D-threo-2,4-diaminopentanoate:NAD+ oxidoreductase (deaminating)	7.09	0.7	=
rxn02931	D-threo-2,4-diaminopentanoate:NADP+ oxidoreductase(deaminating)	7.06	0.71	=
rxn02932	Bis(2-ethylhexyl)phthalate acylhydrolase	-4.02	0.52	>
rxn02933	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	4.46	0.24	=
rxn02934	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase	-0.88	0.45	=
rxn02935	(E)-2-Methylcrotonoyl-CoA :13-hydroxylupinine O-2-methylcrotonoyltransferase	-0.23	0.55	=
rxn02936	3-Phospho-D-erythronate hydro-lyase	-1.52	0.35	=
rxn02937	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)	2.4	11523.82	=
rxn02938	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase	1.11	1.02	>
rxn02939	4-phospho-D-erythronate:NAD+ 2-oxidoreductase	4.47	0.24	=
rxn02940	Oxalyl-CoA:L-2,3-diaminopropanoate N3-oxalyltransferase	-3.96	1.14	>
rxn02941	3'-Phosphoadenylylsulfate:L-tyrosine-methyl-ester sulfotransferase	-68.03	16901.07	=
rxn02942	R04214	-4.43	11521.82	=
rxn02943	CTP:N-glycoloylneuraminate cytidylyltransferase	54.98	16901.42	=
rxn02944	N2-succinyl-L-ornithine:2-oxoglutarate 5-aminotransferase	-0.16	0.47	=
rxn02945	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	11.22	1.9	=
rxn02946	cis-4-Hydroxy-D-proline:oxygen oxidoreductase (deaminating)	-25.62	2.2	>
rxn02947	dTDP-L-dihydrostreptose:streptidine-6-phosphate dihydrostreptosyltransferase	-4.24	0.53	=
rxn02948	R04223	-3.66	0.81	>
rxn02949	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase	1.33	0.35	=
rxn02950	3-Methyl-2-oxopentanoate:lipoamide oxidoreductase(decarboxylating and acceptor-2-methylpropanoylating)	-5.68	0.76	>
rxn02951	NADH:4-nitroquinoline-N-oxide oxidoreductase	20.46	23900.57	=
rxn02952	NADPH:4-nitroquinoline-N-oxide oxidoreductase	22.23	23900.57	=
rxn02953	(R)-4'-Phosphopantothenate:L-cysteine ligase	-118.33	0.76	>
rxn02954	(R)-4'-Phosphopantothenate:L-cysteine ligase	-121.17	0.92	>
rxn02955	(R)-4'-Phosphopantothenate:L-cysteine ligase	-118.39	0.92	>
rxn02956	D-4-Hydroxyphenylglycine:2-oxoglutarate aminotransferase	-1.33	0.49	=
rxn02957	ATP:5-methyldeoxycytidine-5'-phosphate phosphotransferase	0.96	0.31	=
rxn02958	Propane-1,2-diol-1-phosphate:NAD+ oxidoreductase	4.49	0.24	=
rxn02959	S-adenosyl-L-methionine:magnesium-protoporphyrin-IX O-methyltransferase	0.77	23900.57	=
rxn02960	rxn02960	4.97	0.82	<
rxn02961	CTP:ethanolamine-phosphate cytidylyltransferase	-10.38	23900.57	>
rxn02962	R04248	-77.97	2.01	>
rxn02963	R04249	-38.2	0.44	>
rxn02964	R04250	27.02	1.1	<
rxn02965	R04251	-62.41	0.46	>
rxn02966	R04252	84.71	56449.16	=
rxn02967	(7E,9E,11Z,14Z)-(5S,6R)-6-(cystein-S-yl)-5-hydroxyicosa-7,9,11,14-tetraenoate,NADPH:oxygen oxidoreductase (20-hydroxylating)	-93.82	0.74	>
rxn02968	R04257	-49.28	0.53	>
rxn02969	R04258	-73.83	23902.02	=
rxn02970	2-Chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)	-3.08	0.86	=
rxn02971	5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase	-3.84	0.92	=
rxn02972	7alpha-Hydroxycholesterol:NAD+ 3-oxidoreductase	-0.26	0.38	=
rxn02973	Cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase	-0.29	0.38	=
rxn02974	R04265	0.29	0.38	=
rxn02975	CDP-3,6-dideoxy-D-glucose 2-epimerase	0.0	0.0	=
rxn02976	R04269	-1.73	0.74	=
rxn02977	2-alpha-L-FUcopyranosyl-beta-D-galactoside fucohydrolase	-3.09	0.54	>
rxn02978	N-Hydroxy-4-acetylaminobiphenyl:N-hydroxy-4-aminobiphenyl O-acetyltransferase	-29.12	23902.11	=
rxn02979	leucocyanidin,2-oxoglutarate:oxygen oxidoreductase	-103.27	23900.57	>
rxn02980	2-pyrone-4,6-dicarboxylate lactonohydrolase	-57.22	23901.49	=
rxn02981	2-hydroxy-2-hydropyrone-4,6-dicarboxylate:NAD+ 6-oxidoreductase	61.58	23902.45	=
rxn02982	4-carboxy-2-hydroxymuconate semialdehyde hemiacetal:NADP+ 2-oxidoreductase	61.55	23902.45	=
rxn02983	3-O-Methylgallate:oxygen 4,5-oxidoreductase (decyclizing)	-5.78	23902.48	=
rxn02984	rxn02984	-118.58	1.5	>
rxn02985	6-Lactoyl-5,6,7,8-tetrahydropterin:NADP+ 2'-oxidoreductase	4.43	0.24	=
rxn02987	3-Hydroxy-3-(4-methylpent-3-en-1-yl)-glutaryl-CoA-lyase	38.37	0.48	<
rxn02988	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)	51.41	1.01	<
rxn02989	R04293	37.61	1.12	<
rxn02990	(S)-4-Amino-5-oxopentanoate:NADP+ 5-oxidoreductase	1.95	0.39	<
rxn02992	1,2,3,5-Tetrahydroxybenzene:1,2,3-trihydroxybenzene hydroxytransferase	0.0	0.0	=
rxn02993	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	-22.34	1.09	>
rxn02994	S-Adenosyl-L-methionine:catechol O-methyltransferase	-1.83	23901.6	=
rxn02995	NADPH:4-(dimethylamino)phenylazoxybenzene oxidoreductase	-11.11	23900.57	=
rxn02996	4-Hydroxyphenylethanol:NAD+ oxidoreductase	4.94	0.24	=
rxn02997	4-Hydroxyphenylacetaldehyde hydro-lyase (adding dopamine)	-17.71	2.43	>
rxn02999	trans-4-hydroxycyclohexanecarboxylate:NAD+ 4-oxidoreductase	-0.26	0.38	=
rxn03000	3alpha-Hydroxy-5beta-androstan-17-one:NAD+ oxidoreductase (B-specific)	-0.26	0.38	=
rxn03001	3alpha-Hydroxy-5beta-androstan-17-one:NADP+ oxidoreductase (B-specific)	-0.29	0.38	=
rxn03002	S-Methyl-3-phospho-1-thio-D-glycerate phosphohydrolase	-3.65	0.3	>
rxn03003	2-Amino-3-carboxymuconate semialdehyde carboxy-lyase	-3.86	0.79	>
rxn03006	rxn03006	1771.0	5.39	<
rxn03007	R07498	13.35	1.0	<
rxn03008	androstan-3alpha,17beta-diol:NAD+ oxidoreductase	-0.26	0.38	=
rxn03011	UDP-L-arabinose:indol-3-ylacetyl-myo-inositol L-arabinosyltransferase	-3.37	0.39	=
rxn03012	R04336	-12.4	0.96	>
rxn03013	S-(4-Bromophenyl)-L-cysteine:2-oxoglutarate aminotransferase	-1.87	0.46	=
rxn03014	thiomorpholine-3-carboxylate:NAD+ 5,6-oxidoreductase	6.03	1.93	=
rxn03015	thiomorpholine-3-carboxylate:NADP+ 5,6-oxidoreductase	6.0	1.93	=
rxn03016	trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)	-105.79	0.9	>
rxn03017	3beta-Hydroxysteroid:NADP+ oxidoreductase	-0.29	0.38	=
rxn03018	2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)	3.66	1.16	=
rxn03020	5-Methyl-5,6,7,8-tetrahydromethanopterin:2-mercaptoethanesulfonate 2-methyltransferas	-9.98	1.44	=
rxn03023	ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase	-3.64	0.3	=
rxn03024	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	-2.64	0.5	=
rxn03025	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	-11.87	1.03	>
rxn03026	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	-11.87	1.03	>
rxn03027	Malonyl-CoA:flavonol-3-O-beta-D-glucoside malonyltransferase	-0.45	0.52	=
rxn03028	citrate:N6-acetyl-N6-hydroxy-L-lysine ligase (ADP-forming)	984.7	1.03	<
rxn03029	UDPglucose:(25S)-5beta-spirostan-3beta-ol 3-O-beta-glucosyltransferase	-3.06	0.52	=
rxn03030	Acetyl-CoA:L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase	6.27	1.04	=
rxn03031	Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	6.21	1.24	=
rxn03032	4-Nitrophenyl-3-ketovalidamine 4-nitroaniline-lyase	-8.3	0.8	>
rxn03033	benzyl-(2R,3S)-2-methyl-3-hydroxybutanoate:NADP+ 3-oxidoreductase	4.43	0.24	=
rxn03034	Homoisocitrate hydro-lyase	-0.82	0.45	=
rxn03035	D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase	-4.36	0.33	>
rxn03037	trans-L-3-Hydroxyproline hydro-lyase	0.42	1.95	=
rxn03038	R04376	-62.49	1.36	>
rxn03039	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase	8.83	0.88	<
rxn03040	5-Carboxymethyl-2-hydroxymuconate delta2,delta4-2-oxo,delta3-isomerase	0.0	0.0	=
rxn03041	5-oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase	-3.16	0.79	>
rxn03042	4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate lyase	-14.58	0.8	>
rxn03043	5-Dehydro-4-deoxy-D-glucuronate ketol-isomerase	2.98	0.76	=
rxn03045	diethyl-(2R,3R)-2-methyl-3-hydroxysuccinate:NADP+ 3-oxidoreductase	1.69	1.03	=
rxn03046	ATP:guanidinoethyyl-methyl-phosphate phosphotransferase	3.84	0.32	=
rxn03047	ATP:pantothenate 4'-phosphotransferase	-3.67	0.3	=
rxn03048	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate amidohydrolase	-10.71	1.0	>
rxn03049	S-Adenosyl-L-methionine:3,3',4',5,7,8-hexahydroxyflavone 8-O-methyltransferase	-1.9	23901.6	=
rxn03050	R04399	0.1	0.46	=
rxn03051	(S)-tetrahydrocolumbamine, NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	113.92	1.14	<
rxn03052	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	-9.3	1.48	=
rxn03053	(+/-)-6-hydroxy-3-oxo-alpha-ionol:NAD+ 4'-oxidoreductase	4.46	0.24	=
rxn03057	5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase	-2.41	0.59	=
rxn03058	S-Adenosyl-L-methionine:N-benzoyl-4-O-hydroxyanthranilate 4-O-methyltransferase	-1.83	23901.6	=
rxn03060	2-Hydroxybutane-1,2,3-tricarboxylate hydro-lyase	-0.68	0.69	=
rxn03061	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate hydro-lyase	-0.68	0.69	=
rxn03062	3-Isopropylmalate:NAD+ oxidoreductase	4.47	0.24	=
rxn03063	S-Adenosyl-L-methionine:zymosterol C-methyltransferase	-2.68	23902.25	=
rxn03064	phosphoenolpyruvate:N-acetyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)	14.78	0.4	<
rxn03065	S-Adenosyl-L-methionine:Nalpha,Nalpha-dimethyl-L-histidine Nalpha-methyltransferase	-1.97	41398.03	=
rxn03066	dTDP-4-amino-4,6-dideoxy-D-galactose:2-oxoglutarate aminotransferase	-4.07	0.45	=
rxn03068	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	4.43	0.24	=
rxn03070	R04443	10.26	1.23	<
rxn03071	L-1-Pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase	1.14	1.28	=
rxn03072	L-1-Pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase	1.11	1.28	=
rxn03073	R04446	14.13	0.83	<
rxn03074	R04447	-7.45	0.86	>
rxn03075	ATP:4-methyl-5-(2-hydroxyethyl)-thiazole 2-phosphotransferase	-3.82	0.52	=
rxn03076	UDP-N-acetyl-D-glucosamine:estradiol-17alpha-3-D-glucuronoside 17alpha-N-acetylglucosaminyltransferase	-3.03	0.84	=
rxn03078	4-carboxy-2-hydroxy-cis,cis-muconate-6-semialdehyde:NADP+ 6-oxidoreductase	-9.45	0.27	>
rxn03079	5,10-Methylenetetrahydromethanopterin:coenzyme-F420 oxidoreductase	-41.03	25051.08	=
rxn03080	5-amino-6-(D-ribitylamino)uracil butanedionetransferase	-23.88	2.0	>
rxn03082	N-hydroxy-L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating)	-56.89	23902.37	=
rxn03083	Diarylpropane:oxygen,hydrogen-peroxide oxidoreductase	-83.39	2.02	>
rxn03085	5,10-Methylenetetrahydromethanopterin:coenzyme-F420 oxidoreductase	-2.12	1.51	=
rxn03086	R04467	-2.23	0.46	=
rxn03087	N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase	-0.23	0.7	=
rxn03088	3'-Phosphoadenylylsulfate:UDP-N-acetyl-D-galactosamine-4-sulfate 6-sulfotransferase	-63.11	16901.14	=
rxn03089	2-hydroxy-4-oxobutane-1,2,4-tricarboxylate 2,3-hydro-lyase	0.1	0.46	=
rxn03090	R04479	-2.93	0.3	>
rxn03092	4-Carboxy-2-oxo-3-hexenedioate delta2,delta4-2-oxo,delta3-isomerase	-0.0	0.0	=
rxn03093	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate:NAD+ 3-oxidoreductase (decarboxylating)	-5.71	0.96	>
rxn03094	Glycodeoxycholate amidohydrolase	-0.12	0.55	=
rxn03095	Taurodeoxycholate amidohydrolase	0.83	0.41	=
rxn03097	2-Hydroxy-2-hydropyrone-4,6-dicarboxylate lyase (decyclizing)	13.71	1.53	<
rxn03101	1-O-Galloyl-beta-D-glucose:1,2,3,6-tetrakis-O-galloyl-beta-D-glucose 4-O-galloyltransferase	-17.51	2.12	>
rxn03103	rxn03103	-0.72	23902.06	=
rxn03104	4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,NADH:oxygen oxidoreductase (hydroxylating)	-93.85	0.74	>
rxn03105	S-Adenosyl-L-methionine:3',4',5,6-tetrahydroxy-3,7-dimethoxyflavone 6-O-methyltransferase	-1.66	23901.6	=
rxn03106	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase	-9.12	0.26	=
rxn03107	3alpha,7alpha-Dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)	-2.51	0.35	>
rxn03108	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase	1.96	1.07	=
rxn03109	4-Carboxymethyl-4-methylbut-2-en-1,4-olide methylmutase	-8.5	1.03	>
rxn03110	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine glucuronohydrolase	-1.96	0.55	=
rxn03111	R04515	-16.2	0.82	>
rxn03112	(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate:NAD+ 15-oxidoreductase	4.46	0.24	=
rxn03113	(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate:NADP+ 15-oxidoreductase	4.43	0.24	=
rxn03114	Geranylgeranyl diphosphate:sn-3-O-(geranylgeranyl)glycerol 1-phosphate geranylgeranyltransferase	-7.14	0.66	>
rxn03115	R__9Z_11E_14Z___13S__Hydroperoxyoctadeca__9_11_14__trienoate_12_13_hydro_lyase	19.48	23900.57	=
rxn03116	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane chloride-lyase	-9.93	23900.57	=
rxn03117	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine,NADPH:oxygen	-9.53	23900.57	=
rxn03118	R04524	66.77	1.94	<
rxn03122	UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose:2-oxoglutarate aminotransferase	-7.79	0.58	=
rxn03124	CMP-N-acetylneuraminate:beta-D-galactosyl-1,4-N-acetyl-beta-D--glucosamine alpha-2,6-N-acetylneuraminyltransferase	-60.49	16901.23	=
rxn03125	(E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide cis-trans-isomerase	0.0	0.0	=
rxn03126	Coenzyme B:coenzyme M:methanophenazine oxidoreductase	-7.02	0.48	=
rxn03127	2-(Methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonine S-(2-sulfoethyl)thiotransferase	-5.95	1.0	=
rxn03128	R04546	55.05	0.73	<
rxn03129	R04547	9.66	0.82	=
rxn03130	UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase	-6.46	0.8	>
rxn03131	(13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-13-enoate:NADP+ 15-oxidoreductase	0.11	0.41	=
rxn03133	(5Z)-(15S)-11alpha-hydroxy-9,15-dioxoprostanoate:NAD+ delta13-oxidoreductase	14.16	0.33	<
rxn03134	(5Z)-(15S)-11alpha-hydroxy-9,15-dioxoprostanoate:NADP+ delta13-oxidoreductase	14.13	0.34	<
rxn03135	R04558	-56.99	14325.12	=
rxn03136	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	5.56	0.7	=
rxn03137	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase	2.49	0.9	=
rxn03138	R04565	-5.95	0.97	>
rxn03139	5-pyridoxate,NADPH:oxygen oxidoreductase (decyclizing)	-90.6	1.22	>
rxn03141	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine	-7.32	0.42	>
rxn03142	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide cis-trans-isomerase	0.0	0.0	=
rxn03143	UDPglucose:(20S,22S,25S)-22,25-epoxyfurost-5-ene-3beta,26-diol 3-O-beta-D-glucosyltransferase	-3.06	0.52	=
rxn03144	UDPglucose:2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase	-3.06	0.52	=
rxn03145	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)	-2.51	0.35	>
rxn03146	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase	-1.46	0.44	=
rxn03147	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)	-17.24	1.25	>
rxn03148	R04592	9.66	0.82	=
rxn03149	R04593	6.68	1.75	<
rxn03150	R04594	-3.7	0.3	>
rxn03152	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione:oxygen 4,5-oxidoreductase (decyclizing)	-61.07	1.42	>
rxn03153	3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)	47.97	23900.57	=
rxn03154	3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)	-47.97	23900.57	=
rxn03155	3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)	47.98	23900.57	=
rxn03156	3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)	-47.98	23900.57	=
rxn03159	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase	-5.58	0.42	=
rxn03160	methyl-(2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyl-trideca-2,6-dienoate acylhydrolase	-1.45	0.85	=
rxn03161	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate hydrolase	6.17	0.85	<
rxn03163	R04616	-72.37	0.2	>
rxn03166	UDP-N-acetyl-D-glucosamine:mannotetraose alpha-N-acetyl-D-glucosaminyltransferase	-3.02	0.84	=
rxn03167	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)	-15.7	1.65	>
rxn03168	R04621	1.82	0.63	<
rxn03169	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxyl]-1,2,3,4-tetrahydro-1-naphthol:NADP+ oxidoreductase	-0.29	0.38	=
rxn03173	R04638	-10.41	1.41	>
rxn03175	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase	-2.33	0.32	=
rxn03176	1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium-bromide aminohydrolase	-5.0	0.47	>
rxn03181	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase	-2.18	0.33	=
rxn03182	CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	-62.03	16901.23	=
rxn03188	3-Ureidoisobutyrate amidohydrolase	-11.94	1.11	>
rxn03189	rxn03189	-20.69	0.71	>
rxn03190	rxn03190	-2983.02	56456.65	=
rxn03191	R04670	-102.96	25052.67	=
rxn03192	4alpha-Methylcholesta-8-en-3beta-ol delta7-delta8-isomerase	1.63	1.67	=
rxn03194	(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)	1.94	0.92	=
rxn03195	N-Methylhistamine:oxygen oxidoreductase (deaminating) (copper-containing)	-22.32	1.09	>
rxn03196	17alpha-Hydroxypregnenolone,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)	-93.82	0.74	>
rxn03197	17alpha,20alpha-Dihydroxycholesterol:oxygen oxidoreductase	-103.75	0.77	>
