# cache=data/cache_win/compounds.sqlite params=data/cc_params_win.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
reaction_id	name	status	dg_prime_kJ_per_mol	uncertainty_kJ_per_mol	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol	formula
rxn44942		compound not in cache: seed:cpd28082					seed:cpd00007 + 2 seed:cpd00067 + 2 seed:cpd28082 + seed:cpd31733 = seed:cpd00001 + 2 seed:cpd27757 + seed:cpd31661
rxn44943		ok	-17.765	1.892	-4.246	0.452	seed:cpd00163 + seed:cpd05553 = seed:cpd00014 + seed:cpd34937
rxn44944	4-hydroxylamino-2,6-dinitrotoluene 3-C-glucosyltransferase	ok	-69.155	2.557	-16.528	0.611	seed:cpd00026 + seed:cpd15098 = seed:cpd00014 + seed:cpd22689
rxn44945		compound not in cache: seed:cpd22290					2 seed:cpd00001 + seed:cpd00010 + seed:cpd22290 + seed:cpd22525 = seed:cpd00022 + seed:cpd00067 + seed:cpd09844 + seed:cpd26978
rxn44946		compound not in cache: seed:cpd27638					seed:cpd00323 + seed:cpd27638 = 2 seed:cpd00067 + seed:cpd00922 + seed:cpd27640
rxn44947		compound not in cache: seed:cpd32905					seed:cpd00017 + seed:cpd32905 = seed:cpd00019 + seed:cpd34910
rxn44948		ok	-33.840	1.884	-8.088	0.450	seed:cpd00002 + seed:cpd22611 + seed:cpd32202 = seed:cpd00012 + seed:cpd00018 + 2 seed:cpd00067 + seed:cpd23347
rxn44949		compound not in cache: seed:cpd26978					2 seed:cpd04731 + seed:cpd26978 = 2 seed:cpd00067 + 2 seed:cpd00099 + seed:cpd22290 + 2 seed:cpd25099
rxn44950		compound not in cache: seed:cpd22290					seed:cpd00001 + seed:cpd10281 + seed:cpd22290 = seed:cpd26978 + seed:cpd32876
rxn44951		compound not in cache: seed:cpd27638					seed:cpd00233 + seed:cpd27638 = seed:cpd00067 + seed:cpd00231 + seed:cpd27640
rxn44952		one-sided reaction					
rxn44953		ok	-19.077	1.831	-4.560	0.438	seed:cpd00005 + seed:cpd00067 + seed:cpd23711 = seed:cpd00006 + seed:cpd00588
rxn44954		ok	-7.635	2.139	-1.825	0.511	seed:cpd00001 + seed:cpd21037 = seed:cpd00027 + seed:cpd00223
rxn44955		compound not in cache: seed:cpd27261					seed:cpd27261 = seed:cpd02913
rxn44956		ok	264.686	100012.094	63.262	23903.464	3 seed:cpd00067 + 3 seed:cpd00070 + seed:cpd32113 = 4 seed:cpd00010 + 3 seed:cpd00011 + seed:cpd32964
rxn44957		ok	18.700	1.106	4.470	0.264	seed:cpd00006 + seed:cpd33823 = seed:cpd00005 + seed:cpd00067 + seed:cpd31669
rxn44958		compound not in cache: seed:cpd26817					seed:cpd26817 + seed:cpd30770 = seed:cpd00014 + seed:cpd37158
rxn44959	3-oxo-C87-trans-keto-mycolate reductase	compound not in cache: seed:cpd22290					seed:cpd22290 + seed:cpd22502 = seed:cpd26978
rxn44960		compound not in cache: seed:cpd26730					seed:cpd26730 + seed:cpd31906 = seed:cpd11493 + seed:cpd33760
rxn44961		undecomposable: 1762					seed:cpd00004 + seed:cpd00007 + seed:cpd00067 + seed:cpd35703 = seed:cpd00003 + seed:cpd00075 + seed:cpd01510
rxn44962		ok	-5.000	2.344	-1.195	0.560	seed:cpd00001 + seed:cpd33116 = seed:cpd00033 + seed:cpd34671
rxn44963		compound not in cache: seed:cpd22290					seed:cpd22290 + seed:cpd24742 = seed:cpd24741 + seed:cpd26978
rxn44964		compound not in cache: seed:cpd11632					seed:cpd11632 + seed:cpd33875 = seed:cpd31568
rxn44965	D-galactose oxidase	ok	-152.950	5.188	-36.556	1.240	seed:cpd00007 + seed:cpd00108 = seed:cpd00025 + seed:cpd01734
rxn44966		compound not in cache: seed:cpd28496					seed:cpd00001 + seed:cpd28496 = seed:cpd26738 + seed:cpd36163
rxn44967		unbalanced					seed:cpd01328 = seed:cpd00001
rxn44968		ok	28.121	1.512	6.721	0.361	seed:cpd00022 + seed:cpd01887 = seed:cpd00010 + seed:cpd35881
rxn44969		ok	58.316	1.491	13.938	0.356	seed:cpd00006 + seed:cpd14888 = seed:cpd00005 + seed:cpd00067 + seed:cpd31969
rxn44970		ok	-27.767	2.624	-6.637	0.627	seed:cpd00612 + seed:cpd17921 = seed:cpd00291 + seed:cpd35058
rxn44971		ok	-21.220	8.399	-5.072	2.007	seed:cpd20954 = seed:cpd00001 + seed:cpd00067 + seed:cpd02235
rxn44972		unbalanced					seed:cpd32518 = seed:cpd34579
rxn44973		ok	-1.303	1.682	-0.311	0.402	seed:cpd00005 + seed:cpd00067 + seed:cpd01652 = seed:cpd00006 + seed:cpd16284
rxn44974		ok	-6.389	1.518	-1.527	0.363	seed:cpd00001 + seed:cpd35242 = seed:cpd00009 + seed:cpd37112
rxn44975		compound not in cache: seed:cpd26950					seed:cpd00001 + seed:cpd26950 = seed:cpd23457 + seed:cpd26949
rxn44976		ok	-101.432	11.461	-24.243	2.739	seed:cpd00007 + seed:cpd23680 = seed:cpd00011 + seed:cpd00025 + seed:cpd32980
rxn44977		compound not in cache: seed:cpd27132					seed:cpd00144 + seed:cpd27132 = seed:cpd00014 + seed:cpd00067
rxn44978		ok	-20.711	3.385	-4.950	0.809	seed:cpd00067 + seed:cpd34360 = seed:cpd00011 + seed:cpd17406
rxn44979		compound not in cache: seed:cpd29533					seed:cpd00179 + seed:cpd29533 = seed:cpd27934 + seed:cpd33815
rxn44980		compound not in cache: seed:cpd26978					seed:cpd00007 + seed:cpd25887 + seed:cpd26978 = seed:cpd00001 + seed:cpd22290 + seed:cpd24737
rxn44981		unbalanced					seed:cpd00022 + seed:cpd00067 + seed:cpd00070 = seed:cpd00010 + seed:cpd00011
rxn44982		compound not in cache: seed:cpd14548					seed:cpd00268 + seed:cpd14548 + 2 seed:cpd26784 = 2 seed:cpd00067 + 2 seed:cpd26785 + seed:cpd36389
rxn44983		compound not in cache: seed:cpd26776					seed:cpd00017 + seed:cpd26776 = seed:cpd00019 + seed:cpd00067 + seed:cpd36592
rxn44984		compound not in cache: seed:cpd26978					seed:cpd00007 + seed:cpd22956 + seed:cpd26978 = seed:cpd00001 + seed:cpd22290 + seed:cpd22957
rxn44985		compound not in cache: seed:cpd32734					seed:cpd32734 = seed:cpd26075
rxn44986		compound not in cache: seed:cpd32687					seed:cpd00002 + seed:cpd33232 = seed:cpd00008 + seed:cpd00067 + seed:cpd32687
rxn44987		ok	-71.086	15.752	-16.990	3.765	2 seed:cpd00001 + 2 seed:cpd02395 = 2 seed:cpd31927
rxn44988		compound not in cache: seed:cpd00167					seed:cpd00167 + seed:cpd30770 = seed:cpd00014 + seed:cpd22221
rxn44989		compound not in cache: seed:cpd28082					seed:cpd00007 + seed:cpd00067 + 2 seed:cpd28082 + seed:cpd34934 = 2 seed:cpd00001 + 2 seed:cpd27757 + seed:cpd34576
rxn44990	syringetin 4'-O-methyltransferase	ok	-99.195	100018.417	-23.708	23904.975	seed:cpd00017 + seed:cpd08434 = seed:cpd00019 + 3 seed:cpd00067 + seed:cpd35014
rxn44991		compound not in cache: seed:cpd07007					seed:cpd00017 + seed:cpd07007 = seed:cpd00019 + seed:cpd00067 + seed:cpd17877
rxn44992		ok	20.269	2.726	4.844	0.651	seed:cpd00852 + seed:cpd25508 = seed:cpd00027 + seed:cpd25511
rxn44993		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd33347 = 2 seed:cpd00001 + seed:cpd05428 + seed:cpd11630
rxn44994		ok	207.351	70714.166	49.558	16901.091	seed:cpd02484 + seed:cpd35985 = seed:cpd00046 + seed:cpd00067 + seed:cpd34057
rxn44995		compound not in cache: seed:cpd37131					seed:cpd34670 + seed:cpd37131 = seed:cpd11493 + seed:cpd25929
rxn44996		ok	-59.519	6.920	-14.225	1.654	2 seed:cpd00001 + seed:cpd00905 = 2 seed:cpd00009 + 3 seed:cpd00067 + seed:cpd33885
rxn44997		compound not in cache: seed:cpd22422					seed:cpd00002 + seed:cpd22422 = seed:cpd00012 + 2 seed:cpd00067 + seed:cpd36531
rxn44998		unbalanced					seed:cpd00017 + seed:cpd01774 = seed:cpd00019 + seed:cpd00067
rxn44999	7beta-hydroxy-sandaracopimradiene hydroxylase	compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd35193 = seed:cpd00001 + seed:cpd11630 + seed:cpd35993
rxn45000		ok	-254.659	100011.984	-60.865	23903.438	seed:cpd00289 = seed:cpd00012 + seed:cpd00067 + seed:cpd35605
rxn45001		compound not in cache: seed:cpd36839					seed:cpd00163 + seed:cpd36839 = seed:cpd00014 + seed:cpd37155
rxn45002		compound not in cache: seed:cpd27740					seed:cpd00001 + seed:cpd00187 + 2 seed:cpd27740 = seed:cpd00013 + seed:cpd00055 + 2 seed:cpd00067 + 2 seed:cpd28064
rxn45003		compound not in cache: seed:cpd27814					seed:cpd00067 + seed:cpd00134 + seed:cpd27814 = seed:cpd00010 + seed:cpd37178
rxn45004		compound not in cache: seed:cpd36324					seed:cpd00001 + seed:cpd36324 = seed:cpd00833 + seed:cpd01157
rxn45005		compound not in cache: seed:cpd21878					seed:cpd00001 + seed:cpd21878 = seed:cpd00908 + seed:cpd26675
rxn45006		ok	0.842	1.581	0.201	0.378	seed:cpd00029 + seed:cpd00660 = seed:cpd00022 + seed:cpd00597
rxn45007		ok	-16.113	4.418	-3.851	1.056	seed:cpd00002 + seed:cpd02150 + seed:cpd35726 = seed:cpd00012 + seed:cpd00018 + seed:cpd00067 + seed:cpd34240
rxn45008		compound not in cache: seed:cpd21035					2 seed:cpd00007 + 2 seed:cpd21035 + seed:cpd27033 = 2 seed:cpd00001 + 2 seed:cpd11630 + seed:cpd21993
rxn45009		ok	-39.600	1.943	-9.465	0.464	seed:cpd00001 + seed:cpd34356 = seed:cpd00047 + seed:cpd00067 + seed:cpd01443
rxn45010		compound not in cache: seed:cpd05943					seed:cpd00007 + seed:cpd05943 + seed:cpd27640 = seed:cpd00001 + seed:cpd27638 + seed:cpd32053
rxn45011		ok	-8.876	4.691	-2.121	1.121	seed:cpd00026 + seed:cpd14640 = seed:cpd00014 + seed:cpd14643
rxn45012	xyloglucan XLLG oligosaccharide beta-galactosidase	ok	-8.715	4.761	-2.083	1.138	2 seed:cpd00001 + seed:cpd23851 = 2 seed:cpd00108 + seed:cpd23848
rxn45013		ok	-39.379	1.332	-9.412	0.318	seed:cpd00001 + seed:cpd00006 + seed:cpd32828 = seed:cpd00005 + 2 seed:cpd00067 + seed:cpd32242
rxn45014	delphinidin 3-rutinoside 7-p-hydroxybenzoyl-(glucosyl)-glucosyltransferase	ok	-83.911	2.617	-20.055	0.625	seed:cpd32975 + seed:cpd35085 = seed:cpd00067 + seed:cpd00136 + seed:cpd33277
rxn45015		ok	0.694	1.682	0.166	0.402	seed:cpd00006 + seed:cpd30781 = seed:cpd00005 + seed:cpd00067 + seed:cpd02238
rxn45016		compound not in cache: seed:cpd36101					2 seed:cpd00017 + seed:cpd36101 = 2 seed:cpd00019 + 2 seed:cpd00067 + seed:cpd36142
rxn45017		ok	-406.753	4.764	-97.216	1.139	seed:cpd00004 + seed:cpd00007 + seed:cpd00067 + seed:cpd04358 = seed:cpd00001 + seed:cpd00003 + seed:cpd35051
rxn45018		ok	-7.751	3.157	-1.852	0.754	seed:cpd00001 + seed:cpd34745 = seed:cpd00010 + seed:cpd00067 + seed:cpd31397
rxn45019		compound not in cache: seed:cpd27005					seed:cpd06715 + seed:cpd27005 = seed:cpd06703 + seed:cpd27006
rxn45020		ok	-64.767	2.557	-15.480	0.611	seed:cpd00026 + seed:cpd34233 = seed:cpd00014 + seed:cpd31769
rxn45021		compound not in cache: seed:cpd28082					seed:cpd00007 + 2 seed:cpd00067 + 2 seed:cpd28082 + seed:cpd34676 = seed:cpd00001 + 2 seed:cpd27757 + seed:cpd35415
rxn45022		compound not in cache: seed:cpd36073					seed:cpd00006 + seed:cpd36073 = seed:cpd00005 + seed:cpd00067 + seed:cpd36847
rxn45023		ok	17.739	14.654	4.240	3.502	6 seed:cpd00023 + seed:cpd24820 = 6 seed:cpd00001 + seed:cpd34085
rxn45024		compound not in cache: seed:cpd36125					seed:cpd09713 + seed:cpd36125 = seed:cpd15483 + seed:cpd21856
rxn45025		ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn45026		unbalanced					22 seed:cpd00005 + 32 seed:cpd00067 + 5 seed:cpd00070 + seed:cpd35246 = 11 seed:cpd00001 + 22 seed:cpd00006 + 10 seed:cpd00010 + 10 seed:cpd00011 + seed:cpd33257
rxn45027		unbalanced					seed:cpd02315 = seed:cpd26300
rxn45028		unbalanced					seed:cpd00042 + seed:cpd23115 = seed:cpd23122
rxn45029		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd08696 + seed:cpd21035 = seed:cpd00001 + seed:cpd11630 + seed:cpd21384
rxn45030		ok	-11.155	1.807	-2.666	0.432	seed:cpd00001 + seed:cpd25618 = seed:cpd00027 + seed:cpd23236
rxn45031		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd00067 + seed:cpd01047 + 2 seed:cpd21035 = seed:cpd00001 + seed:cpd09262 + 2 seed:cpd11630
rxn45032		ok	259.961	100004.774	62.132	23901.715	seed:cpd00001 + seed:cpd00002 + seed:cpd00146 + seed:cpd00317 = seed:cpd00009 + seed:cpd00012 + seed:cpd00018 + 2 seed:cpd00067 + seed:cpd19360
rxn45033		ok	0.883	2.799	0.211	0.669	seed:cpd00001 + seed:cpd33649 = seed:cpd00013 + seed:cpd00020 + seed:cpd34337
rxn45034		compound not in cache: seed:cpd27732					2 seed:cpd00042 + seed:cpd27732 = seed:cpd28057
rxn45035		ok	-20.859	2.554	-4.985	0.610	seed:cpd02113 + seed:cpd33419 = seed:cpd00297 + seed:cpd33425
rxn45036		unbalanced					seed:cpd32427 = seed:cpd33222
rxn45037		compound not in cache: seed:cpd26978					seed:cpd00007 + seed:cpd26978 + seed:cpd31691 = seed:cpd00001 + seed:cpd22290 + seed:cpd35760
rxn45038		compound not in cache: seed:cpd22342					seed:cpd00001 + seed:cpd22342 = seed:cpd00067 + seed:cpd00285 + seed:cpd21767
rxn45039		ok	-448.162	5.903	-107.113	1.411	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd34078 = seed:cpd00001 + seed:cpd00006 + seed:cpd33990
rxn45040		ok	0.000	0.000	0.000	0.000	seed:cpd19584 = seed:cpd25587
rxn45041		ok	28.109	1.512	6.718	0.361	seed:cpd00022 + seed:cpd35835 = seed:cpd00010 + seed:cpd33395
rxn45042		compound not in cache: seed:cpd27934					seed:cpd27934 + seed:cpd36200 = 2 seed:cpd00067 + seed:cpd11855 + seed:cpd36192
rxn45043		compound not in cache: seed:cpd36317					seed:cpd00001 + seed:cpd36317 = seed:cpd11810 + seed:cpd22369
rxn45044		ok	0.626	1.572	0.150	0.376	seed:cpd35611 = seed:cpd00001 + seed:cpd31982
rxn45045		ok	58.298	1.491	13.934	0.356	seed:cpd00006 + seed:cpd31785 = seed:cpd00005 + seed:cpd00067 + seed:cpd00321
rxn45046		undecomposable: 118784,118786					seed:cpd00022 + seed:cpd32051 = seed:cpd00010 + seed:cpd32978
rxn45047		ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn45048		compound not in cache: seed:cpd37139					seed:cpd00004 + seed:cpd00007 + seed:cpd00067 + seed:cpd37139 = seed:cpd00001 + seed:cpd00003 + seed:cpd36167
rxn45049	4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol 4-dehydrogenase	compound not in cache: seed:cpd27031					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd25363 + 2 seed:cpd27031 = 2 seed:cpd00001 + seed:cpd25364 + 2 seed:cpd27029
rxn45051		ok	-9.474	1.299	-2.264	0.311	seed:cpd03647 = seed:cpd00224
rxn45052		ok	2.771	1.652	0.662	0.395	seed:cpd00014 + seed:cpd26263 = seed:cpd00009 + seed:cpd00773
rxn45053		ok	-18.095	7.345	-4.325	1.755	seed:cpd00002 + seed:cpd00024 + seed:cpd33918 = seed:cpd00012 + seed:cpd00018 + 2 seed:cpd00067 + seed:cpd31767
rxn45054		ok	2.004	3.576	0.479	0.855	seed:cpd00001 + seed:cpd34653 = seed:cpd00023 + seed:cpd00067 + seed:cpd00245
rxn45055		compound not in cache: seed:cpd22290					seed:cpd22290 + seed:cpd32388 = seed:cpd26978 + seed:cpd33069
rxn45056		compound not in cache: seed:cpd36468					seed:cpd00022 + seed:cpd36468 = seed:cpd00010 + seed:cpd00067 + seed:cpd37156
rxn45057		ok	197.547	70714.079	47.215	16901.071	seed:cpd00584 + seed:cpd31664 = seed:cpd00046 + seed:cpd00067 + seed:cpd33825
rxn45058		ok	3.161	3.084	0.755	0.737	seed:cpd00001 + seed:cpd04176 = seed:cpd00029 + seed:cpd00067 + seed:cpd01584
rxn45059		compound not in cache: seed:cpd28041					seed:cpd00001 + seed:cpd28041 = seed:cpd27686
rxn45060		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd15131 + seed:cpd21035 = seed:cpd00001 + seed:cpd11630 + seed:cpd15134
rxn45061		compound not in cache: seed:cpd26597					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd26597 + 2 seed:cpd27031 = seed:cpd00001 + 2 seed:cpd27029 + seed:cpd27876
rxn45062	cyanidin 3-O-glucoside 7-O-glucosyltransferase	ok	-83.184	2.617	-19.881	0.625	seed:cpd05511 + seed:cpd17856 = seed:cpd00067 + seed:cpd01059 + seed:cpd31119
rxn45063		compound not in cache: seed:cpd26902					seed:cpd00001 + seed:cpd26902 = seed:cpd00226 + seed:cpd26906
rxn45064		compound not in cache: seed:cpd37200					seed:cpd00001 + seed:cpd37200 = seed:cpd00012 + seed:cpd00067 + seed:cpd28517
rxn45065		compound not in cache: seed:cpd36742					seed:cpd00037 + seed:cpd36742 = seed:cpd00014 + seed:cpd36103
rxn45066		ok	15.428	7.859	3.687	1.878	seed:cpd00003 + seed:cpd33542 = seed:cpd00004 + seed:cpd00067 + seed:cpd35795
rxn45067		ok	33.240	4.453	7.945	1.064	seed:cpd00001 + seed:cpd00006 + seed:cpd32065 = seed:cpd00005 + seed:cpd00020 + seed:cpd00067 + seed:cpd02027
rxn45068		compound not in cache: seed:cpd26942					seed:cpd26942 + seed:cpd37014 = seed:cpd26940 + seed:cpd27688
rxn45069		ok	-41.343	1.313	-9.881	0.314	seed:cpd00001 + seed:cpd00003 + seed:cpd25536 = seed:cpd00004 + 2 seed:cpd00067 + seed:cpd02805
rxn45070		compound not in cache: seed:cpd36774					seed:cpd00095 + seed:cpd36774 = seed:cpd11493 + seed:cpd33646
rxn45071		ok	-8.736	2.352	-2.088	0.562	seed:cpd01260 + seed:cpd14643 = seed:cpd00010 + seed:cpd32468
rxn45072		compound not in cache: seed:cpd28196					seed:cpd00026 + seed:cpd28196 = seed:cpd00014 + seed:cpd36602
rxn45073		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd14522 + seed:cpd21035 = seed:cpd00001 + seed:cpd11630 + seed:cpd14533
rxn45074		compound not in cache: seed:cpd33658					seed:cpd00350 + seed:cpd33658 = seed:cpd00012 + seed:cpd33708
rxn45075		compound not in cache: seed:cpd28381					seed:cpd00001 + seed:cpd28381 = seed:cpd28487 + seed:cpd36163
rxn45076		ok	-30.970	200007.226	-7.402	47802.874	seed:cpd24846 = seed:cpd24847
rxn45077		compound not in cache: seed:cpd02743					seed:cpd02743 + seed:cpd35508 = seed:cpd00014 + seed:cpd00067 + seed:cpd25504
rxn45078		compound not in cache: seed:cpd37006					3 seed:cpd00063 + seed:cpd37006 = 22 seed:cpd00067 + seed:cpd36559 + seed:cpd36789
rxn45079		compound not in cache: seed:cpd28218					seed:cpd28218 + seed:cpd32090 = seed:cpd34409
rxn45080		compound not in cache: seed:cpd22290					seed:cpd22290 + seed:cpd27282 = seed:cpd26978 + seed:cpd27285
rxn45081		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd00536 + seed:cpd21035 = seed:cpd00001 + seed:cpd11630 + seed:cpd20869
rxn45082	UDP-N-acetylglucosamine 2-epimerase (ambiguous)	ok	-23.754	3.510	-5.677	0.839	seed:cpd00001 + seed:cpd00037 = seed:cpd00014 + seed:cpd23892
rxn45084		ok	-33.120	2.589	-7.916	0.619	seed:cpd00001 + seed:cpd00002 + seed:cpd00053 + seed:cpd26036 = seed:cpd00012 + seed:cpd00018 + seed:cpd00023 + 2 seed:cpd00067 + seed:cpd31564
rxn45085		ok	167.632	100013.245	40.065	23903.739	seed:cpd33573 = seed:cpd00001 + seed:cpd00289
rxn45086		compound not in cache: seed:cpd22373					seed:cpd00026 + seed:cpd22373 = seed:cpd00014 + seed:cpd36221
rxn45087		compound not in cache: seed:cpd11493					seed:cpd03452 + seed:cpd11493 = seed:cpd00018 + seed:cpd00067 + seed:cpd37000
rxn45088		unbalanced					seed:cpd00017 + seed:cpd00135 = seed:cpd00060 + seed:cpd00067
rxn45089		compound not in cache: seed:cpd27757					seed:cpd00010 + seed:cpd22878 + 2 seed:cpd27757 = seed:cpd00011 + seed:cpd00067 + seed:cpd23528 + 2 seed:cpd28082
rxn45090		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd01880 + seed:cpd21035 = 3 seed:cpd00001 + seed:cpd11630 + seed:cpd32291
rxn45091		compound not in cache: seed:cpd21917					seed:cpd00003 + seed:cpd21917 = seed:cpd00133 + seed:cpd21093 + seed:cpd26468
rxn45092		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd33689 = seed:cpd00001 + seed:cpd11630 + seed:cpd35211
rxn45093		compound not in cache: seed:cpd21826					seed:cpd00017 + seed:cpd21826 = seed:cpd00019 + seed:cpd00067 + seed:cpd36363
rxn45094		compound not in cache: seed:cpd26905					seed:cpd00001 + seed:cpd26905 = seed:cpd26737
rxn45095		compound not in cache: seed:cpd28548					seed:cpd00067 + seed:cpd03078 + seed:cpd28548 = seed:cpd24444 + seed:cpd27525
rxn45096	4-methylsalicylate hydroxylase	ok	-437.976	5.039	-104.679	1.204	seed:cpd00004 + seed:cpd00007 + 2 seed:cpd00067 + seed:cpd25439 = seed:cpd00001 + seed:cpd00003 + seed:cpd00011 + seed:cpd04117
rxn45097		ok	1.340	1.666	0.320	0.398	seed:cpd00003 + seed:cpd02733 = seed:cpd00004 + seed:cpd00067 + seed:cpd35799
rxn45098		compound not in cache: seed:cpd27005					seed:cpd00067 + seed:cpd00756 + seed:cpd27005 + seed:cpd28218 = seed:cpd00183 + seed:cpd27006
rxn45099		compound not in cache: seed:cpd36468					seed:cpd00025 + seed:cpd00067 + seed:cpd36468 = seed:cpd00001 + seed:cpd36376
rxn45100		ok	-23.285	1.801	-5.565	0.430	seed:cpd31232 + seed:cpd35508 = seed:cpd00014 + seed:cpd34374
rxn45101		compound not in cache: seed:cpd36274					2 seed:cpd00005 + seed:cpd36274 + 2 seed:cpd36913 = seed:cpd00001 + 2 seed:cpd00006 + 3 seed:cpd11493 + seed:cpd34641
rxn45102		compound not in cache: seed:cpd22290					seed:cpd08956 + seed:cpd22290 = seed:cpd22612 + seed:cpd26978
rxn45103		compound not in cache: seed:cpd27031					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd16638 + 2 seed:cpd27031 = 2 seed:cpd00001 + seed:cpd01398 + 2 seed:cpd27029
rxn45104		ok	166.938	100006.902	39.899	23902.223	seed:cpd00007 + seed:cpd31710 = seed:cpd00025 + seed:cpd33398
rxn45105		compound not in cache: seed:cpd26689					seed:cpd26689 + seed:cpd27364 = seed:cpd00067 + seed:cpd22281
rxn45106		unbalanced					seed:cpd00020 + seed:cpd00119 = seed:cpd00035
rxn45107		ok	0.132	2.550	0.032	0.609	seed:cpd00080 + seed:cpd35917 = seed:cpd00010 + seed:cpd34177
rxn45109		unbalanced					seed:cpd00009 = seed:cpd00501
rxn45110		compound not in cache: seed:cpd33637					seed:cpd03920 + seed:cpd31494 = 2 seed:cpd00067 + seed:cpd00126 + seed:cpd33637
rxn45111		compound not in cache: seed:cpd27758					seed:cpd00001 + seed:cpd27758 + seed:cpd36358 = seed:cpd00067 + seed:cpd21087 + seed:cpd28083
rxn45112		compound not in cache: seed:cpd11486					2 seed:cpd00005 + 2 seed:cpd00067 + seed:cpd11486 + seed:cpd11492 = seed:cpd00001 + 2 seed:cpd00006 + seed:cpd00011 + seed:cpd11490 + seed:cpd11493
rxn45113	(+)-dihydrokaempferol 3',5'-hydroxylase	compound not in cache: seed:cpd21035					2 seed:cpd00007 + seed:cpd00717 + 2 seed:cpd21035 = 2 seed:cpd00001 + seed:cpd01858 + 2 seed:cpd11630
rxn45114		compound not in cache: seed:cpd12147					seed:cpd00003 + seed:cpd12147 = seed:cpd00004 + seed:cpd00067 + seed:cpd21904
rxn45115		ok	96.459	7.599	23.054	1.816	3 seed:cpd00001 + 3 seed:cpd00074 = 3 seed:cpd00067 + seed:cpd00081 + 2 seed:cpd00239
rxn45116		compound not in cache: seed:cpd27043					seed:cpd00001 + seed:cpd27043 = seed:cpd27044
rxn45117		compound not in cache: seed:cpd21754					seed:cpd21754 = seed:cpd36658
rxn45118		compound not in cache: seed:cpd27814					seed:cpd00067 + seed:cpd00428 + seed:cpd27814 = seed:cpd36079
rxn45119		compound not in cache: seed:cpd26978					2 seed:cpd00001 + 2 seed:cpd00002 + seed:cpd26978 + seed:cpd33925 = 2 seed:cpd00008 + 2 seed:cpd00009 + 2 seed:cpd00067 + seed:cpd22290 + seed:cpd34500
rxn45120		unbalanced					seed:cpd01334 = seed:cpd32428
rxn45121		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd17419 + seed:cpd21035 = seed:cpd00001 + seed:cpd00067 + seed:cpd11630 + seed:cpd24138
rxn45122	C87-trans-keto-mycolate O-mycolyltransferase	compound not in cache: seed:cpd22502					seed:cpd22502 + seed:cpd26585 = seed:cpd00067 + seed:cpd11855 + seed:cpd26565
rxn45123	alpha-linolenoyl-CoA delta6-desaturase	compound not in cache: seed:cpd27031					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd14883 + 2 seed:cpd27031 = 2 seed:cpd00001 + seed:cpd14884 + 2 seed:cpd27029
rxn45124		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd07522 + seed:cpd21035 = seed:cpd00001 + seed:cpd07445 + seed:cpd11630
rxn45125		compound not in cache: seed:cpd36964					seed:cpd00007 + seed:cpd00982 + seed:cpd36964 = seed:cpd00001 + seed:cpd00015 + seed:cpd36956
rxn45126		undecomposable: 133607					seed:cpd00067 + seed:cpd35659 = seed:cpd00011 + seed:cpd25586
rxn45127		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd00857 + seed:cpd21035 = seed:cpd00001 + seed:cpd11630 + seed:cpd24216
rxn45128		compound not in cache: seed:cpd27539					seed:cpd00324 + seed:cpd27539 = seed:cpd00239
rxn45130		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd21071 = 2 seed:cpd00001 + seed:cpd11630 + seed:cpd25457 + seed:cpd33333
rxn45132		ok	-67.339	52229.465	-16.094	12483.142	seed:cpd00001 + seed:cpd00067 + seed:cpd32509 = seed:cpd00013 + seed:cpd35764
rxn45133		ok	-66.290	3.612	-15.844	0.863	seed:cpd00020 + seed:cpd00067 + seed:cpd34285 = seed:cpd00011 + seed:cpd34869
rxn45134		one-sided reaction					
