# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
cpd00618	Naphthalene	127.28	1.38	
cpd00619	Oxomalonate	-193.87	0.39	
cpd00620	Pantetheine	79.91	1.44	
cpd00621	Catenulin	20.45	2.72	
cpd00623	Sphinganine	331.79	1.35	
cpd00624	Streptidine	72.58	3.42	
cpd00625	Xanthotoxol	50.8	33803.73	
cpd00626	dTDPglucose	-478.92	1.29	
cpd00627	l-Menthone	150.69	1.78	
cpd00629	2-Furoyl-CoA	-422.24	23902.6	
cpd00630	3-Oxoadipate	-130.32	0.41	
cpd00631	4-Pyridoxate	-52.01	0.86	
cpd00632	6-Oxocineole	65.43	48389.48	
cpd00633	Ethyl acetate	-2.8	0.7	
cpd00634	Chlorogenate	-144.42	2.34	
cpd00636	Hexalin	81.76	1.73	
cpd00637	D-Methionine	30.39	0.94	
cpd00638	Deamido-NAD	-348.8	1.58	
cpd00639	Formononetin	33.37	23904.03	
cpd00641	L-Histidinol	115.57	0.97	
cpd00642	L-Rhamnulose	-63.97	0.33	
cpd00643	Methanofuran	-84.08	23902.56	
cpd00644	PAN	-29.12	1.08	
cpd00645	2-Oxostearate	233.6	1.38	
cpd00646	PNP	48.09	23900.57	
cpd00647	Aminomalonate	-128.6	0.39	
cpd00648	Angiotensin I	436.97	143241.37	
cpd00650	Crotonyl-CoA	-402.95	1.95	
cpd00651	D-Arabinonate	-145.13	0.29	
cpd00652	D-Mucic acid	-234.67	0.41	
cpd00653	D-Galactonate	-162.3	0.33	
cpd00654	Deoxycytidine	42.57	1.04	
cpd00655	Dephospho-CoA	-222.7	2.0	
cpd00656	Galactomannan	-226.58	0.88	
cpd00657	Homocarnosine	82.04	1.17	
cpd00658	Isochorismate	-107.15	1.86	
cpd00660	Pentanoyl-CoA	-379.3	1.96	
cpd00661	Pregnan-21-al	167.06	56449.44	
cpd00662	Pregnan-21-ol	177.3	56449.44	
cpd00663	Acrylyl-CoA	-422.09	2.01	
cpd00664	Tos-Lys-CH2Cl	221.51	23901.66	
cpd00666	Tartrate	-200.33	0.36	
cpd00667	11-cis-Retinol	355.11	2.55	
cpd00668	ALCTT	-80.6	0.41	
cpd00669	2-Oxohexanoate	-20.64	0.33	
cpd00670	Cinnamaldehyde	100.87	0.79	
cpd00671	Citramalyl-CoA	-528.92	1.91	
cpd00672	D-Fructuronate	-173.52	0.46	
cpd00673	Dihydrothymine	17.01	0.84	
cpd00674	Gentamicin C1a	208.4	2.9	
cpd00675	LTA4	275.51	2.07	
cpd00677	3-Methyladenine	155.47	0.68	
cpd00678	Benzyl viologen	368.61	3.18	
cpd00679	Cephalosporin C	-99.07	23903.02	
cpd00680	Chloramphenicol	29.36	23901.88	
cpd00681	Choline sulfate	0.0	23900.57	
cpd00682	CoA-glutathione	-511.88	2.74	
cpd00683	Dihydropteroate	50.09	16173.2	
cpd00684	Dimethylmaleic acid	-82.54	0.64	
cpd00685	Ferricytochrome	10000000.0	10000000.0	
cpd00686	Ferrocytochrome	10000000.0	10000000.0	
cpd00688	Thioglycol	19.9	0.84	
cpd00689	Porphobilinogen	-2.87	0.94	
cpd00690	Sinapine	81.69	23904.07	
cpd00691	UDP-L-arabinose	-521.39	1.24	
cpd00693	D-Lactaldehyde	-11.73	0.17	
cpd00694	2-Aminoadenosine	32.15	16172.6	
cpd00695	2-Oxoglutaramate	-93.5	0.65	
cpd00696	3',5'-Cyclic CMP	-163.66	1.2	
cpd00697	cGMP	-206.43	16172.54	
cpd00698	3',5'-Cyclic IMP	-147.91	0.88	
cpd00699	5-Dehydroquinate	-147.52	1.48	
cpd00700	AMP 2'-phosphate	-130.25	0.63	
cpd00701	DTE	27.09	1.66	
cpd00702	Estradiol	65.44	32838.6	
cpd00703	Indoleacetate	49.4	1.03	
cpd00704	Tryptophol	121.38	1.04	
cpd00705	L-2-Aminoadipate	-65.73	0.67	
cpd00706	Mercaptopyruvate	-79.98	0.84	
cpd00707	Prostaglandin B1	190.49	1.86	
cpd00708	Sterigmatocystin	-108.0	28227.49	
cpd00709	beta D-Galactose	-101.55	0.27	
cpd00711	(-)-trans-Carveol	149.58	1.52	
cpd00712	2-Dehydropantoate	-55.92	1.21	
cpd00713	3',5'-Cyclic dAMP	-45.76	0.91	
cpd00714	3-Hydroxypropanal	-10.68	0.19	
cpd00715	4-Pyridoxolactone	-7.81	1.65	
cpd00717	Aromadendrin	-86.8	2.71	
cpd00718	Dihydroxyfumarate	-211.05	0.4	
cpd00719	GDP-D-mannuronate	-591.83	16172.51	
cpd00720	L-Tryptophanamide	145.92	1.16	
cpd00721	N-Acetylserotonin	104.87	1.26	
cpd00722	O-Acetyl-L-serine	-71.88	0.77	
cpd00723	Renilla luciferin	267.46	23902.72	
cpd00724	alpha-D-Galactose	-100.26	0.34	
cpd00725	p-Mercuribenzoate	38.76	23900.57	
cpd00726	1,3-Propanediamine	103.63	0.72	
cpd00727	2-Phosphoglycolate	-306.35	0.3	
cpd00728	4-Hydroxybutanoate	-51.24	0.25	
cpd00729	5-Aminopentanamide	82.05	0.71	
cpd00731	Ala-Ala	-1.84	0.68	
cpd00732	D-Prephenyllactate	-148.8	2.54	
cpd00733	Ferricytochrome b1	10000000.0	10000000.0	
cpd00734	Ferrocytochrome b1	10000000.0	10000000.0	
cpd00735	Formylmethanofuran	-115.27	23902.76	
cpd00736	Hexose 1-phosphate	-311.26	0.31	
cpd00737	Gynesine	26.82	1.19	
cpd00738	phosphoserine	-269.51	0.27	
cpd00740	Trimethylsulfonium	85.73	23901.63	
cpd00742	Allophanate	-88.96	1.11	
cpd00743	L-Citramalyl-CoA	-528.92	1.91	
cpd00744	(R)-Pantolactone	-2.24	0.79	
cpd00745	Hydracrylic acid	-75.41	0.7	
cpd00746	3-Isopropylcatechol	51.44	1.09	
cpd00747	L-Hydroxyproline	-32.41	2.07	
cpd00749	5-HTP	37.18	1.2	
cpd00750	D-Fucose	-64.24	0.26	
cpd00751	L-Fucose	-64.64	0.44	
cpd00752	6-Hydroxynicotinate	-53.86	0.57	
cpd00754	Dihydrostreptomycin	67.39	3.67	
cpd00755	Hydroxymethylbilane	-157.41	4.54	
cpd00756	Dimethylglycine	7.75	23901.57	
cpd00757	N6-Hydroxy-L-lysine	60.6	23902.0	
cpd00758	N8-Acetylspermidine	189.45	1.52	
cpd00759	S-Formylglutathione	-104.17	1.55	
cpd00760	2-Methylbutyryl-CoA	-378.75	1.98	
cpd00761	3-Oxo-delta5-steroid	106.25	56448.78	
cpd00762	4-Guanidinobutanoate	43.32	1.33	
cpd00763	4-Maleylacetoacetate	-138.05	0.69	
cpd00764	7-8-Diaminononanoate	123.13	0.73	
cpd00765	L-Gulonolactone	-119.74	0.48	
cpd00767	N-Acetyl-L-aspartate	-127.4	0.49	
cpd00768	N-Carbamoylsarcosine	-41.88	1.46	
cpd00769	N-Formyl-L-aspartate	-137.39	1.32	
cpd00770	N-Formyl-L-glutamate	-116.2	1.32	
cpd00771	N-Methyl-L-glutamate	-59.38	1.04	
cpd00772	L-Theanine	18.56	0.66	
cpd00773	UDP-MurNAc	-538.32	1.48	
cpd00774	UroporphyrinogenIII	-195.01	95610.39	
cpd00775	(R)-4-Dehydropantoate	-56.21	1.04	
cpd00776	Squalene 2,3-oxide	595.85	3.36	
cpd00777	(S)-6-Hydroxynicotine	139.34	2.13	
cpd00778	2,5-Dihydroxypyridine	-13.43	0.88	
cpd00779	L-Diiodotyrosine	19.47	2.16	
cpd00780	Fumarylacetoacetate	-138.05	0.69	
cpd00781	5-Dehydrogluconate	-173.02	0.3	
cpd00782	Pimeloyl-CoA	-447.77	1.97	
cpd00785	D-Galactose 6-sulfate	-283.4	16901.18	
cpd00786	Ribitol 5-phosphate	-285.08	0.33	
cpd00787	Desulfoglucotropeolin	-1.73	27865.78	
cpd00788	N-Acetyl-beta-alanine	-39.55	0.45	
cpd00789	N-Sulfo-D-glucosamine	-234.64	16901.39	
cpd00790	O-Acetyl-L-homoserine	-50.22	0.52	
cpd00791	ProtoporphyrinogenIX	343.24	95610.56	
cpd00793	Thiamine phosphate	9.47	23902.58	
cpd00794	TRHL	-163.71	0.35	
cpd00795	(R)-2-Hydroxyglutarate	-142.24	0.58	
cpd00796	(R)-3,3-Dimethylmalate	-118.34	1.06	
cpd00797	(R)-3-Hydroxybutanoate	-55.89	0.52	
cpd00798	16alpha-Hydroxysteroid	92.2	56449.22	
cpd00801	Cellobiose-1,5-lactone	-181.8	0.69	
cpd00802	D-fructose-1-phosphate	-314.4	0.33	
cpd00804	Sorbitol 6-phosphate	-302.93	0.43	
cpd00805	D-Tagatose 6-phosphate	-313.58	0.3	
cpd00806	L-Fuculose1-phosphate	-276.64	0.64	
cpd00807	L-histidinol-phosphate	-95.64	1.02	
cpd00808	L-ribulose-5-phosphate	-295.29	0.43	
cpd00809	O-Phospho-L-homoserine	-247.38	0.38	
cpd00810	Orotidylic acid	-357.2	1.35	
cpd00811	(CH3)3NO	112.07	0.99	
cpd00812	5-phosphomevalonate	-260.21	0.52	
cpd00813	Pyrogallol	-60.35	1.53	
cpd00814	4-Methylene-L-glutamine	-5.75	0.7	
cpd00815	2-Oxo-5-aminovalerate	-26.51	0.35	
cpd00816	7,8-Dihydroxykynurenate	-112.92	1.89	
cpd00817	D-Arabinose5-phosphate	-295.18	0.43	
cpd00818	6-Phospho-D-galactose	-313.22	0.52	
cpd00819	L-Arabinono-1,4-lactone	-102.57	0.46	
cpd00820	L-Galactono-1,4-lactone	-119.74	0.48	
cpd00822	O-Succinyl-L-homoserine	-117.14	0.6	
cpd00823	Oxidized dithiothreitol	11.0	1.7	
cpd00824	Sphinganine 1-phosphate	120.57	1.38	
cpd00825	Streptidine 6-phosphate	-135.64	3.42	
cpd00826	(-)-trans-Isopiperitenol	149.58	1.52	
cpd00827	18-Hydroxycorticosterone	-16.62	56448.56	
cpd00828	2-Dehydropantolactone	-17.69	0.92	
cpd00829	2-trans,6-trans-Farnesol	287.38	1.66	
cpd00830	4-Hydroxy-2-oxoglutarate	-190.09	0.45	
cpd00832	N-Acetyl-D-chondrosamine	-66.4	0.5	
cpd00833	N-Acetyl-D-glucosaminate	-127.74	0.46	
cpd00834	Phosphopantetheine	-133.04	1.46	
cpd00835	Phospho-beta-D-glucoside	10000000.0	10000000.0	
cpd00836	S-Acetyldihydrolipoamide	127.6	1.78	
cpd00837	S-Adenosylmethioninamine	227.59	23901.8	
cpd00838	Streptomycin 6-phosphate	-150.39	3.7	
cpd00840	L-beta-Lysine	58.64	0.83	
cpd00841	5-diphosphomevalonate	-469.17	0.52	
cpd00842	(S)-3-Hydroxybutyryl-CoA	-441.17	1.91	
cpd00843	Tartronate semialdehyde	-121.03	0.23	
cpd00844	2-Hydroxycyclohexan-1-one	26.89	1.63	
cpd00845	4-Trimethylammoniobutanal	134.67	23902.52	
cpd00846	5'-Phosphomononucleotides	10000000.0	10000000.0	
cpd00847	Ribose 1,5-bisphosphate	-506.87	0.51	
cpd00848	1-Methylhistidine	76.5	0.99	
cpd00849	Quercetin 3,3'-bissulfate	-517.09	41401.88	
cpd00850	Quercetin 3,4'-bissulfate	-517.04	41401.88	
cpd00851	trans-4-Hydroxy-L-proline	-32.41	2.1	
cpd00852	beta-Glucogallin	-208.03	1.62	
cpd00853	DPG	-536.06	0.51	
cpd00854	Homoprotocatechuate	-79.6	1.03	
cpd00855	beta-Pyrazol-1-ylalanine	87.63	23900.57	
cpd00856	3-Carboxy-cis,cis-muconate	-172.38	0.72	
cpd00857	Provitamin D3	280.24	56449.36	
cpd00858	L-Glutamate5-semialdehyde	-24.43	0.34	
cpd00861	UDP-N-acetyl-D-mannosamine	-503.35	1.37	
cpd00862	alpha-D-Hexose 1-phosphate	-311.26	0.31	
cpd00863	beta-D-Glucose 6-phosphate	-313.63	0.45	
cpd00864	1,3,8-Naphthalenertriol	-20.58	2.24	
cpd00865	1-O-Sinapoyl-beta-D-glucose	-119.81	1.95	
cpd00866	17alpha-Hydroxyprogesterone	57.2	56448.81	
cpd00867	Inositol 1-phosphate	-329.49	1.79	
cpd00868	p-hydroxyphenylpyruvate	-44.45	0.89	
cpd00869	4-methylthio 2-oxobutyrate	-34.56	1.01	
cpd00870	gamma-butyrobetaine	73.32	23902.52	
cpd00871	D-Ribulose 1,5-bisphosphate	-509.82	0.47	
cpd00872	N,N-Dimethylaniline N-oxide	107.12	23900.57	
cpd00873	Nicotinate ribonucleotide	-258.16	0.94	
cpd00874	(3S,5S)-3,5-Diaminocaproate	59.79	0.63	
cpd00875	KDO	-169.0	0.34	
cpd00876	3-Hydroxyisobutyrate	-50.73	0.32	
cpd00877	Lathosterol	291.28	56449.0	
cpd00879	Palmitoylglycerone phosphate	20.32	1.44	
cpd00880	1-Phospho-alpha-D-glucuronate	-384.11	0.35	
cpd00881	Caffeate	-59.44	1.09	
cpd00882	Melilotate	-9.14	0.67	
cpd00884	N(omega)-(ADP-D-ribosyl)-L-arginine	-267.36	1.49	
cpd00885	Phytate	-1401.11	2.37	
cpd00886	D-3-Amino-isobutanoate	1.94	0.33	
cpd00887	3-(3,4-Dihydroxyphenyl)lactate	-96.77	1.03	
cpd00888	N-Methylethanolamine phosphate	-153.83	1.12	
cpd00890	UDP-N-acetylmuramoyl-L-alanine	-520.92	1.72	
cpd00891	L-methylmalonyl-CoA	-508.96	1.97	
cpd00892	scyllo-Inosamine	-65.37	1.83	
cpd00893	2-(Acetamidomethylene)succinate	-108.01	0.66	
cpd00894	2-Dehydro-3-deoxy-D-galactonate	-134.66	0.25	
cpd00895	H4MPT	-156.64	23393.49	
cpd00896	6-Phospho-2-dehydro-D-gluconate	-385.72	0.33	
cpd00898	Inositol 1,4-bisphosphate	-540.71	1.82	
cpd00899	Dihydrostreptomycin 6-phosphate	-140.15	3.69	
cpd00900	GDP-4-dehydro-D-rhamnose	-497.21	16172.58	
cpd00902	sn-glycero-3-Phospho-1-inositol	-271.51	16901.93	
cpd00903	12-OPDA	198.37	2.25	
cpd00904	DHA	65.72	56448.65	
cpd00905	Guanosine 3',5'-bis(diphosphate)	-881.65	16172.95	
cpd00906	all-trans-Hexaprenyl diphosphate	181.42	3.5	
cpd00907	alpha-D-glucose-1,6-biphosphate	10000000.0	10000000.0	
cpd00909	1-Aminocyclopropane-1-carboxylate	-17.26	1.68	
cpd00910	Galactinol	-181.54	1.85	
cpd00911	6-phospho-D-glucono-1-5-lactone	-331.35	0.35	
cpd00912	N-Acetyl-beta-D-glucosaminylamine	-12.09	0.78	
cpd00914	Inositol 1,3,4-trisphosphate	-753.49	1.9	
cpd00915	3,5-Diiodo-4-hydroxyphenylpyruvate	-44.2	2.16	
cpd00916	Ins(1,4,5)P3	-753.49	1.9	
cpd00917	7,8-Dihydro-7,8-dihydroxykynurenate	-77.14	2.32	
cpd00918	2-Acetamido-5-oxopentanoate	-44.1	0.49	
cpd00919	Homocitrate	-208.89	0.5	
cpd00920	4-(2-Aminophenyl)-2,4-dioxobutanoate	-24.49	0.81	
cpd00921	N-(6-Aminohexanoyl)-6-aminohexanoate	123.8	0.95	
cpd00922	delta1-Piperideine-2-carboxylate	20.92	2.11	
cpd00923	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	92.81	23902.51	
cpd00924	AppppA	-633.64	1.89	
cpd00925	GppppG	-873.91	32345.11	
cpd00926	Anserine	93.31	1.2	
cpd00927	(-)-Glycinol	-96.1	7508.14	
cpd00928	3,7-Di-O-methylquercetin	-75.35	23903.94	
cpd00929	3'-Deoxydihydrostreptomycin 6-phosphate	-98.82	3.67	
cpd00930	imidazole acetol-phosphate	-160.69	1.02	
cpd00932	5-O--1-Carboxyvinyl-3-phosphoshikimate	-349.44	1.44	
cpd00933	3-Hydroxy-2-methylpyridine-5-carboxylate	-34.33	0.65	
cpd00934	Inositol 1,3,4,5-tetrakisphosphate	-967.81	2.03	
cpd00935	2,6-Dioxo-6-phenylhexa-3-enoate	4.53	0.95	
cpd00936	5-Formyl-H4MPT	-174.71	23393.71	
cpd00937	trans-2'-Carboxybenzalpyruvate	-78.86	0.89	
cpd00938	4-Carboxymuconolactone	-168.91	1.01	
cpd00939	Toxopyrimidine	108.31	1.24	
cpd00940	Dihydrostreptomycin 3'alpha,6-bisphosphate	-351.35	3.71	
cpd00942	1-Amino-1-deoxy-scyllo-inositol 4-phosphate	-274.35	1.83	
cpd00943	Inositol 1,3,4,5,6-pentakisphosphate	-1183.69	2.19	
cpd00944	2,6-Dichlorophenol-4-(p-benzoquinone imine)	13.05	14327.16	
cpd00945	2-Dehydro-3-deoxy-D-galactonate 6-phosphate	-346.4	0.75	
cpd00946	Undecaprenyl diphospho N-acetyl-glucosamine	681.69	6.71	
cpd00948	Isohexenyl-glutaconyl-CoA	-365.5	2.46	
cpd00949	3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate	32.41	56449.09	
cpd00950	N-Amidino-scyllo-inosamine 4-phosphate	-232.36	2.38	
cpd00951	D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone	-102.8	1.8	
cpd00952	6-Hydroxypseudooxynicotine	111.62	1.25	
cpd00953	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol	30.57	2.44	
cpd00954	6-hydroxymethyl dihydropterin	8.93	16173.07	
cpd00955	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al	173.71	56449.24	
cpd00956	1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate	-255.39	0.87	
cpd00957	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone	-262.75	16172.66	
cpd00958	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine	-174.61	1.05	
cpd00960	PGI2	85.95	15011.33	
cpd00961	(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1- oxoprolyl]glycine	21.09	23902.87	
cpd00962	(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]- (S)-alanine	42.83	23902.88	
cpd00963	(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1- oxoprolyl]glycine benzyl ester	120.22	23903.2	
cpd00964	(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1- oxoprolyl]-(S)-alanine benzyl ester	141.97	23903.21	
cpd00965	Hg	0.0	23900.57	
cpd00966	HBr	-0.19	23900.57	
cpd00971	Na+	-0.31	23900.57	
cpd00972	XDP	-451.48	0.85	
cpd00973	E-64	117.42	1.72	
cpd00976	dIDP	-361.67	0.77	
cpd00977	dITP	-569.31	0.91	
cpd00978	dUDP	-440.24	1.13	
cpd00984	Mucin	10000000.0	10000000.0	
cpd00985	NH4OH	38.75	23900.57	
cpd00986	PQQH2	-214.74	2.66	
cpd00988	3'-AMP	-130.28	0.63	
cpd00989	3'-UMP	-269.88	1.03	
cpd00992	1,2-Ethanediol	-21.63	0.26	
cpd00993	Hexose	10000000.0	10000000.0	
cpd00994	I2	0.0	23900.57	
cpd00996	Maleate	-124.64	0.36	
cpd00997	NH2Mec	125.74	23902.37	
cpd00998	Octane	180.11	0.67	
cpd00999	Phytol	397.47	1.66	
cpd01000	Prenol	78.0	0.53	
cpd01002	AACOCF3	368.38	71705.4	
cpd01003	Alanine	-19.25	0.34	
cpd01004	Anisole	61.41	1.06	
cpd01005	Arg-OEt	136.11	1.46	
cpd01006	Aspirin	-55.98	0.81	
cpd01007	Benzene	87.49	0.73	
cpd01008	Benzoin	116.09	1.25	
cpd01009	Boc-Asn	41.51	23901.9	
cpd01010	Borneol	103.85	48388.47	
cpd01011	Butanal	46.82	0.57	
cpd01012	Cd2+	-0.98	23900.57	
cpd01013	Casbene	274.68	15013.09	
cpd01014	Cocaine	26.11	28224.83	
cpd01017	Cys-Gly	-19.37	0.87	
cpd01018	Cystine	-41.37	1.5	
cpd01019	Daphnin	-75.37	23902.38	
cpd01020	Gallate	-150.08	1.51	
cpd01021	Glu-Glu	-136.07	0.74	
cpd01022	Lactate	-73.47	0.21	
cpd01023	Loganin	-155.19	15011.01	
cpd01024	Methane	30.74	0.7	
cpd01025	Neamine	72.54	2.26	
cpd01027	Oxamate	-105.73	0.53	
cpd01028	Questin	-36.8	4.04	
cpd01029	Base Q	44.01	16172.76	
cpd01030	Salicin	-50.16	1.06	
cpd01031	Sorbose	-101.03	0.28	
cpd01032	Tacrine	213.13	3.29	
cpd01033	Toluate	17.35	0.65	
cpd01034	Toluol	107.07	0.62	
cpd01035	Tropate	3.4	0.61	
cpd01036	Tylosin	315.59	23905.63	
cpd01037	Tyr-OEt	62.87	0.82	
cpd01038	Vitexin	-113.51	23904.63	
cpd01039	Xaa-His	10000000.0	10000000.0	
cpd01040	Xanthan	112.08	2.58	
cpd01041	m-Cresol	57.79	0.66	
cpd01042	p-Cresol	57.79	0.66	
cpd01043	Acacetin	0.32	23903.15	
cpd01044	Propenal	26.21	0.44	
cpd01045	Alizarin	-30.13	3.9	
cpd01046	Allysine	-3.24	0.38	
cpd01047	Apigenin	-22.89	23903.4	
cpd01048	Arsenate	8.93	23900.57	
cpd01049	Atropine	84.91	28224.75	
cpd01051	Casein K	22.95	0.88	
cpd01052	Chalcone	174.61	1.38	
cpd01055	D-Allose	-101.55	0.27	
cpd01056	D-Apiose	-82.75	0.3	
cpd01057	D-Iditol	-90.31	0.37	
cpd01058	Farnesol	10000000.0	10000000.0	
cpd01059	Ferulate	-36.23	1.14	
cpd01060	Flavonol	75.91	23902.61	
cpd01061	Geranial	172.45	1.15	
cpd01062	Geraniol	182.69	1.08	
cpd01063	Guaiacol	12.13	1.12	
cpd01064	Indanone	73.34	2.14	
cpd01065	Kallidin	625.74	6.56	
cpd01066	L-Iditol	-89.15	0.53	
cpd01067	L-Lyxose	-84.41	0.35	
cpd01069	Loganate	-191.14	15010.9	
cpd01070	Lupinate	176.15	1.1	
cpd01071	Luteolin	-72.17	23903.85	
cpd01072	Morphine	194.56	23900.57	
cpd01073	Naproxen	54.42	1.74	
cpd01074	Nigerose	-162.96	0.54	
cpd01075	Pregnane	214.61	56449.47	
cpd01077	Scopolin	-52.18	23902.54	
cpd01078	Selenide	9.54	23900.57	
cpd01079	Selenium	9.54	23900.57	
cpd01080	ocdca	282.67	1.46	
cpd01081	Sulindac	155.62	23900.57	
cpd01082	Syringin	-60.97	2.62	
cpd01084	Urethane	64.96	23901.46	
cpd01086	Warfarin	138.04	23903.61	
cpd01087	o-Cresol	57.79	0.66	
cpd01088	1-Octanal	132.56	0.61	
cpd01089	2-Furoate	-35.68	23901.25	
cpd01091	Agaritine	52.24	1.12	
cpd01092	Allantoin	-35.53	1.54	
cpd01093	Amastatin	77.67	1.76	
cpd01094	mAMSA	279.82	23903.61	
cpd01095	Androstane	173.25	56449.53	
cpd01096	Apramycin	4.6	15012.03	
cpd01097	Bergapten	74.07	33803.4	
cpd01098	Bile acid	47.85	56449.1	
cpd01099	Calcidiol	376.77	25054.78	
cpd01100	Calycosin	-15.92	23904.39	
cpd01101	Carbamate	-70.76	0.48	
cpd01102	Cetraxate	112.45	1.88	
cpd01105	D-Apiitol	-72.51	0.37	
cpd01106	D-Leucine	43.22	0.88	
cpd01107	Decanoate	113.18	0.73	
cpd01108	Digallate	-248.47	2.62	
cpd01109	Ephedrine	153.35	1.25	
cpd01110	VP-16	-252.44	30024.26	
cpd01111	GDPhexose	-519.07	16172.5	
cpd01112	Galactose	-100.56	0.29	
cpd01113	Hexanoate	28.44	0.39	
cpd01114	Hippurate	-6.65	0.71	
cpd01115	Ibuprofen	124.4	0.9	
cpd01116	Imidazole	88.05	1.08	
cpd01117	Kievitone	7.49	3.33	
cpd01120	Limonoate	-38.0	77059.65	
cpd01122	Linoleate	281.89	1.5	
cpd01123	Maleamate	-64.38	0.53	
cpd01124	Melatonin	128.07	1.35	
cpd01126	Nonanoate	92.0	0.65	
cpd01128	Phlorizin	-92.25	2.0	
cpd01129	Phthalate	-92.33	0.67	
cpd01130	Phytanate	327.28	1.58	
cpd01131	Piroxicam	157.0	23902.43	
cpd01132	Puromycin	248.84	2.3	
cpd01133	Stachyose	-286.86	1.21	
cpd01134	Tauropine	-162.16	16901.57	
cpd01135	Taxifolin	-136.08	3.17	
cpd01136	Testolate	15.09	32837.66	
cpd01137	Thiorphan	61.77	1.06	
cpd01138	Threonate	-127.85	0.31	
cpd01139	Tolrestat	126.4	23900.57	
cpd01140	UDP-apiose	-521.5	1.25	
cpd01141	Vermelone	6.22	2.44	
cpd01142	Vicianose	-148.03	0.6	
cpd01144	Xylobiose	-128.69	0.72	
cpd01145	Z-Arg-Arg	296.45	23903.32	
cpd01146	Z-Gly-Pro	116.22	23902.21	
cpd01147	n-Decanol	185.17	0.8	
cpd01148	2-AminoAMP	-77.32	0.75	
cpd01149	Ac-Tyr-OEt	44.18	0.94	
cpd01150	Acrylamide	24.33	0.59	
cpd01151	Adriamycin	-47.47	6.11	
cpd01153	Arene diol	10000000.0	10000000.0	
cpd01154	Bz-Arg-OEt	171.53	1.56	
cpd01155	Cadaverine	146.02	0.76	
cpd01156	Calcitriol	336.24	25054.63	
cpd01157	Chitobiose	-92.65	1.15	
cpd01159	Coformycin	71.08	1.37	
cpd01160	Cysteamine	72.14	0.81	
cpd01161	D-Fuconate	-124.99	0.31	
cpd01162	D-Nopaline	-26.12	1.7	
cpd01164	D-Rhamnose	-64.24	0.26	
cpd01166	Diclofenac	82.43	1.02	
cpd01167	Diflunisal	-83.9	2.05	
cpd01168	Disulfiram	194.76	23900.57	
cpd01169	L-Dopachrome	-141.87	15013.13	
cpd01170	Ergosterol	300.97	56449.48	
cpd01171	Dulcose	-89.38	0.47	
cpd01173	Globomycin	311.96	7.88	
cpd01174	Glyceollin	-14.94	7509.23	
cpd01175	Glyphosate	-26.87	23902.01	
cpd01176	Hesperetin	-72.32	2.85	
cpd01177	Indan-1-ol	88.78	2.14	
cpd01178	Inulobiose	-162.29	0.68	
cpd01179	Elaidinsaure	281.65	1.43	
cpd01180	Isovitexin	-113.65	23904.63	
cpd01181	Ketoprofen	86.48	1.29	
cpd01182	Kynurenate	-14.07	1.17	
cpd01183	Kynurenine	40.46	0.84	
cpd01184	L-Fructose	-101.66	0.3	
cpd01185	L-Fuconate	-124.99	0.31	
cpd01186	L-Fuculose	-63.33	0.44	
cpd01187	D-Gulitol	-90.31	0.37	
cpd01188	Lanosterol	395.84	75157.91	
cpd01189	Levanbiose	-162.29	0.68	
cpd01190	D-Lombricine	-98.76	16901.82	
cpd01191	Lumichrome	98.23	1.89	
cpd01192	Mannobiose	-165.17	0.55	
cpd01193	(+)-Medicarpin	-73.91	15012.75	
cpd01194	Mesaconate	-104.24	0.64	
cpd01196	Morphinone	175.09	23900.57	
cpd01197	Nebularine	67.11	0.87	
cpd01198	Neomycin B	70.76	2.95	
cpd01199	Octylamine	195.04	0.7	
cpd01200	Palatinose	-165.28	0.55	
cpd01201	Paromamine	21.44	2.06	
cpd01202	Phloretate	-9.13	0.67	
cpd01203	Pinosylvin	103.93	1.4	
cpd01204	Piperidine	119.56	2.13	
cpd01205	Psychosine	267.15	1.44	
cpd01206	Pyocyanine	145.35	2.07	
cpd01207	Quercitrin	-171.21	23905.22	
cpd01208	Resorcin	-11.07	1.08	
cpd01209	Scopoletin	18.4	23902.38	
cpd01210	Sitosterol	334.21	56449.1	
cpd01212	Thiopurine	38.61	23900.57	
cpd01214	Vistamycin	28.96	2.32	
cpd01215	Vomifoliol	117.92	1.89	
