ID	GF	EQ
rxn04262	-1.06|6.67	-0.36|0.34
rxn04263	-699.08|3.73	-386.74|1.89
rxn04264	-103.68|7.31	-132.88|25051.08
rxn04265	-12.5|1.56	-15.58|0.35
rxn04266	-117.39|6.26	-103.57|1.43
rxn04267	nan	-77.81|33800.52
rxn04268	nan	-15.58|0.35
rxn04269	nan	-132.88|25051.08
rxn04270	-9.8|6.28	-8.66|0.26
rxn04271	-9.8|6.28	-8.66|0.26
rxn04272	206.94|6.73	nan
rxn04273	206.94|6.73	nan
rxn04274	-1.6|5.24	nan
rxn04275	-1.6|5.24	nan
rxn04276	3.76|8.01	nan
rxn04277	-5.25|7.14	nan
rxn04278	-5.75|5.05	nan
rxn04279	8.47|1.44	27.95|1.18
rxn04280	15.19|2.59	-11.84|0.70
rxn04281	-17.27|2.56	13.26|0.67
rxn04282	-17.27|2.56	13.26|0.67
rxn04283	400.3|1.45	391.35|1.42
rxn04284	nan	nan
rxn04285	nan	nan
rxn04286	nan	nan
rxn04287	nan	nan
rxn04288	nan	nan
rxn04289	nan	nan
rxn04290	-6.26|4.03	-17.21|0.79
rxn04291	-6.33|7.25	0.93|0.38
rxn04292	nan	nan
rxn04293	nan	nan
rxn04294	-4.36|6.28	9.58|23900.57
rxn04295	0.0|3.92	0.00|0.00
rxn04296	-2.3|7.26	0.33|0.38
rxn04297	-20.33|6.2	-3.85|23900.57
rxn04298	nan	nan
rxn04299	0.0|4.04	-3.80|0.46
rxn04300	12.5|4.09	15.58|0.35
rxn04301	-23.57|10.59	12.66|47801.15
rxn04302	0.0|3.96	0.00|0.00
rxn04303	8.47|3.94	16.19|0.35
rxn04304	43.14|4.13	130.02|1.70
rxn04305	555.27|3.14	416.34|23900.57
rxn04306	39.84|3.98	40.32|0.31
rxn04307	nan	nan
rxn04308	-157.71|7.99	-127.42|4.95
rxn04309	nan	178.65|7.73
rxn04310	nan	-141.90|0.81
rxn04311	nan	-4.85|0.53
rxn04312	nan	-6.02|0.57
rxn04313	nan	nan
rxn04314	nan	84.06|7.06
rxn04315	nan	-103.52|23900.57
rxn04316	nan	-3.91|0.53
rxn04317	nan	9.58|23900.57
rxn04318	nan	nan
rxn04319	nan	1107.40|4.04
rxn04320	nan	1116.50|4.22
rxn04321	nan	nan
rxn04322	nan	nan
rxn04323	nan	-95.04|0.75
rxn04324	nan	-98.11|0.82
rxn04325	nan	-98.11|0.82
rxn04326	nan	-183.39|15009.22
rxn04327	-120.3|13.2	-250.11|100204.32
rxn04328	nan	-183.39|15009.22
rxn04329	nan	-183.39|15009.22
rxn04330	-121.63|13.08	-256.91|100204.32
rxn04331	nan	-183.39|15009.22
rxn04332	-122.3|13.03	-259.10|100204.32
rxn04333	nan	0.33|0.38
rxn04334	nan	0.33|0.38
rxn04335	nan	0.33|0.38
rxn04336	nan	0.33|0.38
rxn04337	nan	9.58|23900.57
rxn04338	nan	9.58|23900.57
rxn04339	nan	9.58|23900.57
rxn04340	nan	9.58|23900.57
rxn04341	nan	107.97|40612.16
rxn04342	nan	139.58|40612.16
rxn04343	nan	107.97|40612.16
rxn04344	nan	139.58|40612.16
rxn04345	nan	-3.91|0.53
rxn04346	nan	-3.91|0.53
rxn04347	nan	-3.91|0.53
rxn04348	nan	-3.91|0.53
rxn04349	nan	-3.91|0.53
rxn04350	nan	-3.91|0.53
rxn04351	nan	-3.91|0.53
rxn04352	nan	-3.91|0.53
rxn04353	nan	-3.91|0.53
rxn04354	nan	-3.91|0.53
rxn04355	nan	-3.91|0.53
rxn04356	nan	-3.91|0.53
rxn04357	nan	-3.91|0.53
rxn04358	nan	-3.91|0.53
rxn04359	nan	-3.91|0.53
rxn04360	nan	-3.91|0.53
rxn04361	3.11|19.06	2.52|0.42
rxn04362	-79.99|17.91	-81.61|0.81
rxn04363	-9.64|3.66	-0.00|0.00
rxn04364	nan	-12.90|0.49
rxn04365	nan	-22.53|1.11
rxn04366	nan	-1.40|1.12
rxn04367	nan	-1.99|0.55
rxn04368	9.52|13.13	60.51|23900.57
rxn04369	-8.15|18.04	-45.71|3.10
rxn04370	-8.15|18.04	-45.65|3.10
rxn04373	-21.55|6.67	-2.63|0.35
rxn04374	-0.74|1.83	1.17|0.52
rxn04375	nan	nan
rxn04376	7.22|2.09	-4.04|0.30
rxn04377	7.22|1.99	-4.04|0.30
rxn04378	nan	nan
rxn04379	-50.31|3.85	-50.98|23900.57
rxn04380	nan	nan
rxn04381	-94.39|6.43	-95.05|0.75
rxn04382	nan	nan
rxn04383	nan	nan
rxn04384	nan	nan
rxn04385	-3.09|0.74	-4.25|0.75
rxn04386	-14.03|4.34	1.34|0.70
rxn04387	-12.59|7.03	-12.47|0.36
rxn04388	-12.59|7.19	-12.47|0.36
rxn04389	nan	-8.26|2.13
rxn04390	nan	42.03|36983.13
rxn04391	nan	42.02|36983.13
rxn04392	nan	nan
rxn04393	-94.61|7.21	-161.15|36983.13
rxn04394	-120.41|4.05	-147.86|28222.58
rxn04395	-121.92|3.39	-122.61|1.20
rxn04396	nan	29.65|23900.57
rxn04397	nan	80.00|28222.58
rxn04398	nan	80.12|28222.58
rxn04399	nan	31.40|0.97
rxn04400	nan	31.25|0.97
rxn04401	nan	-79.37|2.17
rxn04402	nan	-79.52|2.17
rxn04403	nan	21.23|0.44
rxn04404	nan	14.99|2.15
rxn04405	nan	-15.97|1.14
rxn04406	-121.99|3.96	-100.07|23900.57
rxn04407	-12.27|3.31	17.94|23900.57
rxn04408	-14.12|3.34	23.17|23900.57
rxn04409	-14.12|3.2	7.01|23900.57
rxn04410	-25.01|3.26	-25.31|23900.57
rxn04411	-8.37|2.95	-21.50|1.07
rxn04412	-77.06|12.83	-191.39|36983.13
rxn04413	nan	nan
rxn04414	nan	nan
rxn04415	-95.83|7.06	-105.26|0.86
rxn04416	-95.83|7.14	-105.24|0.86
rxn04417	-0.68|6.96	-22.24|23900.57
rxn04418	-0.68|7.07	-38.42|23900.57
rxn04419	-4.36|5.92	-1.88|23900.57
rxn04420	36.55|4.25	-50.67|15009.22
rxn04421	82.93|4.36	nan
rxn04422	704.87|4.23	423.94|2.05
rxn04423	4.05|8.14	2.91|0.34
rxn04424	-3.67|6.47	-4.81|0.25
rxn04425	-3.67|6.35	-4.81|0.25
rxn04426	-95.83|6.46	-104.02|0.89
rxn04427	-95.83|6.45	-106.42|0.90
rxn04428	-4.36|5.17	-3.10|23900.57
rxn04429	-4.36|5.17	-0.70|23900.57
rxn04430	-4.36|5.35	-1.91|23900.57
rxn04431	-4.36|5.35	-1.91|23900.57
rxn04432	-4.36|7.34	-1.92|23900.57
rxn04433	-39.48|1.69	-48.50|0.45
rxn04434	-39.48|1.67	-48.50|0.45
rxn04435	-39.48|2.33	-48.50|0.45
rxn04436	-39.48|2.29	-48.50|0.45
rxn04437	-21.55|6.92	-2.68|0.35
rxn04438	-39.48|5.41	-48.53|0.45
rxn04439	28.69|4.33	71.16|0.51
rxn04440	544.27|3.45	435.55|1.22
rxn04441	-212.5|2.11	-210.89|0.26
rxn04442	-0.89|1.96	-0.28|0.17
rxn04443	-10.82|2.5	2.57|11521.82
rxn04444	12.01|1.82	nan
rxn04445	-7.4|1.23	nan
rxn04446	-8.48|1.38	-12.26|0.69
rxn04447	2.3|7.49	0.33|0.54
rxn04448	-23.66|1.53	-14.34|1.15
rxn04449	-36.96|5.05	nan
rxn04450	-39.48|4.94	nan
rxn04451	-40.21|5.13	nan
rxn04452	-63.18|5.47	nan
rxn04453	2.1|4.19	37.71|7504.61
rxn04454	-35.73|1.69	-29.09|1.64
rxn04455	-35.73|1.69	-28.85|1.61
rxn04456	-14.55|2.58	-16.71|1.09
rxn04457	-14.55|2.58	-16.71|1.09
rxn04458	-95.83|7.04	-105.25|0.86
rxn04459	-95.83|7.12	-105.23|0.86
rxn04460	nan	55.86|23900.57
rxn04461	nan	49.43|23900.57
rxn04462	-0.75|6.86	0.46|0.38
rxn04463	-0.48|5.58	-31.11|2.20
rxn04464	2.38|8.94	-12.15|0.98
rxn04465	-3.09|6.99	nan
rxn04466	-12.59|6.91	-12.47|0.36
rxn04467	nan	nan
rxn04468	nan	nan
rxn04469	nan	nan
rxn04470	nan	nan
rxn04471	2.3|6.29	-0.32|0.37
rxn04472	-97.25|6.35	-86.71|1.28
rxn04473	-95.47|5.21	-96.43|0.82
rxn04474	1706.37|11.26	1094.67|3.79
rxn04475	1.55|1.82	2.40|0.67
rxn04476	-20.33|6.2	-0.46|23900.57
rxn04477	0.0|3.85	0.00|0.00
rxn04478	-2.3|7.21	0.51|0.38
rxn04479	12.5|3.87	15.76|0.35
rxn04480	-2.66|4.59	7.74|0.36
rxn04481	-111.26|1.46	nan
rxn04482	-14.18|4.39	0.13|0.74
rxn04483	-1.0|2.82	1.39|0.16
rxn04484	nan	nan
rxn04485	-28.4|5.42	nan
rxn04486	14.65|5.02	21.23|0.44
rxn04487	-36.23|5.04	-37.44|0.16
rxn04488	-36.23|5.01	-37.45|0.16
rxn04489	14.65|5.03	21.24|0.44
rxn04490	-54.55|5.03	-103.41|7504.61
rxn04491	-30.78|5.84	nan
rxn04492	-129.47|6.05	nan
rxn04493	-98.69|5.94	nan
rxn04494	-1.7|7.3	-3.91|0.53
rxn04495	nan	nan
rxn04496	-30.78|6.22	-65.01|2.28
rxn04497	nan	nan
rxn04498	-126.25|8.14	-182.22|15009.22
rxn04499	nan	nan
rxn04500	-11.11|9.73	-5.92|0.81
rxn04501	-1.7|10.48	-3.97|23900.57
rxn04502	-1.7|11.11	-3.91|0.53
rxn04503	nan	nan
rxn04504	nan	nan
rxn04505	nan	nan
rxn04506	42.45|5.48	nan
rxn04507	14.39|5.39	nan
rxn04508	nan	nan
rxn04509	nan	nan
rxn04510	14.05|5.74	16.01|0.35
rxn04511	-36.38|4.32	-3.28|23900.57
rxn04512	-5.33|6.58	13.53|23900.57
rxn04513	-3.21|5.18	-41.59|23900.57
rxn04514	14.05|5.74	16.01|0.35
rxn04515	-39.48|5.73	-48.53|0.45
rxn04516	-1.7|6.86	-4.86|0.53
rxn04517	-4.15|6.21	-35.45|0.45
rxn04518	-1.29|6.19	-3.55|0.79
rxn04519	14.65|6.19	21.20|0.44
rxn04520	-38.04|6.24	-38.33|0.11
rxn04521	-11.04|6.24	-10.91|0.19
rxn04522	-36.23|6.23	-37.37|0.16
rxn04523	-38.04|6.17	-38.33|0.11
rxn04524	-11.04|6.18	-10.91|0.19
rxn04525	14.65|6.19	21.21|0.44
rxn04526	11.04|6.24	10.91|0.19
rxn04527	-16.49|3.73	nan
rxn04528	-3.33|3.75	-134.00|15009.22
rxn04529	-223.01|6.26	nan
rxn04530	-47.68|4.79	35.19|15009.22
rxn04531	-41.76|7.45	nan
rxn04532	-9.6|7.21	nan
rxn04533	14.65|5.53	21.70|0.44
rxn04534	14.65|5.59	21.16|0.44
rxn04535	4.15|5.65	35.90|0.45
rxn04536	-131.63|7.91	-87.44|2.51
rxn04537	45.06|5.93	nan
rxn04538	30.93|7.15	nan
rxn04539	26.68|7.07	nan
rxn04540	-186.08|9.56	nan
rxn04541	4.15|5.54	36.08|0.45
rxn04542	-0.1|5.41	-2.27|0.81
rxn04543	-0.1|5.43	-2.47|0.81
rxn04544	-127.48|7.84	-51.55|2.56
rxn04545	4.15|5.56	35.89|0.45
rxn04546	-116.98|7.96	nan
rxn04547	-4.36|7.79	9.58|23900.57
rxn04548	nan	nan
rxn04549	-1.7|7.77	-3.91|0.53
rxn04550	-1.7|8.7	-3.91|0.53
rxn04551	-19.01|4.84	-23.07|23900.57
rxn04552	nan	nan
rxn04553	nan	nan
rxn04554	nan	nan
rxn04555	-10.55|2.21	-144.58|25051.08
rxn04556	-27.7|2.47	-56.49|0.74
rxn04557	nan	nan
rxn04558	nan	-90.36|28222.58
rxn04559	nan	-5.62|0.54
rxn04560	nan	-0.77|0.86
rxn04561	nan	nan
rxn04562	nan	nan
rxn04563	-25.45|1.47	9.16|1.32
rxn04564	nan	-105.04|28222.58
rxn04565	nan	0.33|0.38
rxn04566	nan	-12.90|0.49
rxn04567	nan	-12.90|0.49
rxn04568	nan	nan
rxn04569	-12.27|2.4	-17.55|2.81
rxn04570	-18.38|3.19	57.34|2.44
rxn04571	-24.02|1.24	-22.46|1.11
rxn04572	-0.97|1.6	-3.20|2.42
rxn04573	14.74|2.26	53.43|25051.08
rxn04574	49.42|3.47	70.95|0.77
rxn04575	2.66|1.41	2.69|0.96
rxn04576	nan	-10.25|28222.58
rxn04577	-20.33|6.33	-0.59|23900.57
rxn04578	-26.44|1.68	-32.00|1.40
rxn04579	-108.28|1.84	-106.42|1.03
rxn04580	-118.0|1.9	-116.52|1.03
rxn04581	75.47|1.7	67.89|0.22
rxn04582	-52.7|1.69	-60.94|0.20
rxn04583	nan	nan
rxn04584	-12.12|14.06	-11.32|47801.15
rxn04585	-25.6|5.66	-8.51|0.77
rxn04586	-1.7|5.37	-15.30|0.64
rxn04587	-4.36|6.61	9.58|23900.57
rxn04588	2.23|4.69	75.85|23900.57
rxn04589	-0.87|5.62	1.43|2.13
rxn04590	-4.36|6.62	9.58|23900.57
rxn04591	1.7|4.37	-0.15|0.76
rxn04592	-25.6|5.78	-74.87|14323.50
rxn04593	-25.6|7.45	-66.81|15792.83
rxn04594	118.95|2.5	191.59|2.36
rxn04595	-39.48|1.19	-48.50|0.45
rxn04596	-39.48|1.51	-47.50|1.06
rxn04597	-72.32|6.29	-85.53|1.66
rxn04598	-72.32|6.38	-84.53|1.89
rxn04599	-10.56|6.31	-15.40|1.59
rxn04600	-10.56|6.4	-15.40|1.59
rxn04601	-95.83|6.3	-105.23|0.86
rxn04602	-95.83|6.37	-105.22|0.86
rxn04603	-69.64|2.16	-63.91|1.29
rxn04604	-11.92|2.08	-11.41|0.68
rxn04605	-42.01|1.24	-63.13|0.64
rxn04606	-42.01|1.24	-63.13|0.64
rxn04607	nan	nan
rxn04608	-11.91|3.41	25.97|23900.57
rxn04609	-3.53|5.93	-2.06|23900.57
rxn04610	-0.87|5.44	-14.91|0.63
rxn04611	-3.61|6.67	-0.96|0.53
rxn04612	-3.85|6.89	-2.08|0.57
rxn04613	nan	-90.02|1.32
rxn04614	nan	-0.76|0.53
rxn04615	nan	0.94|0.55
rxn04616	nan	-7.29|2.13
rxn04617	nan	-6.00|0.42
rxn04618	nan	-14.61|0.63
rxn04619	-1.7|6.61	-3.24|0.53
rxn04620	-1.7|8.12	-3.24|0.53
rxn04621	-3.61|9.8	-2.24|0.53
rxn04622	-3.14|6.09	-57.77|44033.95
rxn04623	-0.48|5.58	-31.76|2.17
rxn04624	-14.03|6.29	-69.10|16900.26
rxn04625	nan	nan
rxn04626	-1.7|8.04	-3.88|0.44
rxn04627	-1.94|6.72	-4.01|0.58
rxn04628	-1.7|8.25	-3.24|0.53
rxn04629	-1.94|6.57	-4.64|0.50
rxn04630	-4.36|6.35	-1.77|23900.57
rxn04631	-4.36|6.38	-1.95|23900.57
rxn04632	nan	-0.97|0.53
rxn04633	nan	-12.40|2.10
rxn04634	nan	-14.59|0.63
rxn04635	-1.7|6.44	-3.89|0.39
rxn04636	-3.61|6.62	-0.99|0.53
rxn04637	nan	nan
rxn04638	-122.25|5.5	-24.26|0.43
rxn04639	-3.53|7.84	14.23|23900.57
rxn04640	nan	nan
rxn04641	-1.7|6.4	-3.89|0.39
rxn04642	-1.7|6.5	-4.17|0.51
rxn04643	-1.7|7.99	-15.96|0.60
rxn04644	-1.7|6.54	-3.89|0.39
rxn04645	-3.09|0.65	-4.58|0.75
rxn04646	-69.88|6.61	-89.42|71701.72
rxn04647	-13.83|6.77	-26.96|71701.72
rxn04648	-93.05|3.0	-49.22|71701.72
rxn04649	nan	nan
rxn04650	-25.72|2.84	4.66|23900.57
rxn04651	9.53|4.69	1.82|0.62
rxn04652	-212.5|1.87	-214.25|0.62
rxn04653	-23.12|2.61	-0.01|0.87
rxn04654	-95.64|1.69	-73.34|23900.57
rxn04655	27.2|2.71	-0.35|23900.57
rxn04656	-29.6|0.87	-18.88|0.67
rxn04657	-6.9|4.43	4.42|0.35
rxn04658	9.89|6.2	-1.55|0.39
rxn04659	1.0|1.21	0.14|0.46
rxn04660	-2.0|1.2	-1.60|0.53
rxn04661	2.3|6.25	-4.14|0.51
rxn04662	0.75|6.25	2.30|0.33
rxn04663	nan	nan
rxn04664	12.97|2.05	14.01|1.01
rxn04665	nan	nan
rxn04666	-95.83|6.29	-105.22|0.86
rxn04667	1.47|1.99	1.19|2.34
rxn04668	-1.85|2.06	-3.28|2.21
rxn04669	1.46|2.43	20.49|0.97
rxn04670	-12.5|1.03	-15.28|0.87
rxn04671	-72.32|6.31	-82.84|23900.57
rxn04672	-10.56|6.33	-18.35|23900.57
rxn04673	-21.03|3.43	-24.18|1.71
rxn04674	-19.42|5.78	-10.19|23900.57
rxn04675	-29.5|1.98	-23.26|1.00
rxn04676	1.24|3.87	0.07|0.45
rxn04677	-3.9|3.86	-4.52|0.70
rxn04678	-0.84|4.14	1.00|0.54
rxn04679	-43.4|4.65	-52.43|0.85
rxn04680	-0.1|4.71	-2.63|0.81
rxn04681	-13.11|5.07	7.98|23900.57
rxn04682	23.24|5.36	-4.42|29272.11
rxn04683	7.22|0.82	-0.92|0.77
rxn04684	7.22|2.87	-2.29|0.10
rxn04685	nan	nan
rxn04686	nan	nan
rxn04687	nan	nan
rxn04688	nan	nan
rxn04689	19.37|2.56	62.44|0.37
rxn04690	-39.48|2.61	-48.50|0.45
rxn04691	-0.28|2.51	-0.52|1.62
rxn04692	-92.58|6.63	-96.94|1.22
rxn04693	-92.58|6.63	-94.09|0.75
rxn04694	-5.07|2.68	0.29|0.45
rxn04695	-84.68|2.39	-88.99|0.83
rxn04696	-113.36|2.57	-113.37|0.77
rxn04697	-92.58|6.64	-96.94|1.22
rxn04698	-117.6|2.35	-123.34|0.90
rxn04699	-94.39|6.26	-95.05|0.75
rxn04700	2.21|6.24	4.21|0.23
rxn04701	-113.76|6.26	-116.61|0.79
rxn04702	8.38|1.43	-1.33|0.59
rxn04703	-4.58|13.04	-4.89|0.32
rxn04704	nan	10.87|47801.15
rxn04705	nan	nan
rxn04706	1.11|1.29	0.25|0.35
rxn04707	44.71|2.71	27.52|1.48
rxn04708	43.03|2.87	-47.18|15009.22
rxn04709	-105.53|2.0	-96.84|1.66
rxn04710	-3.58|2.56	2.63|0.81
rxn04711	-39.48|3.03	-48.50|0.45
rxn04712	-14.21|3.23	-9.60|0.51
rxn04713	0.0|5.88	nan
rxn04714	-3.63|5.9	nan
rxn04715	3.22|5.93	nan
rxn04716	-12.59|5.89	nan
rxn04717	-5.25|7.68	nan
rxn04718	-70.69|6.73	-78.39|1.66
rxn04719	-15.87|6.68	-22.54|1.72
rxn04720	-82.55|2.91	-85.59|1.61
rxn04721	10.98|2.23	13.50|1.14
rxn04722	1.86|1.77	3.30|0.49
rxn04723	-9.8|6.31	-8.64|0.26
rxn04724	-95.93|6.35	-107.85|1.16
rxn04725	-96.26|6.9	-94.09|0.75
rxn04726	3.67|6.81	4.82|0.24
rxn04727	-9.8|6.83	-8.66|0.26
rxn04728	-67.01|6.68	-78.39|1.66
rxn04729	-30.67|2.75	-37.80|1.72
rxn04730	-82.55|2.93	-85.97|1.61
rxn04731	10.98|2.28	13.51|1.14
rxn04732	1.86|1.87	3.69|0.49
rxn04733	-41.51|1.86	-40.77|1.05
rxn04734	-0.1|1.55	-2.24|0.81
rxn04735	-96.26|6.9	-94.09|0.75
rxn04736	3.67|6.81	4.82|0.24
rxn04737	-9.8|6.83	-8.66|0.26
rxn04738	-131.92|2.44	-178.31|1.26
rxn04739	-67.01|6.68	-78.39|1.66
rxn04740	-15.87|6.7	-22.54|1.72
rxn04741	-82.55|2.93	-85.59|1.61
rxn04742	10.98|2.24	13.47|1.14
rxn04743	1.86|1.8	3.28|0.49
rxn04744	-9.8|6.32	-8.60|0.26
rxn04745	-95.93|6.36	-107.86|1.16
rxn04746	-70.69|6.73	-78.39|1.66
rxn04747	-64.57|1.92	-119.10|1.75
rxn04748	-95.93|6.35	-107.85|1.16
rxn04749	0.74|2.03	-6.92|1.30
rxn04750	3.76|7.95	4.37|0.23
rxn04751	-2.16|5.12	0.25|0.35
rxn04752	-2.3|8.99	10.61|0.78
rxn04753	-21.55|6.61	-3.79|0.35
rxn04754	-99.87|6.5	-98.16|0.82
rxn04755	-104.91|12.09	-83.20|47801.15
rxn04756	-104.91|17.25	-83.20|47801.15
rxn04757	nan	nan
rxn04758	nan	nan
rxn04759	0.0|19.4	0.00|0.00
rxn04760	nan	nan
rxn04761	nan	nan
rxn04762	-70.47|15.95	nan
rxn04763	13.38|9.01	-7.82|47801.15
rxn04764	-52.7|9.12	-61.46|0.20
rxn04765	-1.42|6.63	-23.08|47801.15
rxn04766	-41.51|2.35	-40.39|1.05
rxn04767	11.13|2.16	10.44|0.20
rxn04768	44.77|2.15	71.90|0.20
rxn04769	-16.89|8.17	-26.39|1.52
rxn04770	-6.34|8.12	nan
rxn04771	-20.13|8.43	nan
rxn04772	16.89|9.28	nan
rxn04773	-90.26|8.14	nan
rxn04774	-16.89|8.66	-26.39|1.52
rxn04775	22.57|3.03	3.05|0.49
rxn04776	3.71|3.05	69.31|16170.40
rxn04777	-6.02|3.14	67.89|15009.22
rxn04778	3.71|3.1	56.78|16170.40
rxn04779	-6.02|3.87	136.49|22868.40
rxn04780	3.71|3.89	56.78|16170.40
rxn04781	7.97|3.83	72.23|16170.40
rxn04782	-4.25|0.74	-1.79|1.29
rxn04783	-7.55|4.94	nan
rxn04784	-6.31|5.18	0.67|0.86
rxn04785	1.93|4.96	3.49|0.32
rxn04786	1.0|0.79	-5.82|1.15
rxn04787	-5.29|5.01	-5.05|0.43
rxn04788	6.89|1.61	3.46|2.07
rxn04789	-9.8|6.22	-9.05|0.26
rxn04790	nan	nan
rxn04791	0.83|2.29	-2.56|0.68
rxn04792	-6.08|6.53	-5.24|0.72
rxn04793	-16.55|7.94	-14.35|0.55
rxn04794	-5.05|4.99	-0.58|1.16
rxn04795	-6.44|1.51	-52.67|23900.57
rxn04798	-36.23|5.02	nan
rxn04799	-1.05|5.09	nan
rxn04800	-28.7|4.99	nan
rxn04801	22.63|5.39	nan
rxn04802	10.84|5.31	nan
rxn04803	-4.68|5.46	nan
rxn04804	-37.45|5.29	nan
rxn04805	14.65|5.35	nan
rxn04806	4.68|5.6	nan
rxn04807	-71.06|7.15	-169.82|15009.22
rxn04808	-71.06|7.15	-169.82|15009.22
rxn04809	-5.31|3.93	85.93|15009.22
rxn04810	-5.31|3.93	85.92|15009.22
rxn04811	-5.31|3.93	85.93|15009.22
rxn04812	107.96|2.93	33.69|0.66
rxn04813	107.96|2.93	33.69|0.66
rxn04814	112.79|2.87	-12.14|0.98
rxn04815	107.96|2.93	33.69|0.66
rxn04816	-28.45|3.54	64.60|15009.22
rxn04817	-28.45|3.54	64.60|15009.22
rxn04818	-28.45|3.54	64.60|15009.22
rxn04819	-28.45|3.54	64.60|15009.22
rxn04820	0.37|3.29	91.43|15009.22
rxn04821	0.37|3.29	91.43|15009.22
rxn04822	-15.87|6.65	-22.54|1.72
rxn04823	-85.45|6.92	nan
rxn04824	5.03|2.75	6.63|1.80
rxn04825	-39.48|3.03	-48.50|0.45
rxn04826	4.29|2.83	4.02|2.05
rxn04827	-95.83|6.84	-105.22|0.86
rxn04828	nan	nan
rxn04829	nan	nan
rxn04830	nan	nan
rxn04831	nan	nan
rxn04832	nan	nan
rxn04833	nan	nan
rxn04834	nan	nan
rxn04835	nan	nan
rxn04836	nan	nan
rxn04837	33.04|3.07	-4.17|23900.57
rxn04838	-3.63|3.94	6.18|0.82
rxn04839	-3.63|3.94	6.18|0.82
rxn04840	-26.32|5.34	nan
rxn04841	-26.32|5.34	nan
rxn04843	-3.63|3.1	6.18|0.82
rxn04844	-69.98|3.1	nan
rxn04845	-10.1|3.32	nan
rxn04846	-10.1|3.32	nan
rxn04847	-92.58|6.84	-94.04|0.83
rxn04848	-10.1|3.32	nan
rxn04849	-10.1|3.32	nan
rxn04850	-3.63|3.1	6.18|0.82
rxn04851	-3.63|3.1	6.18|0.82
rxn04852	-94.39|6.82	-94.99|0.80
rxn04853	-69.98|3.1	nan
rxn04854	-94.47|6.96	-100.92|1.14
rxn04855	-69.98|3.1	nan
rxn04856	-94.47|6.96	-100.92|1.14
rxn04857	-94.47|6.96	-100.92|1.14
rxn04858	-94.47|6.96	-100.92|1.14
rxn04859	-69.98|3.1	nan
rxn04860	-94.39|6.82	-94.99|0.80
rxn04861	-94.47|6.67	-102.23|1.13
rxn04862	nan	nan
rxn04863	-69.98|2.15	nan
rxn04864	2.21|6.44	4.37|0.23
rxn04865	0.0|5.06	0.00|0.00
rxn04866	-2.3|7.96	0.33|0.38
rxn04867	-65.16|2.1	nan
rxn04868	-14.84|1.99	nan
rxn04869	nan	-181.01|28222.58
rxn04870	-1.11|3.77	-0.25|0.35
rxn04871	nan	-181.01|28222.58
rxn04872	nan	85.93|15009.22
rxn04873	nan	85.93|15009.22
rxn04874	nan	91.43|15009.22
rxn04875	nan	91.43|15009.22
rxn04876	nan	75.79|28222.58
rxn04877	nan	75.72|28222.58
rxn04878	nan	-179.80|28222.58
rxn04879	nan	74.58|28222.58
rxn04880	nan	-4.55|23900.57
rxn04881	nan	-26.61|23900.57
rxn04882	nan	nan
rxn04883	nan	nan
rxn04884	nan	nan
rxn04885	nan	nan
rxn04886	nan	nan
rxn04887	nan	-5.50|0.65
rxn04888	nan	nan
rxn04889	nan	nan
rxn04890	nan	nan
rxn04891	-106.96|6.27	-105.49|1.17
rxn04892	-90.77|6.55	-96.49|1.52
rxn04893	-108.5|6.26	nan
rxn04894	3.49|2.55	2.05|0.58
rxn04895	nan	nan
rxn04896	nan	nan
rxn04897	5.59|4.01	nan
rxn04898	9.17|1.32	nan
rxn04899	nan	nan
rxn04900	nan	nan
rxn04901	-95.04|6.62	-99.80|1.52
rxn04902	-102.14|6.32	-100.86|1.18
rxn04903	nan	nan
rxn04904	9.17|1.44	nan
rxn04905	-13.03|2.4	nan
rxn04906	-49.24|1.29	nan
rxn04907	-18.97|6.25	nan
rxn04908	-14.39|6.27	nan
rxn04909	-1.7|4.14	-5.55|0.54
rxn04910	-128.16|6.27	-128.61|0.76
rxn04911	-3.63|3.11	6.18|0.82
rxn04912	-3.63|3.11	6.18|0.82
rxn04913	-3.63|3.11	6.18|0.82
rxn04914	-3.63|3.11	6.18|0.82
rxn04915	nan	nan
rxn04916	nan	nan
rxn04917	86.03|1.8	-45.90|1.04
rxn04918	nan	nan
rxn04919	nan	nan
rxn04920	nan	14.35|23900.57
rxn04921	107.96|1.95	33.68|0.66
rxn04922	nan	48.49|28856.88
rxn04923	9.58|2.31	10.44|0.20
rxn04924	nan	nan
rxn04925	-3.63|2.57	6.18|0.82
rxn04926	7.06|1.24	6.72|0.83
rxn04927	-5.75|4.0	-6.48|0.43
rxn04928	-3.09|1.01	-2.41|0.74
rxn04929	-278.23|1.65	-249.95|0.64
rxn04930	-14.03|4.41	-3.60|0.30
rxn04932	3.76|6.19	4.22|0.72
rxn04933	2.9|6.37	3.02|0.37
rxn04934	6.22|6.2	4.37|0.23
rxn04935	6.22|6.19	4.36|0.24
rxn04936	2.3|11.85	-0.33|0.38
rxn04937	6.22|6.1	3.88|0.41
rxn04938	-6.08|6.52	-5.24|0.72
rxn04939	6.22|6.39	4.37|0.23
rxn04940	6.22|6.38	4.36|0.24
rxn04941	3.76|6.17	2.79|0.90
rxn04942	3.76|6.17	4.22|0.72
rxn04943	3.57|6.33	1.60|0.69
rxn04944	2.3|6.22	-0.61|0.37
rxn04945	-2.0|6.41	-1.02|0.27
rxn04946	nan	nan
