ID	GF	EQ
rxn00638	-4.58|13.28	-2.93|0.85
rxn00639	-28.37|4.87	-4.67|1.00
rxn00640	12.03|4.87	-0.79|0.94
rxn00641	1.07|4.88	-2.91|0.88
rxn00642	-13.9|5.17	-14.07|0.97
rxn00643	0.0|5.23	0.44|0.72
rxn00644	2.91|6.4	-1.55|1.61
rxn00645	nan	-19.99|23900.57
rxn00646	-6.35|4.52	-7.39|1.18
rxn00647	0.0|1.13	-4.21|1.13
rxn00649	-3.42|1.12	-11.79|1.28
rxn00650	-0.46|1.31	1.58|1.18
rxn00651	-13.05|1.27	-67.03|16900.26
rxn00652	0.0|0.99	-2.11|1.05
rxn00653	9.8|6.14	9.86|1.45
rxn00654	2.73|1.33	-14.43|1.70
rxn00655	9.21|6.21	7.33|1.56
rxn00656	1.0|0.55	0.97|0.72
rxn00657	-1.0|0.65	-0.89|0.73
rxn00658	-2.0|1.03	-3.51|1.36
rxn00659	-26.84|4.47	-8.30|1.40
rxn00660	-0.46|1.24	-0.13|1.40
rxn00661	-26.84|4.97	-2.38|1.83
rxn00662	-3.9|1.71	-16.94|1.82
rxn00663	3.94|4.98	nan
rxn00664	-33.66|1.51	-74.41|1.45
rxn00665	nan	nan
rxn00666	92.6|4.94	nan
rxn00667	nan	82.06|7.51
rxn00668	-15.89|7.9	-14.16|0.81
rxn00669	-1.06|6.58	3.73|0.72
rxn00670	-5.84|4.98	4.51|0.80
rxn00671	-7.14|7.88	-6.91|1.05
rxn00672	-3.09|5.05	-4.23|1.45
rxn00673	-2.96|8.96	10.55|1.07
rxn00674	-21.55|6.57	1.45|0.72
rxn00675	-10.42|6.57	-280.54|23900.57
rxn00676	5.25|7.06	6.95|0.69
rxn00677	-1.54|5.03	2.63|0.72
rxn00678	1.81|5.04	-0.29|1.28
rxn00679	10.73|5.01	9.66|0.81
rxn00680	8.96|5.0	9.14|0.86
rxn00681	695.87|3.58	383.40|2.09
rxn00682	-5.02|5.04	nan
rxn00684	0.59|7.44	5.19|0.58
rxn00685	-17.15|7.51	-5.75|0.93
rxn00686	0.59|7.43	5.19|0.57
rxn00687	-17.15|7.5	-5.75|0.93
rxn00688	-9.03|7.55	-7.81|0.95
rxn00689	-113.33|6.53	-56.41|0.96
rxn00690	-0.87|6.2	-1.87|0.66
rxn00691	-5.94|4.46	-4.29|0.66
rxn00692	-0.05|4.37	2.47|0.60
rxn00693	-6.41|4.29	-1.31|1.23
rxn00695	1.07|5.21	-3.80|0.49
rxn00696	nan	nan
rxn00697	-28.37|5.2	-4.63|0.50
rxn00698	-10.33|3.74	2.49|0.53
rxn00699	-10.33|3.74	2.53|0.81
rxn00700	1.07|4.88	-1.47|0.81
rxn00701	0.0|4.9	1.67|0.65
rxn00702	1.07|4.01	nan
rxn00703	17.55|4.41	-8.29|0.76
rxn00704	0.0|2.14	-3.73|0.34
rxn00705	nan	nan
rxn00706	-16.34|3.95	1.31|0.80
rxn00707	-14.03|4.75	-3.54|0.76
rxn00708	7.22|2.76	-2.01|1.01
rxn00709	-14.03|5.06	-4.15|1.01
rxn00710	-1.32|2.72	-6.01|2.08
rxn00711	12.54|2.81	3.36|1.06
rxn00712	-14.03|3.79	-3.51|1.18
rxn00713	-14.03|4.71	-3.58|1.06
rxn00714	-18.84|4.67	-8.18|1.46
rxn00715	-14.03|4.72	-5.02|1.07
rxn00716	-1.32|2.24	-4.81|0.93
rxn00717	-5.14|2.19	-7.26|0.58
rxn00718	-26.96|2.25	-31.46|1.35
rxn00719	4.75|6.47	0.27|0.91
rxn00720	4.75|6.45	0.27|0.91
rxn00721	-20.0|4.54	194.24|23900.57
rxn00722	-92.12|6.3	-110.29|1.01
rxn00723	-21.55|6.71	-2.63|0.35
rxn00724	-132.59|2.05	-108.09|1.89
rxn00725	-14.2|5.04	2.27|23900.57
rxn00726	-39.44|1.87	-23.78|1.66
rxn00727	-44.16|1.87	-26.60|1.68
rxn00728	-12.81|1.5	-12.15|0.51
rxn00729	-0.5|1.61	-7.42|1.30
rxn00730	-4.05|5.16	-4.61|0.76
rxn00731	-0.1|1.36	-2.63|0.81
rxn00732	-63.02|1.46	-35.47|1.26
rxn00733	nan	nan
rxn00734	-68.37|0.99	-54.34|1.22
rxn00735	-3.13|6.14	0.67|1.14
rxn00736	3.09|0.71	5.04|1.17
rxn00737	-5.7|0.72	-5.93|1.01
rxn00738	-11.93|1.87	6.36|1.31
rxn00739	8.92|4.99	nan
rxn00740	-9.65|1.04	-14.03|1.14
rxn00741	6.22|6.12	4.45|0.41
rxn00742	-1.83|1.42	0.50|1.49
rxn00743	7.22|0.86	-3.00|0.53
rxn00744	-14.03|4.33	-3.16|0.53
rxn00745	-9.11|0.82	-9.69|0.54
rxn00746	5.22|0.73	6.67|0.45
rxn00747	-1.46|0.45	-1.30|0.13
rxn00748	-1.3|0.67	-14.09|0.46
rxn00749	-55.71|5.24	-27.86|1.51
rxn00750	49.05|4.36	82.13|2.67
rxn00751	-14.03|5.12	-3.87|0.12
rxn00752	-26.49|2.87	-27.55|1.05
rxn00753	-3.61|5.69	-2.13|0.24
rxn00754	-3.68|2.92	-5.12|0.25
rxn00755	-14.03|5.21	nan
rxn00756	-16.31|2.96	nan
rxn00757	nan	nan
rxn00758	-14.34|2.92	-59.66|16900.26
rxn00759	9.85|0.95	9.55|0.54
rxn00760	-9.85|0.95	-9.55|0.54
rxn00761	-92.42|6.28	-103.25|1.57
rxn00762	3.76|6.13	5.73|0.44
rxn00763	5.22|6.13	9.31|0.49
rxn00764	3.76|6.12	5.72|0.45
rxn00765	5.22|6.11	9.31|0.49
rxn00766	7.22|0.92	-6.13|0.58
rxn00767	-3.07|0.92	-0.88|0.51
rxn00768	-9.17|0.72	-8.29|0.52
rxn00769	-10.98|0.72	-9.25|0.51
rxn00770	-14.03|4.68	-0.40|0.35
rxn00771	-14.03|4.69	-2.64|0.58
rxn00772	-14.03|4.7	-5.84|0.42
rxn00773	12.03|5.07	-0.83|0.91
rxn00774	-9.28|4.73	-7.96|0.56
rxn00775	-28.37|5.06	-4.90|0.91
rxn00776	-11.95|2.87	-8.74|0.63
rxn00777	0.62|1.44	0.47|0.19
rxn00778	0.0|1.87	-2.80|0.37
rxn00779	-9.8|6.12	-9.33|0.13
rxn00780	-14.03|4.32	-5.44|0.35
rxn00781	-9.89|6.14	1.26|0.10
rxn00782	-9.89|6.13	1.25|0.13
rxn00783	0.75|0.69	3.33|0.72
rxn00784	1.68|1.32	0.15|0.59
rxn00785	1.75|1.54	1.57|0.57
rxn00786	4.31|1.37	5.13|0.13
rxn00787	4.31|1.37	4.78|0.55
rxn00789	17.21|5.64	nan
rxn00790	20.46|2.11	12.65|0.64
rxn00791	20.0|2.37	14.01|0.84
rxn00792	-11.13|5.39	278.55|23900.57
rxn00793	-21.55|7.38	nan
rxn00794	-4.72|3.32	-2.96|0.54
rxn00795	-0.46|3.41	1.26|0.52
rxn00796	3.42|2.87	-92.41|28222.58
rxn00797	-0.73|2.84	-2.99|0.53
rxn00798	0.62|1.49	0.65|0.20
rxn00799	0.61|0.93	0.82|0.07
rxn00800	7.34|4.37	2.79|0.34
rxn00801	-12.81|1.24	-9.81|0.83
rxn00802	7.34|2.51	-2.16|1.16
rxn00803	0.0|1.02	-1.53|0.77
rxn00804	8.69|6.17	8.78|0.39
rxn00805	-5.29|5.02	-3.67|0.84
rxn00806	-0.0|0.81	0.07|0.38
rxn00807	0.0|0.64	1.70|0.70
rxn00808	-14.03|4.81	-1.29|0.32
rxn00809	26.7|6.37	27.97|0.52
rxn00810	-1.76|6.4	-2.06|0.44
rxn00811	26.7|6.36	27.97|0.52
rxn00812	-2.0|6.41	-3.36|0.51
rxn00813	-1.76|6.38	-2.06|0.45
rxn00814	-39.19|1.98	-39.01|1.10
rxn00815	-26.49|2.26	nan
rxn00816	-3.11|3.76	97.85|0.39
rxn00817	-3.11|3.76	97.89|0.54
rxn00818	-3.11|5.33	-1.08|1.02
rxn00819	-3.11|2.37	-2.21|0.66
rxn00820	nan	nan
rxn00821	0.47|4.73	nan
rxn00822	-0.0|4.75	-0.06|0.54
rxn00824	0.0|6.51	-0.21|0.72
rxn00826	0.0|4.75	5.21|1.62
rxn00827	-12.96|3.97	54.32|16900.26
rxn00828	nan	nan
rxn00829	-7.8|4.42	-7.80|0.97
rxn00830	0.66|0.81	-1.17|0.72
rxn00831	7.22|3.95	-1.29|0.45
rxn00832	-2.58|3.44	4.64|1.30
rxn00833	-0.73|3.98	-1.93|0.47
rxn00834	1.58|7.26	5.31|0.92
rxn00835	-14.03|5.79	-4.87|0.46
rxn00836	12.54|3.98	6.11|0.39
rxn00837	10.46|7.23	-63.40|16170.40
rxn00838	-2.59|5.69	2.32|0.52
rxn00839	0.0|6.03	0.71|0.35
rxn00840	-4.92|4.27	5.81|0.37
rxn00841	-14.03|4.74	-4.72|0.36
rxn00842	-14.03|4.62	-3.53|0.23
rxn00843	-90.04|6.18	-90.40|1.25
rxn00844	-90.04|6.17	-90.40|1.25
rxn00845	1.11|0.95	0.26|0.95
rxn00846	-13.06|1.12	41.48|16900.26
rxn00847	-37.28|5.21	-8.37|1.68
rxn00848	-2.55|2.38	-0.70|0.53
rxn00849	0.0|0.68	0.22|0.52
rxn00850	-4.26|1.16	-1.35|0.87
rxn00851	-6.35|4.44	-5.84|1.01
rxn00852	-24.02|1.19	-22.46|1.11
rxn00853	2.73|1.45	-13.35|1.09
rxn00854	-10.46|4.97	4.71|23900.57
rxn00855	-5.29|5.02	-4.82|0.43
rxn00856	-1.0|0.84	0.55|0.46
rxn00857	-2.0|1.17	-2.43|0.44
rxn00858	-3.9|1.8	-15.27|1.28
rxn00859	-4.58|12.32	-1.80|0.53
rxn00860	6.74|5.11	-8.35|23900.57
rxn00861	4.44|5.3	-6.79|0.53
rxn00862	0.0|1.69	-3.55|0.39
rxn00863	-9.8|6.33	-6.58|0.46
rxn00864	-26.84|4.67	-9.23|1.45
rxn00865	-0.46|1.84	0.79|1.45
rxn00866	-3.09|1.67	-6.62|0.86
rxn00867	-0.19|1.79	1.12|0.25
rxn00868	16.55|7.92	13.15|0.65
rxn00869	-4.05|7.87	-1.99|0.69
rxn00870	-4.05|7.86	-2.00|0.69
rxn00871	-5.84|4.99	5.16|0.43
rxn00872	-2.3|8.97	9.53|0.95
rxn00873	-21.55|6.58	-0.13|0.80
rxn00874	7.06|7.08	7.37|0.46
rxn00875	1.54|5.04	-1.05|0.80
rxn00876	10.77|5.01	8.02|0.59
rxn00877	1.81|5.03	-0.47|0.22
rxn00878	-14.03|4.78	-1.03|0.34
rxn00879	2.3|6.41	-0.64|0.40
rxn00880	-111.68|2.24	-99.16|1.55
rxn00881	7.22|2.2	-5.13|0.34
rxn00882	7.22|2.2	-5.13|0.34
rxn00883	7.22|2.2	-5.13|0.34
rxn00884	-4.36|5.28	9.27|23900.57
rxn00885	-4.36|5.28	9.27|23900.57
rxn00886	-4.36|5.28	9.27|23900.57
rxn00887	-4.36|5.28	9.27|23900.57
rxn00888	-1.7|4.84	-4.53|0.47
rxn00889	-14.34|2.31	-61.70|16900.26
rxn00890	-3.11|3.57	-2.32|0.49
rxn00891	-2.0|2.33	-1.95|0.60
rxn00892	-14.03|4.87	-2.26|0.63
rxn00893	-7.48|6.42	-8.00|0.46
rxn00894	-39.19|2.12	-39.72|1.11
rxn00895	-5.29|5.41	-5.30|0.59
rxn00896	-1.7|5.03	-3.49|0.54
rxn00897	0.0|2.31	nan
rxn00898	-6.75|0.8	-8.57|0.33
rxn00899	-8.14|7.89	-5.57|0.81
rxn00900	4.55|6.15	0.28|1.21
rxn00901	8.69|6.16	9.04|0.84
rxn00902	8.92|5.0	5.95|0.32
rxn00903	-0.0|0.8	0.33|0.84
rxn00904	0.0|0.72	0.25|0.85
rxn00905	6.64|0.8	4.75|1.21
rxn00906	1.92|7.52	2.04|0.27
rxn00907	1.92|7.51	2.04|0.28
rxn00908	2.09|7.51	4.36|0.99
rxn00909	15.06|8.52	-5.33|0.72
rxn00910	3.79|7.4	8.94|1.02
rxn00911	-1.47|4.38	1.73|0.76
rxn00912	-1.47|4.39	2.21|1.24
rxn00913	7.22|3.95	-1.30|0.82
rxn00914	-14.03|5.79	-4.86|0.82
rxn00915	12.54|3.97	6.53|0.54
rxn00916	-18.42|5.84	-77.14|16170.40
rxn00917	-23.14|5.89	-79.96|16170.40
rxn00918	-18.84|6.75	-9.95|1.49
rxn00919	-28.37|4.87	-6.12|0.93
rxn00920	-18.82|4.53	-8.68|0.77
rxn00921	-0.1|1.29	-2.62|0.81
rxn00922	-4.36|4.98	-1.90|23900.57
rxn00923	-1.7|4.12	-14.73|0.63
rxn00924	3.68|1.38	15.96|0.75
rxn00925	-16.31|1.49	48.50|16900.26
rxn00926	-8.48|3.78	-5.30|0.39
rxn00927	-0.73|4.33	-1.15|0.43
rxn00928	-2.23|6.34	5.60|0.37
rxn00929	-10.52|6.23	12.03|0.72
rxn00930	-2.23|6.33	5.59|0.36
rxn00931	-10.52|6.22	12.02|0.72
rxn00932	-110.08|1.53	-116.66|2.24
rxn00933	0.0|1.33	-7.02|1.87
rxn00934	-1.06|6.59	-1.55|0.87
rxn00935	-12.63|7.43	3.48|0.73
rxn00936	6.73|2.68	4.70|1.05
rxn00937	-6.53|4.99	nan
rxn00938	-4.72|2.19	-1.49|0.78
rxn00939	-3.8|5.3	13.17|23900.57
rxn00940	-3.67|2.88	-4.78|1.24
rxn00941	9.6|2.88	3.25|1.26
rxn00942	-3.67|2.91	-6.81|0.83
rxn00943	-5.75|5.38	-5.37|1.53
rxn00944	-4.05|8.12	-3.37|0.46
rxn00945	16.55|8.21	14.72|0.50
rxn00946	-2.3|9.23	11.11|0.86
rxn00947	-21.55|6.88	-3.06|1.53
rxn00948	2.16|5.42	1.92|0.94
rxn00949	-7.77|1.16	-0.56|1.50
rxn00950	-1.83|1.42	0.24|0.65
rxn00952	-3.42|1.14	-15.40|1.31
rxn00953	-5.68|1.33	-7.16|0.66
rxn00955	5.68|2.23	10.89|0.69
rxn00956	-0.0|4.77	-1.23|1.24
rxn00957	-9.8|6.25	-8.28|0.26
rxn00958	-9.8|6.24	-8.28|0.27
rxn00959	-95.83|6.25	-105.22|0.86
rxn00960	-95.83|6.3	-105.22|0.86
rxn00961	-95.93|6.29	-107.85|1.16
rxn00962	-95.83|6.29	-105.22|0.86
rxn00963	-95.93|6.28	-107.84|1.16
rxn00964	-21.55|6.68	-2.91|0.35
rxn00965	-5.75|5.12	-5.52|0.35
rxn00966	35.73|1.69	28.86|1.61
rxn00967	-1.7|4.16	-14.73|0.63
rxn00968	-118.45|1.59	-109.95|0.95
rxn00969	13.04|1.42	4.99|0.97
rxn00970	9.48|6.36	9.75|0.48
rxn00971	-1.06|6.63	nan
rxn00972	-1.54|5.1	nan
rxn00973	1.42|0.69	1.82|0.08
rxn00974	1.47|1.03	1.99|0.28
rxn00975	-14.03|4.81	-3.04|0.39
rxn00976	-14.03|4.45	-3.90|0.52
rxn00977	-3.11|3.76	-3.58|0.59
rxn00978	-14.03|4.74	-3.75|0.43
rxn00979	-9.8|6.13	-14.12|0.57
rxn00980	7.22|0.76	-7.44|0.50
rxn00981	-2.5|0.94	-3.92|0.72
rxn00982	nan	nan
rxn00983	nan	nan
rxn00984	nan	nan
rxn00985	-6.9|4.31	8.24|0.68
rxn00986	-11.13|4.35	281.99|23900.57
rxn00987	4.98|0.59	0.39|0.72
rxn00988	-21.55|6.59	0.20|0.35
rxn00989	-5.75|5.0	-8.64|0.34
rxn00990	1.54|5.06	-1.38|0.34
rxn00991	0.71|5.06	-3.90|0.63
rxn00992	3.76|6.11	2.60|0.18
rxn00993	12.81|1.23	16.60|0.91
rxn00994	0.0|5.06	0.34|0.82
rxn00995	-7.72|0.75	-3.91|1.00
rxn00996	77.66|5.31	nan
rxn00997	6.22|6.21	4.37|0.23
rxn00998	6.22|6.2	4.36|0.24
rxn00999	-109.72|1.39	-116.60|1.12
rxn01000	-29.07|1.71	-24.00|2.20
rxn01001	-0.0|1.48	1.30|1.12
rxn01002	-0.0|2.52	-5.28|1.43
rxn01003	-4.09|1.26	-2.71|0.75
rxn01004	4.95|1.33	nan
rxn01005	1.07|3.95	-0.78|0.39
rxn01006	nan	nan
rxn01007	-1.29|4.31	-2.84|0.87
rxn01008	0.0|4.37	-0.25|0.41
rxn01009	-2.18|4.18	-3.02|0.88
rxn01010	0.0|4.37	-0.60|0.28
rxn01011	6.22|6.12	7.47|0.10
rxn01012	10.75|1.15	-0.78|1.00
rxn01013	6.22|6.11	7.46|0.13
rxn01014	-4.09|0.63	-4.93|0.87
rxn01015	-1.0|0.43	0.36|0.42
rxn01016	-6.56|4.36	3.99|0.51
rxn01017	0.55|1.39	-0.11|1.12
rxn01018	0.55|1.28	-5.06|0.72
rxn01019	0.55|1.36	-6.70|0.72
rxn01020	0.55|1.37	0.90|1.05
rxn01021	-0.73|4.44	-2.96|0.53
rxn01022	-7.95|4.43	2.67|0.72
rxn01023	nan	nan
rxn01024	nan	nan
rxn01025	-5.14|2.2	-5.96|0.65
rxn01026	-106.47|2.29	-105.80|1.22
rxn01027	6.33|6.45	0.75|0.75
rxn01028	6.33|6.43	0.74|0.76
rxn01029	-12.38|2.01	-9.03|0.99
rxn01030	10.22|4.94	212.89|23900.57
rxn01031	3.9|3.5	15.27|1.28
rxn01032	-9.8|6.23	-8.65|0.30
rxn01033	-9.8|6.22	-8.66|0.30
rxn01034	0.09|1.38	-10.96|0.35
rxn01035	-21.55|6.66	-2.64|0.35
rxn01036	-16.17|4.49	nan
rxn01037	-0.46|1.44	-0.44|0.54
rxn01038	-0.46|2.73	0.13|0.41
rxn01039	9.48|6.34	8.75|0.99
rxn01040	-39.48|1.21	-48.50|0.45
rxn01041	-2.0|6.35	-3.79|0.45
rxn01042	-2.0|6.34	-3.80|0.45
rxn01043	4.7|6.29	1.08|0.54
rxn01044	-0.94|1.51	3.56|0.52
rxn01045	8.69|6.17	9.04|0.84
rxn01046	-3.09|0.75	-2.55|1.11
rxn01047	-25.58|0.52	-82.43|0.78
rxn01048	-2.66|0.89	-4.45|0.68
rxn01049	-14.03|6.05	-2.82|0.30
rxn01050	-33.71|3.98	-35.52|1.10
rxn01051	-3.11|5.68	-3.00|1.07
rxn01052	0.0|4.27	0.00|0.00
rxn01053	-9.8|6.13	-10.61|0.48
rxn01054	0.0|0.61	-0.65|0.13
rxn01055	-16.31|1.05	37.60|16900.26
rxn01056	-0.0|5.04	3.61|0.75
rxn01057	0.0|0.35	0.75|0.52
rxn01058	10.3|11.46	4.93|1.91
rxn01059	nan	nan
rxn01060	nan	nan
rxn01061	-95.81|11.53	-96.58|0.76
rxn01062	10.3|11.45	4.93|1.91
rxn01063	17.54|11.51	13.24|0.43
rxn01064	-30.96|9.78	-32.05|1.07
rxn01065	-3.11|10.06	-2.96|0.42
rxn01066	nan	nan
rxn01067	-96.19|11.5	-97.04|0.80
rxn01068	3.76|6.13	6.70|0.65
rxn01069	5.41|0.89	-6.96|0.68
rxn01070	0.0|0.58	2.75|0.64
rxn01071	-14.03|4.32	-5.24|0.77
rxn01072	-24.02|1.06	-24.52|1.35
rxn01073	-14.34|0.96	nan
rxn01074	1.07|3.8	-1.11|0.42
rxn01075	0.0|4.2	-0.02|0.21
rxn01076	-14.03|4.78	-1.31|0.50
rxn01077	nan	nan
rxn01078	nan	nan
rxn01079	2.9|6.33	3.71|0.45
rxn01080	-0.89|1.98	0.13|0.72
rxn01081	-8.04|1.93	-5.80|0.65
rxn01082	-7.8|2.01	-5.03|0.64
rxn01083	-3.58|1.33	nan
rxn01084	nan	nan
rxn01085	nan	nan
rxn01087	nan	nan
rxn01088	nan	nan
rxn01089	nan	nan
rxn01090	nan	nan
rxn01091	nan	nan
rxn01092	nan	nan
rxn01093	-11.13|4.62	278.54|23900.57
rxn01094	-10.56|6.31	-15.39|1.59
rxn01095	-95.64|1.71	-77.07|1.32
rxn01096	-72.01|1.75	-62.04|1.28
rxn01097	-6.35|4.66	-7.53|0.49
rxn01098	-26.84|4.66	-9.80|0.50
rxn01099	7.22|0.83	-3.47|0.14
rxn01100	-6.9|4.32	4.43|0.11
rxn01101	6.22|6.12	8.10|0.14
rxn01102	-14.03|4.32	-2.69|0.15
rxn01103	0.09|0.84	-10.59|0.13
rxn01104	7.22|0.85	-1.88|0.57
rxn01105	-6.9|3.91	5.00|0.34
rxn01106	0.0|0.41	-1.01|0.09
rxn01107	-5.48|1.64	-6.80|0.80
rxn01108	-2.0|6.42	-1.45|0.41
rxn01109	-2.0|6.41	-1.46|0.41
rxn01110	-33.71|2.12	-33.18|1.09
rxn01111	-14.03|4.37	-5.50|0.55
rxn01112	3.76|6.17	5.56|0.42
rxn01113	3.76|6.16	5.55|0.42
rxn01114	-14.03|4.38	-6.03|0.43
rxn01115	0.67|6.19	2.54|0.78
rxn01116	0.0|0.81	-0.81|0.28
rxn01117	-1.46|0.86	0.63|0.42
rxn01118	nan	nan
rxn01119	-0.0|8.83	0.91|0.84
rxn01120	nan	nan
rxn01121	-8.17|1.18	-7.77|1.09
rxn01122	-8.17|1.18	-8.30|0.89
rxn01123	-14.03|4.37	-4.96|0.94
rxn01124	3.76|6.15	2.56|0.90
rxn01125	5.22|6.14	3.01|0.90
rxn01126	-5.7|1.13	-6.00|0.93
rxn01127	9.53|6.02	0.05|0.35
rxn01128	-14.03|5.02	-3.39|0.59
rxn01129	-14.03|5.0	-4.87|0.92
rxn01130	-0.94|6.12	-1.61|0.08
rxn01131	nan	nan
rxn01132	-10.33|3.74	2.40|0.49
rxn01133	-3.61|6.52	-1.03|0.89
rxn01134	0.0|4.27	-0.69|0.44
rxn01135	-24.29|6.58	-5.00|0.89
rxn01136	-2.74|5.05	-2.18|0.94
rxn01137	-8.48|4.16	-5.49|0.18
rxn01138	-7.95|4.32	1.97|0.32
rxn01139	7.22|4.35	-4.02|0.71
rxn01140	1.03|1.89	-6.88|1.81
rxn01141	-16.38|1.81	-20.16|2.19
rxn01142	-5.6|2.17	-10.41|1.36
rxn01143	-14.03|4.97	-3.69|0.72
rxn01144	-23.56|4.97	-3.27|0.72
rxn01145	7.22|2.6	-2.47|0.72
rxn01146	-7.95|2.65	1.24|0.89
rxn01147	0.0|4.97	-0.90|0.77
rxn01148	-13.51|4.56	-5.39|0.58
rxn01149	-3.56|6.35	-6.62|0.61
rxn01150	-3.56|6.34	-6.62|0.61
rxn01151	0.23|1.69	5.70|0.54
rxn01152	-0.94|1.51	1.27|0.18
rxn01153	-4.72|1.01	-4.58|0.94
rxn01154	-2.55|2.41	-0.49|0.69
rxn01155	nan	nan
rxn01156	0.0|1.29	-1.96|0.69
rxn01157	-2.68|1.09	-2.00|0.32
rxn01158	9.56|6.21	10.09|1.17
rxn01159	-6.7|4.43	-6.71|1.01
rxn01160	-0.87|1.25	-0.13|1.19
rxn01161	-0.11|1.12	2.39|0.94
rxn01162	-3.55|1.75	-13.79|1.50
rxn01163	nan	nan
rxn01164	-69.98|3.1	nan
rxn01165	-69.98|3.1	nan
rxn01166	-69.98|3.1	nan
rxn01167	-69.98|3.1	nan
rxn01168	-21.55|7.29	-2.58|0.49
rxn01169	-14.03|4.81	-2.98|0.47
rxn01170	-16.31|2.37	39.12|16900.26
rxn01171	0.0|2.18	0.44|0.31
rxn01172	-9.8|6.13	-6.73|1.09
rxn01173	-9.8|6.12	-6.73|1.09
rxn01174	5.22|6.11	5.60|0.72
rxn01175	nan	nan
rxn01176	2.56|0.64	0.50|1.07
rxn01177	74.39|5.31	nan
rxn01178	nan	nan
rxn01179	-0.61|18.03	nan
rxn01180	-25.88|18.04	-39.33|3.29
rxn01181	4.05|7.99	2.91|0.34
rxn01182	-21.55|6.74	-2.68|0.35
rxn01183	-5.29|5.71	-6.35|0.45
rxn01184	-11.5|7.5	-12.75|2.01
rxn01185	-20.02|4.44	nan
rxn01186	0.55|1.12	-8.15|0.54
rxn01187	-22.07|0.99	-14.32|0.38
rxn01188	-22.42|1.52	-28.18|1.32
rxn01189	-95.83|6.29	-105.22|0.86
rxn01190	-95.93|6.36	-107.85|1.16
rxn01191	-95.93|6.34	-107.84|1.16
rxn01192	-95.64|1.71	-77.06|1.32
rxn01193	-72.01|1.75	-63.01|1.30
rxn01194	-12.52|6.34	-17.21|1.86
rxn01195	-0.1|1.85	-2.24|0.81
rxn01196	-0.1|1.85	-2.23|0.81
rxn01197	-83.04|6.34	-41.08|16900.26
rxn01198	-39.48|1.74	-48.51|0.45
rxn01199	-14.03|4.38	-5.41|0.49
rxn01200	-2.08|1.74	0.93|0.47
rxn01201	5.22|6.12	-0.10|0.41
rxn01202	0.75|0.62	2.39|0.45
rxn01203	9.02|0.77	-2.39|0.45
rxn01204	-1.0|0.69	1.56|0.36
rxn01205	-13.39|1.6	-11.94|1.03
rxn01206	nan	nan
rxn01207	-8.14|7.89	-6.04|1.01
rxn01208	3.09|0.82	3.74|1.04
rxn01209	8.83|6.17	19.19|1.69
rxn01210	-6.35|6.44	-7.71|0.92
rxn01211	-0.61|4.5	-1.29|0.22
rxn01212	-26.44|2.4	-21.72|1.43
rxn01213	-22.53|1.41	-17.91|0.67
rxn01214	-22.53|1.41	-17.91|0.67
rxn01215	nan	nan
rxn01216	-7.13|0.52	-8.71|0.57
rxn01217	-5.14|2.66	-5.96|0.61
rxn01218	7.22|2.69	-3.77|0.57
rxn01219	9.53|5.02	-0.58|0.72
rxn01220	-14.03|5.02	-2.39|0.57
rxn01221	-16.34|2.69	-5.58|0.72
rxn01222	-27.3|2.7	-9.26|0.59
rxn01223	-0.27|5.08	-0.98|0.77
rxn01224	-15.88|5.05	-11.22|0.71
rxn01225	-8.88|3.73	67.29|16170.40
rxn01226	-0.73|3.99	-0.53|0.66
rxn01228	7.22|4.31	-2.46|0.67
rxn01229	-16.55|8.5	nan
rxn01230	nan	-127.10|29272.10
rxn01231	-3.09|1.22	-4.56|0.75
rxn01232	9.21|6.3	8.99|0.91
rxn01233	-1.0|1.21	-0.22|0.46
rxn01234	nan	nan
rxn01235	11.89|1.87	45.25|1.10
rxn01236	-6.9|4.32	7.30|0.82
rxn01237	16.55|6.13	16.72|0.79
rxn01238	-16.17|3.95	-291.97|23900.57
rxn01239	3.95|6.28	5.34|0.58
rxn01240	-27.76|1.7	-26.38|1.17
rxn01241	1.55|6.49	1.08|0.23
rxn01242	-9.68|2.2	-7.58|0.79
rxn01243	-9.68|2.26	nan
rxn01244	-9.68|2.23	nan
rxn01245	-9.68|2.26	-6.46|1.01
rxn01246	-137.62|2.53	-139.38|2.21
rxn01247	-9.8|6.37	-8.74|1.51
rxn01248	8.2|6.71	-2.17|1.77
rxn01249	3.67|6.53	6.33|0.51
rxn01250	-21.62|2.52	nan
rxn01251	-25.57|2.56	-22.86|1.25
rxn01252	-28.04|2.47	-25.39|1.14
rxn01253	-2.55|2.39	0.07|0.72
rxn01254	-2.55|2.4	-0.54|0.74
rxn01255	-3.89|1.92	-10.00|0.91
rxn01256	-16.68|1.93	-10.54|1.05
rxn01257	-7.19|2.13	-3.79|0.75
rxn01258	0.0|1.99	0.24|0.41
rxn01259	-3.11|4.34	-2.05|0.21
rxn01261	14.17|6.42	7.31|0.79
rxn01262	-3.8|5.25	12.33|23900.57
rxn01263	-1.14|4.44	-0.50|0.78
rxn01264	0.46|2.18	2.82|0.84
rxn01265	9.6|2.79	0.18|0.72
rxn01266	-105.05|1.55	-74.56|1.34
rxn01267	-0.15|2.11	5.19|1.04
rxn01268	-16.12|6.33	-6.24|2.43
rxn01269	-16.12|6.31	-6.24|2.43
rxn01270	0.0|1.93	-3.17|0.46
rxn01271	-21.75|4.25	-6.57|1.15
rxn01272	-157.58|3.33	-85.16|1.71
