ID	GC	EQ
cpd31714	-97.13|2.3	-131.51|15009.22
cpd31715	-295.09|3.14	-142.40|23900.57
cpd31716	10000000.0|10000000.0	nan
cpd31717	30.02|0.84	186.01|0.72
cpd31718	-139.46|1.26	nan
cpd31719	10000000.0|10000000.0	nan
cpd31720	-62.09|1.66	nan
cpd31721	-352.36|5.69	nan
cpd31722	-73.0|1.03	13.41|1.64
cpd31723	-30.36|1.62	nan
cpd31724	-668.41|4.53	-30.86|3.57
cpd31725	10000000.0|10000000.0	nan
cpd31726	-195.82|0.51	-127.86|0.25
cpd31727	-14.71|1.17	nan
cpd31728	10000000.0|10000000.0	nan
cpd31729	-55.11|1.63	453.86|2.05
cpd31730	-1063.68|5.56	177.71|33800.52
cpd31731	-614.97|6.09	399.55|17.27
cpd31732	-115.45|0.8	40.92|0.69
cpd31733	150.03|7.56	742.75|5.83
cpd31734	15.13|2.05	nan
cpd31735	-29.11|3.12	nan
cpd31736	-90.95|4.18	nan
cpd31737	-446.45|2.89	nan
cpd31738	-58.27|6.82	10.03|56445.16
cpd31739	-402.14|2.91	-3.74|1.16
cpd31740	10000000.0|10000000.0	364.43|4.39
cpd31741	-77.22|0.53	nan
cpd31742	-144.97|3.27	-39.20|23900.57
cpd31743	-154.0|2.23	-129.93|16900.26
cpd31744	-808.26|4.27	-404.19|2.71
cpd31745	10000000.0|10000000.0	nan
cpd31746	-815.77|3.62	-374.80|1.97
cpd31747	-502.76|1.12	-347.25|0.37
cpd31748	-123.16|0.42	-31.97|0.36
cpd31749	-24.28|2.38	nan
cpd31750	19.13|13.21	nan
cpd31751	157.84|6.06	690.55|5.16
cpd31752	-20.93|1.5	280.49|1.45
cpd31753	46.96|6.94	331.29|56445.16
cpd31754	-161.47|3.02	-120.01|3.95
cpd31755	-537.48|3.62	430.12|16900.26
cpd31756	-254.36|1.9	nan
cpd31757	-691.14|4.11	-64.35|3.01
cpd31758	28.3|3.97	nan
cpd31759	113.44|3.83	nan
cpd31760	-254.12|4.53	nan
cpd31761	28.53|3.47	nan
cpd31762	-104.59|1.65	-144.25|23900.57
cpd31763	214.02|6.63	nan
cpd31764	-33.89|1.68	26.28|1.44
cpd31765	-221.08|1.17	nan
cpd31766	10000000.0|10000000.0	nan
cpd31767	-432.42|2.75	nan
cpd31768	10000000.0|10000000.0	nan
cpd31769	-470.95|4.12	nan
cpd31770	-2.19|0.94	96.03|0.47
cpd31771	-152.02|1.74	-77.35|1.65
cpd31772	10000000.0|10000000.0	nan
cpd31773	-22.57|9.52	319.40|75153.24
cpd31774	10000000.0|10000000.0	nan
cpd31775	-142.91|7.14	229.92|56445.16
cpd31776	-251.87|3.16	-70.34|23900.57
cpd31777	-159.8|2.66	-13.65|2.60
cpd31778	84.1|6.19	1120.11|7.24
cpd31779	146.62|2.9	638.61|23900.57
cpd31780	30.77|3.94	nan
cpd31781	-208.68|3.23	-2.38|16170.40
cpd31782	10000000.0|10000000.0	nan
cpd31783	-161.32|1.33	nan
cpd31784	-16.2|3.4	nan
cpd31785	-811.65|3.74	nan
cpd31786	-104.49|0.94	nan
cpd31787	-394.12|1.32	-295.52|0.32
cpd31788	-160.77|1.25	73.64|1.19
cpd31789	0.97|3.36	142.23|23900.57
cpd31790	-1180.9|8.97	454.64|41397.01
cpd31791	nan	nan
cpd31792	-616.64|4.56	487.58|16900.26
cpd31793	-120.92|3.48	59.99|25051.08
cpd31794	10000000.0|10000000.0	nan
cpd31795	165.16|6.41	675.01|5.20
cpd31796	35.41|3.18	nan
cpd31797	-664.9|3.61	-513.44|16170.40
cpd31798	57.15|2.2	nan
cpd31799	10000000.0|10000000.0	nan
cpd31800	-357.93|1.8	-228.92|1.10
cpd31801	-6.43|6.47	1529.02|7.18
cpd31802	-143.65|2.43	nan
cpd31803	-1028.88|5.44	173.75|33800.52
cpd31804	-663.94|7.31	515.98|7.12
cpd31805	-605.24|2.77	-360.72|1.65
cpd31806	-1.16|6.64	nan
cpd31807	10000000.0|10000000.0	-46.09|23900.57
cpd31808	-90.53|0.9	6.74|0.66
cpd31809	-1251.53|8.6	257.89|33800.52
cpd31810	-55.42|0.63	nan
cpd31811	10000000.0|10000000.0	nan
cpd31812	10000000.0|10000000.0	nan
cpd31813	10000000.0|10000000.0	nan
cpd31814	-121.44|6.32	nan
cpd31815	37.67|3.12	nan
cpd31816	-133.08|2.14	-31.55|23900.57
cpd31817	-306.39|2.48	nan
cpd31818	132.27|4.08	nan
cpd31819	10000000.0|10000000.0	nan
cpd31820	10000000.0|10000000.0	nan
cpd31821	-413.67|2.77	-130.16|0.93
cpd31822	nan	nan
cpd31823	-729.73|3.8	-232.63|2.46
cpd31824	-174.59|1.62	nan
cpd31825	-26.95|2.99	31.82|1.87
cpd31826	-168.03|2.12	-76.22|1.22
cpd31827	50.97|3.44	nan
cpd31828	-77.4|2.37	-79.77|15009.22
cpd31829	11.55|3.7	277.18|2.48
cpd31830	-775.67|3.77	-259.65|2.40
cpd31831	-57.97|1.48	368.17|1.72
cpd31832	-104.59|0.53	21.72|0.48
cpd31833	-239.42|0.83	-147.62|1.77
cpd31834	20.53|2.77	nan
cpd31835	-39.18|0.77	84.62|1.33
cpd31836	-57.25|0.45	29.87|23900.57
cpd31837	nan	nan
cpd31838	-71.3|4.4	119.81|23043.64
cpd31839	10000000.0|10000000.0	nan
cpd31840	-131.61|1.08	nan
cpd31841	10000000.0|10000000.0	431.29|23900.57
cpd31842	-203.8|0.96	-114.25|0.72
cpd31843	-10.11|3.63	nan
cpd31844	10000000.0|10000000.0	nan
cpd31845	-131.8|1.09	nan
cpd31846	-272.9|2.0	-88.21|1.04
cpd31847	-59.79|6.88	nan
cpd31848	-682.42|6.11	-215.32|1.73
cpd31849	-71.24|1.31	nan
cpd31850	-459.47|11.97	nan
cpd31851	-447.22|2.87	-192.43|16900.26
cpd31852	-117.87|1.16	44.94|0.88
cpd31853	-503.62|1.64	-345.58|0.36
cpd31854	-45.18|8.23	nan
cpd31855	-153.02|3.7	-64.38|23900.57
cpd31856	-197.17|0.82	-138.55|0.75
cpd31857	-194.91|1.51	-135.51|0.63
cpd31858	-671.46|3.71	-497.91|16170.40
cpd31859	-175.5|1.36	-59.89|2.30
cpd31860	128.02|6.06	618.99|5.19
cpd31861	-1174.32|5.8	-568.64|16900.26
cpd31862	-715.02|3.47	-429.90|1.69
cpd31863	nan	nan
cpd31864	-523.94|4.64	-153.77|1.42
cpd31865	-27.0|1.58	28.19|1.02
cpd31866	-128.15|3.82	-119.09|30018.44
cpd31867	-72.46|2.36	546.10|2.51
cpd31868	-889.26|7.47	492.51|16900.26
cpd31869	-25.81|1.96	112.06|1.63
cpd31870	-448.07|2.88	-78.95|1.43
cpd31871	21.99|1.37	394.77|1.77
cpd31872	-45.35|3.04	nan
cpd31873	-276.0|1.67	-99.95|0.65
cpd31874	-766.58|3.82	nan
cpd31875	-1025.64|5.55	216.07|33800.52
cpd31876	-346.88|0.9	-229.88|1.03
cpd31877	-125.24|3.41	743.58|3.36
cpd31878	324.69|6.7	1436.13|7.79
cpd31879	81.24|2.63	nan
cpd31880	-307.36|1.76	-129.81|0.65
cpd31881	10000000.0|10000000.0	79.44|23900.57
cpd31882	-101.26|0.86	-64.55|0.53
cpd31883	-25.19|1.6	108.03|1.04
cpd31884	-835.99|3.96	-180.40|2.46
cpd31885	-321.73|2.68	-51.78|0.89
cpd31886	-802.37|3.99	-149.89|2.72
cpd31887	-183.33|3.06	-84.60|4.19
cpd31888	-179.73|0.82	-63.37|0.28
cpd31889	-119.93|0.31	-30.94|0.25
cpd31890	-193.4|9.85	nan
cpd31891	-376.76|3.02	-163.27|0.54
cpd31892	-22.21|1.57	nan
cpd31893	-444.74|0.63	nan
cpd31894	-335.47|6.51	nan
cpd31895	-178.44|1.37	nan
cpd31896	10000000.0|10000000.0	-401.28|23900.57
cpd31897	nan	nan
cpd31898	-713.5|4.04	-63.36|2.89
cpd31899	-394.19|3.45	nan
cpd31900	-786.93|3.7	-291.15|2.24
cpd31901	-26.82|1.04	144.72|0.99
cpd31902	78.88|2.88	181.58|1.94
cpd31903	-122.12|1.38	-41.20|0.98
cpd31904	56.5|3.37	nan
cpd31905	-113.52|1.99	5.49|23900.57
cpd31906	-317.85|1.57	72.14|1.57
cpd31907	-74.5|0.65	85.47|0.64
cpd31908	10000000.0|10000000.0	135.61|2.20
cpd31909	10000000.0|10000000.0	344.35|3.80
cpd31910	-177.69|7.79	379.58|47801.15
cpd31911	10000000.0|10000000.0	nan
cpd31912	-493.36|4.5	-151.88|1.12
cpd31913	-50.8|1.34	nan
cpd31914	10000000.0|10000000.0	nan
cpd31915	-390.53|8.06	1725.63|7.97
cpd31916	10000000.0|10000000.0	nan
cpd31917	-146.72|3.52	11.12|23900.57
cpd31918	56.73|4.64	nan
cpd31919	-849.79|3.86	-494.79|2.50
cpd31920	-250.2|1.94	-102.52|0.97
cpd31921	-832.91|3.72	-374.51|2.38
cpd31922	-90.45|1.49	nan
cpd31923	-239.12|1.34	-184.04|0.81
cpd31924	13.59|1.93	193.52|2.10
cpd31925	-371.11|3.05	-127.75|0.75
cpd31926	-176.4|1.61	nan
cpd31927	-118.53|2.36	-69.88|2.67
cpd31928	-188.95|0.79	-202.72|16900.26
cpd31929	-400.92|0.6	-338.17|1.70
cpd31930	10000000.0|10000000.0	nan
cpd31931	-354.88|4.15	204.29|7504.62
cpd31932	-182.05|1.5	-64.31|0.26
cpd31933	10000000.0|10000000.0	nan
cpd31934	10000000.0|10000000.0	nan
cpd31935	-261.49|1.25	-167.59|0.97
cpd31936	-59.41|2.31	nan
cpd31937	-590.94|2.77	-390.86|1.81
cpd31938	-155.73|1.62	nan
cpd31939	-268.66|0.89	-162.25|0.33
cpd31940	10000000.0|10000000.0	nan
cpd31941	nan	nan
cpd31942	87.11|1.94	nan
cpd31943	-18.46|3.99	nan
cpd31944	10000000.0|10000000.0	nan
cpd31945	-146.28|1.52	-124.18|47801.15
cpd31946	-93.39|2.35	-0.06|23900.57
cpd31947	-810.39|3.99	-139.07|2.66
cpd31948	10000000.0|10000000.0	nan
cpd31949	-284.52|1.87	-77.71|1.04
cpd31950	104.16|4.48	nan
cpd31951	36.49|1.59	175.29|1.27
cpd31952	-162.73|1.82	2.81|1.19
cpd31953	-231.64|3.88	nan
cpd31954	nan	nan
cpd31955	-679.59|3.06	nan
cpd31956	-11.01|2.15	282.49|1.75
cpd31957	30.27|2.71	-11.89|15009.22
cpd31958	10000000.0|10000000.0	nan
cpd31959	-108.68|4.06	nan
cpd31960	10000000.0|10000000.0	nan
cpd31961	-1069.96|1.47	-966.93|2.01
cpd31962	10000000.0|10000000.0	nan
cpd31963	-716.74|3.96	-105.68|2.77
cpd31964	-458.16|3.8	549.13|16900.26
cpd31965	-213.96|2.35	-158.55|3.27
cpd31966	10000000.0|10000000.0	233.74|23900.57
cpd31967	-195.96|2.85	-124.40|23900.57
cpd31968	64.16|3.1	nan
cpd31969	-617.58|4.76	17.32|3.70
cpd31970	-53.42|9.87	nan
cpd31971	-69.02|1.46	nan
cpd31972	-42.1|0.31	nan
cpd31973	-412.77|2.67	-282.10|0.94
cpd31974	10000000.0|10000000.0	-79.32|37523.05
cpd31975	-114.46|1.5	nan
cpd31976	147.33|6.23	nan
cpd31977	-223.67|1.39	-18.70|1.35
cpd31978	10000000.0|10000000.0	nan
cpd31979	10000000.0|10000000.0	nan
cpd31980	-105.7|2.13	nan
cpd31981	-263.41|2.32	-75.96|23900.57
cpd31982	-639.94|4.54	18.31|3.53
cpd31983	-729.18|4.09	-102.70|2.95
cpd31984	10000000.0|10000000.0	nan
cpd31985	-137.72|0.62	-80.11|0.24
cpd31986	-13.17|2.63	nan
cpd31987	10000000.0|10000000.0	nan
cpd31988	-47.21|2.54	nan
cpd31989	10000000.0|10000000.0	nan
cpd31990	-357.12|3.14	320.44|3.10
cpd31991	-832.88|4.17	-129.86|2.79
cpd31992	89.44|2.73	456.94|3.26
cpd31993	-357.08|0.42	-278.47|0.24
cpd31994	-469.74|5.01	nan
cpd31995	-430.11|1.33	-314.18|0.45
cpd31996	33.61|3.43	93.34|23900.57
cpd31997	-149.07|1.87	118.44|1.25
cpd31998	-16.28|2.39	224.36|2.07
cpd31999	nan	nan
cpd32000	17.41|4.81	nan
cpd32001	-78.84|0.45	71.41|0.54
cpd32002	-775.67|3.77	-259.65|2.40
cpd32003	-217.27|4.09	nan
cpd32004	-117.09|1.71	-55.12|1.02
cpd32005	10000000.0|10000000.0	-15.56|23900.57
cpd32006	-139.66|2.85	-15.60|2.40
cpd32007	-127.58|1.12	9.32|1.18
cpd32008	-643.18|4.48	-24.01|3.43
cpd32009	-41.7|2.34	169.75|2.00
cpd32010	-108.81|1.05	5.69|23900.57
cpd32011	-150.95|0.85	-73.84|1.03
cpd32012	-101.76|6.82	62.19|56445.16
cpd32013	-718.62|2.66	-635.46|16170.40
cpd32014	-234.76|3.49	nan
cpd32015	-87.02|0.62	-21.59|0.46
cpd32016	-1.32|7.15	246.78|56445.16
cpd32017	-119.2|2.0	-68.31|2.86
cpd32018	-190.01|4.73	-173.08|23900.57
cpd32019	-671.12|6.46	-144.28|2.51
cpd32020	-626.37|7.26	nan
cpd32021	-197.95|1.33	-66.33|1.18
cpd32022	2.88|5.08	nan
cpd32023	-61.26|0.83	25.19|1.25
cpd32024	-796.14|4.04	-141.11|2.55
cpd32025	-432.58|4.41	-168.53|23900.57
cpd32026	-112.59|1.03	126.62|0.95
cpd32027	nan	nan
cpd32028	-109.12|1.2	78.27|1.29
cpd32029	11.55|3.7	277.18|2.48
cpd32030	-190.24|1.44	-128.46|1.77
cpd32031	10000000.0|10000000.0	nan
cpd32032	10000000.0|10000000.0	nan
cpd32033	-394.36|4.28	nan
cpd32034	51.32|5.89	nan
cpd32035	10000000.0|10000000.0	29.46|45027.66
cpd32036	-719.98|3.9	-147.99|2.66
cpd32037	-741.97|4.02	-112.53|2.89
cpd32038	-151.38|1.12	-55.47|1.09
cpd32039	-44.55|3.11	nan
cpd32040	158.51|6.16	nan
cpd32041	-52.54|4.09	nan
cpd32042	-88.73|2.17	51.19|2.62
cpd32043	-115.64|0.89	62.61|0.77
cpd32044	-19.38|6.17	nan
cpd32045	10000000.0|10000000.0	nan
cpd32046	-364.62|4.1	-197.59|23900.57
cpd32047	1.55|2.26	nan
cpd32048	-355.06|10.2	nan
cpd32049	-215.26|5.16	nan
cpd32050	14.31|3.02	158.84|2.30
cpd32051	10000000.0|10000000.0	nan
cpd32052	-44.31|2.5	237.83|1.85
cpd32053	-144.79|3.01	-63.17|23900.57
cpd32054	-85.02|6.82	-37.75|56445.16
cpd32055	-158.63|2.83	-111.34|3.83
cpd32056	-35.07|3.77	nan
cpd32057	-141.69|0.63	-25.01|0.26
cpd32058	-210.41|3.9	nan
cpd32059	240.42|5.18	1123.12|6.04
cpd32060	-63.79|2.54	-63.61|2.31
cpd32061	-30.42|3.66	nan
cpd32062	-306.26|2.97	-54.75|0.91
cpd32063	-118.9|0.59	-42.41|0.53
cpd32064	0.77|6.64	nan
cpd32065	-135.9|2.3	17.18|23900.57
cpd32066	-525.6|4.51	-194.60|1.55
cpd32067	308.82|10.24	1954.78|11.91
cpd32068	-263.41|2.32	-75.70|23900.57
cpd32069	-760.35|3.6	-358.06|2.12
cpd32070	10000000.0|10000000.0	nan
cpd32071	10000000.0|10000000.0	nan
cpd32072	-358.01|4.05	-176.22|23900.57
cpd32073	-801.19|3.89	-184.37|2.41
cpd32074	14.35|2.97	nan
cpd32075	12.57|1.23	225.39|1.00
cpd32076	24.9|4.98	nan
cpd32077	36.95|3.01	322.83|2.24
cpd32078	7.73|3.92	nan
cpd32079	-45.8|0.91	203.47|0.82
cpd32080	1.89|0.94	116.35|1.12
cpd32081	-295.63|1.38	nan
cpd32082	10000000.0|10000000.0	nan
cpd32083	6.65|3.03	307.05|2.86
cpd32084	-588.59|2.73	-375.73|0.60
cpd32085	-51.28|1.33	nan
cpd32086	-367.12|3.05	-133.05|1.32
cpd32087	-385.64|3.42	413.62|16900.26
cpd32088	10000000.0|10000000.0	nan
cpd32089	-533.33|3.99	-141.86|2.63
cpd32090	-134.06|4.47	-78.41|15009.22
cpd32091	17.6|9.91	296.63|75153.24
cpd32092	-634.53|1.6	-476.32|2.17
cpd32093	-150.43|1.11	0.60|0.88
cpd32094	10000000.0|10000000.0	nan
cpd32095	-32.6|5.03	nan
cpd32096	17.0|6.92	334.31|56445.16
cpd32097	-288.28|2.72	-69.29|23900.57
cpd32098	-146.05|1.32	nan
cpd32099	-60.86|0.46	39.48|0.44
cpd32100	-2.97|2.91	203.95|15009.22
cpd32101	-842.6|3.91	-256.81|2.40
cpd32102	10000000.0|10000000.0	nan
cpd32103	-15.46|2.8	139.72|3.71
cpd32104	-180.0|1.22	-59.59|0.96
cpd32105	-105.77|0.92	-37.03|0.75
cpd32106	15.81|1.33	267.70|1.16
cpd32107	172.09|4.18	nan
cpd32108	-156.74|1.25	-140.30|16900.26
cpd32109	-7.93|3.97	nan
cpd32110	10000000.0|10000000.0	nan
cpd32111	nan	nan
cpd32112	90.13|2.15	nan
cpd32113	-807.67|3.75	-269.00|2.18
cpd32114	-214.97|10.76	58.37|84667.75
cpd32115	-20.12|3.96	197.52|23900.57
cpd32116	-125.06|1.2	-55.07|0.82
cpd32117	-722.58|5.15	611.75|33800.52
cpd32118	-183.37|1.43	-41.66|0.65
cpd32119	-591.06|5.7	-230.07|23900.57
cpd32120	-147.18|3.08	-10.46|2.73
cpd32121	-52.78|0.96	74.12|1.89
cpd32122	-461.59|1.95	nan
cpd32123	10000000.0|10000000.0	nan
cpd32124	-28.95|0.89	206.20|0.88
cpd32125	-48.53|1.54	nan
cpd32126	-27.12|4.2	nan
cpd32127	-44.7|0.83	nan
cpd32128	-362.57|2.49	-187.30|1.67
cpd32129	-606.28|2.71	115.59|16900.26
cpd32130	-69.07|2.29	546.58|2.37
cpd32131	2.83|2.19	167.22|23900.57
cpd32132	10000000.0|10000000.0	nan
cpd32133	-261.5|1.5	nan
cpd32134	-335.86|2.66	312.59|2.77
cpd32135	-103.89|2.85	155.49|2.14
cpd32136	-37.76|0.75	84.42|0.93
cpd32137	18.78|1.06	120.40|0.83
cpd32138	-221.08|1.17	nan
cpd32139	-115.77|2.98	nan
cpd32140	-71.3|3.77	nan
cpd32141	-77.22|0.53	92.57|0.61
cpd32142	-252.93|1.8	nan
cpd32143	58.57|6.47	nan
cpd32144	10000000.0|10000000.0	nan
cpd32145	-50.09|1.03	7.99|0.77
cpd32146	-12.02|4.66	139.30|7504.61
cpd32147	-444.83|2.9	nan
cpd32148	63.35|3.31	nan
cpd32149	-152.01|3.41	-54.42|23900.57
cpd32150	-56.18|4.69	nan
cpd32151	-209.59|6.6	nan
cpd32152	10000000.0|10000000.0	nan
cpd32153	10000000.0|10000000.0	447.52|23900.57
cpd32154	-376.09|2.77	-164.11|0.61
cpd32155	-319.4|7.3	nan
cpd32156	-125.11|2.49	-81.22|15009.22
cpd32157	-132.02|4.85	nan
cpd32158	10000000.0|10000000.0	nan
cpd32159	-88.38|0.99	-15.70|0.78
cpd32160	-78.03|4.7	nan
cpd32161	-260.56|2.92	nan
cpd32162	23.66|1.72	108.96|1.19
cpd32163	-239.77|1.73	nan
cpd32164	-235.6|7.18	-37.76|58920.92
cpd32165	-18.69|3.0	253.58|2.63
cpd32166	-535.24|4.53	nan
cpd32167	-721.67|3.83	-190.31|2.55
cpd32168	10000000.0|10000000.0	264.52|23900.57
cpd32169	-325.14|3.94	-148.30|23900.57
cpd32170	-376.76|3.02	nan
cpd32171	22.3|1.66	391.72|1.55
cpd32172	-369.67|3.07	436.29|16900.26
cpd32173	24.72|2.52	nan
cpd32174	-149.76|1.49	-83.97|0.97
cpd32175	-25.53|2.42	nan
cpd32176	10000000.0|10000000.0	nan
cpd32177	nan	nan
cpd32178	35.86|3.68	nan
cpd32179	10000000.0|10000000.0	nan
cpd32180	-67.71|2.27	200.78|2.44
cpd32181	-110.58|2.02	96.35|15009.22
cpd32182	-693.72|6.03	nan
cpd32183	-91.19|0.93	42.60|1.81
cpd32184	-176.4|1.61	-28.81|0.56
cpd32185	28.44|1.31	nan
cpd32186	10000000.0|10000000.0	nan
cpd32187	-287.77|3.45	471.03|29272.11
cpd32188	-46.94|4.17	101.25|23900.57
cpd32189	-137.48|5.01	192.81|33800.52
cpd32190	2.02|0.98	183.38|0.91
cpd32191	-100.94|0.79	nan
cpd32192	-430.78|1.51	-313.34|0.28
cpd32193	-142.07|2.2	nan
cpd32194	-90.96|1.72	nan
cpd32195	-131.61|3.23	237.13|2.39
cpd32196	-657.73|10.24	nan
cpd32197	-115.26|0.54	nan
cpd32198	-368.18|3.08	nan
cpd32199	10000000.0|10000000.0	-84.61|23900.57
cpd32200	-31.36|2.22	nan
cpd32201	6.12|4.82	913.43|5.81
cpd32202	-288.13|1.61	nan
cpd32203	-295.25|4.43	nan
cpd32204	10000000.0|10000000.0	274.39|69247.21
cpd32205	-289.43|2.23	180.24|1.48
cpd32206	10000000.0|10000000.0	nan
cpd32207	-720.67|3.22	-465.44|1.40
cpd32208	-48.65|0.97	124.34|0.90
cpd32209	10000000.0|10000000.0	-221.42|23900.57
cpd32210	-385.89|3.65	35.73|3.32
cpd32211	-193.47|0.89	-25.48|0.72
cpd32212	-9.36|9.47	nan
cpd32213	34.26|5.22	nan
cpd32214	-82.8|0.86	-42.75|0.43
cpd32215	-261.5|1.5	-173.56|0.29
cpd32216	-50.07|0.81	40.68|0.62
cpd32217	10000000.0|10000000.0	nan
cpd32218	-388.88|3.28	371.31|16900.26
cpd32219	-79.17|0.69	12.05|0.87
cpd32220	-257.37|3.75	-198.69|22153.59
cpd32221	-217.59|1.32	-39.76|1.14
cpd32222	53.71|2.97	nan
cpd32223	-346.02|3.09	-119.66|2.22
cpd32224	-1404.94|7.77	nan
cpd32225	-764.3|3.94	-152.47|2.68
cpd32226	-78.09|1.79	nan
cpd32227	-411.61|2.73	nan
cpd32228	-179.13|0.59	-151.39|0.38
cpd32229	-38.03|0.58	115.33|0.55
cpd32230	-76.45|0.79	4.94|0.94
cpd32231	72.73|9.74	1641.90|11.36
cpd32232	-554.55|5.43	-285.69|2.31
cpd32233	-59.7|2.77	70.65|0.83
cpd32234	94.3|2.33	nan
cpd32235	-374.39|5.91	81.84|23900.57
cpd32236	-1303.06|6.74	-664.38|59734.60
cpd32237	-217.74|9.37	nan
cpd32238	10000000.0|10000000.0	nan
cpd32239	21.2|2.38	nan
cpd32240	0.05|1.61	271.52|1.82
cpd32241	38.02|1.71	nan
cpd32242	-94.16|1.08	-31.76|0.72
cpd32243	-114.21|1.02	105.46|0.92
cpd32244	10000000.0|10000000.0	nan
cpd32245	-640.84|3.33	106.24|3.03
cpd32246	-25.8|0.9	115.07|0.85
cpd32247	-766.58|3.82	-166.65|2.40
cpd32248	-71.78|0.88	90.11|1.04
cpd32249	-718.43|3.89	-147.99|2.66
cpd32250	-20.6|1.8	205.29|1.99
cpd32251	-201.87|1.61	-66.74|1.42
cpd32252	-55.78|3.57	nan
cpd32253	-767.57|3.93	-153.86|2.66
cpd32254	-326.78|3.22	490.02|29272.11
cpd32255	-247.21|3.16	-58.61|23900.57
cpd32256	-119.92|7.21	206.70|56445.16
cpd32257	-26.48|2.31	nan
cpd32258	-25.98|0.6	152.13|0.66
cpd32259	-355.43|1.08	-177.76|0.95
cpd32260	-60.25|1.57	32.15|1.02
cpd32261	-35.78|2.37	-61.34|28222.58
cpd32262	10000000.0|10000000.0	nan
cpd32263	10000000.0|10000000.0	nan
cpd32264	-175.46|0.91	-59.01|1.09
cpd32265	10000000.0|10000000.0	nan
cpd32266	nan	nan
cpd32267	nan	nan
cpd32268	-70.64|1.26	54.53|1.23
cpd32269	-237.63|2.15	172.50|1.88
cpd32270	-258.73|3.19	211.34|23900.57
cpd32271	-739.17|3.9	-125.85|2.61
cpd32272	-13.16|1.06	77.49|0.79
cpd32273	-141.15|1.6	25.60|0.82
cpd32274	-619.88|4.43	445.28|16900.26
cpd32275	-470.31|11.96	5.37|84667.75
cpd32276	-154.73|0.73	-60.49|0.66
cpd32277	-644.08|3.2	63.92|2.87
cpd32278	10000000.0|10000000.0	nan
cpd32279	nan	nan
cpd32280	10000000.0|10000000.0	nan
cpd32281	-23.69|12.83	372.88|100204.32
cpd32282	-885.77|3.65	nan
cpd32283	-225.44|0.99	-90.41|0.36
cpd32284	-2333.56|14.61	nan
cpd32285	-383.64|1.97	-258.71|1.26
cpd32286	60.28|3.75	nan
cpd32287	-59.57|2.43	92.22|23900.57
cpd32288	-423.36|3.68	545.16|16900.26
cpd32289	-779.84|4.52	263.67|3.89
cpd32290	-33.89|1.68	-49.77|15009.22
cpd32291	90.18|5.64	nan
cpd32292	-302.47|3.1	nan
cpd32293	53.28|2.01	nan
cpd32294	10000000.0|10000000.0	nan
cpd32295	-94.14|1.1	39.67|1.49
cpd32296	-375.17|0.98	nan
cpd32297	10000000.0|10000000.0	nan
cpd32298	-122.35|2.88	15.47|2.21
cpd32299	10000000.0|10000000.0	nan
cpd32300	-115.57|2.49	243.90|4.96
cpd32301	-681.24|3.07	-405.28|1.53
cpd32302	-400.3|0.34	-351.06|0.30
cpd32303	30.29|1.25	169.98|1.20
cpd32304	-122.53|0.35	nan
cpd32305	10000000.0|10000000.0	nan
cpd32306	-97.44|1.38	nan
cpd32307	-3247.13|18.96	nan
cpd32308	-234.71|1.25	nan
cpd32309	-52.4|3.34	777.89|3.36
cpd32310	-654.68|4.55	449.25|16900.26
cpd32311	-13.45|1.36	61.82|11521.82
cpd32312	-865.64|8.29	381.43|7.28
cpd32313	-167.04|3.95	-86.83|15009.22
cpd32314	-750.34|3.16	-518.39|1.48
cpd32315	-39.57|2.15	28.63|1.84
cpd32316	-75.6|0.6	113.73|0.69
cpd32317	10000000.0|10000000.0	nan
cpd32318	-624.99|5.76	-289.89|23900.57
cpd32319	10000000.0|10000000.0	nan
cpd32320	-531.46|7.11	784.65|16900.26
cpd32321	nan	nan
cpd32322	-55.24|1.95	nan
cpd32323	-499.44|3.63	468.48|16900.26
cpd32324	6.05|2.42	82.88|2.90
cpd32325	-73.01|2.42	594.58|2.58
cpd32326	-76.58|0.68	129.04|0.67
cpd32327	-126.63|4.35	nan
cpd32328	15.65|2.27	64.85|1.14
cpd32329	-949.56|5.55	292.76|33800.52
cpd32330	-244.29|9.32	nan
cpd32331	nan	nan
cpd32332	43.94|6.61	nan
cpd32333	-503.62|1.64	-347.75|0.35
cpd32334	10000000.0|10000000.0	nan
cpd32335	nan	nan
cpd32336	-19.35|1.32	238.18|1.28
cpd32337	-74.12|1.32	292.06|1.23
cpd32338	-96.02|1.83	85.62|15009.22
cpd32339	-191.69|0.43	-135.19|0.40
cpd32340	-39.87|2.82	-5.18|16170.40
cpd32341	-147.82|1.85	-38.60|2.10
cpd32342	-124.75|1.21	nan
cpd32343	-811.0|7.22	-400.45|23900.57
cpd32344	-1756.53|16.59	nan
cpd32345	81.79|3.12	nan
cpd32346	34.21|5.32	1017.76|6.40
cpd32347	-262.86|3.96	179.78|23900.57
cpd32348	10000000.0|10000000.0	nan
cpd32349	10000000.0|10000000.0	nan
cpd32350	-123.73|1.17	-113.37|16900.26
cpd32351	-141.65|1.35	-89.29|47801.15
cpd32352	-354.19|2.34	nan
cpd32353	-54.91|0.57	nan
cpd32354	14.08|4.33	nan
cpd32355	-218.28|1.54	-101.72|0.27
cpd32356	nan	nan
cpd32357	-66.47|0.8	42.75|0.60
cpd32358	10000000.0|10000000.0	nan
cpd32359	-505.15|3.46	128.19|2.65
cpd32360	-159.27|0.55	-22.53|0.49
cpd32361	-116.13|1.82	nan
