ID	GF	EQ
cpd26424	-80.8|2.63	-18.75|16170.40
cpd26425	-464.6|2.64	nan
cpd26427	-394.89|1.92	nan
cpd26428	-394.89|1.92	129.35|16900.26
cpd26429	-401.37|1.61	44.83|16900.26
cpd26430	-404.61|1.46	nan
cpd26431	-329.7|1.56	114.93|16900.26
cpd26432	-332.94|1.4	nan
cpd26433	-323.22|1.88	199.46|16900.26
cpd26434	-398.13|1.77	87.09|16900.26
cpd26435	-329.7|1.56	nan
cpd26436	-804.43|3.82	-227.55|2.28
cpd26437	-401.37|1.61	nan
cpd26438	-326.46|1.72	158.63|16900.26
cpd26439	-332.94|1.4	nan
cpd26440	-437.39|3.79	523.41|16900.26
cpd26441	-447.11|3.3	396.62|16900.26
cpd26442	-417.95|4.78	776.99|16900.26
cpd26443	-427.67|4.28	650.20|16900.26
cpd26444	-364.86|4.23	nan
cpd26445	-404.61|1.46	3.99|16900.26
cpd26446	-1238.83|10.51	-352.95|176135.81
cpd26447	-293.19|4.22	nan
cpd26448	-358.38|4.44	nan
cpd26449	-286.71|4.43	nan
cpd26450	-323.22|1.88	200.89|16900.26
cpd26451	-580.68|2.84	nan
cpd26452	10000000.0|10000000.0	nan
cpd26453	-667.05|3.03	-504.64|23900.57
cpd26454	-164.12|0.51	-43.30|1.02
cpd26455	-1238.83|10.51	-383.11|157290.22
cpd26456	-879.85|4.02	nan
cpd26457	-81.96|0.51	15.63|0.53
cpd26458	28.39|5.36	nan
cpd26459	-2818.46|14.48	nan
cpd26460	10000000.0|10000000.0	155.41|2.84
cpd26461	-82.98|0.99	-30.70|0.66
cpd26462	-163.5|1.86	-74.96|25051.08
cpd26463	-368.18|2.84	nan
cpd26464	-318.96|3.33	nan
cpd26465	-17.04|1.91	60.06|2.07
cpd26466	nan	nan
cpd26467	10000000.0|10000000.0	nan
cpd26468	10000000.0|10000000.0	nan
cpd26469	nan	nan
cpd26470	nan	nan
cpd26471	nan	nan
cpd26472	nan	nan
cpd26473	21.33|1.54	370.86|1.53
cpd26474	10000000.0|10000000.0	nan
cpd26475	-599.53|1.9	nan
cpd26476	-148.52|1.85	nan
cpd26477	nan	nan
cpd26478	nan	nan
cpd26479	-160.57|0.46	-73.50|0.35
cpd26480	-310.85|4.95	346.16|4.12
cpd26481	10000000.0|10000000.0	nan
cpd26482	69.43|2.74	nan
cpd26483	nan	nan
cpd26484	nan	nan
cpd26485	nan	nan
cpd26486	nan	nan
cpd26487	nan	nan
cpd26488	nan	nan
cpd26489	-188.05|1.09	-60.85|1.30
cpd26490	43.57|2.31	70.58|16170.40
cpd26491	10000000.0|10000000.0	64.23|23900.57
cpd26492	-70.31|0.3	8.88|0.19
cpd26493	nan	nan
cpd26494	nan	nan
cpd26495	nan	nan
cpd26496	10000000.0|10000000.0	nan
cpd26497	nan	nan
cpd26498	-99.28|1.34	57.34|1.74
cpd26499	nan	nan
cpd26500	nan	nan
cpd26501	nan	nan
cpd26502	nan	nan
cpd26503	nan	nan
cpd26504	10000000.0|10000000.0	nan
cpd26505	-383.92|1.97	-152.62|0.55
cpd26506	24.66|2.6	86.32|1.06
cpd26507	-99.32|1.12	nan
cpd26508	-542.2|2.61	-460.19|0.86
cpd26509	-72.51|3.46	160.91|28856.88
cpd26510	-337.58|0.91	-269.58|0.37
cpd26511	-349.25|0.46	-269.16|0.37
cpd26512	-396.73|0.58	nan
cpd26513	10000000.0|10000000.0	nan
cpd26514	-574.72|4.24	-304.36|1.56
cpd26515	-123.07|1.16	-21.51|1.03
cpd26516	-12.52|1.72	105.53|1.28
cpd26517	-47.77|1.08	52.00|0.96
cpd26518	-980.27|1.34	-850.22|1.99
cpd26519	-564.27|1.3	-432.63|1.80
cpd26520	-498.43|3.95	-275.89|3.10
cpd26521	-218.04|1.41	-100.92|0.34
cpd26522	-218.04|1.41	-100.92|0.34
cpd26523	10000000.0|10000000.0	nan
cpd26524	-143.17|2.6	-24.74|1.66
cpd26525	-256.27|3.01	-140.46|0.77
cpd26526	-261.94|1.31	-135.93|23900.57
cpd26527	-155.97|1.18	nan
cpd26528	-48.07|1.05	23.78|1.75
cpd26529	10000000.0|10000000.0	nan
cpd26530	-369.8|3.08	86.21|23900.57
cpd26531	-321.28|3.06	-117.32|1.88
cpd26532	-41.57|1.45	nan
cpd26533	-627.4|3.55	nan
cpd26534	19.94|2.1	nan
cpd26535	-65.98|2.01	34.15|1.41
cpd26536	-131.51|1.66	-45.52|1.08
cpd26537	nan	nan
cpd26538	-1998.96|12.1	nan
cpd26539	-2211.46|12.07	nan
cpd26540	-2406.36|13.42	nan
cpd26541	-2618.86|13.4	nan
cpd26542	-2777.34|14.74	nan
cpd26543	-2935.82|16.12	nan
cpd26544	-3094.3|17.51	nan
cpd26545	-3442.03|20.42	nan
cpd26546	nan	nan
cpd26547	10000000.0|10000000.0	nan
cpd26548	-100.79|1.85	-90.18|1.54
cpd26549	10000000.0|10000000.0	nan
cpd26550	-498.28|0.62	-364.15|1.42
cpd26551	-4180.28|39.36	nan
cpd26552	-154.7|1.77	-55.83|2.35
cpd26553	-292.14|5.47	nan
cpd26554	10000000.0|10000000.0	nan
cpd26555	-427.03|4.33	-177.20|23900.57
cpd26556	-585.51|5.67	nan
cpd26557	-335.56|3.42	-205.98|23900.57
cpd26558	-259.85|3.26	-120.11|23900.57
cpd26559	-390.8|4.3	-139.83|23900.57
cpd26560	10000000.0|10000000.0	nan
cpd26561	10000000.0|10000000.0	nan
cpd26562	-166.68|8.79	2143.07|16900.26
cpd26563	-166.87|8.74	2164.67|16900.26
cpd26564	-170.07|8.91	2142.46|16900.26
cpd26565	-171.88|8.78	2142.94|16900.26
cpd26566	-165.0|6.1	1159.16|23900.57
cpd26567	-390.55|4.2	-79.32|47801.15
cpd26568	-324.02|7.63	1493.21|7.25
cpd26569	-324.21|7.58	1514.82|7.29
cpd26570	-327.41|7.74	1492.61|7.44
cpd26571	-329.22|7.6	1493.08|7.38
cpd26572	nan	nan
cpd26573	nan	nan
cpd26574	nan	nan
cpd26575	nan	nan
cpd26576	nan	nan
cpd26577	10000000.0|10000000.0	39.42|53443.31
cpd26578	-104.51|2.95	6.99|47801.15
cpd26579	-202.88|5.76	1297.62|23900.57
cpd26580	-203.07|5.71	1319.23|23900.57
cpd26581	-746.95|4.38	64.36|3.15
cpd26582	-826.59|4.33	-24.84|3.10
cpd26583	-206.27|5.88	1297.02|23900.57
cpd26584	-208.08|5.75	1297.49|23900.57
cpd26585	-219.42|3.9	486.54|16900.26
cpd26586	-498.64|7.77	1143.12|6.94
cpd26587	-536.52|7.62	1281.58|7.27
cpd26588	-536.71|7.56	1303.19|7.30
cpd26589	-539.91|7.72	1280.98|7.45
cpd26590	-541.72|7.59	1281.45|7.40
cpd26591	-128.8|8.81	2004.61|16900.26
cpd26592	-301.88|10.4	2104.90|10.24
cpd26593	-271.28|14.03	3149.74|14.46
cpd26594	-271.66|13.91	3192.95|14.53
cpd26595	-278.06|14.28	3148.54|14.83
cpd26596	-281.68|13.98	nan
cpd26597	10000000.0|10000000.0	nan
cpd26598	-203.05|3.13	nan
cpd26599	-521.94|2.31	-285.77|2.03
cpd26600	-40.67|1.5	nan
cpd26601	-115.63|2.42	167.29|15009.22
cpd26602	-171.87|2.02	121.83|15009.22
cpd26603	-53.16|6.88	nan
cpd26604	-13.99|6.87	98.55|56445.16
cpd26605	-145.72|2.78	524.38|2.75
cpd26606	-160.49|4.08	805.22|4.14
cpd26607	10000000.0|10000000.0	nan
cpd26608	-65.36|2.67	608.01|2.62
cpd26609	-43.0|2.55	606.98|2.60
cpd26610	-181.81|3.39	600.70|23900.57
cpd26611	-130.95|1.5	243.54|1.38
cpd26612	-516.68|3.16	293.82|16900.26
cpd26613	-729.18|3.14	nan
cpd26614	-24.87|1.18	257.07|1.17
cpd26615	-21.63|1.34	299.33|1.33
cpd26616	-3.47|1.7	347.87|1.57
cpd26617	-353.83|1.68	-188.46|0.64
cpd26618	-324.23|1.56	-168.82|0.48
cpd26619	-350.47|1.83	-146.95|0.97
cpd26620	10000000.0|10000000.0	nan
cpd26621	10000000.0|10000000.0	nan
cpd26622	-430.28|4.41	-188.32|23900.57
cpd26623	-327.23|3.71	nan
cpd26624	-164.49|3.87	35.52|27863.96
cpd26625	10000000.0|10000000.0	nan
cpd26626	10000000.0|10000000.0	nan
cpd26627	-192.48|7.19	141.28|56445.16
cpd26628	10000000.0|10000000.0	nan
cpd26629	-430.78|1.51	-311.21|0.30
cpd26630	-494.34|3.89	-314.57|23900.57
cpd26631	-71.98|3.55	nan
cpd26632	-70.36|3.57	nan
cpd26633	-68.74|3.58	nan
cpd26634	-67.12|3.6	nan
cpd26635	-65.5|3.61	nan
cpd26636	14.6|4.35	70.46|36710.18
cpd26637	16.22|4.36	91.59|36710.18
cpd26638	17.84|4.37	112.72|36710.18
cpd26639	19.46|4.38	133.86|36710.18
cpd26640	21.08|4.4	154.99|36710.18
cpd26641	-162.87|3.89	nan
cpd26642	-161.25|3.9	nan
cpd26643	-159.63|3.92	98.91|27863.96
cpd26644	-307.34|3.71	nan
cpd26645	-22.85|1.63	64.36|1.11
cpd26646	116.92|3.11	243.66|2.03
cpd26647	-152.17|2.24	nan
cpd26648	-158.93|3.75	-48.50|7504.61
cpd26649	-14.61|1.75	nan
cpd26650	17.77|1.56	100.50|1.03
cpd26651	10000000.0|10000000.0	nan
cpd26652	-77.06|4.62	nan
cpd26653	10000000.0|10000000.0	nan
cpd26654	10000000.0|10000000.0	nan
cpd26655	10000000.0|10000000.0	nan
cpd26656	28.19|1.61	125.69|1.24
cpd26657	-599.8|3.04	198.18|16900.26
cpd26658	-311.68|7.43	87.83|56445.16
cpd26659	-352.58|7.47	nan
cpd26660	nan	nan
cpd26661	10000000.0|10000000.0	nan
cpd26662	10000000.0|10000000.0	nan
cpd26663	10000000.0|10000000.0	nan
cpd26664	10000000.0|10000000.0	nan
cpd26666	66.26|8.13	38.51|28647.01
cpd26667	-761.44|3.79	-350.17|2.40
cpd26668	10000000.0|10000000.0	nan
cpd26669	-0.33|1.31	132.76|1.55
cpd26670	nan	nan
cpd26671	nan	nan
cpd26672	10000000.0|10000000.0	nan
cpd26673	nan	nan
cpd26674	10000000.0|10000000.0	nan
cpd26675	10000000.0|10000000.0	nan
cpd26676	10000000.0|10000000.0	nan
cpd26677	nan	nan
cpd26678	nan	nan
cpd26679	nan	nan
cpd26680	10000000.0|10000000.0	nan
cpd26681	10000000.0|10000000.0	nan
cpd26682	10000000.0|10000000.0	nan
cpd26683	10000000.0|10000000.0	nan
cpd26684	nan	nan
cpd26685	10000000.0|10000000.0	nan
cpd26686	10000000.0|10000000.0	nan
cpd26687	10000000.0|10000000.0	nan
cpd26688	10000000.0|10000000.0	nan
cpd26689	10000000.0|10000000.0	nan
cpd26690	10000000.0|10000000.0	nan
cpd26691	10000000.0|10000000.0	nan
cpd26692	10000000.0|10000000.0	nan
cpd26693	10000000.0|10000000.0	nan
cpd26694	10000000.0|10000000.0	nan
cpd26695	10000000.0|10000000.0	nan
cpd26696	10000000.0|10000000.0	nan
cpd26697	10000000.0|10000000.0	nan
cpd26698	10000000.0|10000000.0	nan
cpd26699	10000000.0|10000000.0	nan
cpd26700	10000000.0|10000000.0	nan
cpd26701	10000000.0|10000000.0	nan
cpd26702	10000000.0|10000000.0	nan
cpd26703	10000000.0|10000000.0	nan
cpd26704	10000000.0|10000000.0	nan
cpd26705	10000000.0|10000000.0	nan
cpd26706	10000000.0|10000000.0	nan
cpd26707	10000000.0|10000000.0	nan
cpd26708	10000000.0|10000000.0	nan
cpd26709	10000000.0|10000000.0	nan
cpd26710	10000000.0|10000000.0	nan
cpd26711	10000000.0|10000000.0	nan
cpd26712	10000000.0|10000000.0	nan
cpd26713	10000000.0|10000000.0	nan
cpd26714	10000000.0|10000000.0	nan
cpd26715	10000000.0|10000000.0	nan
cpd26716	10000000.0|10000000.0	nan
cpd26717	10000000.0|10000000.0	nan
cpd26718	10000000.0|10000000.0	nan
cpd26719	10000000.0|10000000.0	nan
cpd26720	10000000.0|10000000.0	nan
cpd26721	10000000.0|10000000.0	nan
cpd26722	-643.33|3.28	-557.42|33800.52
cpd26723	10000000.0|10000000.0	nan
cpd26724	-731.35|3.67	nan
cpd26725	10000000.0|10000000.0	nan
cpd26726	10000000.0|10000000.0	nan
cpd26727	10000000.0|10000000.0	nan
cpd26728	10000000.0|10000000.0	nan
cpd26729	10000000.0|10000000.0	nan
cpd26730	10000000.0|10000000.0	nan
cpd26731	nan	nan
cpd26732	nan	nan
cpd26733	-2.91|0.66	173.39|0.88
cpd26734	-55.61|0.65	111.92|0.80
cpd26735	-12.39|0.7	183.82|0.84
cpd26736	nan	nan
cpd26737	nan	nan
cpd26738	nan	nan
cpd26739	nan	nan
cpd26740	nan	nan
cpd26741	nan	nan
cpd26742	nan	nan
cpd26743	10000000.0|10000000.0	nan
cpd26744	10000000.0|10000000.0	nan
cpd26745	10000000.0|10000000.0	nan
cpd26746	nan	nan
cpd26747	nan	nan
cpd26748	10000000.0|10000000.0	nan
cpd26749	nan	nan
cpd26750	nan	nan
cpd26751	10000000.0|10000000.0	nan
cpd26752	10000000.0|10000000.0	nan
cpd26753	10000000.0|10000000.0	nan
cpd26754	nan	nan
cpd26755	10000000.0|10000000.0	nan
cpd26756	nan	nan
cpd26757	nan	nan
cpd26758	10000000.0|10000000.0	-174.04|23900.57
cpd26759	10000000.0|10000000.0	-247.02|23900.57
cpd26760	10000000.0|10000000.0	nan
cpd26761	10000000.0|10000000.0	nan
cpd26762	10000000.0|10000000.0	nan
cpd26763	10000000.0|10000000.0	nan
cpd26764	nan	nan
cpd26765	nan	nan
cpd26766	10000000.0|10000000.0	nan
cpd26767	nan	nan
cpd26768	nan	nan
cpd26769	nan	nan
cpd26770	10000000.0|10000000.0	nan
cpd26771	10000000.0|10000000.0	nan
cpd26772	10000000.0|10000000.0	nan
cpd26773	10000000.0|10000000.0	nan
cpd26774	10000000.0|10000000.0	nan
cpd26775	10000000.0|10000000.0	nan
cpd26776	10000000.0|10000000.0	nan
cpd26777	10000000.0|10000000.0	nan
cpd26778	10000000.0|10000000.0	nan
cpd26779	10000000.0|10000000.0	nan
cpd26780	10000000.0|10000000.0	nan
cpd26781	10000000.0|10000000.0	nan
cpd26782	nan	nan
cpd26783	nan	nan
cpd26784	10000000.0|10000000.0	nan
cpd26785	10000000.0|10000000.0	nan
cpd26786	nan	nan
cpd26787	nan	nan
cpd26788	10000000.0|10000000.0	nan
cpd26789	10000000.0|10000000.0	nan
cpd26790	10000000.0|10000000.0	nan
cpd26791	10000000.0|10000000.0	nan
cpd26792	10000000.0|10000000.0	nan
cpd26793	10000000.0|10000000.0	nan
cpd26794	10000000.0|10000000.0	nan
cpd26795	10000000.0|10000000.0	nan
cpd26796	10000000.0|10000000.0	nan
cpd26797	10000000.0|10000000.0	nan
cpd26798	10000000.0|10000000.0	nan
cpd26799	10000000.0|10000000.0	nan
cpd26800	10000000.0|10000000.0	nan
cpd26801	10000000.0|10000000.0	nan
cpd26802	10000000.0|10000000.0	nan
cpd26803	-92.15|0.9	-14.65|0.67
cpd26804	10000000.0|10000000.0	nan
cpd26805	-467.2|1.56	-330.54|0.31
cpd26806	-180.96|0.65	-83.66|0.29
cpd26807	-179.54|0.71	-83.56|0.24
cpd26808	-216.02|1.28	-120.74|0.47
cpd26809	10000000.0|10000000.0	nan
cpd26810	10000000.0|10000000.0	nan
cpd26811	-182.05|1.5	-64.32|0.26
cpd26812	10000000.0|10000000.0	nan
cpd26813	-183.03|1.51	-47.26|0.41
cpd26816	10000000.0|10000000.0	nan
cpd26817	10000000.0|10000000.0	nan
cpd26818	-215.96|0.9	-100.75|0.29
cpd26819	10000000.0|10000000.0	nan
cpd26820	10000000.0|10000000.0	nan
cpd26821	-215.96|0.9	-100.75|0.29
cpd26822	-430.11|1.33	nan
cpd26823	nan	nan
cpd26824	-218.28|1.54	-101.69|0.27
cpd26825	-822.25|3.56	-460.00|1.85
cpd26826	10000000.0|10000000.0	nan
cpd26827	-393.5|0.57	-295.63|0.26
cpd26828	10000000.0|10000000.0	nan
cpd26829	-218.28|1.54	nan
cpd26830	-232.24|0.7	-145.01|0.29
cpd26831	-179.54|0.71	-81.92|0.39
cpd26832	-860.39|8.59	644.64|8.52
cpd26833	-1016.75|7.98	-426.14|2.67
cpd26834	10000000.0|10000000.0	nan
cpd26835	10000000.0|10000000.0	nan
cpd26836	-430.78|1.51	-314.94|0.16
cpd26837	-1282.46|1.53	-1179.33|1.85
cpd26838	-140.8|1.03	-56.63|2.00
cpd26839	10000000.0|10000000.0	nan
cpd26840	55.28|1.71	122.57|1.31
cpd26841	nan	nan
cpd26842	21.63|5.06	803.07|5.74
cpd26843	-8.89|3.68	90.14|1.00
cpd26844	-60.51|1.45	7.35|1.31
cpd26845	-354.28|1.18	-253.08|0.73
cpd26846	-354.28|1.18	nan
cpd26847	-179.45|2.34	nan
cpd26848	10000000.0|10000000.0	nan
cpd26849	10000000.0|10000000.0	nan
cpd26850	nan	nan
cpd26851	-321.97|5.13	-198.94|28222.58
cpd26852	10000000.0|10000000.0	-218.03|50102.16
cpd26853	10000000.0|10000000.0	nan
cpd26854	-577.96|3.2	-303.69|1.11
cpd26855	10000000.0|10000000.0	nan
cpd26856	10000000.0|10000000.0	nan
cpd26857	nan	nan
cpd26858	1.89|0.94	117.28|0.93
cpd26859	-141.13|1.58	-17.09|2.39
cpd26860	-446.8|3.58	189.30|2.02
cpd26861	-484.25|3.64	174.30|2.22
cpd26862	-58.44|1.39	331.25|1.34
cpd26863	10000000.0|10000000.0	nan
cpd26864	-36.81|2.05	285.63|1.65
cpd26865	-156.43|1.84	16.92|1.55
cpd26866	10000000.0|10000000.0	nan
cpd26867	-56.88|2.39	175.39|23043.64
cpd26868	-291.01|3.32	433.54|23900.57
cpd26869	-161.2|0.49	-70.38|0.38
cpd26870	-120.77|1.58	-46.36|1.54
cpd26871	10000000.0|10000000.0	nan
cpd26872	-1490.46|1.53	-1387.22|2.02
cpd26873	10000000.0|10000000.0	nan
cpd26874	10000000.0|10000000.0	nan
cpd26875	-24.02|0.58	109.78|0.57
cpd26876	-248.73|2.96	-73.38|2.94
cpd26877	10000000.0|10000000.0	-27.78|47801.15
cpd26878	nan	nan
cpd26879	-65.98|2.01	34.15|1.41
cpd26880	-75.25|1.42	-4.66|0.86
cpd26881	-65.98|2.01	34.15|1.41
cpd26882	-26.63|1.57	106.52|1.14
cpd26883	-65.83|1.98	42.01|16900.26
cpd26884	10000000.0|10000000.0	nan
cpd26885	10000000.0|10000000.0	nan
cpd26886	10000000.0|10000000.0	nan
cpd26887	10000000.0|10000000.0	nan
cpd26888	10000000.0|10000000.0	nan
cpd26889	nan	nan
cpd26890	nan	nan
cpd26891	10000000.0|10000000.0	nan
cpd26892	10000000.0|10000000.0	nan
cpd26893	10000000.0|10000000.0	nan
cpd26894	nan	nan
cpd26895	10000000.0|10000000.0	nan
cpd26896	10000000.0|10000000.0	nan
cpd26897	10000000.0|10000000.0	nan
cpd26898	nan	nan
cpd26899	nan	nan
cpd26900	nan	nan
cpd26901	10000000.0|10000000.0	nan
cpd26902	10000000.0|10000000.0	nan
cpd26903	nan	nan
cpd26904	10000000.0|10000000.0	nan
cpd26905	nan	nan
cpd26906	10000000.0|10000000.0	nan
cpd26907	nan	nan
cpd26908	10000000.0|10000000.0	nan
cpd26909	10000000.0|10000000.0	nan
cpd26910	nan	nan
cpd26911	10000000.0|10000000.0	nan
cpd26912	nan	nan
cpd26913	10000000.0|10000000.0	nan
cpd26914	nan	nan
cpd26915	10000000.0|10000000.0	nan
cpd26916	10000000.0|10000000.0	nan
cpd26917	nan	nan
cpd26918	380.87|7.71	nan
cpd26919	168.37|7.71	nan
cpd26920	-651.64|2.92	-385.27|1.37
cpd26921	-680.33|2.86	-456.42|1.46
cpd26922	-686.48|2.94	-460.43|1.29
cpd26923	nan	nan
cpd26924	nan	nan
cpd26925	10000000.0|10000000.0	nan
cpd26926	nan	nan
cpd26927	nan	nan
cpd26928	10000000.0|10000000.0	nan
cpd26929	nan	nan
cpd26930	10000000.0|10000000.0	nan
cpd26931	10000000.0|10000000.0	nan
cpd26932	49.91|3.64	218.99|25051.08
cpd26933	10000000.0|10000000.0	nan
cpd26934	10000000.0|10000000.0	nan
cpd26935	10000000.0|10000000.0	nan
cpd26936	10000000.0|10000000.0	nan
cpd26937	10000000.0|10000000.0	nan
cpd26938	10000000.0|10000000.0	nan
cpd26939	10000000.0|10000000.0	nan
cpd26940	10000000.0|10000000.0	nan
cpd26941	10000000.0|10000000.0	nan
cpd26942	10000000.0|10000000.0	nan
cpd26943	10000000.0|10000000.0	nan
cpd26944	10000000.0|10000000.0	nan
cpd26945	nan	nan
cpd26946	10000000.0|10000000.0	nan
cpd26947	10000000.0|10000000.0	nan
cpd26948	10000000.0|10000000.0	nan
cpd26949	10000000.0|10000000.0	nan
cpd26950	10000000.0|10000000.0	nan
cpd26951	10000000.0|10000000.0	nan
cpd26952	-643.33|3.28	-557.42|33800.52
cpd26953	10000000.0|10000000.0	nan
cpd26954	nan	nan
cpd26955	nan	nan
cpd26956	10000000.0|10000000.0	nan
cpd26957	nan	nan
cpd26958	10000000.0|10000000.0	nan
cpd26959	10000000.0|10000000.0	nan
cpd26960	10000000.0|10000000.0	nan
cpd26961	10000000.0|10000000.0	nan
cpd26962	10000000.0|10000000.0	nan
cpd26963	nan	nan
cpd26964	10000000.0|10000000.0	nan
cpd26965	10000000.0|10000000.0	nan
cpd26966	-2.17|1.13	167.12|1.35
cpd26967	4.39|1.06	151.54|1.40
cpd26968	10000000.0|10000000.0	nan
cpd26969	-169.29|2.74	17.96|23900.57
cpd26970	-193.13|2.44	-131.51|2.58
cpd26971	10000000.0|10000000.0	nan
cpd26972	-279.25|2.21	nan
cpd26973	10000000.0|10000000.0	nan
cpd26974	10000000.0|10000000.0	nan
cpd26975	10000000.0|10000000.0	nan
cpd26976	10000000.0|10000000.0	nan
cpd26977	10000000.0|10000000.0	nan
cpd26978	10000000.0|10000000.0	nan
cpd26979	nan	nan
cpd26980	nan	nan
cpd26981	nan	nan
cpd26982	10000000.0|10000000.0	nan
cpd26983	nan	nan
cpd26984	10000000.0|10000000.0	nan
cpd26985	10000000.0|10000000.0	nan
cpd26986	nan	nan
cpd26987	nan	nan
cpd26988	nan	nan
cpd26989	-152.11|2.04	13.30|1.66
cpd26990	nan	nan
cpd26991	nan	nan
cpd26992	-331.6|2.67	-123.09|3.60
cpd26993	64.23|2.81	nan
cpd26994	10000000.0|10000000.0	nan
cpd26995	nan	nan
cpd26996	10000000.0|10000000.0	nan
cpd26997	10000000.0|10000000.0	nan
cpd26998	nan	nan
cpd26999	10000000.0|10000000.0	278.03|53443.31
cpd27000	10000000.0|10000000.0	nan
cpd27001	29.87|3.54	40.08|27863.96
cpd27002	68.62|6.89	299.90|56445.16
cpd27003	nan	nan
cpd27004	-225.24|4.64	nan
cpd27005	10000000.0|10000000.0	nan
cpd27006	10000000.0|10000000.0	nan
cpd27007	-90.82|1.8	-2.65|0.89
cpd27008	-107.95|0.59	15.48|0.62
cpd27009	-115.97|0.63	26.37|0.58
cpd27010	-35.78|1.46	76.60|11521.82
cpd27011	10000000.0|10000000.0	nan
cpd27012	10000000.0|10000000.0	nan
cpd27013	nan	nan
cpd27014	nan	nan
cpd27015	nan	nan
cpd27016	nan	nan
cpd27017	10000000.0|10000000.0	nan
cpd27018	10000000.0|10000000.0	nan
cpd27019	10000000.0|10000000.0	nan
cpd27020	10000000.0|10000000.0	nan
cpd27021	10000000.0|10000000.0	nan
cpd27022	-755.5|4.36	-435.88|23900.57
cpd27023	nan	nan
cpd27025	10000000.0|10000000.0	nan
cpd27026	nan	nan
cpd27027	10000000.0|10000000.0	-210.12|3.99
cpd27028	nan	nan
cpd27029	10000000.0|10000000.0	nan
cpd27030	nan	nan
cpd27031	10000000.0|10000000.0	nan
cpd27032	-193.33|2.95	-18.62|1.78
cpd27033	10000000.0|10000000.0	nan
cpd27034	-434.38|4.46	-171.03|2.43
cpd27035	10000000.0|10000000.0	-239.92|23900.57
cpd27036	10000000.0|10000000.0	12.83|28856.88
cpd27037	-60.93|2.86	nan
cpd27038	-494.35|3.31	nan
cpd27039	10000000.0|10000000.0	nan
cpd27040	-217.42|0.82	-102.15|0.16
cpd27041	-251.45|1.18	-108.78|0.93
cpd27042	-260.64|0.72	-173.10|0.30
cpd27043	nan	nan
cpd27044	nan	nan
cpd27045	nan	nan
cpd27046	nan	nan
cpd27047	10000000.0|10000000.0	nan
cpd27048	nan	nan
cpd27049	10000000.0|10000000.0	nan
cpd27050	nan	nan
cpd27051	nan	nan
cpd27052	nan	nan
cpd27053	nan	nan
cpd27054	nan	nan
cpd27055	nan	nan
cpd27056	10000000.0|10000000.0	nan
cpd27057	10000000.0|10000000.0	nan
cpd27058	10000000.0|10000000.0	nan
cpd27059	10000000.0|10000000.0	nan
cpd27060	10000000.0|10000000.0	nan
cpd27061	10000000.0|10000000.0	nan
cpd27062	10000000.0|10000000.0	nan
cpd27063	nan	nan
cpd27064	nan	nan
cpd27065	10000000.0|10000000.0	nan
cpd27066	10000000.0|10000000.0	nan
cpd27067	10000000.0|10000000.0	nan
cpd27068	10000000.0|10000000.0	nan
cpd27069	nan	nan
cpd27070	nan	nan
cpd27071	nan	nan
cpd27072	10000000.0|10000000.0	nan
cpd27073	-346.33|3.06	-138.54|1.90
cpd27074	10000000.0|10000000.0	nan
cpd27075	nan	nan
cpd27076	10000000.0|10000000.0	nan
cpd27077	10000000.0|10000000.0	nan
cpd27078	10000000.0|10000000.0	nan
cpd27079	10000000.0|10000000.0	nan
cpd27080	10000000.0|10000000.0	nan
cpd27081	10000000.0|10000000.0	nan
cpd27082	10000000.0|10000000.0	nan
cpd27083	10000000.0|10000000.0	nan
cpd27084	10000000.0|10000000.0	nan
cpd27085	10000000.0|10000000.0	nan
cpd27086	10000000.0|10000000.0	nan
cpd27087	-315.58|4.19	-42.88|1.95
cpd27088	10000000.0|10000000.0	nan
cpd27089	10000000.0|10000000.0	nan
cpd27090	10000000.0|10000000.0	nan
cpd27091	nan	nan
cpd27092	nan	nan
cpd27093	nan	nan
cpd27094	-182.05|1.5	-64.32|0.26
cpd27095	nan	nan
cpd27096	10000000.0|10000000.0	nan
cpd27097	10000000.0|10000000.0	nan
cpd27098	-271.11|0.89	-135.56|0.73
cpd27099	-673.08|3.7	nan
cpd27100	10000000.0|10000000.0	nan
cpd27101	10000000.0|10000000.0	nan
cpd27102	-215.78|1.15	-119.97|0.47
cpd27103	-183.03|1.51	-47.09|0.41
cpd27104	10000000.0|10000000.0	nan
cpd27105	10000000.0|10000000.0	nan
cpd27106	10000000.0|10000000.0	nan
cpd27107	10000000.0|10000000.0	nan
cpd27108	10000000.0|10000000.0	nan
cpd27109	-259.18|0.82	-172.65|0.32
cpd27110	10000000.0|10000000.0	nan
cpd27111	10000000.0|10000000.0	nan
cpd27112	10000000.0|10000000.0	nan
cpd27113	10000000.0|10000000.0	nan
cpd27114	10000000.0|10000000.0	-255.19|16900.26
cpd27115	10000000.0|10000000.0	nan
cpd27116	10000000.0|10000000.0	nan
cpd27117	nan	nan
cpd27118	10000000.0|10000000.0	nan
cpd27119	10000000.0|10000000.0	nan
cpd27120	-45.29|0.56	18.62|0.67
cpd27121	nan	nan
cpd27122	nan	nan
cpd27123	nan	nan
cpd27124	10000000.0|10000000.0	nan
cpd27125	10000000.0|10000000.0	nan
cpd27126	-355.04|3.06	nan
cpd27127	-636.85|3.68	-484.51|16170.40
cpd27128	10000000.0|10000000.0	nan
cpd27129	-932.3|2.76	-879.14|16170.40
