rxn_id	kegg_rxn_id	dG_mean_kcal_per_mol	dG_uncer_kcal_per_mol	operator
rxn34085		-322.61	1.23	>
rxn34086		-322.61	1.23	>
rxn34087		-322.61	1.23	>
rxn34088		-322.61	1.23	>
rxn34089		-322.61	1.23	>
rxn34090		-322.61	1.23	>
rxn34091		-322.61	1.23	>
rxn34094		-322.61	1.23	>
rxn34095		-322.61	1.23	>
rxn34096		-322.61	1.23	>
rxn34097		-322.61	1.23	>
rxn34098		-322.61	1.23	>
rxn34099		-322.61	1.23	>
rxn34102		-322.61	1.23	>
rxn34103		-322.61	1.23	>
rxn34104		-322.61	1.23	>
rxn34105		-322.61	1.23	>
rxn34106		-322.61	1.23	>
rxn34107		-322.61	1.23	>
rxn34108		-322.61	1.23	>
rxn34109		-322.61	1.23	>
rxn34110		-322.61	1.23	>
rxn34111		-322.61	1.23	>
rxn34112		-322.61	1.23	>
rxn34113		-322.61	1.23	>
rxn34114		-322.61	1.23	>
rxn34115		-322.61	1.23	>
rxn34116		-322.61	1.23	>
rxn34117		-322.61	1.23	>
rxn34118		-322.61	1.23	>
rxn34119		-322.61	1.23	>
rxn34120		-322.61	1.23	>
rxn34121		-322.61	1.23	>
rxn34122		-322.61	1.23	>
rxn34123		-322.61	1.23	>
rxn34124		-322.61	1.23	>
rxn34125		-322.61	1.23	>
rxn34126		-322.61	1.23	>
rxn34127		-322.61	1.23	>
rxn34128		-322.61	1.23	>
rxn34129		-322.61	1.23	>
rxn34130		-322.61	1.23	>
rxn34131		-322.61	1.23	>
rxn34132		-322.61	1.23	>
rxn34133		-322.61	1.23	>
rxn34134		-322.61	1.23	>
rxn34135		-322.61	1.23	>
rxn34136		-322.61	1.23	>
rxn34137		-322.61	1.23	>
rxn34138		-322.61	1.23	>
rxn34139		-322.61	1.23	>
rxn34140		-322.61	1.23	>
rxn34141		-322.61	1.23	>
rxn34142		-322.61	1.23	>
rxn34143		-322.61	1.23	>
rxn34144		-322.61	1.23	>
rxn34145		-322.61	1.23	>
rxn34146		-322.61	1.23	>
rxn34147		-322.61	1.23	>
rxn34148		-322.61	1.23	>
rxn34149		-322.61	1.23	>
rxn34150		-322.61	1.23	>
rxn34151		-322.61	1.23	>
rxn34152		-322.61	1.23	>
rxn34153		-322.61	1.23	>
rxn34154		-322.61	1.23	>
rxn34155		-322.61	1.23	>
rxn34156		-322.61	1.23	>
rxn34157		-322.61	1.23	>
rxn34158		-322.61	1.23	>
rxn34159		-322.61	1.23	>
rxn34160		-322.61	1.23	=
rxn34161		-322.61	1.23	>
rxn34162		-322.61	1.23	>
rxn34163		-322.61	1.23	>
rxn34164		-322.61	1.23	>
rxn34165		-322.61	1.23	>
rxn34166		-322.61	1.23	>
rxn34167		-322.61	1.23	>
rxn34168		-322.61	1.23	>
rxn34169		-322.61	1.23	>
rxn34170		-322.61	1.23	>
rxn34171		-322.61	1.23	>
rxn34172		-322.61	1.23	>
rxn34173		-322.61	1.23	>
rxn34174		-322.61	1.23	>
rxn34175		-322.61	1.23	>
rxn34176		-322.61	1.23	>
rxn34177		-322.61	1.23	>
rxn34178		-322.61	1.23	>
rxn34179		-322.61	1.23	>
rxn34180		-322.61	1.23	>
rxn34181		-322.61	1.23	>
rxn34182		-322.61	1.23	>
rxn34183		-322.61	1.23	>
rxn34184		-322.61	1.23	>
rxn34185	R01602	-0.32	0.03	=
rxn34186		-0.32	0.03	=
rxn34187		-0.32	0.03	=
rxn34188		-0.32	0.03	=
rxn34189		-0.32	0.03	>
rxn34190	R01324	1.81	0.02	=
rxn34191	R01515	-10.83	0.02	>
rxn34192		-10.83	0.02	>
rxn34193		-10.83	0.02	>
rxn34194	R00746	4.61	0.02	=
rxn34195		4.61	0.02	=
rxn34196	R00317	-9.6	0.02	>
rxn34197		-9.6	0.02	=
rxn34198		-9.6	0.02	=
rxn34199		-9.6	0.02	=
rxn34200		-9.6	0.02	=
rxn34201		-9.6	0.02	=
rxn34202		-9.6	0.02	>
rxn34203		-9.6	0.02	>
rxn34204	R00351	8.33	0.02	=
rxn34206		8.33	0.02	=
rxn34210		8.33	0.02	<
rxn34211		8.33	0.02	=
rxn34212	R01959	0.87	0.35	=
rxn34213	R00524	-14.16	0.66	>
rxn34214		-14.16	0.66	>
rxn34215		-14.16	0.66	>
rxn34216		-14.16	0.66	>
rxn34217		-14.16	0.66	>
rxn34218	R00835	-0.79	0.03	=
rxn34220	R02739	-0.32	0.03	=
rxn34221		-0.32	0.03	<
rxn34224		-0.32	0.03	=
rxn34226	R01737	-4.03	0.02	=
rxn34227		-4.03	0.02	=
rxn34228		-4.03	0.02	=
rxn34229		-4.03	0.02	=
rxn34230		-4.03	0.02	=
rxn34231	R00475	-21.46	0.04	>
rxn34232	R00299	-3.43	0.02	=
rxn34233	R01745	7.95	0.03	=
rxn34235	R00704	5.85	0.03	=
rxn34239	R00703	6.58	0.02	=
rxn34240	R00703	6.58	0.02	=
rxn34241		6.58	0.02	=
rxn34242		6.58	0.02	=
rxn34243	R00472	8.28	0.03	=
rxn34244	R00472	8.28	0.03	=
rxn34245	R00342	7.32	0.02	=
rxn34246	R01655	-1.12	0.03	=
rxn34247		-1.12	0.03	=
rxn34248	R00522	-4.25	0.04	>
rxn34257	R00756	-3.77	0.02	=
rxn34258	R00212	5.02	0.03	<
rxn34259	R00771	0.21	0.02	=
rxn34260	R01334	-6.88	0.11	>
rxn34261		-6.88	0.11	>
rxn34262	R01057	-1.97	0.03	=
rxn34263		-1.97	0.03	=
rxn34267	R01056	0.25	0.03	=
rxn34268		0.25	0.03	=
rxn34269		0.25	0.03	=
rxn34270		0.25	0.03	=
rxn34271	R00408	12.32	0.04	<
rxn34272		12.32	0.04	<
rxn34273	R01641	1.38	0.03	=
rxn34274		1.38	0.03	=
rxn34275		1.38	0.03	=
rxn34276		1.38	0.03	=
rxn34277		1.38	0.03	=
rxn34278		1.38	0.03	=
rxn34279		1.38	0.03	=
rxn34280		1.38	0.03	=
rxn34281		1.38	0.03	=
rxn34282		1.38	0.03	=
rxn34283		1.38	0.03	=
rxn34284		1.38	0.03	=
rxn34285		1.38	0.03	=
rxn34286		1.38	0.03	=
rxn34287		1.38	0.03	=
rxn34288		1.38	0.03	=
rxn34289		1.38	0.03	=
rxn34290		1.38	0.03	=
rxn34291		1.38	0.03	=
rxn34292		1.38	0.03	=
rxn34293		1.38	0.03	=
rxn34294		1.38	0.03	=
rxn34295		1.38	0.03	=
rxn34296		1.38	0.03	=
rxn34297		1.38	0.03	=
rxn34298	R00230	2.35	0.02	=
rxn34299	R00315	3.2	0.02	=
rxn34300	R00717	10.74	0.03	<
rxn34301		10.74	0.03	<
rxn34302		10.74	0.03	<
rxn34303		10.74	0.03	=
rxn34304	R01900	0.18	0.03	=
rxn34305		0.18	0.03	=
rxn34557	R00357	-22.27	0.04	>
rxn34558	R00485	-3.93	0.04	>
rxn34560	R00765	0.54	0.03	>
rxn34563		0.54	0.03	=
rxn34566	R03313	3.58	0.21	=
rxn34567	R03313	3.58	0.21	=
rxn34570		3.58	0.21	=
rxn34571		3.58	0.21	=
rxn34572		3.58	0.21	=
rxn34576	R02869	-4.5	0.85	=
rxn34578		-4.5	0.85	>
rxn34579	R03139	-22.4	0.05	>
rxn34581	R01914	-14.85	0.49	>
rxn34582	R00905	-5.11	0.29	>
rxn34585		-5.11	0.29	=
rxn34586		-5.11	0.29	=
rxn34588	R03611	94.59	0.37	<
rxn34596		94.59	0.37	<
rxn34597		94.59	0.37	<
rxn34599		94.59	0.37	<
rxn34602		94.59	0.37	<
rxn34613		94.59	0.37	<
rxn34616		94.59	0.37	<
rxn34618		94.59	0.37	<
rxn34620		94.59	0.37	<
rxn34621		94.59	0.37	<
rxn34623		94.59	0.37	<
rxn34624		94.59	0.37	<
rxn34626	R04672	3.81	0.5	=
rxn34627	R01172	2.04	0.03	<
rxn34630	R03026	0.72	0.03	=
rxn34632	R01976	3.81	0.03	=
rxn34633	R01361	2.72	0.03	=
rxn34636		2.72	0.03	=
rxn34637		2.72	0.03	=
rxn34638		2.72	0.03	=
rxn34640		2.72	0.03	=
rxn34641		2.72	0.03	=
rxn34647		2.72	0.03	=
rxn34648	R06948	-24.74	0.88	>
rxn34649		-24.74	0.88	>
rxn34650		-24.74	0.88	>
rxn34651		-24.74	0.88	>
rxn34655		-24.74	0.88	>
rxn34657		-24.74	0.88	>
rxn34658		-24.74	0.88	>
rxn34662	R03132	-39.84	0.56	>
rxn34663	R03132	-39.84	0.56	>
rxn34664	R00895	-3.57	0.25	=
rxn34665	R00999	-16.75	0.22	>
rxn34670	R02408	4.8	0.31	>
rxn34671	R00895	-3.57	0.25	=
rxn34672	R00893	-56.97	0.41	>
rxn34674	R00782	-0.7	0.04	<
rxn34676		-0.7	0.04	=
rxn34677		-0.7	0.04	=
rxn34679	R08348	-21.23	0.04	>
rxn34680		-21.23	0.04	>
rxn34682	R08300	7.28	0.37	=
rxn34683		7.28	0.37	=
rxn34685	R08295	8.39	0.35	=
rxn34692	R08228	-3.62	0.24	>
rxn34693		-3.62	0.24	=
rxn34694		-3.62	0.24	=
rxn34696		-3.62	0.24	=
rxn34697		-3.62	0.24	=
rxn34699		-3.62	0.24	=
rxn34700		-3.62	0.24	=
rxn34702		-3.62	0.24	>
rxn34703		-3.62	0.24	>
rxn34704		-3.62	0.24	>
rxn34728	R04749	0.22	0.03	=
rxn34729	R04746	0.21	0.03	=
rxn34730	R04744	0.21	0.03	=
rxn34731	R04170	0.21	0.03	=
rxn34732	R04740	0.21	0.03	=
rxn34733	R04738	0.21	0.03	=
rxn34734	R04748	5.9	0.03	=
rxn34735	R04745	5.89	0.03	=
rxn34736	R04743	5.89	0.03	=
rxn34737	R04741	5.89	0.03	=
rxn34738	R04739	5.89	0.03	=
rxn34739	R04737	5.89	0.03	=
rxn34740		5.89	0.03	=
rxn34741		5.89	0.03	=
rxn34742		5.89	0.03	=
rxn34743		5.89	0.03	=
rxn34744		5.89	0.03	=
rxn34745		5.89	0.03	=
rxn34746		5.89	0.03	=
rxn34747		5.89	0.03	=
rxn34748		5.89	0.03	=
rxn34749		5.89	0.03	=
rxn34750		5.89	0.03	=
rxn34751		5.89	0.03	=
rxn34752		5.89	0.03	=
rxn34753		5.89	0.03	=
rxn34754		5.89	0.03	=
rxn34755		5.89	0.03	=
rxn34756		5.89	0.03	=
rxn34758	R01654	-14.63	0.83	>
rxn34759		-14.63	0.83	>
rxn34760		-14.63	0.83	>
rxn34763		-14.63	0.83	>
rxn34765		-14.63	0.83	>
rxn34768	R01787	7.16	0.25	=
rxn34769	R01329; R06142	-2.17	0.03	=
rxn34770	R01092	-5.74	0.33	=
rxn34771	R01098	-39.93	0.16	>
rxn34772	R01104	1.05	0.37	=
rxn34773	R03418; R06042	-0.83	0.03	=
rxn34775		-0.83	0.03	=
rxn34776		-0.83	0.03	=
rxn34777	R02926	-1.34	0.03	=
rxn34778	R05549; R06096	-2.17	0.03	=
rxn34779	R01194; R06093	-2.17	0.03	=
rxn34780		-2.17	0.03	=
rxn34781	R01103; R06070	-1.34	0.03	=
rxn34782		-1.34	0.03	=
rxn34784		-1.34	0.03	=
rxn34785	R03634; R06152	-1.34	0.03	=
rxn34786	R00261	-8.75	0.04	>
rxn34787	R00256	-2.78	0.03	>
rxn34788	R00094	4.69	0.03	=
rxn34789	R00094	4.69	0.03	=
rxn34790	R00243	9.22	0.02	=
rxn34791	R00253	-3.62	0.03	>
rxn34792	R00253	-3.62	0.03	>
rxn34793	R00243	9.22	0.02	=
rxn34794	R00248	8.64	0.02	=
rxn34797	R05717	6.29	0.04	=
rxn35164	R00846	-25.88	0.04	>
rxn35165		-25.88	0.04	>
rxn35166		-25.88	0.04	>
rxn35167		-25.88	0.04	>
rxn35168		-25.88	0.04	>
rxn35169		-25.88	0.04	=
rxn35170		-25.88	0.04	=
rxn35171		-25.88	0.04	=
rxn35172		-25.88	0.04	=
rxn35173		-25.88	0.04	>
rxn35174		-25.88	0.04	>
rxn35175		-25.88	0.04	>
rxn35176		-25.88	0.04	>
rxn35177		-25.88	0.04	>
rxn35178		-25.88	0.04	>
rxn35179		-25.88	0.04	>
rxn35180		-25.88	0.04	>
rxn35181		-25.88	0.04	=
rxn35182		-25.88	0.04	=
rxn35183		-25.88	0.04	>
rxn35184		-25.88	0.04	>
rxn35185		-25.88	0.04	>
rxn35186		-25.88	0.04	>
rxn35187		-25.88	0.04	>
rxn35188		-25.88	0.04	>
rxn35189		-25.88	0.04	>
rxn35190		-25.88	0.04	>
rxn35191		-25.88	0.04	>
rxn35192		-25.88	0.04	>
rxn35193		-25.88	0.04	>
rxn35194		-25.88	0.04	>
rxn35195		-25.88	0.04	>
rxn35196		-25.88	0.04	>
rxn35197		-25.88	0.04	>
rxn35198		-25.88	0.04	>
rxn35199		-25.88	0.04	>
rxn35200		-25.88	0.04	>
rxn35201		-25.88	0.04	>
rxn35202		-25.88	0.04	>
rxn35203		-25.88	0.04	>
rxn35204		-25.88	0.04	>
rxn35205		-25.88	0.04	>
rxn35206		-25.88	0.04	>
rxn35207		-25.88	0.04	>
rxn35208		-25.88	0.04	>
rxn35209	R02529	-21.38	0.25	>
rxn35210		-21.38	0.25	>
rxn35211	R00371	5.92	0.22	=
rxn35212	R00372	2.85	0.03	=
rxn35214	R00751	2.41	0.03	=
rxn35215	R00220	-7.13	0.03	>
rxn35217		-7.13	0.03	=
rxn35218	R00658	-1.0	0.02	=
rxn35234	R01518	-0.98	0.02	=
rxn35236		-0.98	0.02	=
rxn35241	R01512	4.44	0.02	=
rxn35242	R00200	6.57	0.02	=
rxn35245	R00524	-14.16	0.66	>
rxn35246	R01655	-1.12	0.03	=
rxn35247	R01334	-6.88	0.11	>
rxn35248		-6.88	0.11	=
rxn35249		-6.88	0.11	>
rxn35251	R02150	-20.97	0.27	>
rxn35254	R04372	-2.67	0.33	>
rxn35258	R03430	5.5	0.25	=
rxn35270		5.5	0.25	<
rxn35271		5.5	0.25	<
rxn35272		5.5	0.25	=
rxn35273		5.5	0.25	=
rxn35274	R06154	-18.86	0.05	>
rxn35281	R01287	-17.81	0.37	>
rxn35282	R01286	0.4	0.26	>
rxn35284	R04405	-8.42	0.56	=
rxn35285		-8.42	0.56	=
rxn35286		-8.42	0.56	=
rxn35288		-8.42	0.56	=
rxn35289		-8.42	0.56	=
rxn35290		-8.42	0.56	=
rxn35291		-8.42	0.56	=
rxn35292		-8.42	0.56	=
rxn35293		-8.42	0.56	=
rxn35294		-8.42	0.56	=
rxn35295		-8.42	0.56	=
rxn35296		-8.42	0.56	=
rxn35297		-8.42	0.56	=
rxn35298		-8.42	0.56	=
rxn35299		-8.42	0.56	=
rxn35300		-8.42	0.56	=
rxn35301		-8.42	0.56	>
rxn35302		-8.42	0.56	>
rxn35303		-8.42	0.56	>
rxn35304		-8.42	0.56	>
rxn35305		-8.42	0.56	>
rxn35306		-8.42	0.56	>
rxn35307		-8.42	0.56	>
rxn35308		-8.42	0.56	>
rxn35310	R03005	-0.28	0.03	=
rxn35311	R00137	-0.17	0.03	=
rxn35314	R00149	-0.02	0.04	=
rxn35315	R00524	-14.16	0.66	>
rxn35318	R00774	10.48	0.24	=
rxn35319	R00270	9.79	0.04	=
rxn35320		9.79	0.04	=
rxn35321		9.79	0.04	<
rxn35322		9.79	0.04	<
rxn35323		9.79	0.04	<
rxn35324		9.79	0.04	<
rxn35325		9.79	0.04	<
rxn35326		9.79	0.04	<
rxn35327		9.79	0.04	<
rxn35328		9.79	0.04	<
rxn35330		9.79	0.04	<
rxn35331		9.79	0.04	<
rxn35332		9.79	0.04	<
rxn35333		9.79	0.04	<
rxn35334		9.79	0.04	<
rxn35335		9.79	0.04	<
rxn35336		9.79	0.04	<
rxn35337		9.79	0.04	<
rxn35338		9.79	0.04	<
rxn35339		9.79	0.04	<
rxn35340		9.79	0.04	<
rxn35341		9.79	0.04	<
rxn35342		9.79	0.04	<
rxn35343	R04326	5.87	0.39	=
rxn35344	R02302	7.1	0.4	<
rxn35345	R00946	-9.07	0.34	=
rxn35346	R07168	9.44	0.04	<
rxn35347		9.44	0.04	=
rxn35348		9.44	0.04	=
rxn35349		9.44	0.04	<
rxn35351	R04439	-2.12	0.42	=
rxn35352	R02473	-9.98	0.03	>
rxn35353	R02472	4.92	0.03	=
rxn35355	R00835	-0.79	0.03	=
rxn35356	R01049	-0.54	0.03	=
rxn35359	R00985	-12.9	0.62	>
rxn35360		-12.9	0.62	>
rxn35361		-12.9	0.62	>
rxn35362		-12.9	0.62	>
rxn35363		-12.9	0.62	=
rxn35365		-12.9	0.62	=
rxn35366		-12.9	0.62	=
rxn35367		-12.9	0.62	=
rxn35368		-12.9	0.62	=
rxn35369	R01416	-8.02	0.04	>
rxn35370	R01416	-8.02	0.04	>
rxn35371	R00566	-6.75	0.06	>
rxn35372	R01152	-6.16	0.05	>
rxn35373		-6.16	0.05	>
rxn35374	R01151	-20.94	0.04	>
rxn35375		-20.94	0.04	>
rxn35376	R02393	6.91	0.91	=
rxn35377	R08584	-109.01	0.03	>
rxn35380		-109.01	0.03	>
rxn35382		-109.01	0.03	>
rxn35385		-109.01	0.03	>
rxn35386		-109.01	0.03	>
rxn35387		-109.01	0.03	>
rxn35388		-109.01	0.03	>
rxn35390		-109.01	0.03	>
rxn35391		-109.01	0.03	>
rxn35393		-109.01	0.03	>
rxn35394		-109.01	0.03	>
rxn35395		-109.01	0.03	>
rxn35396		-109.01	0.03	>
rxn35409	R00084	-68.01	1.57	>
rxn35412	R03166	-26.95	0.5	>
rxn35413	R03194	-13.29	2.46	=
rxn35414		-13.29	2.46	>
rxn35415	R04972	-9.74	1.26	>
rxn35416	R00997	6.77	0.29	=
rxn35417	R00997	6.77	0.29	=
rxn35418	R01354	19.01	0.29	<
rxn35424	R00926	-17.51	0.29	>
rxn35425	R06987	-0.46	0.13	=
rxn35427	R00919	10.6	0.45	<
rxn35428	R00126	3.05	0.03	=
rxn35429	R00089	1.68	0.03	>
rxn35430	R01858	6.56	0.02	=
rxn35431	R01618	-10.87	0.03	>
rxn35432	R00191	-10.01	0.03	>
rxn35433	R02422	0.36	0.03	=
rxn35434		0.36	0.03	>
rxn35435	R02424	0.58	0.25	=
rxn35436	R06604	-10.24	0.6	>
rxn35437	R00187	-8.89	0.03	>
rxn35438	R00125	-9.44	0.03	>
rxn35439	R01138	6.57	0.02	=
rxn35440	R01234	-10.0	0.03	>
rxn35441	R01230	-7.66	0.57	>
rxn35442	R00430	6.56	0.02	=
rxn35443	R00434	1.63	0.03	>
rxn35444	R06601	-1.85	0.3	=
rxn35445		-1.85	0.3	=
rxn35446		-1.85	0.3	>
rxn35447	R02106	-29.16	0.6	>
rxn35448	R01397	-5.04	0.03	>
rxn35449	R01993	-0.88	0.03	=
rxn35450	R01867	-13.64	0.03	>
rxn35456	R00032	-72.68	1.17	>
rxn35461		-72.68	1.17	>
rxn35462		-72.68	1.17	>
rxn35463		-72.68	1.17	>
rxn35464		-72.68	1.17	>
rxn35465		-72.68	1.17	>
rxn35466		-72.68	1.17	>
rxn35467		-72.68	1.17	>
rxn35471		-72.68	1.17	>
rxn35472		-72.68	1.17	>
rxn35473	R03459	-2.55	0.56	>
rxn35474		-2.55	0.56	>
rxn35475		-2.55	0.56	=
rxn35476		-2.55	0.56	=
rxn35477		-2.55	0.56	=
rxn35478		-2.55	0.56	=
rxn35479	R03601	-11.87	0.44	>
rxn35480	R03601	-11.87	0.44	>
rxn35481		-11.87	0.44	>
rxn35482		-11.87	0.44	>
rxn35484		-11.87	0.44	>
rxn35485		-11.87	0.44	>
rxn35486		-11.87	0.44	>
rxn35505	R02737; R06226	-8.68	0.25	=
rxn35507		-8.68	0.25	=
rxn35508		-8.68	0.25	=
rxn35509		-8.68	0.25	=
rxn35510		-8.68	0.25	=
rxn35511		-8.68	0.25	=
rxn35517	R00864	77.32	0.49	<
rxn35518	R01324	1.81	0.02	=
rxn35519	R00341	2.54	0.04	>
rxn35520		2.54	0.04	=
rxn35521		2.54	0.04	=
rxn35524	R03181	-0.0	0.02	=
rxn35525	R00005	-23.02	0.25	>
rxn35526	R04673	0.47	0.48	=
rxn35527	R04441	-10.92	0.4	>
rxn35528	R05070	-12.07	0.27	>
rxn35529	R05069	2.07	0.24	=
rxn35530	R04440	4.57	0.09	=
rxn35531	R05068	4.57	0.09	=
rxn35533	R00996	-6.45	0.04	>
rxn35536	R03869	-1.01	0.39	=
rxn35537		-1.01	0.39	=
rxn35541	R04137	-14.6	0.74	>
rxn35543	R03352	-2.03	0.26	>
rxn35544	R05066	5.25	0.32	=
rxn35545	R04203	4.99	0.3	=
rxn35547		4.99	0.3	=
rxn35548	R00935	-6.98	0.26	=
rxn35549	R07599	-9.78	0.44	>
rxn35550		-9.78	0.44	>
rxn35553	R07603	-8.59	0.44	>
rxn35554	R07601	-10.3	0.44	>
rxn35556	R01710	-22.76	0.05	>
rxn35560	R01678	1.95	0.25	=
rxn35561	R02344	4.47	0.33	=
rxn35571	R04591	8.93	0.68	=
rxn35572	R04559	2.95	0.03	=
rxn35573		2.95	0.03	=
rxn35574		2.95	0.03	=
rxn35575		2.95	0.03	=
rxn35580	R00223	-12.47	0.29	>
rxn35582	R07036	7.07	0.56	<
rxn35583		7.07	0.56	=
rxn35584		7.07	0.56	=
rxn35585		7.07	0.56	=
rxn35586		7.07	0.56	=
rxn35587		7.07	0.56	=
rxn35588		7.07	0.56	=
rxn35589		7.07	0.56	=
rxn35590		7.07	0.56	=
rxn35591		7.07	0.56	=
rxn35592		7.07	0.56	=
rxn35593		7.07	0.56	=
rxn35594		7.07	0.56	=
rxn35595		7.07	0.56	=
rxn35596		7.07	0.56	=
rxn35597		7.07	0.56	=
rxn35598		7.07	0.56	=
rxn35599		7.07	0.56	=
rxn35600		7.07	0.56	=
rxn35601		7.07	0.56	=
rxn35602		7.07	0.56	=
rxn35603		7.07	0.56	=
rxn35604		7.07	0.56	=
rxn35605		7.07	0.56	=
rxn35606		7.07	0.56	=
rxn35607		7.07	0.56	=
rxn35608		7.07	0.56	=
rxn35609		7.07	0.56	=
rxn35610		7.07	0.56	=
rxn35611		7.07	0.56	=
rxn35612		7.07	0.56	=
rxn35613		7.07	0.56	=
rxn35614		7.07	0.56	=
rxn35615		7.07	0.56	=
rxn35616	R08922	-80.85	0.41	>
rxn35617		-80.85	0.41	>
rxn35618		-80.85	0.41	>
rxn35619		-80.85	0.41	>
rxn35620		-80.85	0.41	>
rxn35621		-80.85	0.41	>
rxn35622		-80.85	0.41	>
rxn35623		-80.85	0.41	>
rxn35624	R05828	-94.77	0.84	>
rxn35625		-94.77	0.84	>
rxn35626		-94.77	0.84	>
rxn35627		-94.77	0.84	>
rxn35628		-94.77	0.84	>
rxn35679	R05615	-21.92	0.5	>
rxn35680		-21.92	0.5	>
rxn35681		-21.92	0.5	>
rxn35682		-21.92	0.5	>
rxn35683		-21.92	0.5	>
rxn35684		-21.92	0.5	>
rxn35685		-21.92	0.5	>
rxn35686		-21.92	0.5	>
rxn35687		-21.92	0.5	>
rxn35688		-21.92	0.5	>
rxn35689		-21.92	0.5	>
rxn35690		-21.92	0.5	>
rxn35691		-21.92	0.5	>
rxn35692		-21.92	0.5	>
rxn35693		-21.92	0.5	>
rxn35694		-21.92	0.5	>
rxn35695		-21.92	0.5	>
rxn35696		-21.92	0.5	>
rxn35697		-21.92	0.5	>
rxn35698	R04559	2.95	0.03	=
rxn35699		2.95	0.03	=
rxn35700		2.95	0.03	=
rxn35701		2.95	0.03	=
rxn35702		2.95	0.03	=
rxn35703		2.95	0.03	=
rxn35704		2.95	0.03	=
rxn35705		2.95	0.03	=
rxn35706		2.95	0.03	=
rxn35707		2.95	0.03	=
rxn35708		2.95	0.03	=
rxn35709		2.95	0.03	=
rxn35710		2.95	0.03	=
rxn35711		2.95	0.03	=
rxn35712		2.95	0.03	=
rxn35713		2.95	0.03	=
rxn35714		2.95	0.03	=
rxn35715		2.95	0.03	=
rxn35716		2.95	0.03	=
rxn35717		2.95	0.03	=
rxn35718		2.95	0.03	=
rxn35719	R10412	3.73	0.52	=
rxn35720		3.73	0.52	=
rxn35721		3.73	0.52	=
rxn35722		3.73	0.52	=
rxn35723		3.73	0.52	=
rxn35724		3.73	0.52	=
rxn35725		3.73	0.52	=
rxn35726		3.73	0.52	=
rxn35727		3.73	0.52	=
rxn35728		3.73	0.52	=
rxn35729		3.73	0.52	=
rxn35730		3.73	0.52	=
rxn35731		3.73	0.52	=
rxn35732		3.73	0.52	=
rxn35733		3.73	0.52	=
rxn35734		3.73	0.52	=
rxn35735		3.73	0.52	=
rxn35736		3.73	0.52	=
rxn35737		3.73	0.52	=
rxn35738		3.73	0.52	=
rxn35739		3.73	0.52	=
rxn35740		3.73	0.52	=
rxn35741		3.73	0.52	=
rxn35742		3.73	0.52	=
rxn35743		3.73	0.52	=
rxn35744		3.73	0.52	=
rxn35745		3.73	0.52	=
rxn35746		3.73	0.52	=
rxn35747		3.73	0.52	=
rxn35748		3.73	0.52	=
rxn35749		3.73	0.52	=
rxn35750		3.73	0.52	=
rxn35751		3.73	0.52	=
rxn35752		3.73	0.52	=
rxn35753		3.73	0.52	=
rxn35754		3.73	0.52	=
rxn35755		3.73	0.52	=
rxn35756		3.73	0.52	=
rxn35757		3.73	0.52	=
rxn35758		3.73	0.52	=
rxn35759		3.73	0.52	=
rxn35760		3.73	0.52	=
rxn35761		3.73	0.52	=
rxn35762		3.73	0.52	=
rxn35763		3.73	0.52	=
rxn35764		3.73	0.52	=
rxn35765		3.73	0.52	=
rxn35766		3.73	0.52	=
rxn35767		3.73	0.52	=
rxn35768		3.73	0.52	=
rxn35769		3.73	0.52	=
rxn35770		3.73	0.52	=
rxn35771		3.73	0.52	=
rxn35772		3.73	0.52	=
rxn35773		3.73	0.52	=
rxn35774		3.73	0.52	=
rxn35775		3.73	0.52	=
rxn35776		3.73	0.52	=
rxn35777		3.73	0.52	=
rxn35778		3.73	0.52	=
rxn35779		3.73	0.52	=
rxn35780		3.73	0.52	=
rxn35781		3.73	0.52	=
rxn35782		3.73	0.52	=
rxn35783		3.73	0.52	=
rxn35784		3.73	0.52	=
rxn35785		3.73	0.52	=
rxn35786		3.73	0.52	=
rxn35787		3.73	0.52	=
rxn35788		3.73	0.52	=
rxn35789		3.73	0.52	=
rxn35790		3.73	0.52	=
rxn35791		3.73	0.52	=
rxn35792		3.73	0.52	=
rxn35793		3.73	0.52	=
rxn35794		3.73	0.52	=
rxn35795		3.73	0.52	=
rxn35796		3.73	0.52	=
rxn35797		3.73	0.52	=
rxn35798		3.73	0.52	=
rxn35799		3.73	0.52	=
rxn35800		3.73	0.52	=
rxn35801		3.73	0.52	=
rxn35802		3.73	0.52	=
rxn35803		3.73	0.52	=
rxn35804		3.73	0.52	=
rxn35805		3.73	0.52	=
rxn35806		3.73	0.52	=
rxn35807		3.73	0.52	=
rxn35808		3.73	0.52	=
rxn35809		3.73	0.52	=
rxn35810		3.73	0.52	=
rxn35811		3.73	0.52	=
rxn35812		3.73	0.52	=
rxn35813		3.73	0.52	=
rxn35814		3.73	0.52	=
rxn35815		3.73	0.52	=
rxn35816		3.73	0.52	=
rxn35817		3.73	0.52	=
rxn35818		3.73	0.52	=
rxn35819		3.73	0.52	=
rxn35820		3.73	0.52	=
rxn35821		3.73	0.52	=
rxn35822		3.73	0.52	=
rxn35823		3.73	0.52	=
rxn35824		3.73	0.52	=
rxn35825		3.73	0.52	=
rxn35826		3.73	0.52	=
rxn35827		3.73	0.52	=
rxn35828		3.73	0.52	=
rxn35829		3.73	0.52	=
rxn35830		3.73	0.52	=
rxn35831		3.73	0.52	=
rxn35832		3.73	0.52	=
rxn35833		3.73	0.52	=
rxn35834		3.73	0.52	=
