ModelSEED ID	Layer	External IDs
cpd14525	t:18-,19-,20+,21?,22?,23?,24?,25-,27-,28-	CPD-713
cpd14526	t:17-,18+,19+,20+,21-,22?,23+,24-,25+,27-,28-	C15790
cpd14526	t:17-,18+,19+,20?,21?,22?,23?,24-,25+,27-,28-	CPD-714
cpd14527	t:16-,17-,18-,19-,20+,21?,22-,23+,25+,26+,27+,28+	C15791
cpd14527	t:16-,17-,18-,19?,20?,21?,22?,23+,25+,26+,27+,28+	CPD-716
cpd14528	t:16-,17-,19-,20+,21?,22-,23+,25+,26+,27+,28+	C15792
cpd14528	t:16-,17-,19?,20?,21?,22?,23+,25+,26+,27+,28+	CPD-718
cpd14529	t:16-,17-,18+,19-,20+,21?,22-,23+,25+,26+,27+,28+	C15793
cpd14529	t:16-,17-,18+,19?,20?,21?,22?,23+,25+,26+,27+,28+	CPD-719
cpd14530	t:15-,16-,17-,18+,19?,20-,21+,23-,24+,25+,26+,27+,28+	C15794
cpd14530	t:15-,16-,17?,18?,19?,20?,21+,23-,24+,25+,26+,27+,28+	CPD-634
cpd14531	t:18-,19+,21+,22+,23-,24?,25+,26+,27+,28-	C15795
cpd14531	t:18-,19+,21+,22?,23?,24?,25?,26+,27+,28-	CPD-3943
cpd14532	t:18-,19+,22+,23-,24?,25+,26+,27+,28-	C15796
cpd14532	t:18-,19+,22?,23?,24?,25?,26+,27+,28-	CPD-3945
cpd14533	t:18-,19+,20+,22+,23-,24?,25+,26+,27+,28-	C15797
cpd14533	t:18-,19+,20+,22?,23?,24?,25?,26+,27+,28-	CPD-3946
cpd14534	t:18-,19+,20+,21+,22+,23-,24?,25+,26+,27+,28-	C15798
cpd14534	t:18-,19+,20+,21+,22?,23?,24?,25?,26+,27+,28-	CPD-712
cpd14535	t:17-,18-,19-,20-,21-,22+,23?,24-,25+,26+,27-,28+	C15799
cpd14535	t:17-,18-,19-,20-,21?,22?,23?,24?,25+,26+,27-,28+	CPD-715
cpd14536	t:17-,18-,19-,21-,22+,23?,24-,25+,26+,27-,28+	C15800
cpd14536	t:17-,18-,19-,21?,22?,23?,24?,25+,26+,27-,28+	CPD-717
cpd14537	t:17-,18-,19-,20+,21-,22+,23?,24-,25+,26+,27-,28+	C15801
cpd14537	t:17-,18-,19-,20+,21?,22?,23?,24?,25+,26+,27-,28+	CPD-720
cpd14538	t:16-,17-,18-,19-,20+,21?,22-,23-,24+,25+,26+,27+,28-	C15802
cpd14538	t:16-,17-,18-,19?,20?,21?,22?,23-,24+,25+,26+,27+,28-	CPD-723
cpd14539	t:15-,16-,17-,18+,19?,20-,21+,22-,23-,24+,25+,26+,27+,28+	C15803
cpd14539	t:15-,16-,17?,18?,19?,20?,21+,22-,23-,24+,25+,26+,27+,28+	CPD-724
cpd14544	t:19-,21?,22?,24-,25+,27-,28-,29+	C15808
cpd14544	t:19?,21?,22?,24?,25-,27+,28+,29-	CPD-4577
cpd14552	t:19-,20?,22?,23+,24?,27-,28+	C15816
cpd14552	t:19?,20-,22?,23?,24?,27+,28-	CPD-4578
cpd14581	t:22-,26+,27+,28+,29+,30+,32+,33+	CPD-12083
cpd14581	t:22-,26-,27-,28-,29-,30-,32-,33-	C15850
cpd14644	t:20-,22-,23?,25+,26+,28-,29-	C15915
cpd14644	t:20?,22?,23?,25?,26-,28+,29+	CPD-8610
cpd14653	t:2-,3+,4-,5-,6+	CPD4FS-5
cpd14653	t:2-,3+,4-,5-,6?	C15924
cpd14654	t:4-,5+,7+,8+,9-,10+,11-,14+,15+	CPD-7078
cpd14654	t:4-,5+,7+,8+,9-,10+,11-,14?,15+	C15925
cpd14665	t:39-,40+,42-,43+,44+,45-,46-	C15937
cpd14665	t:39-,40?,42?,43+,44+,45-,46?	CPD-11453
cpd14693	t:37-,38-,41-,42+,43-,44+,45+,46-,47-,48+,49?,50?	CPD-11471
cpd14693	t:37-,38-,41-,42-,43-,44-,45+,46+,47-,48-,49-,50-	C15969
cpd14709	t:12-,13-,16-,17-,18?,19-,20+,21+,22+	C15985
cpd14709	t:12-,13-,16?,17-,18?,19-,20?,21?,22+	CPD-8898
cpd14749	t:12-,13+,14+,15-	C16028
cpd14749	t:12-,13+,14?,15?	CPD-7554
cpd14791	t:2-,3-,4-,5-,6+,7+,8-,9-,10-,11+,12-	C16070
cpd14791	t:2-,3-,4-,5-,6+,7+,8-,9-,10-,11+,12?	6-A-D-GLUCOSAMINYL-1D-MYO-INOSITOL-12
cpd14863	b:10-8+,14-7+	C16142
cpd14863	b:10-8+,14-7-	CPD-8746
cpd14864	b:11-9+,12-6+	CPD-10159
cpd14864	b:11-9+,12-6-	C16143
cpd14868	t:31-,32-,33+,34-,36+	C16147
cpd14868	t:31-,32-,33+,34-,36?	CPD-9915
cpd14869	t:39?,45-,47-,48+,49-,51+	C16148
cpd14869	t:39?,45-,47-,48+,49-,51?	CPD-9916
cpd14875	t:6-,7+,9-,10+,11+,12+,13+,14+	C16154
cpd14875	t:6-,7+,9-,10+,11+,12+,13?,14+	UDP-L-ARA4-FORMYL-N
cpd14876	t:6-,8+,9-,10-,11-,12-,13-	C16155
cpd14876	t:6-,8+,9-,10-,11-,12?,13-	5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-
cpd14877	b:47-13-,48-25-,49-27-,50-29-,51-31-,52-33-,53-35-,54-37-,55-39+,56-41+,57-43+	CPD0-888
cpd14877	b:48-25+,49-27+,50-29-,51-31-,52-33-,53-35-,54-37-,55-39-,56-41-,57-43-	C16156
cpd14877	c:1-13-47(2)24-14-25-48(3)26-15-27-49(4)28-16-29-50(5)30-17-31-51(6)32-18-33-52(7)34-19-35-53(8)36-20-37-54(9)38-21-39-55(10)40-22-41-56(11)42-23-43-57(12)44-69-71(66,67)70-61-60(65)59(64)58(45-68-61)62-46-63	CPD0-888
cpd14877	c:1-47(2)23-13-24-48(3)25-14-26-49(4)27-15-28-50(5)29-16-30-51(6)31-17-32-52(7)33-18-34-53(8)35-19-36-54(9)37-20-38-55(10)39-21-40-56(11)41-22-42-57(12)43-44-69-71(66,67)70-61-60(65)59(64)58(45-68-61)62-46-63	C16156
cpd14877	h:13,25,27,29,31,33,35,37,39,41,43,46,58-61,64-65H,14-24,26,28,30,32,34,36,38,40,42,44-45H2,1-12H3,(H,62,63)(H,66,67)	CPD0-888
cpd14877	h:23,25,27,29,31,33,35,37,39,41,43,46,58-61,64-65H,13-22,24,26,28,30,32,34,36,38,40,42,44-45H2,1-12H3,(H,62,63)(H,66,67)	C16156
cpd14883	t:28-,32+,33+,34?,38-	LINOLENOYL-COA
cpd14883	t:28-,32-,33-,34+,38-	C16162
cpd14905	t:2-,5?	L-ASCORBATE-6-PHOSPHATE
cpd14905	t:2?,5-	C16186
cpd14955	t:10-,11-,14-,15-,18-	LIPOYL-AMP
cpd14955	t:10?,11-,14-,15-,18-	C16238
cpd14960	h:15-16,21,24H,5-14,17-19H2,1-4H3,(H10,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63);	C16243
cpd14960	h:15-16,21,39H,5-14,17-19H2,1-4H3,(H10,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63);	CPD-9047
cpd14960	q:;+2	C16243
cpd14960	q:;+4	CPD-9047
cpd14960	t:21-,24+,40-,41+,42+,43+;	C16243
cpd14960	t:21-,39?,40-,41+,42+,43+;	CPD-9047
cpd14961	q:;+2	C16244
cpd14961	q:;+4	CPD-9048
cpd14961	t:21?,25-,26+,39-,40-,41+,42+,43+,44+;	C16244
cpd14961	t:21?,25-,26+,39-,40-,41+,42+,43?,44+;	CPD-9048
cpd14967	t:18-,19+,20+,21-,22+,23-,24?,25+,26+,27+,28-	C16251
cpd14967	t:18-,19+,20+,21-,22?,23?,24?,25?,26+,27+,28-	CPD-12493
cpd14968	t:17-,18-,20-,21-,22+,23?,24-,25+,26+,27-,28+	C16252
cpd14968	t:17-,18-,20-,21?,22?,23?,24?,25+,26+,27-,28+	CPD-12495
cpd14969	t:17-,18-,21-,22+,23?,24-,25+,26+,27-,28+	C16253
cpd14969	t:17-,18-,21?,22?,23?,24?,25+,26+,27-,28+	CPD-12496
cpd14973	t:18-,19-,22+,23+,24?,28-	CPD-5922
cpd14973	t:18-,19-,22-,23-,24+,28-	C16257
cpd14976	t:15-,17+,18-,19-,20+,21+,22-,23-,24+,25+,26+,27-	C16260
cpd14976	t:15?,17-,18?,19?,20?,21?,22?,23-,24?,25-,26-,27+	5-BETA-SCYMNOL
cpd14977	t:15-,16?,17+,18-,19-,20+,21+,22-,23-,24+,25+,26+,27-	C16261
cpd14977	t:15?,16?,17-,18?,19?,20?,21?,22?,23-,24?,25-,26-,27+	5-BETA-SCYMNOL-SULFATE
cpd14989	t:15?,16-,20-,21-,22+,26-	C16273
cpd14989	t:15?,16-,20-,21-,22?,26-	CPD-20
cpd15019	t:18-,19-,20-,24-,25-,26-,27+,28+,29+,30-,31-,32-,34-,35-,36-	C16303
cpd15019	t:18-,19-,20-,24-,25-,26-,27+,28+,29+,30-,31-,32-,34?,35?,36?	CPD-7864
cpd15020	h:1-5,17-18,22-27,29-31,39-44H,6-8H2,(H4-,32,33,34,35,36,38)	C16304
cpd15020	h:1-5,17-18,22-27,29-31,39-44H,6-8H2,(H4-,32,33,34,35,38)	CPD-7870
cpd15020	t:17-,18-,22-,23-,24+,25+,26-,27-,29-,30-	C16304
cpd15020	t:17-,18-,22?,23-,24+,25+,26?,27-,29-,30?	CPD-7870
cpd15021	t:17-,18-,19-,20-,21+,22+,23-,25-,26+,27-	C16305
cpd15021	t:17-,18-,19-,20-,21-,22-,23-,25-,26?,27+	CPD-7843
cpd15022	t:17-,18-,19-,20-,21+,22+,23-,25-,26+,27-	C16306
cpd15022	t:17-,18-,19-,20-,21+,22+,23-,25-,26+,27?	CPD-7842
cpd15023	t:16-,17-,19-,20-,21+,22+,23-,25-,26+,27-	C16307
cpd15023	t:16-,17-,19-,20-,21-,22-,23-,25-,26?,27?	CPD-7844
cpd15040	b:4-3-,10-7-,16-13+	CPD-8682
cpd15040	b:4-3-,10-7-,16-13-	C16324
cpd15043	t:25-,26-,28+,32+,33+,34-,38+	C16327
cpd15043	t:25?,26?,28-,32-,33-,34+,38-	CPD-11517
cpd15047	t:23-,24-,26+,30+,31+,32-,36+	C16331
cpd15047	t:23?,24?,26-,30-,31-,32+,36-	CPD-11521
cpd15051	t:21-,22-,24+,28+,29+,30-,34+	C16335
cpd15051	t:21?,22?,24-,28-,29-,30+,34-	CPD-11525
cpd15112	t:16-,18-,19+,20-,21-	C16406
cpd15112	t:16-,18-,19+,20-,21?	CPD-8062
cpd15115	t:15-,18-,19+,20-,21-	C16409
cpd15115	t:15-,18-,19+,20-,21?	CPD-8634
cpd15116	t:14-,18-,19+,20-,21-	C16410
cpd15116	t:14-,18-,19+,20-,21?	CPD-8635
cpd15152	t:8-,9+,11+,12-,13+,16-	CPD-4617
cpd15152	t:8?,9-,11-,12+,13-,16-	C16448
cpd15364	t:12-,13-,16-,17-,18-,19-,20+,24-,25-	2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-
cpd15364	t:12-,13-,16-,17-,18-,19-,20?,24-,25-	C19771
cpd15394	c:7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14	D-ALLULOSE-6-PHOSPHATE
cpd15394	c:7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13	C18096
cpd15394	h:3-5,7-10H,1-2H2,(H2,11,12,13)	C18096
cpd15394	h:4-7,9-11H,1-2H2,(H2,12,13,14)	D-ALLULOSE-6-PHOSPHATE
cpd15394	t:3-,4-,5-,6?	C18096
cpd15394	t:4-,5+,6-	D-ALLULOSE-6-PHOSPHATE
cpd15807	t:3-,4+,6+	CPD-10809
cpd15807	t:3-,4+,6-	C18910
cpd15839	h:1-4,11-13,20,22-24H,5-6H2,(H2,17,18,21,25,26)	CPD-7602
cpd15839	h:1-4,11-13,20-24H,5-6H2,(H,18,25,26)	C19154
cpd15889	t:4-,5+,7+,8+,11+	C19155
cpd15889	t:4?,5-,7-,8-,11-	CPD-7601
cpd16333	b:18-12+	CPD-1862
cpd16333	b:18-12-	C16517
cpd16335	h:2,4,7,9,11-12,18H,1,3,5H2,(H,16,17)(H,19,20)(H,21,22)	C16519
cpd16335	h:2,9,11-12,18H,1,3-5H2,(H,16,17)(H,19,20)(H,21,22)	CPD-9924
cpd16335	t:7-,9+,11-,12-	C16519
cpd16335	t:9-,11+,12+	CPD-9924
cpd16339	t:25-,26-,27+,29-,30+,31+,32?,34-,38+,39-,40+	C16524
cpd16339	t:25-,26-,27-,29-,30+,31+,32-,34-,38+,39-,40+	CPD-9203
cpd16355	t:16-,20-,31+;	C16541
cpd16355	t:16-,20-,31?;	CPD-7014
cpd16479	b:9-6+,12-11+,16-8-,17-13+	C16681
cpd16479	b:9-6+,12-11+,16-8-,17-13-	CPD-13536
cpd16480	b:9-6+,12-11+,16-8-,17-13+	C16682
cpd16480	b:9-6+,12-11+,16-8-,17-13-	CPD-13538
cpd16514	c:1-22-6-5-14-12-19(25-2)17(23)11-15(14)10-16(22)7-13-8-18(24)21(27-4)20(9-13)26-3	CPD-9790
cpd16514	c:1-22-8-7-14-11-19(25-2)17(23)12-15(14)16(22)6-5-13-9-18(24)21(27-4)20(10-13)26-3	C16707
cpd16514	h:8-9,11-12,16,23-24H,5-7,10H2,1-4H3	CPD-9790
cpd16514	h:9-12,16,23-24H,5-8H2,1-4H3	C16707
cpd16516	c:1-23-7-6-22-12-18(26-3)16(24)11-14(22)10-15(23)8-13-9-17(25-2)20(27-4)21(28-5)19(13)22	CPD-9788
cpd16516	c:1-23-9-8-22-12-18(26-3)16(24)11-14(22)15(23)7-6-13-10-17(25-2)20(27-4)21(28-5)19(13)22	C16709
cpd16516	h:10-12,15H,6-9H2,1-5H3	C16709
cpd16516	h:9,11-12,15H,6-8,10H2,1-5H3	CPD-9788
cpd16516	t:15-,22+	C16709
cpd16516	t:15-,22?	CPD-9788
cpd16518	c:1-23-16-8-6-11-5-7-14(21)13-10-17(24-2)19(25-3)20(26-4)18(13)12(11)9-15(16)22	CPD-9786
cpd16518	c:1-23-16-8-6-12-13(10-15(16)22)14(21)7-5-11-9-17(24-2)19(25-3)20(26-4)18(11)12	C16712
cpd16527	c:1-2-12-15-9-18-20-14(13-5-3-4-6-17(13)27-20)7-8-28(18)24(33)16(15)11-34-25(12)36-26-23(32)22(31)21(30)19(10-29)35-26	C16724
cpd16527	c:1-2-14-20-12(11-34-25(14)36-26-23(32)22(31)21(30)19(10-29)35-26)7-13-8-16-15-5-3-4-6-17(15)27-18(16)9-28(13)24(20)33	CPD-11775
cpd16527	h:2-6,11,13-14,19-23,25-27,29-32H,1,7-10H2	CPD-11775
cpd16527	h:2-6,11-12,15,18-19,21-23,25-27,29-32H,1,7-10H2	C16724
cpd16527	t:12-,15+,18+,19-,21-,22+,23-,25+,26+	C16724
cpd16527	t:13?,14-,19+,20-,21+,22-,23+,25+,26-	CPD-11775
cpd16531	t:13-,14+,19?	CPD-9848
cpd16531	t:13-,14?,19+	C16728
cpd17278	t:10-,11-,12-,14-	CPD-10484
cpd17278	t:10-,11-,12-,14?	C17010
cpd17281	t:10-,11+,13?,14-	CPD-11419
cpd17281	t:10-,11+,13?,14?	C17017
cpd17434	c:1-19-4-2-3-7(12-17)20-11-10(16)9(15)8(14)6(5-13)18-11	C17244
cpd17434	c:1-19-4-2-3-7(12-17)20-11-6(5-13)8(14)9(15)10(16)18-11	3-METHYLTHIOPROPYL-DESULFO-GLUCOSINOLATE
cpd17439	t:9-,11-,12+,13-,14+	C17250
cpd17439	t:9-,11-,12+,13-,14?	CPDQT-420
cpd17525	t:14-,17+,19+,20-,21+,22+	C17391
cpd17525	t:14-,17+,19+,20-,21+,22?	CPD-13510
cpd17535	q:;+2	C17401
cpd17535	q:;+4	COBALT-FACTOR-III
cpd17550	t:19-,20+,21+,22-,23-,24+,26+,27-,28+,29+,30+	C17419
cpd17550	t:19?,20?,21?,22-,23-,24+,26+,27-,28+,29+,30+	CPD-13251
cpd17551	t:20-,21+,22+,23-,26+,27-,28+,29+,30+	C17420
cpd17551	t:20?,21?,22?,23?,26-,27+,28-,29-,30-	CPD-9482
cpd17833	t:16-,17-,18-,19?,20?,21?,22?,23+,24+,25+,27+,28+	CPD-12498
cpd17833	t:16-,17-,18-,19?,20?,21?,22?,23?,24+,25+,27+,28+	C17733
cpd17835	t:16-,17-,18+,19?,20?,21?,22?,23+,24+,25+,27+,28+	CPD-12497
cpd17835	t:16-,17-,18+,19?,20?,21?,22?,23?,24+,25+,27+,28+	C17735
cpd17837	t:21-,25-,26-,27+,31-	C17740
cpd17837	t:21-,25-,26-,27?,31-	CPD-12184
cpd17847	t:24-,25+,26-,27+,28+,29-,30-,31+,32-,33+	CPD-6623
cpd17847	t:24-,25-,26-,27-,28+,29+,30-,31-,32-,33-	C17750
cpd17848	t:7-,10+,11+,12-,13+,15+	C17751
cpd17848	t:7-,10+,11+,12-,13+,15?	CPD-8656
cpd17849	t:7-,10+,11+,12-,13-,14-,15+,16-,17+,20-,21+	C17752
cpd17849	t:7-,10+,11+,12-,13-,14-,15+,16-,17+,20?,21?	CPD-8657
cpd17856	c:1-23-10-6-8(2-4-9(10)18)3-5-12(19)25-15-14(21)13(20)11(7-17)24-16(15)22	CPD-8673
cpd17856	c:1-23-10-6-8(2-4-9(10)18)3-5-12(19)25-16-15(22)14(21)13(20)11(7-17)24-16	C17759
cpd17856	t:11-,13-,14+,15-,16+	C17759
cpd17856	t:11-,13-,14+,15-,16-	CPD-8673
cpd17989	t:8-,9-,10+,11-,12+,13+,15+,16-,17+,18+,19+,20+,21+,22+,25+,26-	C18005
cpd17989	t:8-,9-,10+,11-,12+,13+,15+,16-,17?,18+,19+,20+,21+,22+,25+,26-	CPD-14191
cpd17998	t:13-,14-,16-,18-,19-,20+	C18015
cpd17998	t:13?,14?,16?,18-,19-,20+	CPD-7092
cpd17999	t:13-,14-,15+,16-,18-,19-,20+	C18016
cpd17999	t:13?,14?,15?,16?,18-,19-,20+	CPD-9905
cpd19365	t:5-,6+,8-,9+,10+,11+,12+,13+	CPD-12511
cpd19365	t:5-,6+,8-,9+,10+,11+,12?,13+	C18094
cpd19442	c:9-4-1-2-5-11-6-3-7(10)8(12)13	C18172
cpd19442	c:9-4-2-6-11-5-1-3-7(10)8(12)13	CPD-10012
cpd19487	t:18-,19-,20+	C18219
cpd19487	t:18?,19-,20+	CPD-8714
cpd19488	t:18-,19-,20+	C18220
cpd19488	t:18?,19-,20+	CPD-8716
cpd19489	t:16-,17-,18-,19-,20+	C18221
cpd19489	t:16-,17?,18-,19-,20+	CPD-8726
cpd19490	t:16-,17-,18-,19-,20+	C18222
cpd19490	t:16-,17?,18-,19-,20+	CPD-8728
cpd19494	t:14-,16-,17-,18-,20+	C18226
cpd19494	t:14-,16-,17-,18?,20+	CPD-4751
cpd19498	t:17-,21-,22-,23+,24+,25-,27-	CPD-10577
cpd19498	t:17-,21-,22-,23+,24+,25?,27-	C18231
cpd19610	b:4-3+,5-2+	C18345
cpd19610	b:4-3-,5-2-	CPD-13530
cpd19614	b:7-3+,10-4+	C18349
cpd19614	b:7-3+,10-4-	CPD-11861
cpd19743	t:13-,14+	CPD-6970
cpd19743	t:13-,14?	C18479
cpd19941	t:16-,18-,19-	CPD-12949
cpd19941	t:16?,18-,19-	C18678
cpd19942	t:17-,19+	CPD-12950
cpd19942	t:17?,19-	C18679
cpd19962	t:12-,13+,14+,17-	C18699
cpd19962	t:12-,13-,14-,17?	CPD-11232
cpd19969	c:1-2-3-4-5	BUTYLAMINE
cpd19969	c:1-3-4(2)5	C18706
cpd19969	h:2-5H2,1H3	BUTYLAMINE
cpd19969	h:4H,3,5H2,1-2H3	C18706
cpd20060	t:15-,16+,19?,20-,21+,22-,23+,26+,28-,29+,30+,35-	C18798
cpd20060	t:15-,16?,19-,20-,21+,22-,23+,26+,28-,29+,30+,35-	CPD-10
cpd20413	h:2-5,8,13-15,23-26H,6-7H2,1H3,(H,28,29)(H,31,32)(H,21,27,30)	C19153
cpd20413	h:2-5,8,13-15,24-26H,6-7H2,1H3,(H4,20,21,23,27,28,29,30,31,32)	CPD-10333
cpd20452	h:1,3,7H,2,6H2	L-AZASERINE
cpd20452	h:1,3H,2,6H2,(H,10,11)	C19194
cpd20499	t:19-,20+,21-,22+,23+,24+,25+,26-,27-,32+	CPD-13181
cpd20499	t:19-,20+,21-,22-,23-,24+,25+,26-,27-,32+	C19241
cpd20567	c:1-2-3-4(5)6	VINYL-ACETATE
cpd20567	c:1-3-6-4(2)5	C19309
cpd20567	h:2H,1,3H2,(H,5,6)	VINYL-ACETATE
cpd20567	h:3H,1H2,2H3	C19309
cpd20869	b:2-1+	18-HYDROXYOLEATE
cpd20869	b:2-1-	C19616
cpd20870	b:2-1+	18-OXOOLEATE
cpd20870	b:2-1-	C19617
cpd20871	b:2-1+	OCTADEC-9-ENE-118-DIOIC-ACID
cpd20871	b:2-1-	C19618
cpd20885	c:13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12	C19636
cpd20885	c:13-1-5-7(17)8(18)9(19)11(22-5)23-10-6(16)4(15)2-21-12(10,20)3-14	CPD-13399
cpd20885	h:4,6-16,18-21H,1-3H2	C19636
cpd20885	h:4-11,13-20H,1-3H2	CPD-13399
cpd20885	t:4-,5-,6-,7-,8+,9-,10+,11-,12-	CPD-13399
cpd20885	t:4-,6-,7-,8-,9+,10-,11-,12-	C19636
cpd20901	t:19-,20+,22-,24+,25-,26+,27+,28+	C19653
cpd20901	t:19-,20+,22-,24+,25-,26-,27+,28+	LUMISTEROL
cpd20959	t:12-,13-,14-,15-	C19711
cpd20959	t:12-,13-,14?,15-	CPD-12884
cpd20973	t:15-,16+,17-,18-,19-,20+,21-	C19726
cpd20973	t:15-,16?,17-,18?,19?,20+,21-	CPD-12197
cpd20974	c:17-9-1-2-10-13(5-9)20-6-11(15(10)19)8-3-12(18)16-14(4-8)21-7-22-16	CPD-12508
cpd20974	c:17-9-4-11(18)15-14(5-9)20-6-10(16(15)19)8-1-2-12-13(3-8)22-7-21-12	C19727
cpd20979	t:21-,22+,23+,24-,26+,27-,28+,29+,30+	C19732
cpd20979	t:21?,22?,23?,24-,26+,27-,28+,29+,30+	CPD-7608
cpd20980	t:20-,21-,22+,23-,24+,27+,28-,29+,30+	C19733
cpd20980	t:20?,21?,22?,23-,24+,27+,28-,29+,30+	CPD-7609
cpd20994	b:13-6+,14-9+,15-11+	C19747
cpd20994	b:13-6-,14-9+,15-11+	CPD-8745
cpd21004	t:3-,4+,5-,6-,7-,8+,9+,10-,11+,12-	CPD-11607
cpd21004	t:3-,4+,5-,6-,7-,8+,9+,10-,11?,12-	C19758
cpd21012	t:4-,6-,7-,10-	C19766
cpd21012	t:4-,6?,7?,10-	CPD-5923
cpd21015	t:4-,6-,7-,8-,9-,11-	C19769
cpd21015	t:4-,6-,7-,8-,9-,11?	CPD0-882
cpd21030	t:7-,8+,9+,11+,12-,13+,14-,15-,17+	C19785
cpd21030	t:7?,8?,9-,11?,12?,13-,14+,15+,17-	CPD-9011
cpd21031	t:7-,8+,9+,11+,12-,13+,14-,15-,16+	C19786
cpd21031	t:7?,8?,9-,11?,12?,13-,14+,15+,16-	CPD-12719
cpd21036	t:3-,4-,5-,6+,7-,9-	C19791
cpd21036	t:3-,4?,5-,6+,7-,9-	CPD-9189
cpd21037	t:3-,4-,5-,6+,7-,9-	C19792
cpd21037	t:3-,4?,5-,6+,7-,9-	CPD-9190
cpd21040	t:8-,15+,17-,18+,20+,21-,22+,23+,26+,27?	CPD-8011
cpd21040	t:8-,15+,17-,18+,20+,21-,22+,23+,26-,27+	C19796
cpd21045	t:22-,23+,24-,27+,28+,29+,30-	CPD-13050
cpd21045	t:22?,23?,24-,27+,28+,29+,30-	C19801
cpd21057	t:17-,18+,19-,20-	C19814
cpd21057	t:17-,18?,19-,20-	CPD-10114
cpd21058	t:17-,18+,19-,20-	C19815
cpd21058	t:17-,18?,19-,20-	CPD-10113
cpd21060	t:14-,15?,16?,18+,19-,20+	CPD-11669
cpd21060	t:14?,15-,16+,18-,19+,20-	C19817
cpd21063	t:23?,24-,25-,26-,28-,29-,30-	CPD-13283
cpd21063	t:23?,24?,25?,26-,28-,29-,30-	C19820
cpd21074	t:23-,26+,27+,29-,30-	CPD-10263
cpd21074	t:23-,26-,27-,29+,30+	C19832
cpd21076	t:23-,24-,25+,26-,28+,29-,30-	C19834
cpd21076	t:23?,24-,25+,26-,28+,29-,30-	CPD-10642
cpd21078	t:16-,18+,20+	C19836
cpd21078	t:16-,18?,20+	CPD-10116
cpd21093	t:5-,6-,8-,9-,10-,11-,14-,15-	C19851
cpd21093	t:5-,6-,8-,9-,10-,11-,14-,15?	CPD-9007
cpd21099	b:49-13-,50-25-,51-27-,52-29-,53-31-,54-33-,55-35-,56-37-,57-39+,58-41+,59-43+	CPD-12772
cpd21099	b:50-25+,51-27+,52-29-,53-31-,54-33-,55-35-,56-37-,57-39-,58-41-,59-43-	C19857
cpd21099	c:1-13-49(2)24-14-25-50(3)26-15-27-51(4)28-16-29-52(5)30-17-31-53(6)32-18-33-54(7)34-19-35-55(8)36-20-37-56(9)38-21-39-57(10)40-22-41-58(11)42-23-43-59(12)48-107-119(103,104)118-120(105,106)117-84-73(99)69(95)75(63(47-89)111-84)112-83-74(100)76(66(92)62(46-88)109-83)113-85-78(68(94)65(91)61(45-87)110-85)115-82-72(98)70(96)77(79(116-82)80(101)102)114-81-71(97)67(93)64(90)60(44-86)108-81	CPD-12772
cpd21099	c:1-49(2)23-13-24-50(3)25-14-26-51(4)27-15-28-52(5)29-16-30-53(6)31-17-32-54(7)33-18-34-55(8)35-19-36-56(9)37-20-38-57(10)39-21-40-58(11)41-22-42-59(12)43-44-107-119(103,104)118-120(105,106)117-84-73(99)69(95)75(63(48-89)111-84)112-83-74(100)76(66(92)62(47-88)109-83)113-85-78(68(94)65(91)61(46-87)110-85)115-82-72(98)70(96)77(79(116-82)80(101)102)114-81-71(97)67(93)64(90)60(45-86)108-81	C19857
cpd21099	h:13,25,27,29,31,33,35,37,39,41,43,60-79,81-100H,14-24,26,28,30,32,34,36,38,40,42,44-48H2,1-12H3,(H,101,102)(H,103,104)(H,105,106)	CPD-12772
cpd21099	h:23,25,27,29,31,33,35,37,39,41,43,60-79,81-100H,13-22,24,26,28,30,32,34,36,38,40,42,44-48H2,1-12H3,(H,101,102)(H,103,104)(H,105,106)	C19857
cpd21106	t:21-,22+,23+,24+,25+,26-,27-,28-,29-,30-,31+,32-,33+,35-,36+,38+,39-,40+,41+,42+	C19865
cpd21106	t:21?,22-,23?,24?,25-,26?,27+,28+,29+,30+,31-,32+,33-,35+,36-,38-,39+,40-,41-,42-	CPD-13254
cpd21113	t:14?,15-,16-,17-,18+,19?,20-,21+,23-,24+,25+,26+,27+,28+	C19873
cpd21113	t:14?,15-,16-,17?,18?,19?,20?,21+,23-,24+,25+,26+,27+,28+	CPD-12500
cpd21114	t:14?,15-,16-,17-,18+,19?,20-,21+,22-,23+,24+,25+,27+,28+	C19874
cpd21114	t:14?,15-,16-,17?,18?,19?,20?,21+,22-,23+,24+,25+,27+,28+	CPD-12501
cpd21118	t:2-,3+,4+,5+,6-,7+	C19878
cpd21118	t:2-,3-,4-,5-,6+,7-	CPD-12542
cpd21119	t:2-,3+,4+,5+,6-,7-	C19879
cpd21119	t:2-,3-,4-,5-,6+,7+	CPD-12334
cpd21121	t:4-,5+,7+,8-,9-,10+,11-,12+,15+,16+	CPD-12336
